"accepted_species","F1.1/1"
"t14",-1.48462861993105
"t69",-1.83431024289263
"t70",-0.784944748476462
"t39",-1.28319047074281
"t40",-2.40411086045992
"t28",-0.968504336692971
"t54",-1.88961686012821
"t71",-1.57636420215893
"t72",-1.49506435716579
"t27",-2.25593586970201
"t66",-0.604737284677538
"t86",-1.64342590776175
"t87",-1.88518060935512
"t17",0.0765175894873623
"t55",-0.636920295908347
"t56",-0.867542491774818
"t1",1.47697592082692
"t2",-0.380807156397914
"t3",-0.265082475244781
"t33",0.0305357180230635
"t22",-0.567837535124973
"t63",-0.453205926603891
"t73",0.400016864836361
"t74",0.173294302054175
"t15",-0.631722620468129
"t19",0.857723744029823
"t31",-1.27527013614561
"t34",-0.855046638753242
"t35",-0.599046749947289
"t82",1.39303441992312
"t83",0.570942110534924
"t79",1.53311875742569
"t80",0.610546186249224
"t81",1.29914186797849
"t67",-0.715619631341632
"t68",0.449529080396288
"t53",-0.00095931350967359
"t57",0.222862003626225
"t58",1.35298963106374
"t99",0.495718635294447
"t100",1.54474089376022
"t12",NA
"t49",NA
"t50",NA
"t61",0.626324906667446
"t62",NA
"t38",NA
"t51",NA
"t52",0.770491822311103
"t29",NA
"t47",-0.42713552836393
"t48",NA
"t9",NA
"t10",NA
"t30",-0.194044454391905
"t84",-0.128312446455906
"t85",-0.771196744558119
"t18",0.11001581546624
"t64",-0.130117294762725
"t65",-0.545232219314709
"t77",-0.427655796612629
"t78",-0.687326195567892
"t44",0.834327106837363
"t45",1.74671749421353
"t92",-0.71814656925355
"t93",-0.297311436920769
"t90",-1.29013330967659
"t91",-1.0558610614109
"t11",0.640044890619458
"t36",0.240603525286576
"t37",-0.872316314119836
"t32",0.701565840319115
"t95",2.21732930028114
"t96",1.64174770106836
"t94",1.35697418652358
"t4",-0.427663503250654
"t5",0.817959679002163
"t88",0.196580755003268
"t89",-0.888033672384865
"t75",0.189158500808275
"t76",-0.0117808122111754
"t46",-0.0583237927089599
"t25",-0.542217335740478
"t26",0.159863050121709
"t20",1.40858304928118
"t21",0.193189645619635
"t23",0.248633934283844
"t24",0.938702431826055
"t13",-0.390209559119899
"t6",-1.03330313444682
"t59",0.163399281007411
"t60",0.799163733608295
"t97",0.105059898419427
"t98",1.79544022217146
"t16",1.92440759339535
"t7",-0.0664652452168437
"t8",1.78719347668738
"t42",-0.196519679493706
"t43",0.392032947234831
"t41",-0.163785790151509
