"","t1","t104","t115","t116","t82","t52","t53","t16","t48","t49","t29","t58","t97","t98","t33","t27","t152","t153","t109","t110","t68","t107","t108","t139","t140","t5","t51","t70","t71","t88","t146","t147","t113","t114","t121","t122","t36","t35","t125","t126","t111","t150","t151","t84","t85","t105","t106","t50","t10","t23","t24","t65","t66","t41","t6","t37","t141","t142","t138","t72","t67","t60","t45","t34","t11","t100","t101","t28","t112","t127","t143","t144","t145","t61","t62","t90","t91","t63","t64","t136","t137","t73","t74","t26","t30","t31","t25","t17","t18","t9","t3","t2","t119","t120","t148","t149","t42","t80","t81","t77","t132","t133","t40","t117","t118","t19","t89","t95","t96","t87","t56","t57","t38","t13","t14","t8","t7","t54","t55","t123","t124","t94","t39","t32","t46","t47","t59","t75","t76","t43","t44","t78","t79","t69","t86","t92","t93","t134","t135","t99","t15","t12","t21","t130","t131","t83","t128","t129","t102","t103","t22","t20","t4"
"t1",0,5.50191075712,5.50191075719,5.50191075719,5.50191075712,5.0068576749,4.9102185531,3.45042977969,5.44266402692,5.50191075692,4.44388489122,5.43153381074,5.50191075674,5.50191075674,5.50191075634,4.3337706172,5.501910756587,5.501910756587,5.50191075671,5.50191075671,5.50191075681,5.50191075671,5.30142827061,5.50191075645,5.50191075645,4.4780297801,4.83664163795,5.50191075715,5.13553575795,5.50191075709,5.50191075711,5.50191075711,5.50191075719,5.50191075719,5.501910757144,5.501910757144,5.501910756744,5.5019107572,5.50191075711,5.50191075711,5.5019107571,5.501910757132,5.501910757132,5.50191075649,5.50191075649,5.50191075659,5.50191075659,5.50191075659,4.50148307859,4.60800700383,5.50191075703,5.50191075646,5.47032247586,4.63102891392,3.01348219936,5.39412085672,5.501910757093,5.501910757093,5.5019107571,5.5019107571,5.50191075703,5.50191075708,5.08856227538,5.40576397032,3.46600993822,5.36604714742,5.50191075672,4.59017785032,5.50191075662,5.37829554305,5.50191075664,5.501910756645,5.501910756645,5.50191075672,5.50191075672,5.50191075622,5.19546949622,5.50191075622,5.50191075622,5.50191075646,5.50191075646,5.21528546212,5.50191075652,4.5369774338,5.5019107569,4.39898122486,4.2655548688,3.816979106,5.7066185393,3.3825748483,3.2175870204,1.84424629471,5.70661853945,5.70661853945,5.70661853955,5.70661853955,4.809808588701,5.70661853954,5.54677246184,5.70661853954,5.70661853954,5.70661853954,5.70661853955,5.70661853935,5.59039686672,5.70661853995,5.70661853968,5.70661853961,5.70661853961,5.29578798307,5.107297089,5.70661853975,5.70661853975,3.6156416149,3.39550484786,4.4000362448,5.70661853961,5.70661853945,5.70661853945,5.70661853975,5.70661853975,5.44653515905,5.70661853975,4.83492310421,5.7066185397,5.7066185397,5.70661853981,5.70661853981,5.70661853981,5.20596459545,4.88328760958,5.70661853923,5.70661853923,5.70661853925,5.70661853915,5.70661853918,5.63622397328,5.70661853922,5.66060560716,5.70661853925,5.70661853965,4.42339231975,4.119572724166,5.706618539073,5.685895991673,5.706618539073,5.706618538973,5.706618538973,5.706618539173,5.706618539173,3.980579143673,5.10921929995,4.83929685595
"t104",5.50191075712,0,0.53099493187,0.53099493187,0.9494698726,1.22691851538,1.13027939358,3.52618778017,5.5184220274,5.5776687574,4.5196428917,5.50729181122,5.57766875722,5.57766875722,5.57766875682,4.40952861768,5.577668757067,5.577668757067,5.57766875719,5.57766875719,5.57766875729,5.57766875719,5.37718627109,5.57766875693,5.57766875693,4.75056128602,5.10917314387,5.77444226307,5.40806726387,5.77444226301,5.77444226303,5.77444226303,5.77444226311,5.77444226311,5.774442263064,5.774442263064,5.774442262664,5.77444226312,5.77444226303,5.77444226303,5.77444226302,6.181993734452,6.181993734452,6.18199373381,6.18199373381,6.18199373391,6.18199373391,6.18199373391,5.18156605591,5.28808998115,6.18199373435,6.18199373378,6.15040545318,5.31111189124,3.69356517668,6.07420383404,6.181993734413,6.181993734413,6.18199373442,6.18199373442,6.18199373435,6.1819937344,5.7686452527,6.08584694764,4.14609291554,6.04613012474,6.18199373404,5.27026082764,6.18199373394,6.05837852037,6.18199373396,6.181993733965,6.181993733965,6.18199373404,6.18199373404,6.18199373354,5.87555247354,6.18199373354,6.18199373354,6.18199373378,6.18199373378,5.89536843944,6.18199373384,6.64092270932,7.60585603242,6.50292650038,6.36950014432,8.24480609752,10.13444553082,7.81040183982,7.64541401192,6.27207328623,10.13444553097,10.13444553097,10.13444553107,10.13444553107,9.237635580221,10.13444553106,9.97459945336,10.13444553106,10.13444553106,10.13444553106,10.13444553107,10.13444553087,10.01822385824,10.13444553147,10.1344455312,10.13444553113,10.13444553113,9.72361497459,9.53512408052,10.13444553127,10.13444553127,8.04346860642,7.82333183938,8.82786323632,10.13444553113,10.13444553097,10.13444553097,10.13444553127,10.13444553127,9.87436215057,10.13444553127,9.26275009573,10.13444553122,10.13444553122,10.13444553133,10.13444553133,10.13444553133,9.63379158697,9.3111146011,10.13444553075,10.13444553075,10.13444553077,10.13444553067,10.1344455307,10.0640509648,10.13444553074,10.08843259868,10.13444553077,10.13444553117,8.85121931127,8.547399715686,10.134445530593,10.113722983193,10.134445530593,10.134445530493,10.134445530493,10.134445530693,10.134445530693,8.408406135193,9.53704629147,9.26712384747
"t115",5.50191075719,0.53099493187,0,0.340670821,0.94946987267,1.22691851545,1.13027939365,3.52618778024,5.51842202747,5.57766875747,4.51964289177,5.50729181129,5.57766875729,5.57766875729,5.57766875689,4.40952861775,5.577668757137,5.577668757137,5.57766875726,5.57766875726,5.57766875736,5.57766875726,5.37718627116,5.577668757,5.577668757,4.75056128609,5.10917314394,5.77444226314,5.40806726394,5.77444226308,5.7744422631,5.7744422631,5.77444226318,5.77444226318,5.774442263134,5.774442263134,5.774442262734,5.77444226319,5.7744422631,5.7744422631,5.77444226309,6.181993734522,6.181993734522,6.18199373388,6.18199373388,6.18199373398,6.18199373398,6.18199373398,5.18156605598,5.28808998122,6.18199373442,6.18199373385,6.15040545325,5.31111189131,3.69356517675,6.07420383411,6.181993734483,6.181993734483,6.18199373449,6.18199373449,6.18199373442,6.18199373447,5.76864525277,6.08584694771,4.14609291561,6.04613012481,6.18199373411,5.27026082771,6.18199373401,6.05837852044,6.18199373403,6.181993734035,6.181993734035,6.18199373411,6.18199373411,6.18199373361,5.87555247361,6.18199373361,6.18199373361,6.18199373385,6.18199373385,5.89536843951,6.18199373391,6.64092270939,7.60585603249,6.50292650045,6.36950014439,8.24480609759,10.13444553089,7.81040183989,7.64541401199,6.2720732863,10.13444553104,10.13444553104,10.13444553114,10.13444553114,9.237635580291,10.13444553113,9.97459945343,10.13444553113,10.13444553113,10.13444553113,10.13444553114,10.13444553094,10.01822385831,10.13444553154,10.13444553127,10.1344455312,10.1344455312,9.72361497466,9.53512408059,10.13444553134,10.13444553134,8.04346860649,7.82333183945,8.82786323639,10.1344455312,10.13444553104,10.13444553104,10.13444553134,10.13444553134,9.87436215064,10.13444553134,9.2627500958,10.13444553129,10.13444553129,10.1344455314,10.1344455314,10.1344455314,9.63379158704,9.31111460117,10.13444553082,10.13444553082,10.13444553084,10.13444553074,10.13444553077,10.06405096487,10.13444553081,10.08843259875,10.13444553084,10.13444553124,8.85121931134,8.547399715756,10.134445530663,10.113722983263,10.134445530663,10.134445530563,10.134445530563,10.134445530763,10.134445530763,8.408406135263,9.53704629154,9.26712384754
"t116",5.50191075719,0.53099493187,0.340670821,0,0.94946987267,1.22691851545,1.13027939365,3.52618778024,5.51842202747,5.57766875747,4.51964289177,5.50729181129,5.57766875729,5.57766875729,5.57766875689,4.40952861775,5.577668757137,5.577668757137,5.57766875726,5.57766875726,5.57766875736,5.57766875726,5.37718627116,5.577668757,5.577668757,4.75056128609,5.10917314394,5.77444226314,5.40806726394,5.77444226308,5.7744422631,5.7744422631,5.77444226318,5.77444226318,5.774442263134,5.774442263134,5.774442262734,5.77444226319,5.7744422631,5.7744422631,5.77444226309,6.181993734522,6.181993734522,6.18199373388,6.18199373388,6.18199373398,6.18199373398,6.18199373398,5.18156605598,5.28808998122,6.18199373442,6.18199373385,6.15040545325,5.31111189131,3.69356517675,6.07420383411,6.181993734483,6.181993734483,6.18199373449,6.18199373449,6.18199373442,6.18199373447,5.76864525277,6.08584694771,4.14609291561,6.04613012481,6.18199373411,5.27026082771,6.18199373401,6.05837852044,6.18199373403,6.181993734035,6.181993734035,6.18199373411,6.18199373411,6.18199373361,5.87555247361,6.18199373361,6.18199373361,6.18199373385,6.18199373385,5.89536843951,6.18199373391,6.64092270939,7.60585603249,6.50292650045,6.36950014439,8.24480609759,10.13444553089,7.81040183989,7.64541401199,6.2720732863,10.13444553104,10.13444553104,10.13444553114,10.13444553114,9.237635580291,10.13444553113,9.97459945343,10.13444553113,10.13444553113,10.13444553113,10.13444553114,10.13444553094,10.01822385831,10.13444553154,10.13444553127,10.1344455312,10.1344455312,9.72361497466,9.53512408059,10.13444553134,10.13444553134,8.04346860649,7.82333183945,8.82786323639,10.1344455312,10.13444553104,10.13444553104,10.13444553134,10.13444553134,9.87436215064,10.13444553134,9.2627500958,10.13444553129,10.13444553129,10.1344455314,10.1344455314,10.1344455314,9.63379158704,9.31111460117,10.13444553082,10.13444553082,10.13444553084,10.13444553074,10.13444553077,10.06405096487,10.13444553081,10.08843259875,10.13444553084,10.13444553124,8.85121931134,8.547399715756,10.134445530663,10.113722983263,10.134445530663,10.134445530563,10.134445530563,10.134445530763,10.134445530763,8.408406135263,9.53704629154,9.26712384754
"t82",5.50191075712,0.9494698726,0.94946987267,0.94946987267,0,1.22691851538,1.13027939358,3.52618778017,5.5184220274,5.5776687574,4.5196428917,5.50729181122,5.57766875722,5.57766875722,5.57766875682,4.40952861768,5.577668757067,5.577668757067,5.57766875719,5.57766875719,5.57766875729,5.57766875719,5.37718627109,5.57766875693,5.57766875693,4.75056128602,5.10917314387,5.77444226307,5.40806726387,5.77444226301,5.77444226303,5.77444226303,5.77444226311,5.77444226311,5.774442263064,5.774442263064,5.774442262664,5.77444226312,5.77444226303,5.77444226303,5.77444226302,6.181993734452,6.181993734452,6.18199373381,6.18199373381,6.18199373391,6.18199373391,6.18199373391,5.18156605591,5.28808998115,6.18199373435,6.18199373378,6.15040545318,5.31111189124,3.69356517668,6.07420383404,6.181993734413,6.181993734413,6.18199373442,6.18199373442,6.18199373435,6.1819937344,5.7686452527,6.08584694764,4.14609291554,6.04613012474,6.18199373404,5.27026082764,6.18199373394,6.05837852037,6.18199373396,6.181993733965,6.181993733965,6.18199373404,6.18199373404,6.18199373354,5.87555247354,6.18199373354,6.18199373354,6.18199373378,6.18199373378,5.89536843944,6.18199373384,6.64092270932,7.60585603242,6.50292650038,6.36950014432,8.24480609752,10.13444553082,7.81040183982,7.64541401192,6.27207328623,10.13444553097,10.13444553097,10.13444553107,10.13444553107,9.237635580221,10.13444553106,9.97459945336,10.13444553106,10.13444553106,10.13444553106,10.13444553107,10.13444553087,10.01822385824,10.13444553147,10.1344455312,10.13444553113,10.13444553113,9.72361497459,9.53512408052,10.13444553127,10.13444553127,8.04346860642,7.82333183938,8.82786323632,10.13444553113,10.13444553097,10.13444553097,10.13444553127,10.13444553127,9.87436215057,10.13444553127,9.26275009573,10.13444553122,10.13444553122,10.13444553133,10.13444553133,10.13444553133,9.63379158697,9.3111146011,10.13444553075,10.13444553075,10.13444553077,10.13444553067,10.1344455307,10.0640509648,10.13444553074,10.08843259868,10.13444553077,10.13444553117,8.85121931127,8.547399715686,10.134445530593,10.113722983193,10.134445530593,10.134445530493,10.134445530493,10.134445530693,10.134445530693,8.408406135193,9.53704629147,9.26712384747
"t52",5.0068576749,1.22691851538,1.22691851545,1.22691851545,1.22691851538,0,0.5357097248,3.03113469795,5.02336894518,5.08261567518,4.02458980948,5.012238729,5.082615675,5.082615675,5.0826156746,3.91447553546,5.082615674847,5.082615674847,5.08261567497,5.08261567497,5.08261567507,5.08261567497,4.88213318887,5.08261567471,5.08261567471,4.2555082038,4.61412006165,5.27938918085,4.91301418165,5.27938918079,5.27938918081,5.27938918081,5.27938918089,5.27938918089,5.279389180844,5.279389180844,5.279389180444,5.2793891809,5.27938918081,5.27938918081,5.2793891808,5.686940652232,5.686940652232,5.68694065159,5.68694065159,5.68694065169,5.68694065169,5.68694065169,4.68651297369,4.79303689893,5.68694065213,5.68694065156,5.65535237096,4.81605880902,3.19851209446,5.57915075182,5.686940652193,5.686940652193,5.6869406522,5.6869406522,5.68694065213,5.68694065218,5.27359217048,5.59079386542,3.65103983332,5.55107704252,5.68694065182,4.77520774542,5.68694065172,5.56332543815,5.68694065174,5.686940651745,5.686940651745,5.68694065182,5.68694065182,5.68694065132,5.38049939132,5.68694065132,5.68694065132,5.68694065156,5.68694065156,5.40031535722,5.68694065162,6.1458696271,7.1108029502,6.00787341816,5.8744470621,7.7497530153,9.6393924486,7.3153487576,7.1503609297,5.77702020401,9.63939244875,9.63939244875,9.63939244885,9.63939244885,8.742582498001,9.63939244884,9.47954637114,9.63939244884,9.63939244884,9.63939244884,9.63939244885,9.63939244865,9.52317077602,9.63939244925,9.63939244898,9.63939244891,9.63939244891,9.22856189237,9.0400709983,9.63939244905,9.63939244905,7.5484155242,7.32827875716,8.3328101541,9.63939244891,9.63939244875,9.63939244875,9.63939244905,9.63939244905,9.37930906835,9.63939244905,8.76769701351,9.639392449,9.639392449,9.63939244911,9.63939244911,9.63939244911,9.13873850475,8.81606151888,9.63939244853,9.63939244853,9.63939244855,9.63939244845,9.63939244848,9.56899788258,9.63939244852,9.59337951646,9.63939244855,9.63939244895,8.35616622905,8.052346633466,9.639392448373,9.618669900973,9.639392448373,9.639392448273,9.639392448273,9.639392448473,9.639392448473,7.913353052973,9.04199320925,8.77207076525
"t53",4.9102185531,1.13027939358,1.13027939365,1.13027939365,1.13027939358,0.5357097248,0,2.93449557615,4.92672982338,4.98597655338,3.92795068768,4.9155996072,4.9859765532,4.9859765532,4.9859765528,3.81783641366,4.985976553047,4.985976553047,4.98597655317,4.98597655317,4.98597655327,4.98597655317,4.78549406707,4.98597655291,4.98597655291,4.158869082,4.51748093985,5.18275005905,4.81637505985,5.18275005899,5.18275005901,5.18275005901,5.18275005909,5.18275005909,5.182750059044,5.182750059044,5.182750058644,5.1827500591,5.18275005901,5.18275005901,5.182750059,5.590301530432,5.590301530432,5.59030152979,5.59030152979,5.59030152989,5.59030152989,5.59030152989,4.58987385189,4.69639777713,5.59030153033,5.59030152976,5.55871324916,4.71941968722,3.10187297266,5.48251163002,5.590301530393,5.590301530393,5.5903015304,5.5903015304,5.59030153033,5.59030153038,5.17695304868,5.49415474362,3.55440071152,5.45443792072,5.59030153002,4.67856862362,5.59030152992,5.46668631635,5.59030152994,5.590301529945,5.590301529945,5.59030153002,5.59030153002,5.59030152952,5.28386026952,5.59030152952,5.59030152952,5.59030152976,5.59030152976,5.30367623542,5.59030152982,6.0492305053,7.0141638284,5.91123429636,5.7778079403,7.6531138935,9.5427533268,7.2187096358,7.0537218079,5.68038108221,9.54275332695,9.54275332695,9.54275332705,9.54275332705,8.645943376201,9.54275332704,9.38290724934,9.54275332704,9.54275332704,9.54275332704,9.54275332705,9.54275332685,9.42653165422,9.54275332745,9.54275332718,9.54275332711,9.54275332711,9.13192277057,8.9434318765,9.54275332725,9.54275332725,7.4517764024,7.23163963536,8.2361710323,9.54275332711,9.54275332695,9.54275332695,9.54275332725,9.54275332725,9.28266994655,9.54275332725,8.67105789171,9.5427533272,9.5427533272,9.54275332731,9.54275332731,9.54275332731,9.04209938295,8.71942239708,9.54275332673,9.54275332673,9.54275332675,9.54275332665,9.54275332668,9.47235876078,9.54275332672,9.49674039466,9.54275332675,9.54275332715,8.25952710725,7.955707511666,9.542753326573,9.522030779173,9.542753326573,9.542753326473,9.542753326473,9.542753326673,9.542753326673,7.816713931173,8.94535408745,8.67543164345
"t16",3.45042977969,3.52618778017,3.52618778024,3.52618778024,3.52618778017,3.03113469795,2.93449557615,0,2.15098709097,2.21023382097,1.67680737847,2.66445629799,2.73483324399,2.73483324399,2.73483324359,1.56669310445,2.734833243837,2.734833243837,2.73483324396,2.73483324396,2.73483324406,2.73483324396,2.53435075786,2.7348332437,2.7348332437,2.69908030859,3.05769216644,3.72296128564,3.35658628644,3.72296128558,3.7229612856,3.7229612856,3.72296128568,3.72296128568,3.722961285634,3.722961285634,3.722961285234,3.72296128569,3.7229612856,3.7229612856,3.72296128559,4.130512757022,4.130512757022,4.13051275638,4.13051275638,4.13051275648,4.13051275648,4.13051275648,3.13008507848,3.23660900372,4.13051275692,4.13051275635,4.09892447575,3.25963091381,1.64208419925,4.02272285661,4.130512756983,4.130512756983,4.13051275699,4.13051275699,4.13051275692,4.13051275697,3.71716427527,4.03436597021,2.09461193811,3.99464914731,4.13051275661,3.21877985021,4.13051275651,4.00689754294,4.13051275653,4.130512756535,4.130512756535,4.13051275661,4.13051275661,4.13051275611,3.82407149611,4.13051275611,4.13051275611,4.13051275635,4.13051275635,3.84388746201,4.13051275641,4.58944173189,5.55437505499,4.45144552295,4.31801916689,6.19332512009,8.08296455339,5.75892086239,5.59393303449,4.2205923088,8.08296455354,8.08296455354,8.08296455364,8.08296455364,7.186154602791,8.08296455363,7.92311847593,8.08296455363,8.08296455363,8.08296455363,8.08296455364,8.08296455344,7.96674288081,8.08296455404,8.08296455377,8.0829645537,8.0829645537,7.67213399716,7.48364310309,8.08296455384,8.08296455384,5.99198762899,5.77185086195,6.77638225889,8.0829645537,8.08296455354,8.08296455354,8.08296455384,8.08296455384,7.82288117314,8.08296455384,7.2112691183,8.08296455379,8.08296455379,8.0829645539,8.0829645539,8.0829645539,7.58231060954,7.25963362367,8.08296455332,8.08296455332,8.08296455334,8.08296455324,8.08296455327,8.01256998737,8.08296455331,8.03695162125,8.08296455334,8.08296455374,6.79973833384,6.495918738256,8.082964553163,8.062242005763,8.082964553163,8.082964553063,8.082964553063,8.082964553263,8.082964553263,6.356925157763,7.48556531404,7.21564287004
"t48",5.44266402692,5.5184220274,5.51842202747,5.51842202747,5.5184220274,5.02336894518,4.92672982338,2.15098709097,0,1.6705908502,3.6690416257,4.65669054522,4.72706749122,4.72706749122,4.72706749082,3.55892735168,4.727067491067,4.727067491067,4.72706749119,4.72706749119,4.72706749129,4.72706749119,4.52658500509,4.72706749093,4.72706749093,4.69131455582,5.04992641367,5.71519553287,5.34882053367,5.71519553281,5.71519553283,5.71519553283,5.71519553291,5.71519553291,5.715195532864,5.715195532864,5.715195532464,5.71519553292,5.71519553283,5.71519553283,5.71519553282,6.122747004252,6.122747004252,6.12274700361,6.12274700361,6.12274700371,6.12274700371,6.12274700371,5.12231932571,5.22884325095,6.12274700415,6.12274700358,6.09115872298,5.25186516104,3.63431844648,6.01495710384,6.122747004213,6.122747004213,6.12274700422,6.12274700422,6.12274700415,6.1227470042,5.7093985225,6.02660021744,4.08684618534,5.98688339454,6.12274700384,5.21101409744,6.12274700374,5.99913179017,6.12274700376,6.122747003765,6.122747003765,6.12274700384,6.12274700384,6.12274700334,5.81630574334,6.12274700334,6.12274700334,6.12274700358,6.12274700358,5.83612170924,6.12274700364,6.58167597912,7.54660930222,6.44367977018,6.31025341412,8.18555936732,10.07519880062,7.75115510962,7.58616728172,6.21282655603,10.07519880077,10.07519880077,10.07519880087,10.07519880087,9.178388850021,10.07519880086,9.91535272316,10.07519880086,10.07519880086,10.07519880086,10.07519880087,10.07519880067,9.95897712804,10.07519880127,10.075198801,10.07519880093,10.07519880093,9.66436824439,9.47587735032,10.07519880107,10.07519880107,7.98422187622,7.76408510918,8.76861650612,10.07519880093,10.07519880077,10.07519880077,10.07519880107,10.07519880107,9.81511542037,10.07519880107,9.20350336553,10.07519880102,10.07519880102,10.07519880113,10.07519880113,10.07519880113,9.57454485677,9.2518678709,10.07519880055,10.07519880055,10.07519880057,10.07519880047,10.0751988005,10.0048042346,10.07519880054,10.02918586848,10.07519880057,10.07519880097,8.79197258107,8.488152985486,10.075198800393,10.054476252993,10.075198800393,10.075198800293,10.075198800293,10.075198800493,10.075198800493,8.349159404993,9.47779956127,9.20787711727
"t49",5.50191075692,5.5776687574,5.57766875747,5.57766875747,5.5776687574,5.08261567518,4.98597655338,2.21023382097,1.6705908502,0,3.7282883557,4.71593727522,4.78631422122,4.78631422122,4.78631422082,3.61817408168,4.786314221067,4.786314221067,4.78631422119,4.78631422119,4.78631422129,4.78631422119,4.58583173509,4.78631422093,4.78631422093,4.75056128582,5.10917314367,5.77444226287,5.40806726367,5.77444226281,5.77444226283,5.77444226283,5.77444226291,5.77444226291,5.774442262864,5.774442262864,5.774442262464,5.77444226292,5.77444226283,5.77444226283,5.77444226282,6.181993734252,6.181993734252,6.18199373361,6.18199373361,6.18199373371,6.18199373371,6.18199373371,5.18156605571,5.28808998095,6.18199373415,6.18199373358,6.15040545298,5.31111189104,3.69356517648,6.07420383384,6.181993734213,6.181993734213,6.18199373422,6.18199373422,6.18199373415,6.1819937342,5.7686452525,6.08584694744,4.14609291534,6.04613012454,6.18199373384,5.27026082744,6.18199373374,6.05837852017,6.18199373376,6.181993733765,6.181993733765,6.18199373384,6.18199373384,6.18199373334,5.87555247334,6.18199373334,6.18199373334,6.18199373358,6.18199373358,5.89536843924,6.18199373364,6.64092270912,7.60585603222,6.50292650018,6.36950014412,8.24480609732,10.13444553062,7.81040183962,7.64541401172,6.27207328603,10.13444553077,10.13444553077,10.13444553087,10.13444553087,9.237635580021,10.13444553086,9.97459945316,10.13444553086,10.13444553086,10.13444553086,10.13444553087,10.13444553067,10.01822385804,10.13444553127,10.134445531,10.13444553093,10.13444553093,9.72361497439,9.53512408032,10.13444553107,10.13444553107,8.04346860622,7.82333183918,8.82786323612,10.13444553093,10.13444553077,10.13444553077,10.13444553107,10.13444553107,9.87436215037,10.13444553107,9.26275009553,10.13444553102,10.13444553102,10.13444553113,10.13444553113,10.13444553113,9.63379158677,9.3111146009,10.13444553055,10.13444553055,10.13444553057,10.13444553047,10.1344455305,10.0640509646,10.13444553054,10.08843259848,10.13444553057,10.13444553097,8.85121931107,8.547399715486,10.134445530393,10.113722982993,10.134445530393,10.134445530293,10.134445530293,10.134445530493,10.134445530493,8.408406134993,9.53704629127,9.26712384727
