"accepted_species","Medicinal"
"Vincetoxicum_liebianum",0
"Peponidium_marojejyense",0
"Psychotria_desirei",0
"Landolphia_bruneelii",0
"Praravinia_glabra",0
"Tarenna_wrayi",0
"Tridentea_virescens",0
"Rondeletia_rugelii",0
"Lachnostoma_montanum",0
"Catunaregam_spinosa",1
"Appunia_tenuiflora",0
"Psychotria_imerinensis",0
"Psychotria_josephi",0
"Hypobathrum_coniocarpum",0
"Hylaea_leptoloba",0
"Pentalinon_andrieuxii",0
"Solenandra_stenophylla",0
"Galium_ionicum",0
"Galium_angustissimum",0
"Arachnothryx_caucana",0
"Peponidium_ovato-oblongum",0
"Ceropegia_vahrmeijeri",0
"Spermacoce_decipiens",0
"Hoya_mariae",0
"Psydrax_manambyanus",0
"Ixora_macrothyrsa",1
"Isertia_laevis",1
"Psychotria_nathaliae",0
"Cynanchica_biebersteinii",0
"Coussarea_contracta",0
"Xanthophytum_kinabaluense",0
"Argocoffeopsis_afzelii",1
"Arachnothryx_peruviana",0
"Arachnothryx_evansii",0
"Landolphia_macrantha",0
"Spermacoce_delicatula",0
"Chthamalia_nummularia",1
"Strophanthus_wightianus",1
"Coccocypselum_lanceolatum",0
"Calycosia_macrocyatha",0
"Rubia_crassipes",0
"Ditassa_fasciculata",0
"Strychnos_tchibangensis",1
"Tachiadenus_vohimavensis",0
"Urophyllum_nigricans",0
"Rauvolfia_anomala",0
"Gardenia_transvenulosa",0
"Ceropegia_mafekingensis",0
"Ceropegia_teniana",0
"Psychotria_rabeniana",0
"Psychotria_pittosporifolia",0
"Psychotria_paravillosa",0
"Galium_scabrelloides",0
"Psychotria_pachythalla",0
"Psychotria_streimannii",0
"Galium_cespitosum",0
"Psychotria_mayana",0
"Psychotria_kribiensis",0
"Kohautia_angolensis",1
"Huernia_schneideriana",0
"Hoya_scortechinii",0
"Hoya_solaniflora",0
"Lacmellea_bahiensis",0
"Tabernaemontana_palustris",0
"Scleromitrion_gracilipes",0
"Exochaenium_pumilum",0
"Faramea_macrura",0
"Platycarpum_schultesii",1
"Aspidosperma_leucocymosum",0
"Mitracarpus_albomarginatus",0
"Ochrosia_basistamina",0
"Secamone_delagoensis",0
"Macrocarpaea_laudabilis",0
"Coussarea_locuples",0
"Palicourea_palustris",0
"Hydnophytum_trichomanes",0
"Cordiera_mussunungae",0
"Fagraea_megalantha",0
"Hunteria_umbellata",1
"Canthium_inerme",1
"Hoffmannia_rotata",0
"Dischidia_maxima",0
"Malanea_erecta",0
"Malanea_subtruncata",0
"Morinda_fasciculata",0
"Pavetta_laevifolia",0
"Echidnopsis_dammanniana",0
"Echidnopsis_insularis",0
"Wrightia_lanceolata",0
"Lasianthus_cyanocarpoides",0
"Randia_mayana",0
"Elaeagia_laxiflora",0
"Stapelia_similis",0
"Vincetoxicum_bracteatum",0
"Myrmeconauclea_stipulacea",0
"Cordylogyne_argillicola",0
"Sabicea_uniflora",0
"Sabicea_brasiliensis",1
"Chassalia_lancifolioides",0
"Gentiana_sikkimensis",0
