"accepted_species","Medicinal"
"Wrightia_dubia",1
"Palicourea_chrysotricha",0
"Spermacoce_octodon",1
"Vincetoxicum_nanum",0
"Tarenna_junodii",1
"Minaria_cordata",0
"Australluma_ubomboensis",1
"Oldenlandia_vaginata",0
"Tridentea_pachyrrhiza",0
"Neuburgia_macrocarpa",0
"Glossostelma_cabrae",0
"Urceola_xylinabariopsoides",0
"Vincetoxicum_rockii",0
"Gomphocarpus_integer",1
"Larsenaikia_ochreata",0
"Cyclophyllum_balansae",0
"Edrastima_uniflora",0
"Cordiera_longiflora",0
"Ceropegia_parvissima",0
"Palicourea_oleandrella",0
"Psydrax_calcicola",0
"Thiollierea_kaalaensis",0
"Gentianella_anisodonta",0
"Matelea_vailiana",0
"Neonauclea_excelsa",1
"Swertia_lawii",1
"Mouretia_tonkinensis",0
"Mycetia_pubifolia",0
"Oxypetalum_pachygynum",0
"Homollea_leandrii",0
"Rubia_tinctorum",1
"Hoodia_parviflora",0
"Lecananthus_erubescens",0
"Alafia_intermedia",0
"Pagamea_aracaensis",0
"Rondeletia_hirsuta",0
"Rondeletia_parviflora",0
"Cynanchum_ovalifolium",1
"Ceropegia_khasiana",0
"Swertia_pseudohookeri",0
"Ceropegia_elegantior",0
"Ceropegia_suddeei",0
"Swertia_pianmaensis",0
"Spigelia_blanchetiana",0
"Bertiera_bistipulata",0
"Galium_chekiangense",0
"Psychotria_blydeniae",0
"Psychotria_razafimandimbisonii",0
"Gaertnera_globigera",0
"Manettia_paramorum",0
"Manettia_minutiflora",0
"Ixora_lecardii",0
"Ixora_barbata",0
"Hillia_loranthoides",0
"Ixora_brevicaudata",0
"Ixora_myrtifolia",0
"Hoya_incrassata",0
"Hoya_ramosii",0
"Hoya_lanataiensis",0
"Hoya_fischeriana",0
"Mussaenda_spectabilis",0
"Agouticarpa_isernii",0
"Coffea_salvatrix",0
"Nauclea_nyasica",0
"Aspidosperma_multiflorum",0
"Vangueria_cinnamomea",0
"Secamone_capitata",0
"Macrocarpaea_domingensis",0
"Canthium_strychnoides",0
"Tripterospermum_tanatorajanense",0
"Spermacoce_semierecta",0
"Pentopetia_astephana",0
"Sebaea_thodeana",0
"Gonolobus_inaequalis",0
"Schmidtottia_corymbosa",0
"Corynanthe_macroceras",1
"Dischidia_cochleata",0
"Pavetta_murleensis",0
"Pavetta_baconiella",0
"Pavetta_diversicalyx",0
"Lasianthus_rigidus",0
"Pavetta_puberula",0
"Pavetta_petiolaris",0
"Centaurium_capense",0
"Brachytome_hirtellata",0
"Gonioma_kamassi",1
"Appunia_megalantha",0
"Alstonia_lenormandii",0
"Salzmannia_nitida",1
"Oxyanthus_brevicaulis",0
"Gentianella_glenniae",0
"Tricalysia_lophocarpa",0
"Sabicea_congensis",0
"Zonanthus_cubensis",0
"Oldenlandia_capensis",1
"Oldenlandia_ruelliformis",0
"Ophiorrhiza_parviflora",0
"Ophiorrhiza_purpureonervis",0
"Faramea_quadricostata",0
"Gentiana_microdonta",0
