"accepted_species","trait_BM_trend_scaled"
"t3",0
"t4",NA
"t5",NA
"t96",0
"t97",0
"t91",0
"t92",0
"t90",0
"t67",0
"t119",0
"t120",0
"t64",NA
"t39",0
"t102",0
"t103",0
"t6",0
"t21",0
"t22",0
"t16",0
"t47",0
"t48",0
"t65",NA
"t66",NA
"t50",0
"t17",0
"t18",0
"t69",0
"t123",0
"t124",0
"t54",1
"t79",1
"t80",1
"t113",1
"t114",1
"t11",1
"t1",1
"t2",0
"t7",0
"t70",0
"t71",1
"t51",1
"t33",0
"t88",0
"t89",0
"t42",0
"t98",0
"t99",0
"t53",0
"t60",0
"t61",0
"t10",0
"t9",0
"t131",0
"t132",0
"t32",0
"t135",0
"t136",0
"t19",0
"t46",0
"t125",0
"t126",0
"t25",NA
"t55",0
"t56",NA
"t129",NA
"t130",NA
"t117",NA
"t118",0
"t52",0
"t127",0
"t128",0
"t83",0
"t84",0
"t35",1
"t36",1
"t26",NA
"t13",1
"t30",0
"t74",0
"t75",0
"t57",0
"t34",0
"t106",0
"t111",0
"t112",0
"t76",0
"t68",0
"t104",0
"t105",0
"t58",0
"t59",0
"t109",0
"t110",0
"t87",0
"t38",0
"t62",0
"t63",0
"t8",0
"t27",0
"t28",0
"t115",NA
"t116",0
"t37",0
"t133",0
"t134",0
"t31",0
"t100",0
"t101",0
"t85",1
"t86",0
"t43",0
"t29",NA
"t14",1
"t81",1
"t82",1
"t93",1
"t107",1
"t108",1
"t23",1
"t44",1
"t45",1
"t40",NA
"t15",1
"t12",1
"t94",1
"t95",1
"t77",1
"t78",1
"t49",1
"t41",1
"t24",1
"t121",1
"t122",1
"t72",1
"t73",1
"t20",1
