"","t119","t120","t84","t85","t49","t67","t68","t75","t76","t50","t31","t57","t58","t36","t37","t22","t12","t13","t18","t19","t6","t45","t86","t87","t115","t116","t103","t104","t102","t21","t20","t74","t105","t106","t62","t61","t94","t95","t35","t17","t43","t107","t108","t55","t56","t51","t60","t117","t118","t98","t99","t109","t110","t88","t89","t77","t78","t33","t34","t9","t14","t16","t92","t93","t72","t73","t10","t8","t11","t38","t47","t48","t90","t91","t59","t7","t15","t53","t54","t25","t70","t71","t32","t39","t40","t29","t28","t30","t41","t121","t122","t46","t79","t80","t96","t97","t42","t4","t65","t66","t26","t27","t111","t112","t100","t83","t81","t82","t44","t63","t64","t69","t113","t114","t101","t52","t5","t23","t24","t3","t2","t1"
"t119",0,0.006324032058,0.605028484609,0.700901603629,1.639346801329,1.639346801329,1.639346801329,2.826183176029,2.826183176029,2.826183176029,2.959936687819,2.959936687819,2.959936687819,2.413567007379,2.959936687819,2.959936688019,4.007112027849,3.775857446849,4.007112027249,3.571193646549,2.580750473249,7.533773959919,7.533773959919,7.533773959919,7.533773959822,7.533773959822,7.5337739601312,7.5337739601312,7.5337739601312,7.5337739600612,7.4951539873612,7.5337739602812,7.5337739602412,7.5337739602412,7.5337739602812,7.3533603466312,7.5337739602312,7.5337739602312,7.0128724213612,6.4452009724512,7.5337739596512,7.5337739596112,7.5337739596112,7.5337739596802,7.5337739596802,7.5337739595512,7.5337739596012,7.5337739595392,7.5337739595392,7.5337739595912,7.5337739595912,7.5337739596112,7.5337739596112,7.5337739596512,7.5337739596512,7.5337739597212,7.3494271977912,7.4485711227212,7.5337739597212,7.5337739596212,6.1168186196692,7.5337739594592,7.5337739598592,7.5337739598592,7.5337739598592,7.5337739598592,7.5337739599592,5.7389458044392,6.5992602519592,7.0390534629592,7.5337739598592,7.5337739598592,7.5337739597592,7.5337739597592,7.5337739597592,7.533773959409,7.533773960349,7.533773959949,7.533773959949,7.306999137249,7.533773959909,7.533773959909,7.533773959849,7.533773959849,7.533773959849,7.533773959909,7.533773959909,7.533773959949,7.533773959949,7.533773959924,7.533773959924,7.499400006139,7.533773959839,7.533773959839,7.533773959939,7.533773959939,7.004357227957,6.187797105939,7.533773959419,7.533773959419,7.533773959919,7.533773959919,7.533773959409,7.533773959409,7.533773959419,7.533773959379,7.533773960079,7.533773960079,7.533773959879,7.533773959879,7.533773959879,7.533773959379,7.533773959419,7.533773959419,7.533773959419,7.533773959379,7.533773959319,7.533773959519,7.533773959519,4.687011661619,5.158260708209,7.129926583943
"t120",0.006324032058,0,0.605028484609,0.700901603629,1.639346801329,1.639346801329,1.639346801329,2.826183176029,2.826183176029,2.826183176029,2.959936687819,2.959936687819,2.959936687819,2.413567007379,2.959936687819,2.959936688019,4.007112027849,3.775857446849,4.007112027249,3.571193646549,2.580750473249,7.533773959919,7.533773959919,7.533773959919,7.533773959822,7.533773959822,7.5337739601312,7.5337739601312,7.5337739601312,7.5337739600612,7.4951539873612,7.5337739602812,7.5337739602412,7.5337739602412,7.5337739602812,7.3533603466312,7.5337739602312,7.5337739602312,7.0128724213612,6.4452009724512,7.5337739596512,7.5337739596112,7.5337739596112,7.5337739596802,7.5337739596802,7.5337739595512,7.5337739596012,7.5337739595392,7.5337739595392,7.5337739595912,7.5337739595912,7.5337739596112,7.5337739596112,7.5337739596512,7.5337739596512,7.5337739597212,7.3494271977912,7.4485711227212,7.5337739597212,7.5337739596212,6.1168186196692,7.5337739594592,7.5337739598592,7.5337739598592,7.5337739598592,7.5337739598592,7.5337739599592,5.7389458044392,6.5992602519592,7.0390534629592,7.5337739598592,7.5337739598592,7.5337739597592,7.5337739597592,7.5337739597592,7.533773959409,7.533773960349,7.533773959949,7.533773959949,7.306999137249,7.533773959909,7.533773959909,7.533773959849,7.533773959849,7.533773959849,7.533773959909,7.533773959909,7.533773959949,7.533773959949,7.533773959924,7.533773959924,7.499400006139,7.533773959839,7.533773959839,7.533773959939,7.533773959939,7.004357227957,6.187797105939,7.533773959419,7.533773959419,7.533773959919,7.533773959919,7.533773959409,7.533773959409,7.533773959419,7.533773959379,7.533773960079,7.533773960079,7.533773959879,7.533773959879,7.533773959879,7.533773959379,7.533773959419,7.533773959419,7.533773959419,7.533773959379,7.533773959319,7.533773959519,7.533773959519,4.687011661619,5.158260708209,7.129926583943
"t84",0.605028484609,0.605028484609,0,0.23107171518,1.54347368228,1.54347368228,1.54347368228,2.73031005698,2.73031005698,2.73031005698,2.86406356877,2.86406356877,2.86406356877,2.31769388833,2.86406356877,2.86406356897,3.9112389088,3.6799843278,3.9112389082,3.4753205275,2.4848773542,7.43790084087,7.43790084087,7.43790084087,7.437900840773,7.437900840773,7.4379008410822,7.4379008410822,7.4379008410822,7.4379008410122,7.3992808683122,7.4379008412322,7.4379008411922,7.4379008411922,7.4379008412322,7.2574872275822,7.4379008411822,7.4379008411822,6.9169993023122,6.3493278534022,7.4379008406022,7.4379008405622,7.4379008405622,7.4379008406312,7.4379008406312,7.4379008405022,7.4379008405522,7.4379008404902,7.4379008404902,7.4379008405422,7.4379008405422,7.4379008405622,7.4379008405622,7.4379008406022,7.4379008406022,7.4379008406722,7.2535540787422,7.3526980036722,7.4379008406722,7.4379008405722,6.0209455006202,7.4379008404102,7.4379008408102,7.4379008408102,7.4379008408102,7.4379008408102,7.4379008409102,5.6430726853902,6.5033871329102,6.9431803439102,7.4379008408102,7.4379008408102,7.4379008407102,7.4379008407102,7.4379008407102,7.43790084036,7.4379008413,7.4379008409,7.4379008409,7.2111260182,7.43790084086,7.43790084086,7.4379008408,7.4379008408,7.4379008408,7.43790084086,7.43790084086,7.4379008409,7.4379008409,7.437900840875,7.437900840875,7.40352688709,7.43790084079,7.43790084079,7.43790084089,7.43790084089,6.908484108908,6.09192398689,7.43790084037,7.43790084037,7.43790084087,7.43790084087,7.43790084036,7.43790084036,7.43790084037,7.43790084033,7.43790084103,7.43790084103,7.43790084083,7.43790084083,7.43790084083,7.43790084033,7.43790084037,7.43790084037,7.43790084037,7.43790084033,7.43790084027,7.43790084047,7.43790084047,4.59113854257,5.06238758916,7.034053464894
"t85",0.700901603629,0.700901603629,0.23107171518,0,1.6393468013,1.6393468013,1.6393468013,2.826183176,2.826183176,2.826183176,2.95993668779,2.95993668779,2.95993668779,2.41356700735,2.95993668779,2.95993668799,4.00711202782,3.77585744682,4.00711202722,3.57119364652,2.58075047322,7.53377395989,7.53377395989,7.53377395989,7.533773959793,7.533773959793,7.5337739601022,7.5337739601022,7.5337739601022,7.5337739600322,7.4951539873322,7.5337739602522,7.5337739602122,7.5337739602122,7.5337739602522,7.3533603466022,7.5337739602022,7.5337739602022,7.0128724213322,6.4452009724222,7.5337739596222,7.5337739595822,7.5337739595822,7.5337739596512,7.5337739596512,7.5337739595222,7.5337739595722,7.5337739595102,7.5337739595102,7.5337739595622,7.5337739595622,7.5337739595822,7.5337739595822,7.5337739596222,7.5337739596222,7.5337739596922,7.3494271977622,7.4485711226922,7.5337739596922,7.5337739595922,6.1168186196402,7.5337739594302,7.5337739598302,7.5337739598302,7.5337739598302,7.5337739598302,7.5337739599302,5.7389458044102,6.5992602519302,7.0390534629302,7.5337739598302,7.5337739598302,7.5337739597302,7.5337739597302,7.5337739597302,7.53377395938,7.53377396032,7.53377395992,7.53377395992,7.30699913722,7.53377395988,7.53377395988,7.53377395982,7.53377395982,7.53377395982,7.53377395988,7.53377395988,7.53377395992,7.53377395992,7.533773959895,7.533773959895,7.49940000611,7.53377395981,7.53377395981,7.53377395991,7.53377395991,7.004357227928,6.18779710591,7.53377395939,7.53377395939,7.53377395989,7.53377395989,7.53377395938,7.53377395938,7.53377395939,7.53377395935,7.53377396005,7.53377396005,7.53377395985,7.53377395985,7.53377395985,7.53377395935,7.53377395939,7.53377395939,7.53377395939,7.53377395935,7.53377395929,7.53377395949,7.53377395949,4.68701166159,5.15826070818,7.129926583914
"t49",1.639346801329,1.639346801329,1.54347368228,1.6393468013,0,0.9205966642,0.9205966642,2.8261831761,2.8261831761,2.8261831761,2.95993668789,2.95993668789,2.95993668789,2.41356700745,2.95993668789,2.95993668809,4.00711202792,3.77585744692,4.00711202732,3.57119364662,2.58075047332,7.53377395999,7.53377395999,7.53377395999,7.533773959893,7.533773959893,7.5337739602022,7.5337739602022,7.5337739602022,7.5337739601322,7.4951539874322,7.5337739603522,7.5337739603122,7.5337739603122,7.5337739603522,7.3533603467022,7.5337739603022,7.5337739603022,7.0128724214322,6.4452009725222,7.5337739597222,7.5337739596822,7.5337739596822,7.5337739597512,7.5337739597512,7.5337739596222,7.5337739596722,7.5337739596102,7.5337739596102,7.5337739596622,7.5337739596622,7.5337739596822,7.5337739596822,7.5337739597222,7.5337739597222,7.5337739597922,7.3494271978622,7.4485711227922,7.5337739597922,7.5337739596922,6.1168186197402,7.5337739595302,7.5337739599302,7.5337739599302,7.5337739599302,7.5337739599302,7.5337739600302,5.7389458045102,6.5992602520302,7.0390534630302,7.5337739599302,7.5337739599302,7.5337739598302,7.5337739598302,7.5337739598302,7.53377395948,7.53377396042,7.53377396002,7.53377396002,7.30699913732,7.53377395998,7.53377395998,7.53377395992,7.53377395992,7.53377395992,7.53377395998,7.53377395998,7.53377396002,7.53377396002,7.533773959995,7.533773959995,7.49940000621,7.53377395991,7.53377395991,7.53377396001,7.53377396001,7.004357228028,6.18779710601,7.53377395949,7.53377395949,7.53377395999,7.53377395999,7.53377395948,7.53377395948,7.53377395949,7.53377395945,7.53377396015,7.53377396015,7.53377395995,7.53377395995,7.53377395995,7.53377395945,7.53377395949,7.53377395949,7.53377395949,7.53377395945,7.53377395939,7.53377395959,7.53377395959,4.68701166169,5.15826070828,7.129926584014
"t67",1.639346801329,1.639346801329,1.54347368228,1.6393468013,0.9205966642,0,0.5765727924,2.8261831761,2.8261831761,2.8261831761,2.95993668789,2.95993668789,2.95993668789,2.41356700745,2.95993668789,2.95993668809,4.00711202792,3.77585744692,4.00711202732,3.57119364662,2.58075047332,7.53377395999,7.53377395999,7.53377395999,7.533773959893,7.533773959893,7.5337739602022,7.5337739602022,7.5337739602022,7.5337739601322,7.4951539874322,7.5337739603522,7.5337739603122,7.5337739603122,7.5337739603522,7.3533603467022,7.5337739603022,7.5337739603022,7.0128724214322,6.4452009725222,7.5337739597222,7.5337739596822,7.5337739596822,7.5337739597512,7.5337739597512,7.5337739596222,7.5337739596722,7.5337739596102,7.5337739596102,7.5337739596622,7.5337739596622,7.5337739596822,7.5337739596822,7.5337739597222,7.5337739597222,7.5337739597922,7.3494271978622,7.4485711227922,7.5337739597922,7.5337739596922,6.1168186197402,7.5337739595302,7.5337739599302,7.5337739599302,7.5337739599302,7.5337739599302,7.5337739600302,5.7389458045102,6.5992602520302,7.0390534630302,7.5337739599302,7.5337739599302,7.5337739598302,7.5337739598302,7.5337739598302,7.53377395948,7.53377396042,7.53377396002,7.53377396002,7.30699913732,7.53377395998,7.53377395998,7.53377395992,7.53377395992,7.53377395992,7.53377395998,7.53377395998,7.53377396002,7.53377396002,7.533773959995,7.533773959995,7.49940000621,7.53377395991,7.53377395991,7.53377396001,7.53377396001,7.004357228028,6.18779710601,7.53377395949,7.53377395949,7.53377395999,7.53377395999,7.53377395948,7.53377395948,7.53377395949,7.53377395945,7.53377396015,7.53377396015,7.53377395995,7.53377395995,7.53377395995,7.53377395945,7.53377395949,7.53377395949,7.53377395949,7.53377395945,7.53377395939,7.53377395959,7.53377395959,4.68701166169,5.15826070828,7.129926584014
"t68",1.639346801329,1.639346801329,1.54347368228,1.6393468013,0.9205966642,0.5765727924,0,2.8261831761,2.8261831761,2.8261831761,2.95993668789,2.95993668789,2.95993668789,2.41356700745,2.95993668789,2.95993668809,4.00711202792,3.77585744692,4.00711202732,3.57119364662,2.58075047332,7.53377395999,7.53377395999,7.53377395999,7.533773959893,7.533773959893,7.5337739602022,7.5337739602022,7.5337739602022,7.5337739601322,7.4951539874322,7.5337739603522,7.5337739603122,7.5337739603122,7.5337739603522,7.3533603467022,7.5337739603022,7.5337739603022,7.0128724214322,6.4452009725222,7.5337739597222,7.5337739596822,7.5337739596822,7.5337739597512,7.5337739597512,7.5337739596222,7.5337739596722,7.5337739596102,7.5337739596102,7.5337739596622,7.5337739596622,7.5337739596822,7.5337739596822,7.5337739597222,7.5337739597222,7.5337739597922,7.3494271978622,7.4485711227922,7.5337739597922,7.5337739596922,6.1168186197402,7.5337739595302,7.5337739599302,7.5337739599302,7.5337739599302,7.5337739599302,7.5337739600302,5.7389458045102,6.5992602520302,7.0390534630302,7.5337739599302,7.5337739599302,7.5337739598302,7.5337739598302,7.5337739598302,7.53377395948,7.53377396042,7.53377396002,7.53377396002,7.30699913732,7.53377395998,7.53377395998,7.53377395992,7.53377395992,7.53377395992,7.53377395998,7.53377395998,7.53377396002,7.53377396002,7.533773959995,7.533773959995,7.49940000621,7.53377395991,7.53377395991,7.53377396001,7.53377396001,7.004357228028,6.18779710601,7.53377395949,7.53377395949,7.53377395999,7.53377395999,7.53377395948,7.53377395948,7.53377395949,7.53377395945,7.53377396015,7.53377396015,7.53377395995,7.53377395995,7.53377395995,7.53377395945,7.53377395949,7.53377395949,7.53377395949,7.53377395945,7.53377395939,7.53377395959,7.53377395959,4.68701166169,5.15826070828,7.129926584014
"t75",2.826183176029,2.826183176029,2.73031005698,2.826183176,2.8261831761,2.8261831761,2.8261831761,0,0.4431466564,0.9052982428,2.95993668779,2.95993668779,2.95993668779,2.41356700735,2.95993668779,2.95993668799,4.00711202782,3.77585744682,4.00711202722,3.57119364652,2.58075047322,7.53377395989,7.53377395989,7.53377395989,7.533773959793,7.533773959793,7.5337739601022,7.5337739601022,7.5337739601022,7.5337739600322,7.4951539873322,7.5337739602522,7.5337739602122,7.5337739602122,7.5337739602522,7.3533603466022,7.5337739602022,7.5337739602022,7.0128724213322,6.4452009724222,7.5337739596222,7.5337739595822,7.5337739595822,7.5337739596512,7.5337739596512,7.5337739595222,7.5337739595722,7.5337739595102,7.5337739595102,7.5337739595622,7.5337739595622,7.5337739595822,7.5337739595822,7.5337739596222,7.5337739596222,7.5337739596922,7.3494271977622,7.4485711226922,7.5337739596922,7.5337739595922,6.1168186196402,7.5337739594302,7.5337739598302,7.5337739598302,7.5337739598302,7.5337739598302,7.5337739599302,5.7389458044102,6.5992602519302,7.0390534629302,7.5337739598302,7.5337739598302,7.5337739597302,7.5337739597302,7.5337739597302,7.53377395938,7.53377396032,7.53377395992,7.53377395992,7.30699913722,7.53377395988,7.53377395988,7.53377395982,7.53377395982,7.53377395982,7.53377395988,7.53377395988,7.53377395992,7.53377395992,7.533773959895,7.533773959895,7.49940000611,7.53377395981,7.53377395981,7.53377395991,7.53377395991,7.004357227928,6.18779710591,7.53377395939,7.53377395939,7.53377395989,7.53377395989,7.53377395938,7.53377395938,7.53377395939,7.53377395935,7.53377396005,7.53377396005,7.53377395985,7.53377395985,7.53377395985,7.53377395935,7.53377395939,7.53377395939,7.53377395939,7.53377395935,7.53377395929,7.53377395949,7.53377395949,4.68701166159,5.15826070818,7.129926583914
"t76",2.826183176029,2.826183176029,2.73031005698,2.826183176,2.8261831761,2.8261831761,2.8261831761,0.4431466564,0,0.9052982428,2.95993668779,2.95993668779,2.95993668779,2.41356700735,2.95993668779,2.95993668799,4.00711202782,3.77585744682,4.00711202722,3.57119364652,2.58075047322,7.53377395989,7.53377395989,7.53377395989,7.533773959793,7.533773959793,7.5337739601022,7.5337739601022,7.5337739601022,7.5337739600322,7.4951539873322,7.5337739602522,7.5337739602122,7.5337739602122,7.5337739602522,7.3533603466022,7.5337739602022,7.5337739602022,7.0128724213322,6.4452009724222,7.5337739596222,7.5337739595822,7.5337739595822,7.5337739596512,7.5337739596512,7.5337739595222,7.5337739595722,7.5337739595102,7.5337739595102,7.5337739595622,7.5337739595622,7.5337739595822,7.5337739595822,7.5337739596222,7.5337739596222,7.5337739596922,7.3494271977622,7.4485711226922,7.5337739596922,7.5337739595922,6.1168186196402,7.5337739594302,7.5337739598302,7.5337739598302,7.5337739598302,7.5337739598302,7.5337739599302,5.7389458044102,6.5992602519302,7.0390534629302,7.5337739598302,7.5337739598302,7.5337739597302,7.5337739597302,7.5337739597302,7.53377395938,7.53377396032,7.53377395992,7.53377395992,7.30699913722,7.53377395988,7.53377395988,7.53377395982,7.53377395982,7.53377395982,7.53377395988,7.53377395988,7.53377395992,7.53377395992,7.533773959895,7.533773959895,7.49940000611,7.53377395981,7.53377395981,7.53377395991,7.53377395991,7.004357227928,6.18779710591,7.53377395939,7.53377395939,7.53377395989,7.53377395989,7.53377395938,7.53377395938,7.53377395939,7.53377395935,7.53377396005,7.53377396005,7.53377395985,7.53377395985,7.53377395985,7.53377395935,7.53377395939,7.53377395939,7.53377395939,7.53377395935,7.53377395929,7.53377395949,7.53377395949,4.68701166159,5.15826070818,7.129926583914
"t50",2.826183176029,2.826183176029,2.73031005698,2.826183176,2.8261831761,2.8261831761,2.8261831761,0.9052982428,0.9052982428,0,2.95993668779,2.95993668779,2.95993668779,2.41356700735,2.95993668779,2.95993668799,4.00711202782,3.77585744682,4.00711202722,3.57119364652,2.58075047322,7.53377395989,7.53377395989,7.53377395989,7.533773959793,7.533773959793,7.5337739601022,7.5337739601022,7.5337739601022,7.5337739600322,7.4951539873322,7.5337739602522,7.5337739602122,7.5337739602122,7.5337739602522,7.3533603466022,7.5337739602022,7.5337739602022,7.0128724213322,6.4452009724222,7.5337739596222,7.5337739595822,7.5337739595822,7.5337739596512,7.5337739596512,7.5337739595222,7.5337739595722,7.5337739595102,7.5337739595102,7.5337739595622,7.5337739595622,7.5337739595822,7.5337739595822,7.5337739596222,7.5337739596222,7.5337739596922,7.3494271977622,7.4485711226922,7.5337739596922,7.5337739595922,6.1168186196402,7.5337739594302,7.5337739598302,7.5337739598302,7.5337739598302,7.5337739598302,7.5337739599302,5.7389458044102,6.5992602519302,7.0390534629302,7.5337739598302,7.5337739598302,7.5337739597302,7.5337739597302,7.5337739597302,7.53377395938,7.53377396032,7.53377395992,7.53377395992,7.30699913722,7.53377395988,7.53377395988,7.53377395982,7.53377395982,7.53377395982,7.53377395988,7.53377395988,7.53377395992,7.53377395992,7.533773959895,7.533773959895,7.49940000611,7.53377395981,7.53377395981,7.53377395991,7.53377395991,7.004357227928,6.18779710591,7.53377395939,7.53377395939,7.53377395989,7.53377395989,7.53377395938,7.53377395938,7.53377395939,7.53377395935,7.53377396005,7.53377396005,7.53377395985,7.53377395985,7.53377395985,7.53377395935,7.53377395939,7.53377395939,7.53377395939,7.53377395935,7.53377395929,7.53377395949,7.53377395949,4.68701166159,5.15826070818,7.129926583914
