"","t2","t3","t4","t16","t21","t45","t112","t113","t18","t43","t62","t110","t111","t108","t109","t94","t124","t125","t89","t97","t135","t136","t47","t139","t140","t134","t123","t96","t103","t104","t48","t49","t117","t118","t22","t70","t71","t15","t17","t92","t93","t23","t41","t42","t20","t82","t83","t57","t58","t37","t128","t129","t122","t54","t143","t144","t65","t66","t53","t46","t153","t154","t105","t40","t61","t90","t91","t79","t141","t142","t11","t9","t19","t25","t59","t72","t73","t151","t152","t148","t27","t28","t24","t10","t68","t69","t34","t35","t30","t130","t131","t98","t101","t102","t60","t149","t150","t119","t50","t75","t87","t88","t14","t12","t13","t26","t29","t39","t120","t121","t116","t32","t33","t38","t95","t99","t100","t55","t56","t126","t145","t146","t147","t84","t85","t86","t76","t63","t77","t78","t67","t80","t114","t115","t127","t132","t133","t137","t138","t74","t64","t106","t107","t36","t81","t155","t156","t44","t51","t52","t31","t6","t5","t7","t8","t1"
"t2",0,1.4336745582,4.2056019451,5.9032106054,5.0772733372,6.6520765017,7.6597408406,7.6597408406,5.7216322201,7.6597408408,7.65974084024,7.65974084074,7.58079981784,7.32112260574,7.65974084064,7.65974084064,7.65974084061,7.65974084061,7.65974084071,7.65974084071,7.65974084068,7.65974084068,6.28168603531,7.65974084063,7.65974084063,7.6597408406,7.6597408407,7.6597408406,7.6597408406,7.6597408406,7.6597408408,7.6597408408,7.6597408407,7.6597408407,5.1662346984,7.6597408404,7.6597408404,4.6918021745,5.5801327932,7.65974084087,7.65974084087,6.26329471307,6.28557268956,7.31503397666,5.1091793175,7.65974084112,7.65974084112,6.92099283032,7.30233311792,7.65974084052,7.659740840364,7.616004102664,7.659740840374,7.659740840174,7.659740840564,7.659740840564,6.838447711874,6.699992951274,7.659740841074,7.65974084028,7.659740840169,7.659740840169,7.65974084018,7.65974084092,7.65974084052,7.65974084062,7.65974084062,7.65974084082,7.65974084088,7.65974084088,3.86595357962,4.84799529392,5.06575115636,6.2059056464,7.6597408404,7.6597408403,7.0145976364,7.659740840443,7.659740840443,7.65974084045,5.8287345919,6.2421409844,5.8338185167,5.13243204836,7.65974084056,7.65974084056,7.65974084106,6.82793094106,5.52123053806,7.65974084066,7.65974084066,7.65974084066,7.65974084066,7.65974084066,7.65974084026,7.65974084138,7.65974084138,7.65974084136,7.65974084086,7.65974084066,7.65974084066,7.26305480296,4.13776694591,4.01410617146,5.15563738857,5.708658601955,6.004465588525,7.659740841825,7.659740841765,7.659740841765,7.659740841825,7.659740841855,7.659740841855,6.49564871322,7.65974084162,7.65974084161,7.65974084161,7.659740841415,7.659740841415,7.65974084172,7.65974084164,7.659740841633,7.659740841633,7.21721220262,7.65974084152,7.13255142322,6.93172516902,6.76749770629,6.814118353152,7.65974084167,7.65974084207,7.65974084162,7.65974084161,7.65974084161,7.65974084162,7.64410451429,7.65974084169,7.65974084166,7.65974084166,7.65974084169,6.96110596929,7.65974084132,7.65974084132,6.63458309612,7.56914130842,7.659740842109,7.659740842109,7.65974084152,7.65974084132,7.23609814732,6.00904544072,2.75686289668,3.285395782,3.2363928905,3.3572047388,2.0703859006
"t3",1.4336745582,0,3.3357958239,5.0334044842,4.207467216,5.7822703805,6.7899347194,6.7899347194,4.8518260989,6.7899347196,6.78993471904,6.78993471954,6.71099369664,6.45131648454,6.78993471944,6.78993471944,6.78993471941,6.78993471941,6.78993471951,6.78993471951,6.78993471948,6.78993471948,5.41187991411,6.78993471943,6.78993471943,6.7899347194,6.7899347195,6.7899347194,6.7899347194,6.7899347194,6.7899347196,6.7899347196,6.7899347195,6.7899347195,4.2964285772,6.7899347192,6.7899347192,3.8219960533,4.710326672,6.78993471967,6.78993471967,5.39348859187,5.41576656836,6.44522785546,4.2393731963,6.78993471992,6.78993471992,6.05118670912,6.43252699672,6.78993471932,6.789934719164,6.746197981464,6.789934719174,6.789934718974,6.789934719364,6.789934719364,5.968641590674,5.830186830074,6.789934719874,6.78993471908,6.789934718969,6.789934718969,6.78993471898,6.78993471972,6.78993471932,6.78993471942,6.78993471942,6.78993471962,6.78993471968,6.78993471968,2.99614745842,3.97818917272,4.19594503516,5.3360995252,6.7899347192,6.7899347191,6.1447915152,6.789934719243,6.789934719243,6.78993471925,4.9589284707,5.3723348632,4.9640123955,4.26262592716,6.78993471936,6.78993471936,6.78993471986,5.95812481986,4.65142441686,6.78993471946,6.78993471946,6.78993471946,6.78993471946,6.78993471946,6.78993471906,6.78993472018,6.78993472018,6.78993472016,6.78993471966,6.78993471946,6.78993471946,6.39324868176,3.26796082471,3.14430005026,4.28583126737,4.838852480755,5.134659467325,6.789934720625,6.789934720565,6.789934720565,6.789934720625,6.789934720655,6.789934720655,5.62584259202,6.78993472042,6.78993472041,6.78993472041,6.789934720215,6.789934720215,6.78993472052,6.78993472044,6.789934720433,6.789934720433,6.34740608142,6.78993472032,6.26274530202,6.06191904782,5.89769158509,5.944312231952,6.78993472047,6.78993472087,6.78993472042,6.78993472041,6.78993472041,6.78993472042,6.77429839309,6.78993472049,6.78993472046,6.78993472046,6.78993472049,6.09129984809,6.78993472012,6.78993472012,5.76477697492,6.69933518722,6.789934720909,6.789934720909,6.78993472032,6.78993472012,6.36629202612,5.13923931952,1.88705677548,2.4155896608,2.3665867693,2.4873986176,2.85886215
"t4",4.2056019451,3.3357958239,0,7.4585089183,6.6325716501,8.2073748146,9.2150391535,9.2150391535,7.276930533,9.2150391537,9.21503915314,9.21503915364,9.13609813074,8.87642091864,9.21503915354,9.21503915354,9.21503915351,9.21503915351,9.21503915361,9.21503915361,9.21503915358,9.21503915358,7.83698434821,9.21503915353,9.21503915353,9.2150391535,9.2150391536,9.2150391535,9.2150391535,9.2150391535,9.2150391537,9.2150391537,9.2150391536,9.2150391536,6.7215330113,9.2150391533,9.2150391533,6.2471004874,7.1354311061,9.21503915377,9.21503915377,7.81859302597,7.84087100246,8.87033228956,6.6644776304,9.21503915402,9.21503915402,8.47629114322,8.85763143082,9.21503915342,9.215039153264,9.171302415564,9.215039153274,9.215039153074,9.215039153464,9.215039153464,8.393746024774,8.255291264174,9.215039153974,9.21503915318,9.215039153069,9.215039153069,9.21503915308,9.21503915382,9.21503915342,9.21503915352,9.21503915352,9.21503915372,9.21503915378,9.21503915378,5.42125189252,6.40329360682,6.62104946926,7.7612039593,9.2150391533,9.2150391532,8.5698959493,9.215039153343,9.215039153343,9.21503915335,7.3840329048,7.7974392973,7.3891168296,6.68773036126,9.21503915346,9.21503915346,9.21503915396,8.38322925396,7.07652885096,9.21503915356,9.21503915356,9.21503915356,9.21503915356,9.21503915356,9.21503915316,9.21503915428,9.21503915428,9.21503915426,9.21503915376,9.21503915356,9.21503915356,8.81835311586,5.69306525881,5.56940448436,6.71093570147,7.263956914855,7.559763901425,9.215039154725,9.215039154665,9.215039154665,9.215039154725,9.215039154755,9.215039154755,8.05094702612,9.21503915452,9.21503915451,9.21503915451,9.215039154315,9.215039154315,9.21503915462,9.21503915454,9.215039154533,9.215039154533,8.77251051552,9.21503915442,8.68784973612,8.48702348192,8.32279601919,8.369416666052,9.21503915457,9.21503915497,9.21503915452,9.21503915451,9.21503915451,9.21503915452,9.19940282719,9.21503915459,9.21503915456,9.21503915456,9.21503915459,8.51640428219,9.21503915422,9.21503915422,8.18988140902,9.12443962132,9.215039155009,9.215039155009,9.21503915442,9.21503915422,8.79139646022,7.56434375362,4.31216120958,4.8406940949,4.7916912034,4.9125030517,5.6307895369
"t16",5.9032106054,5.0334044842,7.4585089183,0,1.9573278558,3.5321310203,4.5397953592,4.5397953592,3.8702654891,5.8083741098,5.80837410924,5.80837410974,5.72943308684,5.46975587474,5.80837410964,5.80837410964,5.80837410961,5.80837410961,5.80837410971,5.80837410971,5.80837410968,5.80837410968,4.43031930431,5.80837410963,5.80837410963,5.8083741096,5.8083741097,5.8083741096,5.8083741096,5.8083741096,5.8083741098,5.8083741098,5.8083741097,5.8083741097,3.3148679674,5.8083741094,5.8083741094,2.8404354435,4.5349795222,6.61458756987,6.61458756987,5.21814144207,5.24041941856,6.26988070566,4.0640260465,6.72175407228,6.72175407228,5.98300606148,6.36434634908,6.72175407168,6.721754071524,6.678017333824,6.721754071534,6.721754071334,6.721754071724,6.721754071724,5.900460943034,5.762006182434,6.721754072234,6.72175407144,6.721754071329,6.721754071329,6.72175407134,6.72175407208,6.72175407168,6.72175407178,6.72175407178,6.72175407198,6.72175407204,6.72175407204,2.92796681078,4.11412122748,4.48986641824,5.63002090828,7.08385610228,7.08385610218,6.43871289828,7.083856102323,7.083856102323,7.08385610233,5.25284985378,5.66625624628,5.25793377858,5.09691275844,7.62422155064,7.62422155064,7.62422155114,6.79241165114,5.48571124814,7.62422155074,7.62422155074,7.62422155074,7.62422155074,7.62422155074,7.62422155034,7.62422155146,7.62422155146,7.62422155144,7.62422155094,7.62422155074,7.62422155074,7.22753551304,4.10224765599,6.13717186754,7.27870308465,7.831724298035,8.127531284605,9.782806537905,9.782806537845,9.782806537845,9.782806537905,9.782806537935,9.782806537935,8.6187144093,9.7828065377,9.78280653769,9.78280653769,9.782806537495,9.782806537495,9.7828065378,9.78280653772,9.782806537713,9.782806537713,9.3402778987,9.7828065376,9.2556171193,9.0547908651,8.89056340237,8.937184049232,9.78280653775,9.78280653815,9.7828065377,9.78280653769,9.78280653769,9.7828065377,9.76717021037,9.78280653777,9.78280653774,9.78280653774,9.78280653777,9.08417166537,9.7828065374,9.7828065374,8.7576487922,9.6922070045,9.782806538189,9.782806538189,9.7828065376,9.7828065374,9.3591638434,8.1321111368,4.87992859276,5.5688012214,5.5197983299,5.6406101782,7.3283981972
"t21",5.0772733372,4.207467216,6.6325716501,1.9573278558,0,1.8480688717,2.8557332106,2.8557332106,3.0443282209,4.9824368416,4.98243684104,4.98243684154,4.90349581864,4.64381860654,4.98243684144,4.98243684144,4.98243684141,4.98243684141,4.98243684151,4.98243684151,4.98243684148,4.98243684148,3.60438203611,4.98243684143,4.98243684143,4.9824368414,4.9824368415,4.9824368414,4.9824368414,4.9824368414,4.9824368416,4.9824368416,4.9824368415,4.9824368415,2.4889306992,4.9824368412,4.9824368412,2.0144981753,3.709042254,5.78865030167,5.78865030167,4.39220417387,4.41448215036,5.44394343746,3.2380887783,5.89581680408,5.89581680408,5.15706879328,5.53840908088,5.89581680348,5.895816803324,5.852080065624,5.895816803334,5.895816803134,5.895816803524,5.895816803524,5.074523674834,4.936068914234,5.895816804034,5.89581680324,5.895816803129,5.895816803129,5.89581680314,5.89581680388,5.89581680348,5.89581680358,5.89581680358,5.89581680378,5.89581680384,5.89581680384,2.10202954258,3.28818395928,3.66392915004,4.80408364008,6.25791883408,6.25791883398,5.61277563008,6.257918834123,6.257918834123,6.25791883413,4.42691258558,4.84031897808,4.43199651038,4.27097549024,6.79828428244,6.79828428244,6.79828428294,5.96647438294,4.65977397994,6.79828428254,6.79828428254,6.79828428254,6.79828428254,6.79828428254,6.79828428214,6.79828428326,6.79828428326,6.79828428324,6.79828428274,6.79828428254,6.79828428254,6.40159824484,3.27631038779,5.31123459934,6.45276581645,7.005787029835,7.301594016405,8.956869269705,8.956869269645,8.956869269645,8.956869269705,8.956869269735,8.956869269735,7.7927771411,8.9568692695,8.95686926949,8.95686926949,8.956869269295,8.956869269295,8.9568692696,8.95686926952,8.956869269513,8.956869269513,8.5143406305,8.9568692694,8.4296798511,8.2288535969,8.06462613417,8.111246781032,8.95686926955,8.95686926995,8.9568692695,8.95686926949,8.95686926949,8.9568692695,8.94123294217,8.95686926957,8.95686926954,8.95686926954,8.95686926957,8.25823439717,8.9568692692,8.9568692692,7.931711524,8.8662697363,8.956869269989,8.956869269989,8.9568692694,8.9568692692,8.5332265752,7.3061738686,4.05399132456,4.7428639532,4.6938610617,4.81467291,6.502460929
"t45",6.6520765017,5.7822703805,8.2073748146,3.5321310203,1.8480688717,0,2.1033489251,2.1033489251,4.6191313854,6.5572400061,6.55724000554,6.55724000604,6.47829898314,6.21862177104,6.55724000594,6.55724000594,6.55724000591,6.55724000591,6.55724000601,6.55724000601,6.55724000598,6.55724000598,5.17918520061,6.55724000593,6.55724000593,6.5572400059,6.557240006,6.5572400059,6.5572400059,6.5572400059,6.5572400061,6.5572400061,6.557240006,6.557240006,4.0637338637,6.5572400057,6.5572400057,3.5893013398,5.2838454185,7.36345346617,7.36345346617,5.96700733837,5.98928531486,7.01874660196,4.8128919428,7.47061996858,7.47061996858,6.73187195778,7.11321224538,7.47061996798,7.470619967824,7.426883230124,7.470619967834,7.470619967634,7.470619968024,7.470619968024,6.649326839334,6.510872078734,7.470619968534,7.47061996774,7.470619967629,7.470619967629,7.47061996764,7.47061996838,7.47061996798,7.47061996808,7.47061996808,7.47061996828,7.47061996834,7.47061996834,3.67683270708,4.86298712378,5.23873231454,6.37888680458,7.83272199858,7.83272199848,7.18757879458,7.832721998623,7.832721998623,7.83272199863,6.00171575008,6.41512214258,6.00679967488,5.84577865474,8.37308744694,8.37308744694,8.37308744744,7.54127754744,6.23457714444,8.37308744704,8.37308744704,8.37308744704,8.37308744704,8.37308744704,8.37308744664,8.37308744776,8.37308744776,8.37308744774,8.37308744724,8.37308744704,8.37308744704,7.97640140934,4.85111355229,6.88603776384,8.02756898095,8.580590194335,8.876397180905,10.531672434205,10.531672434145,10.531672434145,10.531672434205,10.531672434235,10.531672434235,9.3675803056,10.531672434,10.53167243399,10.53167243399,10.531672433795,10.531672433795,10.5316724341,10.53167243402,10.531672434013,10.531672434013,10.089143795,10.5316724339,10.0044830156,9.8036567614,9.63942929867,9.686049945532,10.53167243405,10.53167243445,10.531672434,10.53167243399,10.53167243399,10.531672434,10.51603610667,10.53167243407,10.53167243404,10.53167243404,10.53167243407,9.83303756167,10.5316724337,10.5316724337,9.5065146885,10.4410729008,10.531672434489,10.531672434489,10.5316724339,10.5316724337,10.1080297397,8.8809770331,5.62879448906,6.3176671177,6.2686642262,6.3894760745,8.0772640935
"t112",7.6597408406,6.7899347194,9.2150391535,4.5397953592,2.8557332106,2.1033489251,0,0.608491956,5.6267957243,7.564904345,7.56490434444,7.56490434494,7.48596332204,7.22628610994,7.56490434484,7.56490434484,7.56490434481,7.56490434481,7.56490434491,7.56490434491,7.56490434488,7.56490434488,6.18684953951,7.56490434483,7.56490434483,7.5649043448,7.5649043449,7.5649043448,7.5649043448,7.5649043448,7.564904345,7.564904345,7.5649043449,7.5649043449,5.0713982026,7.5649043446,7.5649043446,4.5969656787,6.2915097574,8.37111780507,8.37111780507,6.97467167727,6.99694965376,8.02641094086,5.8205562817,8.47828430748,8.47828430748,7.73953629668,8.12087658428,8.47828430688,8.478284306724,8.434547569024,8.478284306734,8.478284306534,8.478284306924,8.478284306924,7.656991178234,7.518536417634,8.478284307434,8.47828430664,8.478284306529,8.478284306529,8.47828430654,8.47828430728,8.47828430688,8.47828430698,8.47828430698,8.47828430718,8.47828430724,8.47828430724,4.68449704598,5.87065146268,6.24639665344,7.38655114348,8.84038633748,8.84038633738,8.19524313348,8.840386337523,8.840386337523,8.84038633753,7.00938008898,7.42278648148,7.01446401378,6.85344299364,9.38075178584,9.38075178584,9.38075178634,8.54894188634,7.24224148334,9.38075178594,9.38075178594,9.38075178594,9.38075178594,9.38075178594,9.38075178554,9.38075178666,9.38075178666,9.38075178664,9.38075178614,9.38075178594,9.38075178594,8.98406574824,5.85877789119,7.89370210274,9.03523331985,9.588254533235,9.884061519805,11.539336773105,11.539336773045,11.539336773045,11.539336773105,11.539336773135,11.539336773135,10.3752446445,11.5393367729,11.53933677289,11.53933677289,11.539336772695,11.539336772695,11.539336773,11.53933677292,11.539336772913,11.539336772913,11.0968081339,11.5393367728,11.0121473545,10.8113211003,10.64709363757,10.693714284432,11.53933677295,11.53933677335,11.5393367729,11.53933677289,11.53933677289,11.5393367729,11.52370044557,11.53933677297,11.53933677294,11.53933677294,11.53933677297,10.84070190057,11.5393367726,11.5393367726,10.5141790274,11.4487372397,11.539336773389,11.539336773389,11.5393367728,11.5393367726,11.1156940786,9.888641372,6.63645882796,7.3253314566,7.2763285651,7.3971404134,9.0849284324
"t113",7.6597408406,6.7899347194,9.2150391535,4.5397953592,2.8557332106,2.1033489251,0.608491956,0,5.6267957243,7.564904345,7.56490434444,7.56490434494,7.48596332204,7.22628610994,7.56490434484,7.56490434484,7.56490434481,7.56490434481,7.56490434491,7.56490434491,7.56490434488,7.56490434488,6.18684953951,7.56490434483,7.56490434483,7.5649043448,7.5649043449,7.5649043448,7.5649043448,7.5649043448,7.564904345,7.564904345,7.5649043449,7.5649043449,5.0713982026,7.5649043446,7.5649043446,4.5969656787,6.2915097574,8.37111780507,8.37111780507,6.97467167727,6.99694965376,8.02641094086,5.8205562817,8.47828430748,8.47828430748,7.73953629668,8.12087658428,8.47828430688,8.478284306724,8.434547569024,8.478284306734,8.478284306534,8.478284306924,8.478284306924,7.656991178234,7.518536417634,8.478284307434,8.47828430664,8.478284306529,8.478284306529,8.47828430654,8.47828430728,8.47828430688,8.47828430698,8.47828430698,8.47828430718,8.47828430724,8.47828430724,4.68449704598,5.87065146268,6.24639665344,7.38655114348,8.84038633748,8.84038633738,8.19524313348,8.840386337523,8.840386337523,8.84038633753,7.00938008898,7.42278648148,7.01446401378,6.85344299364,9.38075178584,9.38075178584,9.38075178634,8.54894188634,7.24224148334,9.38075178594,9.38075178594,9.38075178594,9.38075178594,9.38075178594,9.38075178554,9.38075178666,9.38075178666,9.38075178664,9.38075178614,9.38075178594,9.38075178594,8.98406574824,5.85877789119,7.89370210274,9.03523331985,9.588254533235,9.884061519805,11.539336773105,11.539336773045,11.539336773045,11.539336773105,11.539336773135,11.539336773135,10.3752446445,11.5393367729,11.53933677289,11.53933677289,11.539336772695,11.539336772695,11.539336773,11.53933677292,11.539336772913,11.539336772913,11.0968081339,11.5393367728,11.0121473545,10.8113211003,10.64709363757,10.693714284432,11.53933677295,11.53933677335,11.5393367729,11.53933677289,11.53933677289,11.5393367729,11.52370044557,11.53933677297,11.53933677294,11.53933677294,11.53933677297,10.84070190057,11.5393367726,11.5393367726,10.5141790274,11.4487372397,11.539336773389,11.539336773389,11.5393367728,11.5393367726,11.1156940786,9.888641372,6.63645882796,7.3253314566,7.2763285651,7.3971404134,9.0849284324
"t18",5.7216322201,4.8518260989,7.276930533,3.8702654891,3.0443282209,4.6191313854,5.6267957243,5.6267957243,0,3.8249588485,3.82495884794,3.82495884844,3.74601782554,3.48634061344,3.82495884834,3.82495884834,3.82495884831,3.82495884831,3.82495884841,3.82495884841,3.82495884838,3.82495884838,2.44690404301,3.82495884833,3.82495884833,3.8249588483,3.8249588484,3.8249588483,3.8249588483,3.8249588483,3.8249588485,3.8249588485,3.8249588484,3.8249588484,2.2887540931,4.7822602351,4.7822602351,1.8143215692,4.3534011369,6.43300918457,6.43300918457,5.03656305677,5.05884103326,6.08830232036,3.8824476612,6.54017568698,6.54017568698,5.80142767618,6.18276796378,6.54017568638,6.540175686224,6.496438948524,6.540175686234,6.540175686034,6.540175686424,6.540175686424,5.718882557734,5.580427797134,6.540175686934,6.54017568614,6.540175686029,6.540175686029,6.54017568604,6.54017568678,6.54017568638,6.54017568648,6.54017568648,6.54017568668,6.54017568674,6.54017568674,2.74638842548,3.93254284218,4.30828803294,5.44844252298,6.90227771698,6.90227771688,6.25713451298,6.902277717023,6.902277717023,6.90227771703,5.07127146848,5.48467786098,5.07635539328,4.91533437314,7.44264316534,7.44264316534,7.44264316584,6.61083326584,5.30413286284,7.44264316544,7.44264316544,7.44264316544,7.44264316544,7.44264316544,7.44264316504,7.44264316616,7.44264316616,7.44264316614,7.44264316564,7.44264316544,7.44264316544,7.04595712774,3.92066927069,5.95559348224,7.09712469935,7.650145912735,7.945952899305,9.601228152605,9.601228152545,9.601228152545,9.601228152605,9.601228152635,9.601228152635,8.437136024,9.6012281524,9.60122815239,9.60122815239,9.601228152195,9.601228152195,9.6012281525,9.60122815242,9.601228152413,9.601228152413,9.1586995134,9.6012281523,9.074038734,8.8732124798,8.70898501707,8.755605663932,9.60122815245,9.60122815285,9.6012281524,9.60122815239,9.60122815239,9.6012281524,9.58559182507,9.60122815247,9.60122815244,9.60122815244,9.60122815247,8.90259328007,9.6012281521,9.6012281521,8.5760704069,9.5106286192,9.601228152889,9.601228152889,9.6012281523,9.6012281521,9.1775854581,7.9505327515,4.69835020746,5.3872228361,5.3382199446,5.4590317929,7.1468198119
"t43",7.6597408408,6.7899347196,9.2150391537,5.8083741098,4.9824368416,6.5572400061,7.564904345,7.564904345,3.8249588485,0,3.15435973144,3.15435973194,3.07541870904,2.81574149694,3.15435973184,3.15435973184,3.15435973181,3.15435973181,3.15435973191,3.15435973191,3.15435973188,3.15435973188,1.77630492651,3.73597979783,3.73597979783,3.7359797978,3.7359797979,3.7359797978,3.7359797978,3.7359797978,4.7335930572,4.7335930572,5.4762011787,5.4762011787,4.2268627138,6.7203688558,6.7203688558,3.7524301899,6.2915097576,8.37111780527,8.37111780527,6.97467167747,6.99694965396,8.02641094106,5.8205562819,8.47828430768,8.47828430768,7.73953629688,8.12087658448,8.47828430708,8.478284306924,8.434547569224,8.478284306934,8.478284306734,8.478284307124,8.478284307124,7.656991178434,7.518536417834,8.478284307634,8.47828430684,8.478284306729,8.478284306729,8.47828430674,8.47828430748,8.47828430708,8.47828430718,8.47828430718,8.47828430738,8.47828430744,8.47828430744,4.68449704618,5.87065146288,6.24639665364,7.38655114368,8.84038633768,8.84038633758,8.19524313368,8.840386337723,8.840386337723,8.84038633773,7.00938008918,7.42278648168,7.01446401398,6.85344299384,9.38075178604,9.38075178604,9.38075178654,8.54894188654,7.24224148354,9.38075178614,9.38075178614,9.38075178614,9.38075178614,9.38075178614,9.38075178574,9.38075178686,9.38075178686,9.38075178684,9.38075178634,9.38075178614,9.38075178614,8.98406574844,5.85877789139,7.89370210294,9.03523332005,9.588254533435,9.884061520005,11.539336773305,11.539336773245,11.539336773245,11.539336773305,11.539336773335,11.539336773335,10.3752446447,11.5393367731,11.53933677309,11.53933677309,11.539336772895,11.539336772895,11.5393367732,11.53933677312,11.539336773113,11.539336773113,11.0968081341,11.539336773,11.0121473547,10.8113211005,10.64709363777,10.693714284632,11.53933677315,11.53933677355,11.5393367731,11.53933677309,11.53933677309,11.5393367731,11.52370044577,11.53933677317,11.53933677314,11.53933677314,11.53933677317,10.84070190077,11.5393367728,11.5393367728,10.5141790276,11.4487372399,11.539336773589,11.539336773589,11.539336773,11.5393367728,11.1156940788,9.8886413722,6.63645882816,7.3253314568,7.2763285653,7.3971404136,9.0849284326
