"accepted_species","trait_BM_trend_scaled"
"t31",-0.637542543160563
"t50",-0.338552673794224
"t71",-1.45140593651744
"t72",-1.24292191057268
"t46",-1.84625827161514
"t47",-2.05463595485447
"t79",-1.98433651305006
"t80",-2.40016185952334
"t11",-1.20799110913164
"t24",-0.713285302189429
"t25",NA
"t18",NA
"t35",1.18129959033718
"t36",0.872914322027722
"t26",NA
"t27",NA
"t41",0.783091182579408
"t42",NA
"t28",0.449568438506244
"t43",NA
"t81",-0.684901258258551
"t82",NA
"t64",NA
"t91",NA
"t92",-1.46362043935543
"t19",NA
"t20",0.360987689321297
"t60",0.458018137781083
"t83",0.917087450420648
"t84",0.948776540067271
"t29",1.4918672574924
"t95",1.25068469557753
"t96",1.27714776783694
"t97",1.03826466275346
"t98",1.0875005047339
"t34",0.062233265790739
"t93",1.0832552578459
"t94",1.07907649460471
"t87",0.62114308532524
"t88",0.275666885340404
"t1",-1.69898278523419
"t6",-1.83529420524037
"t7",-2.30166130407866
"t51",-1.81698694485924
"t52",-1.39615641417446
"t5",-1.2290614268557
"t3",-0.637235122469748
"t30",-0.724491391970928
"t89",0.384166938239731
"t90",0.283903565046982
"t54",0.776519431814812
"t55",0.795928555024464
"t69",0.265993436906652
"t70",-0.0809835894607674
"t15",-0.0821458860436767
"t13",0.204574354344431
"t14",-0.179460577326306
"t9",0.506335157389731
"t4",1.03882769506985
"t10",0.440266355824304
"t23",1.31214889640422
"t62",1.45726760859651
"t63",0.997215413435425
"t40",1.46080134555129
"t53",0.214699103105088
"t99",0.546171296168274
"t100",0.496864513085184
"t85",0.67801875806554
"t86",0.689761410766617
"t73",0.728087200661142
"t74",0.886567502730658
"t33",1.26609879759837
"t38",1.62264549274661
"t39",0.875454234200838
"t65",-1.22993130826046
"t66",-1.35950302745501
"t61",-1.365759955335
"t16",-1.41277546672105
"t12",-0.100588826179717
"t17",0.0967777412173726
"t44",1.04176765696301
"t45",0.670260094345662
"t37",0.0491395512541708
"t48",-0.702509465645739
"t49",-0.276309628344247
"t21",1.07729345000061
"t22",-0.171414495447613
"t8",1.55532580455052
"t75",-0.469246377927943
"t76",-0.138600139342879
"t77",-0.230698685161722
"t78",-0.0522776308441478
"t58",0.66249547677497
"t59",0.9814935823573
"t32",0.906194022663928
"t67",-0.508150053035566
"t68",-0.167247152941485
"t56",0.0932302296217982
"t57",-0.267446171928439
"t2",0.211748713694416
