accepted_species,estimate
t80,0.44329336
t29,-0.9221092
t58,-1.0802138
t19,-1.0802138
t83,-0.84480864
t14,1.6458853
t26,0.5723248
t13,0.40623668
t99,0.40623668
t16,-0.12555674
