,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
t2,2.0859838,1.6491579,1.6479936,8.196912,5.367299,6.4710793,3.7487597,7.5706577,2.6072915,2.5359545,7.691874,6.033296,4.449749,5.512823,2.028311
t3,2.1295662,1.6641107,1.620778,8.155944,5.3637123,6.4539022,3.7739723,7.560287,2.643383,2.5184343,7.727123,6.0487447,4.4526896,5.550597,2.025417
t1,2.0197682,1.6420273,1.5549965,8.103817,5.307118,6.426337,3.8474588,7.6029263,2.71709,2.4825058,7.765927,6.150658,4.5012994,5.576923,2.0023277
t5,2.2589467,1.560587,1.6675376,8.1370325,5.501543,6.4149566,3.7908883,7.6542206,2.659311,2.4212682,7.7879205,6.0690956,4.3149962,5.5369577,1.9330788
t17,3.1979437,0.6873905,2.959346,9.174409,6.932795,6.561996,2.8967657,8.110733,1.8816836,2.2641377,7.34478,5.530977,2.9924212,4.9472833,2.1722867
t26,3.3253253,0.573207,3.0381496,9.22774,7.0378423,6.5600333,2.782777,8.110121,1.8007966,2.2015095,7.304438,5.5517893,2.868923,4.962914,2.1823747
t31,3.2726805,0.64604855,3.0182595,9.204937,7.0565305,6.595004,2.809357,8.045155,1.8370988,2.040948,7.2087793,5.583066,2.9471014,5.014259,2.2397149
t32,3.3221586,0.7156577,3.0330675,9.205429,7.0626283,6.5787253,2.886287,8.023304,1.7481542,2.0357733,7.2208366,5.590712,2.9814224,4.987731,2.224152
t81,3.2818356,0.6713494,3.1168735,9.295993,7.136082,6.6338425,2.8573976,8.144031,1.7734959,2.0626514,7.197014,5.4861445,2.8842626,4.898002,2.2666245
t82,3.250013,0.6032557,3.0824285,9.278655,7.1054187,6.5488963,2.7658513,8.137834,1.8094759,2.1018577,7.2560678,5.464406,2.8516784,4.8984885,2.1819904
t90,3.243561,0.6247962,3.1065636,9.296553,7.1030593,6.632005,2.8314574,8.185872,1.8314831,2.156196,7.239988,5.457107,2.873452,4.8789945,2.2529414
t91,3.3394961,0.6228434,3.1325195,9.297354,7.146336,6.6017485,2.7882664,8.110121,1.7125592,2.0284135,7.197742,5.5225925,2.8444805,4.9357815,2.2432554
t6,2.2290523,1.5840533,1.5732424,8.12614,5.499395,6.352855,3.8263688,7.6872616,2.6941042,2.3888814,7.8421845,6.1525216,4.312853,5.5985804,1.913859
t4,2.1894045,1.6192671,1.6269081,8.151351,5.43627,6.4254484,3.7871766,7.6100645,2.6463268,2.471924,7.7624617,6.0613675,4.3798003,5.5466638,1.9737284
t15,13.669746,3.1738954,1.4195626,5.3484564,6.5561566,3.888762,3.6422706,7.562915,4.388419,5.677739,5.283296,2.5127976,5.835847,2.4333339,1.9326874
t16,1.946352,1.7427254,1.5042366,8.071176,5.154374,6.43954,3.815699,7.482239,2.7717516,2.5601332,7.728076,6.18564,4.6686378,5.6441293,2.1255546
t45,13.908554,2.9469075,1.1417009,5.5403624,6.5657682,3.6569552,3.411657,7.9254107,4.5411263,5.6697907,5.4358974,2.2950554,6.1407213,2.3830073,1.9070525
t133,13.7409315,2.7714999,1.1289433,5.527394,6.52863,3.5292356,3.512021,8.213244,4.7259784,5.5416684,5.439521,2.2989554,6.257557,2.4954944,2.135686
t134,13.793742,2.8476067,1.110673,5.562906,6.509769,3.5981252,3.4851813,8.126426,4.654992,5.5413384,5.4385757,2.2887387,6.225403,2.5096903,2.0720696
t85,13.833753,2.8195074,1.1344744,5.511368,6.616334,3.584556,3.4362516,8.128609,4.697707,5.639104,5.432831,2.3161416,6.1701064,2.402125,2.1335912
t87,13.837106,2.6957479,1.0610191,5.426012,6.6443224,3.5961075,3.4118555,8.150024,4.842411,5.6390524,5.4827294,2.2386665,6.0988693,2.32523,2.204059
t88,13.863768,2.7226636,1.0266438,5.487316,6.5744805,3.6383004,3.438445,8.122698,4.806005,5.609549,5.474424,2.2100255,6.122652,2.3981166,2.1635647
t60,13.920625,2.7652643,0.9966502,5.525405,6.568624,3.7034616,3.4474204,8.106626,4.771112,5.6635695,5.454,2.2102792,6.105648,2.4167585,2.1441133
t56,13.945969,2.8502836,1.0762101,5.6098857,6.6153336,3.5939903,3.3516166,8.0353985,4.652065,5.6211047,5.4601064,2.289732,6.2144036,2.391304,2.053964
t46,13.916443,2.887063,1.136954,5.473919,6.6475997,3.6841285,3.4070106,7.931643,4.6375003,5.701669,5.4315886,2.3059938,6.059605,2.3150206,2.0358443
t76,13.629757,2.7540674,1.3446474,5.2995505,6.585181,3.5083258,3.5438914,8.224543,4.814583,5.670526,5.3737316,2.290653,6.1465235,2.3072844,2.24892
t86,13.560881,2.8247292,1.4725558,5.1580286,6.641761,3.4605207,3.575868,8.108062,4.806243,5.71162,5.3828387,2.329701,6.0949697,2.2221885,2.3326533
t143,13.625812,2.7857885,1.3959086,5.24771,6.6315746,3.4216483,3.5307217,8.176907,4.814438,5.6465154,5.432558,2.3382854,6.1551757,2.2852767,2.3050983
t144,13.573626,2.7616456,1.361864,5.2353735,6.5841985,3.5040946,3.588592,8.121292,4.847541,5.6538377,5.437354,2.2763336,6.0907607,2.294017,2.2682483
t64,13.785041,2.9342535,1.2931306,5.3374653,6.6791472,3.6138346,3.4556947,7.978325,4.621097,5.7456107,5.394832,2.3702419,6.0621114,2.23332,2.0876038
t65,13.811381,2.920437,1.3186177,5.340929,6.6378293,3.643071,3.5124574,7.9642706,4.629836,5.7817335,5.3563313,2.3389814,6.0263352,2.254035,2.0840244
t41,14.293673,3.1233995,1.35785,5.499843,6.729689,3.67146,3.4917202,7.733588,4.4178667,6.060352,5.2104983,2.3104851,5.9793606,2.1157472,1.816897
t135,14.23261,3.2395148,1.159931,5.5639806,6.739524,3.758848,3.283167,7.6738358,4.3549814,6.062463,5.2332416,2.3247406,6.012637,2.0364547,1.8149077
t136,14.179263,3.1905203,1.2679025,5.5529513,6.722842,3.7339196,3.411742,7.631399,4.3239784,6.0175776,5.275211,2.3449857,6.017863,2.1515975,1.7503906
t108,14.432633,3.1313615,1.1880316,5.5969143,6.745386,3.772118,3.3231792,7.7331777,4.3319974,6.1491957,5.369687,2.3619406,5.9996457,2.0747426,1.7143582
t147,14.393355,3.0426185,1.2572936,5.665082,6.7757745,3.7094831,3.3725312,7.760023,4.2922807,6.1534033,5.403611,2.303111,6.052887,2.191356,1.6012179
t148,14.424556,3.0543025,1.2738265,5.648974,6.77535,3.68221,3.3848255,7.7649,4.3256607,6.152476,5.357904,2.276314,6.039408,2.1534157,1.628293
t62,14.218422,3.094136,1.2673448,5.633513,6.7580147,3.7427902,3.4035196,7.6927524,4.2413807,6.0959363,5.4238276,2.3403454,6.0259757,2.231794,1.5838206
t63,14.449918,3.0968583,1.3174082,5.5477715,6.736337,3.7412465,3.4495008,7.7228637,4.3609567,6.1345487,5.2963204,2.3393803,5.9470167,2.1329813,1.7185479
t44,14.1802,3.0495303,1.3106892,5.449652,6.6836247,3.794211,3.4741235,7.754072,4.42429,5.9467793,5.330419,2.402075,5.9099765,2.2243092,1.8314164
t139,14.19324,3.2234104,1.2237264,5.595364,6.6764235,3.8179007,3.414449,7.5451446,4.213615,5.96762,5.40363,2.4403336,6.0151877,2.2384503,1.6468362
t140,14.203702,3.2053242,1.2340381,5.5700517,6.6811624,3.810264,3.4191008,7.5674853,4.2452426,5.967989,5.3827486,2.4331036,6.000502,2.2201777,1.6795125
t120,13.797304,3.2723234,1.570059,5.283214,6.655499,3.9095814,3.668693,7.4214635,4.338455,5.835441,5.1093817,2.4933932,5.7809935,2.3381958,1.8624374
t121,13.854048,3.2374501,1.5727875,5.2887845,6.695331,3.915979,3.6223946,7.4286213,4.359174,5.882889,5.0843296,2.4591978,5.788439,2.2896352,1.8414621
t104,13.862306,3.299206,1.5972153,5.2853417,6.6879992,3.955727,3.647246,7.391947,4.3079824,5.8932915,5.0775747,2.4939659,5.7604656,2.3071213,1.8088526
t75,13.772408,3.2891982,1.5701311,5.2844696,6.6385617,3.9187226,3.685896,7.413702,4.3247914,5.8146834,5.1184916,2.5099323,5.7711415,2.359412,1.8628454
t8,1.752941,1.7104814,1.4584085,8.037237,5.0800924,6.44884,3.8409786,7.4620924,2.8418574,2.553314,7.73369,6.280626,4.76068,5.713504,2.1623943
