,0,1,2,3,4,5,6,7,8,9,10,11,12,13
t84,-3.8295028,-0.8494289,-0.7953516,0.96864825,10.301701,7.6260314,4.856869,2.5769968,4.7240653,6.302544,3.514152,4.8051667,8.108092,8.45845
t85,-3.8947198,-0.86429864,-0.7674689,0.9915277,10.23428,7.6897874,4.8399143,2.6379912,4.6449227,6.3080487,3.5589473,4.878314,8.1102085,8.465127
t12,-4.104072,-0.0013731776,-1.2656128,0.86477524,10.083567,7.516245,4.9568605,2.9446757,4.883342,6.210943,2.5209346,5.0707307,8.642158,8.249642
t10,-3.737365,-0.79575884,-0.8189264,0.97589296,10.3673,7.615849,4.856094,2.5945923,4.8101497,6.2902727,3.4609563,4.895844,8.166402,8.491408
t19,-4.153937,0.029874412,-1.2820187,0.79384613,9.982115,7.5426617,4.958966,3.032638,4.825761,6.202434,2.478191,5.0154977,8.669204,8.235733
t33,-3.5627801,-0.8849586,-0.7074458,1.126027,10.369934,7.5220175,4.873451,2.7139292,4.90349,6.3834996,3.333441,4.918941,8.061703,8.507827
t34,-3.605208,-0.7340374,-0.80403405,1.1153021,10.250659,7.505256,4.8798776,2.8444138,4.8979487,6.399439,3.1680984,5.0169454,8.133482,8.497827
t37,-4.016303,-0.16100772,-1.1593175,0.88898224,10.096414,7.531164,4.923734,2.976416,4.849221,6.2521515,2.6521008,5.0416045,8.538115,8.308838
t49,-3.3861015,-0.79385805,-0.7559949,1.261171,10.353023,7.462935,4.885984,2.7988214,4.9210105,6.413775,3.1728032,5.031162,8.107307,8.505189
t61,-3.42028,-0.8708591,-0.6835857,1.244714,10.388059,7.4615154,4.8733215,2.863952,5.003237,6.4806156,3.2411656,5.059088,8.0535965,8.56113
t62,-3.462259,-0.8586602,-0.700462,1.2006751,10.369063,7.4862833,4.8851047,2.7787097,4.939608,6.4077816,3.2348492,4.9938416,8.0683155,8.512578
t68,-3.4089746,-0.76278925,-0.8640964,1.1906258,10.446872,7.3959208,4.8170815,3.150493,5.0548453,6.5029197,3.0638025,5.235347,8.056861,8.594235
t69,-3.4905252,-0.7617902,-0.9305969,1.1335324,10.440016,7.3339815,4.8426824,3.2303915,4.998959,6.4895205,3.0581543,5.246849,8.060854,8.562684
t111,-3.3916056,-0.6798617,-0.82686496,1.2615484,10.383452,7.5104537,4.769995,3.1402981,5.1664147,6.5755897,2.9584925,5.341797,8.087995,8.6639385
t130,-3.4194489,-0.6419124,-0.9361497,1.219629,10.443503,7.464628,4.7704153,3.3026285,5.170807,6.5571847,2.9152255,5.4174023,8.01707,8.728539
t131,-3.3710363,-0.70500076,-0.8203648,1.2402056,10.380501,7.4807935,4.7891617,3.1576452,5.1539054,6.6011615,2.952281,5.387283,8.0884695,8.645411
t60,-3.458255,-0.8351821,-0.76225066,1.2769471,10.42925,7.444994,4.7781754,3.1588163,5.117244,6.615589,3.1163998,5.37368,7.956337,8.705493
t103,-3.3476062,-0.7293279,-0.9017721,1.3025964,10.562897,7.5196657,4.665475,3.2689364,5.2089734,6.4942756,3.0079546,5.382418,7.942095,8.758347
t104,-3.4568133,-0.69034964,-0.8710697,1.2332171,10.411301,7.4440956,4.7909994,3.1939237,5.115034,6.48327,2.97999,5.223591,7.9995637,8.668671
t50,-3.9366922,-0.7320842,-1.020604,0.829098,10.393484,7.6375504,4.7181826,2.6706321,4.76071,6.308355,3.473164,5.009278,8.096066,8.598659
t54,-3.9809675,-0.8809819,-0.9559326,0.77005047,10.313668,7.657862,4.817609,2.5892217,4.8726845,6.2931695,3.6737626,4.7805057,7.9424376,8.500414
t55,-3.9452171,-0.8816423,-0.93964404,0.81662774,10.416724,7.664005,4.733673,2.5556676,4.7815533,6.301951,3.6597195,4.871841,7.961799,8.609377
t35,-4.06289,-0.59722835,-1.0840207,0.77557886,10.268242,7.6362166,4.767528,2.7121413,4.776575,6.2892866,3.3244457,4.9372067,8.169443,8.527116
t36,-4.012575,-0.7272743,-0.99535894,0.80719894,10.342619,7.6813507,4.7462797,2.62009,4.7371774,6.295025,3.5122848,4.9288845,8.061881,8.553442
t18,-4.07464,-0.08761168,-1.2082676,0.8523657,10.044244,7.543414,4.9102993,3.0233018,4.817425,6.26046,2.5956511,5.015988,8.573428,8.306509
t6,-4.116828,-0.0030924927,-1.2118537,0.79791033,9.953558,7.5755396,4.875025,3.0954351,4.7608905,6.292332,2.524462,4.953931,8.593375,8.325763
t92,-3.8254716,-0.8384327,-0.6641626,0.9580485,10.274506,7.7259364,4.9896126,2.3359616,4.7128005,6.203075,3.7043688,4.5870337,8.225958,8.31779
t93,-3.901039,-0.8085568,-0.72106475,0.9405256,10.193298,7.7382064,4.92673,2.4148536,4.6442814,6.2041473,3.6246676,4.6128526,8.169646,8.361273
t56,-3.854836,-0.82726294,-0.65668386,0.94028896,10.251206,7.7669787,4.986726,2.3092272,4.6849666,6.1744905,3.7320523,4.5737853,8.225779,8.320368
t47,-3.9467213,-0.73645586,-0.7457121,0.88127196,10.163458,7.790785,4.961187,2.3518794,4.616173,6.1442,3.67094,4.547358,8.2632265,8.286401
t14,-4.1108913,0.03491453,-1.2223306,0.8524236,10.036764,7.481971,5.0218744,2.967829,4.8663864,6.1384463,2.4295661,5.092683,8.72663,8.173705
t15,-3.8438928,-0.7764816,-0.8076228,0.8909241,10.389436,7.708517,4.878773,2.4013762,4.703558,6.2028136,3.639047,4.775708,8.226538,8.444781
t30,0.22414236,1.667212,9.537686,11.235427,1.5651294,4.7092857,2.9449236,2.3508372,7.8840733,1.2936796,7.0557218,1.9029466,6.675088,3.0392873
t124,0.111658536,1.8117982,9.411189,11.081133,1.7205974,4.8455763,2.812578,2.470666,7.7892146,1.4532,6.9299254,2.034932,6.5062904,3.171052
t125,0.124723926,1.7915176,9.425358,11.092939,1.7055607,4.829793,2.7744443,2.4589124,7.8101044,1.4365339,6.943586,2.020774,6.5256824,3.2073166
t80,0.20839854,1.708135,9.502607,11.179216,1.6358751,4.7592454,2.8245487,2.365373,7.910925,1.3786434,7.0251884,1.9413216,6.581666,3.1565568
t76,0.10781161,1.7784349,9.4098215,11.161226,1.6397114,4.842996,2.8155687,2.3725471,7.811551,1.3725593,6.930265,1.9418952,6.56231,3.164413
t77,0.20039357,1.701772,9.504183,11.174933,1.6275231,4.7476063,2.8555946,2.3883762,7.89686,1.3609699,7.0253196,1.9507031,6.605785,3.1261508
t70,0.2094287,1.7263184,9.50745,11.097919,1.6982597,4.749957,2.7308528,2.4525316,7.8969083,1.4310304,7.026185,2.0132995,6.5527015,3.2487729
t5,-0.2450954,4.6030993,9.664345,3.3772273,7.7810364,4.68993,2.4784956,4.825494,3.8062468,6.92809,6.3789134,2.8200707,4.361842,5.68186
t96,-0.016431844,5.02299,10.100677,2.4039037,8.3993,4.922061,1.0877255,4.4078526,4.308882,6.9009824,6.6953773,2.7942832,2.6540294,5.1797667
t97,0.03066382,4.9565682,10.027079,2.3643427,8.364891,4.866991,1.0021588,4.4697666,4.2250133,6.828542,6.7978096,2.7305937,2.590578,5.1921024
t91,0.023888318,4.9768076,10.032282,2.3642857,8.368972,4.8737125,1.018138,4.4511027,4.2380176,6.840287,6.7851853,2.7401676,2.609141,5.184915
t11,-0.34275192,4.682167,9.66813,3.4290667,7.7112713,4.624009,2.386135,4.7376184,3.9128115,6.9352636,6.4896684,2.8616104,4.1817527,5.6545577
t115,0.06880916,5.0949745,9.834698,2.193193,8.243741,4.724281,0.99263,4.5508494,4.1192646,6.9271355,6.916018,2.6541438,2.6807733,5.201907
t116,0.08161037,5.0106173,9.893723,2.2611659,8.281796,4.764897,0.95589024,4.545152,4.1532884,6.874455,6.8781714,2.6833196,2.605144,5.2129946
t17,-0.37881365,4.600924,9.639917,3.4607055,7.754182,4.69229,2.455959,4.7295547,3.8987837,6.878241,6.4743476,2.8982162,4.2770686,5.6375203
t16,-0.35452047,4.6353292,9.668209,3.409943,7.7617226,4.6731396,2.3750854,4.726514,3.942816,6.9150763,6.518667,2.8649216,4.184188,5.6237726
t20,-0.302338,4.596995,9.682979,3.4852686,7.719957,4.6623807,2.4643774,4.8043485,4.0000315,6.965276,6.579203,2.8007886,4.284368,5.673277
t21,0.1260232,4.929659,9.897361,2.2956846,8.261415,4.696602,0.8850014,4.658342,4.068213,6.8604,6.839558,2.7045376,2.5440078,5.3427653
t140,0.18545005,4.949283,9.820181,2.2625961,8.196347,4.629998,0.8425974,4.6996145,4.034005,6.8796554,6.830618,2.7147787,2.503089,5.3810487
t141,0.2851209,5.026668,9.766944,2.2088804,8.178475,4.6040773,0.7794133,4.644287,4.1112733,6.961732,6.712944,2.7555575,2.438999,5.4012074
t40,0.25333762,4.95734,9.820818,2.1958559,8.130963,4.624608,0.79587406,4.7620387,4.0867248,6.8927693,6.795951,2.617557,2.5153098,5.3753157
