"accepted_species","estimate"
"Crucianella_gilanica",-0.316303311047601
"Galium_album",-0.395505647173351
"Galium_binifolium",-0.332612835650439
"Galium_concinnum",-0.332612835650439
"Galium_labradoricum",-0.332612835650439
"Galium_mexicanum",-0.395505647173351
"Galium_saxatile",-0.386942809911787
"Galium_spurium",-0.332612835650439
"Galium_trifidum",-0.380641644289187
"Sherardia_arvensis",-0.316303311047601
