,Ev Model,Missing Type,Tree Type,Variable Type,corHMM,phylnn_fill_means,logit_eigenvecs,logit_umap,logit_umap_supervised,logit_autoencoded,logit_autoenc_supervised,xgb_eigenvecs,xgb_umap,xgb_umap_supervised,xgb_autoencoded,xgb_autoenc_supervised
0,MPNS,mcar,ultrametric,binary,0.003935536744834841,0.004509489261296071,0.0044322472721622565,0.0044499315148058775,0.007974950634505257,0.004440590902725893,0.004433262526321506,0.003363289760456452,0.0037942810446780864,0.05923816371347721,0.0038529233292904433,0.0040769198266245536
1,MPNS,phyloNa,ultrametric,binary,0.18713948395963745,0.184,0.18516252272355221,0.1841812566607377,0.1972413346691391,0.1842097082821446,0.18420651960929763,0.1886183198161431,0.1928148930298776,0.2365670416025339,0.18833266593702383,0.18511899610037025
2,MPNS,mcar,ultrametric,binary,0.0948555725070303,0.09075548581806582,0.08440966597948439,0.08099433930921672,0.09232301733990342,0.08960412980062003,0.08060514195379272,0.08437577691955242,0.10273533346880079,0.04445924500693353,0.09468097028659807,0.11090173169483722
3,MPNS,phyloNa,ultrametric,binary,0.1595839029550756,0.19284428591825384,0.1001902894812978,0.09258020186210324,0.12975483838806331,0.110032387623069,0.09167610462906524,0.19457510838793965,0.12357650193903262,0.10729621101606349,0.10568682406485366,0.18228101517294784
4,MPNS,mcar,ultrametric,binary,0.09197421213571595,0.09928,0.09200376864171868,0.09210071102203046,0.10801381713982897,0.09264453932346757,0.1046272495560168,0.09121590618556759,0.09471698489923895,0.1104497059755736,0.09506519513828607,0.09574437566801411
5,MPNS,phyloNa,ultrametric,binary,0.09194422852506914,0.09619737437754641,0.09197245423296033,0.09205065588085656,0.09973272769220985,0.09267310106979597,0.09302564383782849,0.09289506841810559,0.09305832149018065,0.09851612818074884,0.0932160377104144,0.09394696705481165
6,MPNS,mcar,ultrametric,binary,0.13878442376010208,0.21244444444444444,0.09773356078800483,0.09076939433707785,0.11642728204231803,0.09040925838847723,0.0951336347069352,0.11898946225102094,0.08920119423065485,0.1056351768553524,0.14528892922012535,0.10226650336334278
7,MPNS,phyloNa,ultrametric,binary,0.19095684236552918,0.19513895714321067,0.17805667651625634,0.17853659303324862,0.19893303934593567,0.16245679505344357,0.17018844377759387,0.18424818366046808,0.16135989911577614,0.1953005701530136,0.17413001526701682,0.1786113549814336
8,MPNS,mcar,ultrametric,binary,0.0030864237336222086,0.003568168934240358,0.0030889256318684657,0.0029724419020774845,0.006060909573979355,0.003114534465605578,0.0031095452434661717,0.0029340107267646297,0.00017723615793601273,0.005951061455363361,0.002765087423395151,0.002798300492877606
9,MPNS,phyloNa,ultrametric,binary,0.19684908019086167,0.2,0.18780953242837928,0.1884951861743946,0.1877378907449805,0.18789822675742945,0.18784660167465722,0.19613044555649062,0.1889789157794108,0.1881388010341376,0.1986084582718916,0.1912406077480164
10,MPNS,mcar,ultrametric,binary,0.12125530329178143,0.13709876543209876,0.11080175059047417,0.1407540580606013,0.1420609319471702,0.12315012959514052,0.12498488044527174,0.11560089245153844,0.11511636022214489,0.11445651601081455,0.10838710934993087,0.1839405505569975
11,MPNS,phyloNa,ultrametric,binary,0.02777743597502786,0.006743383644540979,0.02746056921360445,0.01928056512892935,0.02226264252902308,0.01955410324386955,0.018158722292576337,0.009462772705382655,0.015101009805379373,0.006456480282135929,0.01213879617779811,0.0173695582727044
12,MPNS,mcar,ultrametric,binary,0.16604459325239757,0.16007407407407406,0.16611208808917957,0.16564411366209134,0.19070312032164854,0.16621242406929793,0.1656300552059206,0.16776089358147703,0.1666350267362686,0.14480728100785323,0.1711619810859326,0.16832979518949187
13,MPNS,phyloNa,ultrametric,binary,0.09111155814857294,0.231283116224357,0.0911694088887262,0.09084261641178201,0.11482795464372426,0.09077946927342992,0.09066207793706241,0.10533714082445804,0.09548506255855095,0.12414879530747458,0.09098605266865378,0.092703575146493
14,MPNS,mcar,ultrametric,binary,0.08700400794313258,0.08601234567901234,0.09065458222986542,0.09075897844046914,0.10651522272450535,0.09047351200349049,0.09040709093429114,0.10288146185659049,0.09511068462804492,0.13891399660315526,0.09340924917748122,0.09069007741939057
15,MPNS,phyloNa,ultrametric,binary,0.16788466659016293,0.08087679516250948,0.16797759559977182,0.1684816505126045,0.19037348795469808,0.1682118718123335,0.1683682445775643,0.16617878624157814,0.17668518960705892,0.2032959028706347,0.17062872223255915,0.1743270866732663
16,MPNS,mcar,ultrametric,binary,0.0044444497735587314,0.004389724344273049,0.005764947689820562,0.004419197413500326,0.009601379137886067,0.004337246613976106,0.003753887568764841,0.0048881246944086345,0.006913132208974967,0.007186624712119592,0.004595618351726523,0.005333192315336766
17,MPNS,phyloNa,ultrametric,binary,0.004444443966396582,0.0037399237655548244,0.0020527268956915257,0.004704606614982454,7.184252989737733e-08,0.0043106661109444675,0.004498958255533736,0.0015848878534225,0.003834938964073166,2.143844536692588e-05,0.0026479607555555994,0.004628358170827263
18,MPNS,mcar,ultrametric,binary,0.17603635613403013,0.17251594552644767,0.1678561115816603,0.1650562384161632,0.1606252308781422,0.1639876588154798,0.15350715706490986,0.15831054885175655,0.16458107323547502,0.18750783346127248,0.15058407404061508,0.15634454139997347
19,MPNS,phyloNa,ultrametric,binary,0.12544983548045716,0.17292283991193297,0.09044303427786655,0.09097830707332524,0.0880734191854279,0.0908894814396966,0.09056726862826249,0.08620659021986814,0.09135147697992715,0.09696172438212783,0.09079651232850251,0.09183382256443859
20,MPNS,mcar,ultrametric,binary,0.02419769719241686,0.02601704142011834,0.02413997137710942,0.024005804252934953,0.03818102582483869,0.023820765588027135,0.023787899473324717,0.02392152246539355,0.02218534947416325,0.01026902539718456,0.02258818938732906,0.021116612743127434
21,MPNS,phyloNa,ultrametric,binary,0.09198941342869618,0.0904,0.09179193092395611,0.09176033745333058,0.08315448844049714,0.09174259689201426,0.09166177375254013,0.08581543430497028,0.08313105398333075,0.10837967579866023,0.09194259468293707,0.08882787447932311
