,0,1,2,3,4,5,6,7,8,9,10,11,12
t4,-2.3074596,-1.6023365,59.998783,25.480064,0.04330034,-3.8588517,12.0713415,21.146267,27.39863,-0.11631022,0.37549713,9.574803,37.43752
t8,-3.0945928,-0.59176654,46.009346,23.4429,-0.91979283,-4.2954555,16.514507,17.977234,19.404354,1.2458358,6.348725,12.294969,29.903042
t9,-2.7401807,-0.33173594,31.948477,17.31383,-1.0896869,-3.4373307,14.922642,12.832835,11.787862,1.4148679,6.4771376,9.979512,20.962158
t10,-3.2483585,-0.2770549,34.169674,19.715008,-1.5643314,-3.9820175,17.226671,13.974262,10.649719,2.001945,8.474302,11.280665,21.991982
t11,-3.201927,-0.23596671,33.95402,19.303488,-1.5643352,-3.9464157,17.159828,13.868694,10.707083,1.8029475,8.545631,11.080654,21.911413
t12,-3.5424116,-0.37899068,39.96037,22.97796,-1.9056405,-4.5917783,18.118029,15.705732,10.534833,2.599794,9.936095,11.990741,25.35284
t105,-4.2766824,-0.6273176,55.901493,32.411716,-2.8922195,-6.1587405,20.442194,21.008524,10.923695,2.582994,14.112702,13.188347,33.291588
t113,-4.2589355,-0.6001451,55.968884,32.46995,-2.9012272,-6.1778636,20.348635,21.14793,10.837899,2.5294108,14.158268,13.185998,33.34993
t134,-4.260834,-0.6073112,56.00457,32.488155,-2.9221756,-6.175752,20.284262,21.135527,10.7741785,2.5053039,14.183617,13.129503,33.29577
t135,-4.2616453,-0.6070785,56.005062,32.49058,-2.9227793,-6.176271,20.285269,21.137808,10.772679,2.5047374,14.185316,13.131647,33.294495
t62,-4.918177,-1.1758837,39.261723,13.453733,-1.4744292,-3.7165859,28.565607,5.704221,16.38865,3.8273253,11.835179,14.525531,27.357878
t99,-5.078853,-1.2250274,41.04096,14.119815,-1.47013,-3.8547478,29.123705,6.221034,17.257772,3.9365687,12.029579,15.126855,28.539623
t100,-5.0744047,-1.2378471,41.00759,14.073224,-1.4646422,-3.851072,29.171354,6.2014,17.144686,3.9470038,12.016175,15.142236,28.560509
t59,-5.026726,-1.1589359,40.719067,14.234482,-1.500799,-3.8751183,29.214615,6.4327545,17.10671,4.036901,11.937077,14.989961,28.321629
t25,-4.6739507,-0.9390885,37.638103,12.030269,-1.309563,-3.215925,29.07006,1.0830219,17.11802,5.651462,12.598272,13.432427,26.578735
t93,-4.9386435,-1.0215691,40.93943,13.295284,-1.39771,-3.4947965,30.469408,1.7792686,18.55348,6.282993,13.027401,13.875296,28.764832
t94,-4.9393363,-1.0343834,40.973606,13.366906,-1.3942066,-3.488704,30.36737,1.8444624,18.544437,6.2495036,13.008211,13.866355,28.713604
t107,-4.9788365,-1.0036244,40.90213,13.349728,-1.427319,-3.5151272,30.511625,2.066362,18.476871,6.118379,13.097589,14.026891,28.664402
t108,-4.9819827,-1.0093635,40.954544,13.396774,-1.4255027,-3.5158768,30.530462,2.0625646,18.461052,6.100985,13.1029,14.059148,28.690369
t27,-4.45135,-1.0366852,35.49429,11.360697,-1.304973,-3.1127555,27.634089,0.69074374,15.186794,5.3434987,12.528568,12.718154,25.016249
t28,-4.417005,-1.071974,35.031437,10.993261,-1.3066556,-3.0457344,27.447706,0.47202593,15.020575,5.275374,12.353088,12.458943,24.66577
t24,-4.856324,-1.219802,40.897675,13.889222,-1.4729224,-3.533479,30.26771,2.1245375,17.479387,5.764548,13.384176,13.987343,28.260933
t30,-4.9148088,-1.2106717,40.964912,13.611277,-1.2887454,-3.2675064,30.414042,0.1427341,19.245052,6.6341815,13.449752,14.200886,27.993061
t31,-4.9069734,-1.2600303,40.94577,13.681697,-1.406314,-3.2806873,30.449842,0.29675442,19.557467,6.6992707,13.484528,13.629128,27.803066
t130,-4.964832,-1.2533466,41.29147,13.77252,-1.2649744,-3.1824481,30.529398,-0.024115173,19.974823,6.801126,13.095465,13.955919,28.180597
t131,-4.964208,-1.2535993,41.284863,13.771273,-1.2650566,-3.1823242,30.521223,-0.02338399,19.973682,6.795917,13.092274,13.950425,28.17556
t126,-4.94903,-1.3604281,41.466473,13.709346,-1.3148922,-3.1781957,30.500772,-0.06285967,19.946095,7.0018754,13.345804,13.98808,28.021133
t127,-4.95044,-1.361311,41.451145,13.690972,-1.3178413,-3.1784332,30.516947,-0.06290015,19.925913,6.998898,13.344207,13.977654,28.014313
t120,-5.0486217,-1.4068573,41.750263,13.751531,-1.357229,-3.2199924,30.830841,-0.014392319,19.81291,6.8626275,13.566641,14.112147,28.085346
t121,-5.0485797,-1.4016798,41.749535,13.731601,-1.3593919,-3.2173975,30.850372,-0.015330687,19.834951,6.8501363,13.59088,14.110137,28.072655
t65,-4.7134647,-1.2146863,38.720875,12.453181,-1.336018,-3.1203563,29.345457,-0.11110579,18.327324,6.4305987,13.336405,13.178582,26.64341
t66,-4.906023,-1.2319709,41.066185,13.528761,-1.3938764,-3.3639343,30.404448,0.25692147,19.697681,6.64407,13.692145,13.803527,28.290462
t50,-4.937824,-1.1348895,39.13557,11.600128,-1.3193582,-3.382076,30.920706,1.27794,17.074211,5.3254094,13.162924,13.868497,28.219109
t90,-4.934942,-1.1076641,39.486977,11.709352,-1.2564992,-3.4320335,30.94845,1.6337354,17.131706,4.9909625,13.039486,13.939882,28.63048
t109,-4.9236174,-1.134382,39.513985,11.785855,-1.2323561,-3.417422,30.944624,1.624315,16.994446,5.083534,12.87476,13.932206,28.63834
t110,-4.9204316,-1.1173767,39.485012,11.809449,-1.23973,-3.4245949,30.909912,1.6716807,16.992027,5.0861297,12.877264,13.918029,28.647165
t57,-4.949005,-0.962515,40.16146,12.248315,-1.3277404,-3.3927782,31.042648,0.12269513,18.445208,6.2296195,13.7591715,13.668094,28.791412
t58,-5.00011,-1.0437912,40.116245,11.98782,-1.3298329,-3.3696716,31.233767,0.075387046,18.624023,6.0788684,13.870177,13.75772,28.654678
t67,-4.9332633,-1.1045939,40.0909,11.83811,-1.2165478,-3.2731266,31.436346,-0.08645786,18.645905,6.545692,13.359812,13.4897375,28.783638
t68,-4.906614,-1.0714746,40.36262,12.106253,-1.2064606,-3.2886567,31.20963,-0.058032215,18.71415,6.457851,13.394941,13.503365,28.929523
t124,-4.912715,-1.0606601,39.86072,11.656372,-1.2303013,-3.2859547,31.337069,-0.08220345,18.491503,6.4534097,13.408415,13.363213,28.75641
t125,-4.9154487,-1.0622735,39.844067,11.6380005,-1.2311811,-3.2870262,31.35046,-0.07707559,18.4819,6.4339995,13.40266,13.374965,28.760876
t53,-4.926886,-1.0177516,40.1518,12.014329,-1.249153,-3.2883384,31.430374,-0.040770452,18.869522,6.285154,13.533091,13.512882,28.75457
