"accepted_species","traits"
"sp18",0
"sp22",0
"sp26",1
"sp29",0
"sp31",0
"sp33",0
"sp34",0
"sp35",0
"sp36",0
"sp38",0
"sp41",1
"sp42",1
"sp45",0
"sp46",0
"sp48",1
"sp49",0
"sp50",0
"sp51",0
"sp52",1
"sp53",0
"sp54",0
"sp56",0
"sp59",0
"sp60",1
"sp61",1
"sp62",1
"sp65",1
"sp66",0
"sp67",1
"sp69",0
"sp70",1
"sp71",1
"sp72",0
"sp73",0
"sp74",0
"sp75",0
"sp76",0
"sp77",0
"sp78",1
"sp79",1
"sp81",0
"sp82",0
"sp83",0
"sp84",1
"sp86",1
"sp88",1
"sp89",1
"sp90",0
"sp91",0
"sp92",0
"sp93",0
"sp94",0
"sp96",1
"sp97",0
"sp98",1
"sp99",0
"sp100",0
"sp101",0
"sp102",0
"sp103",0
"sp104",0
"sp106",1
"sp107",0
"sp108",1
"sp110",1
"sp111",0
"sp112",0
"sp113",0
"sp114",0
"sp115",0
"sp116",0
"sp117",1
"sp118",1
"sp119",1
"sp120",1
"sp121",0
"sp122",0
"sp123",0
"sp124",1
"sp125",0
"sp126",0
"sp127",0
"sp128",1
"sp129",1
"sp130",0
"sp131",0
"sp132",1
"sp133",0
"sp134",0
"sp135",0
"sp136",1
"sp137",1
"sp138",0
"sp139",0
"sp140",0
"sp141",0
"sp142",1
"sp143",1
"sp144",0
"sp145",0
