accepted_species,estimate
t41,0.15347138
t66,0.15347138
t21,0.026940871
t84,0.026940871
t51,0.026940871
t52,0.026940871
t73,0.026940871
t74,0.026940871
t29,0.026940871
t69,0.026940871
