"accepted_species","Medicinal"
"Malouetia_arborea",1
"Guettardella_tenuiflora",0
"Vincetoxicum_leschenaultii",0
"Psychotria_sonocorova",0
"Psychotria_niveobarbata",0
"Afrocanthium_lactescens",1
"Neanotis_montholonii",0
"Notopleura_angustissima",0
"Peponidium_bakerianum",0
"Brachytome_kachinensis",0
"Schlechterella_abyssinica",0
"Hoya_alexicaca",1
"Rothmannia_globosa",1
"Arachnothryx_tayloriae",0
"Tricalysia_leucocarpa",NA
"Nauclea_subdita",1
"Cordiera_killipii",0
"Praravinia_viridescens",0
"Tripterospermum_fasciculatum",1
"Psychotria_balfouriana",0
"Bungarimba_sessiliflora",0
"Edrastima_uniflora",0
"Leichhardtia_poioensis",0
"Adina_cordifolia",1
"Spermacoce_linoides",0
"Carapichea_araguariensis",0
"Kochummenia_stenopetala",0
"Galium_flaviflorum",0
"Skytanthus_hancorniifolius",1
"Palicourea_prunifolia",1
"Richardia_humistrata",0
"Rhytidocaulon_piliferum",0
"Guettarda_angelica",1
"Guettarda_ferox",0
"Genianthus_nicobarensis",0
"Flagenium_setosum",0
"Allamanda_doniana",NA
"Rubia_falciformis",0
"Asclepias_texana",0
"Hymenocoleus_axillaris",NA
"Deppea_anisophylla",0
"Sipaneopsis_huberi",0
"Riocreuxia_polyantha",1
"Chiococca_belizensis",0
"Gardenia_brevicalyx",0
"Mitrasacme_laevis",0
"Cynanchum_blyttioides",NA
"Ceropegia_loranthiflora",0
"Ceropegia_lucida",0
"Ceropegia_calcicola",0
"Psychotria_macrocalyx",1
"Psychotria_caudata",0
"Psychotria_refractiflora",NA
"Psychotria_limba",0
"Psychotria_birchiana",0
"Galium_corsicum",0
"Galium_vartanii",0
"Psychotria_sarmentosoides",NA
"Kohautia_huillensis",0
"Coprosma_×_molokaiensis",0
"Coprosma_niphophila",0
"Coprosma_elegans",0
"Desmidorchis_impostor",NA
"Huernia_saudi-arabica",0
"Ixora_palembangensis",0
"Ixora_mocquerysii",0
"Huernia_pulchra",0
"Hedyotis_coprosmoides",0
"Hoya_sipitangensis",0
"Hoya_kerangasensis",0
"Toxocarpus_batanensis",NA
"Hoya_amboinensis",0
"Mussaenda_isertiana",1
"Orianthera_pusilla",0
"Eumachia_lophoclada",0
"Coussarea_sancti-ciprianii",0
"Vangueria_glabrata",NA
"Tacazzea_pedicellata",0
"Macrocarpaea_jalca",0
"Dictyanthus_tuberosus",0
"Spermacoce_retitesta",0
"Spermacoce_multicaulis",0
"Fernelia_buxifolia",0
"Lasianthus_ciliatus",0
"Orianthera_spermacocea",0
"Pavetta_cambodiensis",0
"Lasianthus_batangensis",0
"Lasianthus_chrysotrichus",0
"Pavetta_wallichiana",0
"Randia_aculeata",1
"Halenia_alata",0
"Stapelia_gettliffei",1
"Remijia_ulei",1
"Vincetoxicum_mozaffarianii",0
"Sabicea_composita",0
"Pyrostria_uzungwaensis",0
"Parsonsia_warenensis",0
"Ophiorrhiza_ovata",NA
"Chassalia_magnificens",0
"Gentiana_crassa",1
