"accepted_species","trait_BM_trend_scaled"
"t3",1
"t4",1
"t5",1
"t91",0
"t138",0
"t139",1
"t134",1
"t135",1
"t35",1
"t38",1
"t45",0
"t46",1
"t31",1
"t47",1
"t48",1
"t161",1
"t162",1
"t57",1
"t58",1
"t140",1
"t141",1
"t63",1
"t64",1
"t66",1
"t142",1
"t143",1
"t97",1
"t36",1
"t37",1
"t39",1
"t92",1
"t93",1
"t150",1
"t151",1
"t114",1
"t115",1
"t42",1
"t68",1
"t69",0
"t44",1
"t30",1
"t24",1
"t19",1
"t12",1
"t13",1
"t25",1
"t126",1
"t127",1
"t118",1
"t22",1
"t152",1
"t153",1
"t62",1
"t107",1
"t108",1
"t51",1
"t67",1
"t90",1
"t111",1
"t119",1
"t120",1
"t61",1
"t26",1
"t23",1
"t40",1
"t74",1
"t136",1
"t137",1
"t83",1
"t116",1
"t117",1
"t71",1
"t55",NA
"t56",NA
"t75",1
"t86",NA
"t129",NA
"t130",NA
"t109",NA
"t28",NA
"t33",NA
"t101",1
"t102",NA
"t43",1
"t112",0
"t113",0
"t70",0
"t144",NA
"t145",0
"t87",NA
"t88",NA
"t80",1
"t50",NA
"t32",NA
"t52",NA
"t53",0
"t98",0
"t99",NA
"t29",1
"t11",1
"t95",0
"t96",0
"t89",0
"t146",0
"t147",0
"t123",0
"t49",0
"t59",0
"t60",0
"t20",0
"t27",1
"t54",1
"t148",1
"t149",1
"t81",0
"t82",0
"t17",1
"t18",1
"t8",1
"t9",1
"t10",1
"t21",1
"t132",0
"t133",1
"t121",0
"t122",1
"t72",1
"t73",1
"t100",1
"t128",1
"t159",1
"t160",1
"t158",1
"t110",1
"t154",1
"t155",1
"t131",1
"t34",1
"t156",0
"t157",0
"t76",1
"t77",1
"t78",1
"t16",1
"t14",1
"t163",1
"t164",1
"t124",1
"t125",1
"t94",1
"t103",1
"t104",1
"t79",1
"t41",1
"t84",1
"t105",1
"t106",1
"t85",1
"t65",1
"t15",1
"t6",1
"t7",1
"t2",1
"t1",1
