"accepted_species","traits"
"t206",0
"t215",NA
"t222",0
"t256",0
"t267",NA
"t268",0
"t271",1
"t272",0
"t276",0
"t283",0
"t288",1
"t291",0
"t299",NA
"t307",0
"t313",1
"t314",1
"t315",1
"t316",0
"t325",0
"t326",0
"t329",0
"t330",0
"t340",0
"t342",0
"t343",1
"t344",1
"t346",1
"t348",NA
"t349",0
"t351",0
"t352",0
"t353",1
"t357",1
"t359",0
"t360",0
"t361",1
"t362",1
"t363",1
"t364",1
"t365",1
"t366",0
"t367",1
"t368",NA
"t369",0
"t370",0
"t371",0
"t372",1
"t373",0
"t374",0
"t375",1
"t376",0
"t379",1
"t381",0
"t382",0
"t383",0
"t384",0
"t385",0
"t386",1
"t388",0
"t389",0
"t390",1
"t391",0
"t392",0
"t393",0
"t394",1
"t395",1
"t396",0
"t397",0
"t398",NA
"t399",0
"t400",0
"t401",1
"t402",0
"t404",0
"t405",0
"t406",0
"t407",NA
"t408",NA
"t409",1
"t410",0
"t411",1
"t412",1
"t413",1
"t414",0
"t415",NA
"t416",0
"t417",0
"t418",0
"t419",0
"t420",0
"t421",0
"t422",0
"t423",0
"t424",0
"t425",1
"t426",1
"t427",1
"t428",NA
"t429",0
"t430",0
