"","t1","t34","t35","t24","t12","t14","t51","t52","t61","t73","t93","t101","t102","t82","t22","t29","t85","t86","t83","t76","t77","t64","t67","t84","t133","t134","t90","t28","t124","t141","t142","t19","t120","t121","t89","t126","t127","t88","t113","t114","t44","t145","t146","t70","t122","t123","t91","t92","t40","t98","t139","t140","t71","t72","t53","t18","t110","t137","t138","t60","t65","t66","t36","t68","t69","t80","t81","t55","t56","t106","t107","t31","t151","t152","t94","t95","t50","t16","t17","t47","t74","t75","t27","t5","t7","t8","t9","t10","t11","t4","t13","t38","t78","t79","t23","t118","t119","t87","t111","t112","t41","t2","t37","t97","t108","t109","t59","t32","t43","t99","t100","t115","t116","t45","t46","t149","t150","t20","t42","t104","t105","t39","t96","t143","t144","t125","t48","t49","t33","t103","t128","t129","t54","t62","t63","t15","t131","t132","t130","t147","t148","t117","t21","t3","t30","t135","t136","t25","t26","t57","t58","t6"
"t1",0,5.99756826351,4.76400973421,4.65338189291,4.95609687361,4.52857528031,5.99756826351,5.31507959071,5.99756826431,5.75153181861,5.99756826425,5.99756826419,5.99756826419,5.99756826427,5.99756826471,5.81829042071,5.99756826411,5.67343854261,5.99756826421,5.99756826414,5.99756826414,5.29485264466,5.99756826409,5.99756826419,5.99756826417,5.99756826417,5.99756826417,4.78294439761,5.99756826391,5.99756826392,5.99756826392,4.95240740091,5.99756826388,5.99756826388,5.99756826398,5.99756826398,5.99756826398,5.99756826401,5.99756826401,5.99756826401,5.10779894965,5.99756826384,5.99756826384,5.75477611021,5.99756826391,5.99756826391,5.9975682639,5.9975682639,5.4750068593,5.99756826391,5.99756826394,5.99756826394,5.99756826381,5.99756826381,5.99756826381,4.13762063962,5.99756826422,5.99756826432,5.99756826432,5.99756826382,5.9975682638,5.9975682638,5.87513477053,5.85943561653,5.99756826383,5.87855947127,5.99756826377,5.99756826377,5.35607908347,5.99756826347,5.99756826347,5.99756826417,5.997568264188,5.997568264188,5.99756826417,5.84773565917,5.99756826417,4.35760525451,5.10125341621,5.99756826394,5.99756826394,5.99756826394,4.63078217844,2.78660561724,2.31522931071,4.48023272401,2.53881906561,3.55375394541,3.36898168311,2.22362797001,3.38212224455,5.99756826451,5.99756826411,5.99756826411,4.24686346177,5.99756826411,5.99756826411,5.99756826411,5.85915727511,5.89625887081,5.77636091951,2.8923957829,6.1761954518,6.6753929843,6.67539298425,6.41965926152,6.6753929843,6.6753929843,6.11300164246,6.67539298436,6.67539298436,6.67539298446,6.67539298446,6.67539298426,6.67539298426,6.67539298406,6.67539298406,5.8292518533,6.6753929839,6.6196457155,6.6753929843,6.0036819008,6.6753929844,6.67539298437,6.67539298437,6.6753929844,6.0451985469,6.6753929844,6.6753929841,6.378977958728,6.6753929844,6.6753929844,6.6753929845,6.6753929845,5.96921049296,4.873980134,6.675392984467,6.675392984467,6.67539298454,6.675392984531,6.675392984531,6.675392984531,4.9627204874,2.6560166872,6.67539298484,6.67539298554,6.67539298554,6.67539298524,5.15595354554,6.3929600041,6.6753929849,4.3789640639
"t34",5.99756826351,0,1.3838246187,2.2240796544,4.3769312019,4.3547605874,5.8237535706,5.1412648978,11.3251945914,11.0791581457,11.32519459134,11.32519459128,11.32519459128,11.32519459136,11.3251945918,11.1459167478,11.3251945912,11.0010648697,11.3251945913,11.32519459123,11.32519459123,10.62247897175,11.32519459118,11.32519459128,11.32519459126,11.32519459126,11.32519459126,10.1105707247,11.325194591,11.32519459101,11.32519459101,10.280033728,11.32519459097,11.32519459097,11.32519459107,11.32519459107,11.32519459107,11.3251945911,11.3251945911,11.3251945911,10.43542527674,11.32519459093,11.32519459093,11.0824024373,11.325194591,11.325194591,11.32519459099,11.32519459099,10.80263318639,11.325194591,11.32519459103,11.32519459103,11.3251945909,11.3251945909,11.3251945909,9.46524696671,11.32519459131,11.32519459141,11.32519459141,11.32519459091,11.32519459089,11.32519459089,11.20276109762,11.18706194362,11.32519459092,11.20618579836,11.32519459086,11.32519459086,10.68370541056,11.32519459056,11.32519459056,11.32519459126,11.325194591278,11.325194591278,11.32519459126,11.17536198626,11.32519459126,9.6852315816,10.4288797433,11.32519459103,11.32519459103,11.32519459103,9.95840850553,8.11423194433,7.6428556378,9.8078590511,7.8664453927,8.8813802725,8.6966080102,7.5512542971,8.70974857164,11.3251945916,11.3251945912,11.3251945912,9.57448978886,11.3251945912,11.3251945912,11.3251945912,11.1867836022,11.2238851979,11.1039872466,8.29379172301,11.57759139191,12.07678892441,12.07678892436,11.82105520163,12.07678892441,12.07678892441,11.51439758257,12.07678892447,12.07678892447,12.07678892457,12.07678892457,12.07678892437,12.07678892437,12.07678892417,12.07678892417,11.23064779341,12.07678892401,12.02104165561,12.07678892441,11.40507784091,12.07678892451,12.07678892448,12.07678892448,12.07678892451,11.44659448701,12.07678892451,12.07678892421,11.780373898838,12.07678892451,12.07678892451,12.07678892461,12.07678892461,11.37060643307,10.27537607411,12.076788924577,12.076788924577,12.07678892465,12.076788924641,12.076788924641,12.076788924641,10.36411642751,8.05741262731,12.07678892495,12.07678892565,12.07678892565,12.07678892535,10.55734948565,11.79435594421,12.07678892501,9.78036000401
"t35",4.76400973421,1.3838246187,0,0.9905211251,3.1433726726,3.1212020581,4.5901950413,3.9077063685,10.0916360621,9.8455996164,10.09163606204,10.09163606198,10.09163606198,10.09163606206,10.0916360625,9.9123582185,10.0916360619,9.7675063404,10.091636062,10.09163606193,10.09163606193,9.38892044245,10.09163606188,10.09163606198,10.09163606196,10.09163606196,10.09163606196,8.8770121954,10.0916360617,10.09163606171,10.09163606171,9.0464751987,10.09163606167,10.09163606167,10.09163606177,10.09163606177,10.09163606177,10.0916360618,10.0916360618,10.0916360618,9.20186674744,10.09163606163,10.09163606163,9.848843908,10.0916360617,10.0916360617,10.09163606169,10.09163606169,9.56907465709,10.0916360617,10.09163606173,10.09163606173,10.0916360616,10.0916360616,10.0916360616,8.23168843741,10.09163606201,10.09163606211,10.09163606211,10.09163606161,10.09163606159,10.09163606159,9.96920256832,9.95350341432,10.09163606162,9.97262726906,10.09163606156,10.09163606156,9.45014688126,10.09163606126,10.09163606126,10.09163606196,10.091636061978,10.091636061978,10.09163606196,9.94180345696,10.09163606196,8.4516730523,9.195321214,10.09163606173,10.09163606173,10.09163606173,8.72484997623,6.88067341503,6.4092971085,8.5743005218,6.6328868634,7.6478217432,7.4630494809,6.3176957678,7.47619004234,10.0916360623,10.0916360619,10.0916360619,8.34093125956,10.0916360619,10.0916360619,10.0916360619,9.9532250729,9.9903266686,9.8704287173,7.06023319371,10.34403286261,10.84323039511,10.84323039506,10.58749667233,10.84323039511,10.84323039511,10.28083905327,10.84323039517,10.84323039517,10.84323039527,10.84323039527,10.84323039507,10.84323039507,10.84323039487,10.84323039487,9.99708926411,10.84323039471,10.78748312631,10.84323039511,10.17151931161,10.84323039521,10.84323039518,10.84323039518,10.84323039521,10.21303595771,10.84323039521,10.84323039491,10.546815369538,10.84323039521,10.84323039521,10.84323039531,10.84323039531,10.13704790377,9.04181754481,10.843230395277,10.843230395277,10.84323039535,10.843230395341,10.843230395341,10.843230395341,9.13055789821,6.82385409801,10.84323039565,10.84323039635,10.84323039635,10.84323039605,9.32379095635,10.56079741491,10.84323039571,8.54680147471
"t24",4.65338189291,2.2240796544,0.9905211251,0,3.0327448313,3.0105742168,4.4795672,3.7970785272,9.9810082208,9.7349717751,9.98100822074,9.98100822068,9.98100822068,9.98100822076,9.9810082212,9.8017303772,9.9810082206,9.6568784991,9.9810082207,9.98100822063,9.98100822063,9.27829260115,9.98100822058,9.98100822068,9.98100822066,9.98100822066,9.98100822066,8.7663843541,9.9810082204,9.98100822041,9.98100822041,8.9358473574,9.98100822037,9.98100822037,9.98100822047,9.98100822047,9.98100822047,9.9810082205,9.9810082205,9.9810082205,9.09123890614,9.98100822033,9.98100822033,9.7382160667,9.9810082204,9.9810082204,9.98100822039,9.98100822039,9.45844681579,9.9810082204,9.98100822043,9.98100822043,9.9810082203,9.9810082203,9.9810082203,8.12106059611,9.98100822071,9.98100822081,9.98100822081,9.98100822031,9.98100822029,9.98100822029,9.85857472702,9.84287557302,9.98100822032,9.86199942776,9.98100822026,9.98100822026,9.33951903996,9.98100821996,9.98100821996,9.98100822066,9.981008220678,9.981008220678,9.98100822066,9.83117561566,9.98100822066,8.341045211,9.0846933727,9.98100822043,9.98100822043,9.98100822043,8.61422213493,6.77004557373,6.2986692672,8.4636726805,6.5222590221,7.5371939019,7.3524216396,6.2070679265,7.36556220104,9.981008221,9.9810082206,9.9810082206,8.23030341826,9.9810082206,9.9810082206,9.9810082206,9.8425972316,9.8796988273,9.759800876,6.94960535241,10.23340502131,10.73260255381,10.73260255376,10.47686883103,10.73260255381,10.73260255381,10.17021121197,10.73260255387,10.73260255387,10.73260255397,10.73260255397,10.73260255377,10.73260255377,10.73260255357,10.73260255357,9.88646142281,10.73260255341,10.67685528501,10.73260255381,10.06089147031,10.73260255391,10.73260255388,10.73260255388,10.73260255391,10.10240811641,10.73260255391,10.73260255361,10.436187528238,10.73260255391,10.73260255391,10.73260255401,10.73260255401,10.02642006247,8.93118970351,10.732602553977,10.732602553977,10.73260255405,10.732602554041,10.732602554041,10.732602554041,9.01993005691,6.71322625671,10.73260255435,10.73260255505,10.73260255505,10.73260255475,9.21316311505,10.45016957361,10.73260255441,8.43617363341
"t12",4.95609687361,4.3769312019,3.1433726726,3.0327448313,0,3.3132891975,4.7822821807,4.0997935079,10.2837232015,10.0376867558,10.28372320144,10.28372320138,10.28372320138,10.28372320146,10.2837232019,10.1044453579,10.2837232013,9.9595934798,10.2837232014,10.28372320133,10.28372320133,9.58100758185,10.28372320128,10.28372320138,10.28372320136,10.28372320136,10.28372320136,9.0690993348,10.2837232011,10.28372320111,10.28372320111,9.2385623381,10.28372320107,10.28372320107,10.28372320117,10.28372320117,10.28372320117,10.2837232012,10.2837232012,10.2837232012,9.39395388684,10.28372320103,10.28372320103,10.0409310474,10.2837232011,10.2837232011,10.28372320109,10.28372320109,9.76116179649,10.2837232011,10.28372320113,10.28372320113,10.283723201,10.283723201,10.283723201,8.42377557681,10.28372320141,10.28372320151,10.28372320151,10.28372320101,10.28372320099,10.28372320099,10.16128970772,10.14559055372,10.28372320102,10.16471440846,10.28372320096,10.28372320096,9.64223402066,10.28372320066,10.28372320066,10.28372320136,10.283723201378,10.283723201378,10.28372320136,10.13389059636,10.28372320136,8.6437601917,9.3874083534,10.28372320113,10.28372320113,10.28372320113,8.91693711563,7.07276055443,6.6013842479,8.7663876612,6.8249740028,7.8399088826,7.6551366203,6.5097829072,7.66827718174,10.2837232017,10.2837232013,10.2837232013,8.53301839896,10.2837232013,10.2837232013,10.2837232013,10.1453122123,10.182413808,10.0625158567,7.25232033311,10.53612000201,11.03531753451,11.03531753446,10.77958381173,11.03531753451,11.03531753451,10.47292619267,11.03531753457,11.03531753457,11.03531753467,11.03531753467,11.03531753447,11.03531753447,11.03531753427,11.03531753427,10.18917640351,11.03531753411,10.97957026571,11.03531753451,10.36360645101,11.03531753461,11.03531753458,11.03531753458,11.03531753461,10.40512309711,11.03531753461,11.03531753431,10.738902508938,11.03531753461,11.03531753461,11.03531753471,11.03531753471,10.32913504317,9.23390468421,11.035317534677,11.035317534677,11.03531753475,11.035317534741,11.035317534741,11.035317534741,9.32264503761,7.01594123741,11.03531753505,11.03531753575,11.03531753575,11.03531753545,9.51587809575,10.75288455431,11.03531753511,8.73888861411
"t14",4.52857528031,4.3547605874,3.1212020581,3.0105742168,3.3132891975,0,3.4112087136,2.7287200408,9.8562016082,9.6101651625,9.85620160814,9.85620160808,9.85620160808,9.85620160816,9.8562016086,9.6769237646,9.856201608,9.5320718865,9.8562016081,9.85620160803,9.85620160803,9.15348598855,9.85620160798,9.85620160808,9.85620160806,9.85620160806,9.85620160806,8.6415777415,9.8562016078,9.85620160781,9.85620160781,8.8110407448,9.85620160777,9.85620160777,9.85620160787,9.85620160787,9.85620160787,9.8562016079,9.8562016079,9.8562016079,8.96643229354,9.85620160773,9.85620160773,9.6134094541,9.8562016078,9.8562016078,9.85620160779,9.85620160779,9.33364020319,9.8562016078,9.85620160783,9.85620160783,9.8562016077,9.8562016077,9.8562016077,7.99625398351,9.85620160811,9.85620160821,9.85620160821,9.85620160771,9.85620160769,9.85620160769,9.73376811442,9.71806896042,9.85620160772,9.73719281516,9.85620160766,9.85620160766,9.21471242736,9.85620160736,9.85620160736,9.85620160806,9.856201608078,9.856201608078,9.85620160806,9.70636900306,9.85620160806,8.2162385984,8.9598867601,9.85620160783,9.85620160783,9.85620160783,8.48941552233,6.64523896113,6.1738626546,8.3388660679,6.3974524095,7.4123872893,7.227615027,6.0822613139,7.24075558844,9.8562016084,9.856201608,9.856201608,8.10549680566,9.856201608,9.856201608,9.856201608,9.717790619,9.7548922147,9.6349942634,6.82479873981,10.10859840871,10.60779594121,10.60779594116,10.35206221843,10.60779594121,10.60779594121,10.04540459937,10.60779594127,10.60779594127,10.60779594137,10.60779594137,10.60779594117,10.60779594117,10.60779594097,10.60779594097,9.76165481021,10.60779594081,10.55204867241,10.60779594121,9.93608485771,10.60779594131,10.60779594128,10.60779594128,10.60779594131,9.97760150381,10.60779594131,10.60779594101,10.311380915638,10.60779594131,10.60779594131,10.60779594141,10.60779594141,9.90161344987,8.80638309091,10.607795941377,10.607795941377,10.60779594145,10.607795941441,10.607795941441,10.607795941441,8.89512344431,6.58841964411,10.60779594175,10.60779594245,10.60779594245,10.60779594215,9.08835650245,10.32536296101,10.60779594181,8.31136702081
"t51",5.99756826351,5.8237535706,4.5901950413,4.4795672,4.7822821807,3.4112087136,0,1.028962184,11.3251945914,11.0791581457,11.32519459134,11.32519459128,11.32519459128,11.32519459136,11.3251945918,11.1459167478,11.3251945912,11.0010648697,11.3251945913,11.32519459123,11.32519459123,10.62247897175,11.32519459118,11.32519459128,11.32519459126,11.32519459126,11.32519459126,10.1105707247,11.325194591,11.32519459101,11.32519459101,10.280033728,11.32519459097,11.32519459097,11.32519459107,11.32519459107,11.32519459107,11.3251945911,11.3251945911,11.3251945911,10.43542527674,11.32519459093,11.32519459093,11.0824024373,11.325194591,11.325194591,11.32519459099,11.32519459099,10.80263318639,11.325194591,11.32519459103,11.32519459103,11.3251945909,11.3251945909,11.3251945909,9.46524696671,11.32519459131,11.32519459141,11.32519459141,11.32519459091,11.32519459089,11.32519459089,11.20276109762,11.18706194362,11.32519459092,11.20618579836,11.32519459086,11.32519459086,10.68370541056,11.32519459056,11.32519459056,11.32519459126,11.325194591278,11.325194591278,11.32519459126,11.17536198626,11.32519459126,9.6852315816,10.4288797433,11.32519459103,11.32519459103,11.32519459103,9.95840850553,8.11423194433,7.6428556378,9.8078590511,7.8664453927,8.8813802725,8.6966080102,7.5512542971,8.70974857164,11.3251945916,11.3251945912,11.3251945912,9.57448978886,11.3251945912,11.3251945912,11.3251945912,11.1867836022,11.2238851979,11.1039872466,8.29379172301,11.57759139191,12.07678892441,12.07678892436,11.82105520163,12.07678892441,12.07678892441,11.51439758257,12.07678892447,12.07678892447,12.07678892457,12.07678892457,12.07678892437,12.07678892437,12.07678892417,12.07678892417,11.23064779341,12.07678892401,12.02104165561,12.07678892441,11.40507784091,12.07678892451,12.07678892448,12.07678892448,12.07678892451,11.44659448701,12.07678892451,12.07678892421,11.780373898838,12.07678892451,12.07678892451,12.07678892461,12.07678892461,11.37060643307,10.27537607411,12.076788924577,12.076788924577,12.07678892465,12.076788924641,12.076788924641,12.076788924641,10.36411642751,8.05741262731,12.07678892495,12.07678892565,12.07678892565,12.07678892535,10.55734948565,11.79435594421,12.07678892501,9.78036000401
"t52",5.31507959071,5.1412648978,3.9077063685,3.7970785272,4.0997935079,2.7287200408,1.028962184,0,10.6427059186,10.3966694729,10.64270591854,10.64270591848,10.64270591848,10.64270591856,10.642705919,10.463428075,10.6427059184,10.3185761969,10.6427059185,10.64270591843,10.64270591843,9.93999029895,10.64270591838,10.64270591848,10.64270591846,10.64270591846,10.64270591846,9.4280820519,10.6427059182,10.64270591821,10.64270591821,9.5975450552,10.64270591817,10.64270591817,10.64270591827,10.64270591827,10.64270591827,10.6427059183,10.6427059183,10.6427059183,9.75293660394,10.64270591813,10.64270591813,10.3999137645,10.6427059182,10.6427059182,10.64270591819,10.64270591819,10.12014451359,10.6427059182,10.64270591823,10.64270591823,10.6427059181,10.6427059181,10.6427059181,8.78275829391,10.64270591851,10.64270591861,10.64270591861,10.64270591811,10.64270591809,10.64270591809,10.52027242482,10.50457327082,10.64270591812,10.52369712556,10.64270591806,10.64270591806,10.00121673776,10.64270591776,10.64270591776,10.64270591846,10.642705918478,10.642705918478,10.64270591846,10.49287331346,10.64270591846,9.0027429088,9.7463910705,10.64270591823,10.64270591823,10.64270591823,9.27591983273,7.43174327153,6.960366965,9.1253703783,7.1839567199,8.1988915997,8.0141193374,6.8687656243,8.02725989884,10.6427059188,10.6427059184,10.6427059184,8.89200111606,10.6427059184,10.6427059184,10.6427059184,10.5042949294,10.5413965251,10.4214985738,7.61130305021,10.89510271911,11.39430025161,11.39430025156,11.13856652883,11.39430025161,11.39430025161,10.83190890977,11.39430025167,11.39430025167,11.39430025177,11.39430025177,11.39430025157,11.39430025157,11.39430025137,11.39430025137,10.54815912061,11.39430025121,11.33855298281,11.39430025161,10.72258916811,11.39430025171,11.39430025168,11.39430025168,11.39430025171,10.76410581421,11.39430025171,11.39430025141,11.097885226038,11.39430025171,11.39430025171,11.39430025181,11.39430025181,10.68811776027,9.59288740131,11.394300251777,11.394300251777,11.39430025185,11.394300251841,11.394300251841,11.394300251841,9.68162775471,7.37492395451,11.39430025215,11.39430025285,11.39430025285,11.39430025255,9.87486081285,11.11186727141,11.39430025221,9.09787133121
"t61",5.99756826431,11.3251945914,10.0916360621,9.9810082208,10.2837232015,9.8562016082,11.3251945914,10.6427059186,0,1.1946912495,1.44072769514,1.44072769508,1.44072769508,1.44072769516,3.6504464176,8.1872820596,8.366559903,8.0424301815,8.3665599031,8.36655990303,8.36655990303,7.66384428355,8.36655990298,8.36655990308,8.36655990306,8.36655990306,8.36655990306,7.1519360365,8.3665599028,8.36655990281,8.36655990281,7.3213990398,8.36655990277,8.36655990277,8.36655990287,8.36655990287,8.36655990287,8.3665599029,8.3665599029,8.3665599029,7.47679058854,8.36655990273,8.36655990273,8.1237677491,8.3665599028,8.3665599028,8.36655990279,8.36655990279,7.84399849819,8.3665599028,8.36655990283,8.36655990283,8.3665599027,8.3665599027,8.3665599027,6.50661227851,8.36655990311,8.36655990321,8.36655990321,8.36655990271,8.36655990269,8.36655990269,8.24412640942,8.22842725542,8.36655990272,8.24755111016,8.36655990266,8.36655990266,7.72507072236,8.36655990236,8.36655990236,8.36655990306,8.366559903078,8.366559903078,8.36655990306,8.21672729806,8.36655990306,6.7265968934,7.4702450551,10.12398002663,10.12398002663,10.12398002663,8.75719394113,6.91301737993,6.4416410734,8.6066444867,7.0926445761,8.1075794559,7.9228071936,6.7774534805,7.93594775504,10.551393775,10.5513937746,10.5513937746,8.80068897226,10.5513937746,10.5513937746,10.5513937746,10.4129827856,10.4500843813,10.33018643,8.29379172381,11.57759139271,12.07678892521,12.07678892516,11.82105520243,12.07678892521,12.07678892521,11.51439758337,12.07678892527,12.07678892527,12.07678892537,12.07678892537,12.07678892517,12.07678892517,12.07678892497,12.07678892497,11.23064779421,12.07678892481,12.02104165641,12.07678892521,11.40507784171,12.07678892531,12.07678892528,12.07678892528,12.07678892531,11.44659448781,12.07678892531,12.07678892501,11.780373899638,12.07678892531,12.07678892531,12.07678892541,12.07678892541,11.37060643387,10.27537607491,12.076788925377,12.076788925377,12.07678892545,12.076788925441,12.076788925441,12.076788925441,10.36411642831,8.05741262811,12.07678892575,12.07678892645,12.07678892645,12.07678892615,10.55734948645,11.79435594501,12.07678892581,9.78036000481
"t73",5.75153181861,11.0791581457,9.8455996164,9.7349717751,10.0376867558,9.6101651625,11.0791581457,10.3966694729,1.1946912495,0,0.91434178044,0.91434178038,0.91434178038,0.91434178046,3.4044099719,7.9412456139,8.1205234573,7.7963937358,8.1205234574,8.12052345733,8.12052345733,7.41780783785,8.12052345728,8.12052345738,8.12052345736,8.12052345736,8.12052345736,6.9058995908,8.1205234571,8.12052345711,8.12052345711,7.0753625941,8.12052345707,8.12052345707,8.12052345717,8.12052345717,8.12052345717,8.1205234572,8.1205234572,8.1205234572,7.23075414284,8.12052345703,8.12052345703,7.8777313034,8.1205234571,8.1205234571,8.12052345709,8.12052345709,7.59796205249,8.1205234571,8.12052345713,8.12052345713,8.120523457,8.120523457,8.120523457,6.26057583281,8.12052345741,8.12052345751,8.12052345751,8.12052345701,8.12052345699,8.12052345699,7.99808996372,7.98239080972,8.12052345702,8.00151466446,8.12052345696,8.12052345696,7.47903427666,8.12052345666,8.12052345666,8.12052345736,8.120523457378,8.120523457378,8.12052345736,7.97069085236,8.12052345736,6.4805604477,7.2242086094,9.87794358093,9.87794358093,9.87794358093,8.51115749543,6.66698093423,6.1956046277,8.360608041,6.8466081304,7.8615430102,7.6767707479,6.5314170348,7.68991130934,10.3053573293,10.3053573289,10.3053573289,8.55465252656,10.3053573289,10.3053573289,10.3053573289,10.1669463399,10.2040479356,10.0841499843,8.04775527811,11.33155494701,11.83075247951,11.83075247946,11.57501875673,11.83075247951,11.83075247951,11.26836113767,11.83075247957,11.83075247957,11.83075247967,11.83075247967,11.83075247947,11.83075247947,11.83075247927,11.83075247927,10.98461134851,11.83075247911,11.77500521071,11.83075247951,11.15904139601,11.83075247961,11.83075247958,11.83075247958,11.83075247961,11.20055804211,11.83075247961,11.83075247931,11.534337453938,11.83075247961,11.83075247961,11.83075247971,11.83075247971,11.12456998817,10.02933962921,11.830752479677,11.830752479677,11.83075247975,11.830752479741,11.830752479741,11.830752479741,10.11807998261,7.81137618241,11.83075248005,11.83075248075,11.83075248075,11.83075248045,10.31131304075,11.54831949931,11.83075248011,9.53432355911
