"","t22","t23","t7","t47","t130","t131","t87","t120","t121","t94","t2","t138","t139","t75","t88","t89","t21","t17","t12","t8","t9","t34","t35","t15","t76","t77","t126","t127","t16","t26","t27","t66","t122","t123","t72","t54","t4","t29","t36","t37","t11","t56","t102","t103","t41","t42","t38","t140","t141","t134","t135","t48","t30","t50","t81","t82","t55","t106","t107","t28","t18","t33","t39","t40","t73","t110","t111","t78","t13","t68","t69","t90","t144","t145","t53","t96","t97","t43","t112","t113","t80","t52","t62","t63","t108","t109","t46","t24","t44","t45","t5","t100","t101","t98","t99","t64","t118","t119","t19","t20","t14","t114","t115","t116","t117","t74","t49","t124","t125","t10","t60","t92","t93","t58","t61","t83","t84","t67","t91","t128","t129","t59","t51","t132","t133","t57","t85","t86","t79","t65","t70","t71","t136","t137","t104","t105","t95","t25","t31","t32","t142","t143","t6","t3","t1"
"t22",0,1.9514505085,3.4249252691,5.5183277249,5.51832772529,5.51832772529,5.5183277253,5.5183277253,5.5183277253,5.5183277253,4.26148238204,7.31870239956,7.31870239956,7.31870239944,7.31870239944,7.31870239944,6.02600154404,7.31870239944,7.31870239954,5.22393411718,5.83583490438,6.13187821458,7.31870239878,5.29489861342,7.31870239908,7.31870239908,7.31870239908,7.31870239908,6.07299646852,5.96573160252,6.07513446272,6.87158871708,7.31870239922,7.31870239922,7.31870239922,7.31870239928,4.46429831318,6.43383473247,7.16136158967,7.31870239867,5.54497116247,7.31870239851,7.31870239851,7.31870239851,6.43748793659,7.31870239879,7.31870239919,7.31870239892,7.31870239892,7.31870239892,7.31870239892,7.31870239889,6.52791376391,7.31870239896,7.31870239885,7.31870239885,6.79875334365,7.31870239886,7.31870239886,7.31870239886,5.69072903896,5.908122021017,6.25768304367,7.31870239884,6.82074532016,7.318702399,7.318702399,7.318702399,7.31870239892,7.31870239902,7.31870239902,7.31870239892,7.3187023988999,7.3187023988999,7.31870239892,7.31870239892,7.31870239892,6.54264581302,7.31870239882,7.31870239882,7.31870239892,7.31870239892,7.02372221722,7.31870239922,7.27052695047,7.31870239887,6.96642830237,7.31870239857,6.7759479534,6.7527013149,4.49074069293,7.31870239856,7.31870239856,7.31870239936,7.31870239936,7.14239287706,7.31870239886,7.31870239886,7.31870239916,6.19505180206,7.31870239863,7.31870239883,7.31870239883,7.31870239893,7.31870239893,7.03255520433,6.76474861083,7.31870239863,7.31870239863,5.14678244605,7.31870239889,7.31870239889,7.31870239889,7.31870239884,7.31870239885,7.31870239883,7.31870239883,7.31870239883,7.21566286255,7.31870239896,7.31870239896,7.31870239885,6.88283069143,7.31870239887,7.31870239887,7.28954557203,7.31870239894,7.31870239894,7.31870239896,7.31870239896,7.31870239893,7.00851466103,7.31870239902,7.31870239902,7.31870239901,7.31870239901,7.0146833202,6.71465936117,7.11741481527,7.31870239927,7.318702398956,7.318702398956,5.04535091247,4.06306968477,6.0974607552
"t23",1.9514505085,0,1.8688819116,3.9622843674,3.96228436779,3.96228436779,3.9622843678,3.9622843678,3.9622843678,3.9622843678,2.70543902454,5.76265904206,5.76265904206,5.76265904194,5.76265904194,5.76265904194,4.46995818654,5.76265904194,5.76265904204,3.66789075968,4.27979154688,4.57583485708,5.76265904128,3.73885525592,5.76265904158,5.76265904158,5.76265904158,5.76265904158,4.51695311102,4.40968824502,4.51909110522,5.31554535958,5.76265904172,5.76265904172,5.76265904172,5.76265904178,2.90825495568,4.87779137497,5.60531823217,5.76265904117,3.98892780497,5.76265904101,5.76265904101,5.76265904101,4.88144457909,5.76265904129,5.76265904169,5.76265904142,5.76265904142,5.76265904142,5.76265904142,5.76265904139,4.97187040641,5.76265904146,5.76265904135,5.76265904135,5.24270998615,5.76265904136,5.76265904136,5.76265904136,4.13468568146,4.352078663517,4.70163968617,5.76265904134,5.26470196266,5.7626590415,5.7626590415,5.7626590415,5.76265904142,5.76265904152,5.76265904152,5.76265904142,5.7626590413999,5.7626590413999,5.76265904142,5.76265904142,5.76265904142,4.98660245552,5.76265904132,5.76265904132,5.76265904142,5.76265904142,5.46767885972,5.76265904172,5.71448359297,5.76265904137,5.41038494487,5.76265904107,5.2199045959,5.1966579574,2.93469733543,5.76265904106,5.76265904106,5.76265904186,5.76265904186,5.58634951956,5.76265904136,5.76265904136,5.76265904166,4.63900844456,5.76265904113,5.76265904133,5.76265904133,5.76265904143,5.76265904143,5.47651184683,5.20870525333,5.76265904113,5.76265904113,3.59073908855,5.76265904139,5.76265904139,5.76265904139,5.76265904134,5.76265904135,5.76265904133,5.76265904133,5.76265904133,5.65961950505,5.76265904146,5.76265904146,5.76265904135,5.32678733393,5.76265904137,5.76265904137,5.73350221453,5.76265904144,5.76265904144,5.76265904146,5.76265904146,5.76265904143,5.45247130353,5.76265904152,5.76265904152,5.76265904151,5.76265904151,5.4586399627,5.15861600367,5.56137145777,5.76265904177,5.762659041456,5.762659041456,3.48930755497,2.50702632727,4.5414173977
"t7",3.4249252691,1.8688819116,0,3.870815385,3.87081538539,3.87081538539,3.8708153854,3.8708153854,3.8708153854,3.8708153854,2.61397004214,5.67119005966,5.67119005966,5.67119005954,5.67119005954,5.67119005954,4.37848920414,5.67119005954,5.67119005964,3.57642177728,4.18832256448,4.48436587468,5.67119005888,3.64738627352,5.67119005918,5.67119005918,5.67119005918,5.67119005918,4.42548412862,4.31821926262,4.42762212282,5.22407637718,5.67119005932,5.67119005932,5.67119005932,5.67119005938,2.81678597328,4.78632239257,5.51384924977,5.67119005877,3.89745882257,5.67119005861,5.67119005861,5.67119005861,4.78997559669,5.67119005889,5.67119005929,5.67119005902,5.67119005902,5.67119005902,5.67119005902,5.67119005899,4.88040142401,5.67119005906,5.67119005895,5.67119005895,5.15124100375,5.67119005896,5.67119005896,5.67119005896,4.04321669906,4.260609681117,4.61017070377,5.67119005894,5.17323298026,5.6711900591,5.6711900591,5.6711900591,5.67119005902,5.67119005912,5.67119005912,5.67119005902,5.6711900589999,5.6711900589999,5.67119005902,5.67119005902,5.67119005902,4.89513347312,5.67119005892,5.67119005892,5.67119005902,5.67119005902,5.37620987732,5.67119005932,5.62301461057,5.67119005897,5.31891596247,5.67119005867,5.1284356135,5.105188975,2.84322835303,5.67119005866,5.67119005866,5.67119005946,5.67119005946,5.49488053716,5.67119005896,5.67119005896,5.67119005926,4.54753946216,5.67119005873,5.67119005893,5.67119005893,5.67119005903,5.67119005903,5.38504286443,5.11723627093,5.67119005873,5.67119005873,3.49927010615,5.67119005899,5.67119005899,5.67119005899,5.67119005894,5.67119005895,5.67119005893,5.67119005893,5.67119005893,5.56815052265,5.67119005906,5.67119005906,5.67119005895,5.23531835153,5.67119005897,5.67119005897,5.64203323213,5.67119005904,5.67119005904,5.67119005906,5.67119005906,5.67119005903,5.36100232113,5.67119005912,5.67119005912,5.67119005911,5.67119005911,5.3671709803,5.06714702127,5.46990247537,5.67119005937,5.671190059056,5.671190059056,3.39783857257,2.41555734487,4.4499484153
"t47",5.5183277249,3.9622843674,3.870815385,0,2.05666194239,2.05666194239,2.0566619424,2.0566619424,2.0566619424,2.0566619424,4.26148238114,7.31870239866,7.31870239866,7.31870239854,7.31870239854,7.31870239854,6.02600154314,7.31870239854,7.31870239864,5.22393411628,5.83583490348,6.13187821368,7.31870239788,5.29489861252,7.31870239818,7.31870239818,7.31870239818,7.31870239818,6.07299646762,5.96573160162,6.07513446182,6.87158871618,7.31870239832,7.31870239832,7.31870239832,7.31870239838,4.46429831228,6.43383473157,7.16136158877,7.31870239777,5.54497116157,7.31870239761,7.31870239761,7.31870239761,6.43748793569,7.31870239789,7.31870239829,7.31870239802,7.31870239802,7.31870239802,7.31870239802,7.31870239799,6.52791376301,7.31870239806,7.31870239795,7.31870239795,6.79875334275,7.31870239796,7.31870239796,7.31870239796,5.69072903806,5.908122020117,6.25768304277,7.31870239794,6.82074531926,7.3187023981,7.3187023981,7.3187023981,7.31870239802,7.31870239812,7.31870239812,7.31870239802,7.3187023979999,7.3187023979999,7.31870239802,7.31870239802,7.31870239802,6.54264581212,7.31870239792,7.31870239792,7.31870239802,7.31870239802,7.02372221632,7.31870239832,7.27052694957,7.31870239797,6.96642830147,7.31870239767,6.7759479525,6.752701314,4.49074069203,7.31870239766,7.31870239766,7.31870239846,7.31870239846,7.14239287616,7.31870239796,7.31870239796,7.31870239826,6.19505180116,7.31870239773,7.31870239793,7.31870239793,7.31870239803,7.31870239803,7.03255520343,6.76474860993,7.31870239773,7.31870239773,5.14678244515,7.31870239799,7.31870239799,7.31870239799,7.31870239794,7.31870239795,7.31870239793,7.31870239793,7.31870239793,7.21566286165,7.31870239806,7.31870239806,7.31870239795,6.88283069053,7.31870239797,7.31870239797,7.28954557113,7.31870239804,7.31870239804,7.31870239806,7.31870239806,7.31870239803,7.00851466013,7.31870239812,7.31870239812,7.31870239811,7.31870239811,7.0146833193,6.71465936027,7.11741481437,7.31870239837,7.318702398056,7.318702398056,5.04535091157,4.06306968387,6.0974607543
"t130",5.51832772529,3.96228436779,3.87081538539,2.05666194239,0,0.15380865278,0.91040094339,1.76421412619,1.76421412619,1.76421412619,4.26148238153,7.31870239905,7.31870239905,7.31870239893,7.31870239893,7.31870239893,6.02600154353,7.31870239893,7.31870239903,5.22393411667,5.83583490387,6.13187821407,7.31870239827,5.29489861291,7.31870239857,7.31870239857,7.31870239857,7.31870239857,6.07299646801,5.96573160201,6.07513446221,6.87158871657,7.31870239871,7.31870239871,7.31870239871,7.31870239877,4.46429831267,6.43383473196,7.16136158916,7.31870239816,5.54497116196,7.318702398,7.318702398,7.318702398,6.43748793608,7.31870239828,7.31870239868,7.31870239841,7.31870239841,7.31870239841,7.31870239841,7.31870239838,6.5279137634,7.31870239845,7.31870239834,7.31870239834,6.79875334314,7.31870239835,7.31870239835,7.31870239835,5.69072903845,5.908122020507,6.25768304316,7.31870239833,6.82074531965,7.31870239849,7.31870239849,7.31870239849,7.31870239841,7.31870239851,7.31870239851,7.31870239841,7.3187023983899,7.3187023983899,7.31870239841,7.31870239841,7.31870239841,6.54264581251,7.31870239831,7.31870239831,7.31870239841,7.31870239841,7.02372221671,7.31870239871,7.27052694996,7.31870239836,6.96642830186,7.31870239806,6.77594795289,6.75270131439,4.49074069242,7.31870239805,7.31870239805,7.31870239885,7.31870239885,7.14239287655,7.31870239835,7.31870239835,7.31870239865,6.19505180155,7.31870239812,7.31870239832,7.31870239832,7.31870239842,7.31870239842,7.03255520382,6.76474861032,7.31870239812,7.31870239812,5.14678244554,7.31870239838,7.31870239838,7.31870239838,7.31870239833,7.31870239834,7.31870239832,7.31870239832,7.31870239832,7.21566286204,7.31870239845,7.31870239845,7.31870239834,6.88283069092,7.31870239836,7.31870239836,7.28954557152,7.31870239843,7.31870239843,7.31870239845,7.31870239845,7.31870239842,7.00851466052,7.31870239851,7.31870239851,7.3187023985,7.3187023985,7.01468331969,6.71465936066,7.11741481476,7.31870239876,7.318702398446,7.318702398446,5.04535091196,4.06306968426,6.09746075469
"t131",5.51832772529,3.96228436779,3.87081538539,2.05666194239,0.15380865278,0,0.91040094339,1.76421412619,1.76421412619,1.76421412619,4.26148238153,7.31870239905,7.31870239905,7.31870239893,7.31870239893,7.31870239893,6.02600154353,7.31870239893,7.31870239903,5.22393411667,5.83583490387,6.13187821407,7.31870239827,5.29489861291,7.31870239857,7.31870239857,7.31870239857,7.31870239857,6.07299646801,5.96573160201,6.07513446221,6.87158871657,7.31870239871,7.31870239871,7.31870239871,7.31870239877,4.46429831267,6.43383473196,7.16136158916,7.31870239816,5.54497116196,7.318702398,7.318702398,7.318702398,6.43748793608,7.31870239828,7.31870239868,7.31870239841,7.31870239841,7.31870239841,7.31870239841,7.31870239838,6.5279137634,7.31870239845,7.31870239834,7.31870239834,6.79875334314,7.31870239835,7.31870239835,7.31870239835,5.69072903845,5.908122020507,6.25768304316,7.31870239833,6.82074531965,7.31870239849,7.31870239849,7.31870239849,7.31870239841,7.31870239851,7.31870239851,7.31870239841,7.3187023983899,7.3187023983899,7.31870239841,7.31870239841,7.31870239841,6.54264581251,7.31870239831,7.31870239831,7.31870239841,7.31870239841,7.02372221671,7.31870239871,7.27052694996,7.31870239836,6.96642830186,7.31870239806,6.77594795289,6.75270131439,4.49074069242,7.31870239805,7.31870239805,7.31870239885,7.31870239885,7.14239287655,7.31870239835,7.31870239835,7.31870239865,6.19505180155,7.31870239812,7.31870239832,7.31870239832,7.31870239842,7.31870239842,7.03255520382,6.76474861032,7.31870239812,7.31870239812,5.14678244554,7.31870239838,7.31870239838,7.31870239838,7.31870239833,7.31870239834,7.31870239832,7.31870239832,7.31870239832,7.21566286204,7.31870239845,7.31870239845,7.31870239834,6.88283069092,7.31870239836,7.31870239836,7.28954557152,7.31870239843,7.31870239843,7.31870239845,7.31870239845,7.31870239842,7.00851466052,7.31870239851,7.31870239851,7.3187023985,7.3187023985,7.01468331969,6.71465936066,7.11741481476,7.31870239876,7.318702398446,7.318702398446,5.04535091196,4.06306968426,6.09746075469
"t87",5.5183277253,3.9622843678,3.8708153854,2.0566619424,0.91040094339,0.91040094339,0,1.7642141262,1.7642141262,1.7642141262,4.26148238154,7.31870239906,7.31870239906,7.31870239894,7.31870239894,7.31870239894,6.02600154354,7.31870239894,7.31870239904,5.22393411668,5.83583490388,6.13187821408,7.31870239828,5.29489861292,7.31870239858,7.31870239858,7.31870239858,7.31870239858,6.07299646802,5.96573160202,6.07513446222,6.87158871658,7.31870239872,7.31870239872,7.31870239872,7.31870239878,4.46429831268,6.43383473197,7.16136158917,7.31870239817,5.54497116197,7.31870239801,7.31870239801,7.31870239801,6.43748793609,7.31870239829,7.31870239869,7.31870239842,7.31870239842,7.31870239842,7.31870239842,7.31870239839,6.52791376341,7.31870239846,7.31870239835,7.31870239835,6.79875334315,7.31870239836,7.31870239836,7.31870239836,5.69072903846,5.908122020517,6.25768304317,7.31870239834,6.82074531966,7.3187023985,7.3187023985,7.3187023985,7.31870239842,7.31870239852,7.31870239852,7.31870239842,7.3187023983999,7.3187023983999,7.31870239842,7.31870239842,7.31870239842,6.54264581252,7.31870239832,7.31870239832,7.31870239842,7.31870239842,7.02372221672,7.31870239872,7.27052694997,7.31870239837,6.96642830187,7.31870239807,6.7759479529,6.7527013144,4.49074069243,7.31870239806,7.31870239806,7.31870239886,7.31870239886,7.14239287656,7.31870239836,7.31870239836,7.31870239866,6.19505180156,7.31870239813,7.31870239833,7.31870239833,7.31870239843,7.31870239843,7.03255520383,6.76474861033,7.31870239813,7.31870239813,5.14678244555,7.31870239839,7.31870239839,7.31870239839,7.31870239834,7.31870239835,7.31870239833,7.31870239833,7.31870239833,7.21566286205,7.31870239846,7.31870239846,7.31870239835,6.88283069093,7.31870239837,7.31870239837,7.28954557153,7.31870239844,7.31870239844,7.31870239846,7.31870239846,7.31870239843,7.00851466053,7.31870239852,7.31870239852,7.31870239851,7.31870239851,7.0146833197,6.71465936067,7.11741481477,7.31870239877,7.318702398456,7.318702398456,5.04535091197,4.06306968427,6.0974607547
"t120",5.5183277253,3.9622843678,3.8708153854,2.0566619424,1.76421412619,1.76421412619,1.7642141262,0,0.2562847144,0.73434609,4.26148238154,7.31870239906,7.31870239906,7.31870239894,7.31870239894,7.31870239894,6.02600154354,7.31870239894,7.31870239904,5.22393411668,5.83583490388,6.13187821408,7.31870239828,5.29489861292,7.31870239858,7.31870239858,7.31870239858,7.31870239858,6.07299646802,5.96573160202,6.07513446222,6.87158871658,7.31870239872,7.31870239872,7.31870239872,7.31870239878,4.46429831268,6.43383473197,7.16136158917,7.31870239817,5.54497116197,7.31870239801,7.31870239801,7.31870239801,6.43748793609,7.31870239829,7.31870239869,7.31870239842,7.31870239842,7.31870239842,7.31870239842,7.31870239839,6.52791376341,7.31870239846,7.31870239835,7.31870239835,6.79875334315,7.31870239836,7.31870239836,7.31870239836,5.69072903846,5.908122020517,6.25768304317,7.31870239834,6.82074531966,7.3187023985,7.3187023985,7.3187023985,7.31870239842,7.31870239852,7.31870239852,7.31870239842,7.3187023983999,7.3187023983999,7.31870239842,7.31870239842,7.31870239842,6.54264581252,7.31870239832,7.31870239832,7.31870239842,7.31870239842,7.02372221672,7.31870239872,7.27052694997,7.31870239837,6.96642830187,7.31870239807,6.7759479529,6.7527013144,4.49074069243,7.31870239806,7.31870239806,7.31870239886,7.31870239886,7.14239287656,7.31870239836,7.31870239836,7.31870239866,6.19505180156,7.31870239813,7.31870239833,7.31870239833,7.31870239843,7.31870239843,7.03255520383,6.76474861033,7.31870239813,7.31870239813,5.14678244555,7.31870239839,7.31870239839,7.31870239839,7.31870239834,7.31870239835,7.31870239833,7.31870239833,7.31870239833,7.21566286205,7.31870239846,7.31870239846,7.31870239835,6.88283069093,7.31870239837,7.31870239837,7.28954557153,7.31870239844,7.31870239844,7.31870239846,7.31870239846,7.31870239843,7.00851466053,7.31870239852,7.31870239852,7.31870239851,7.31870239851,7.0146833197,6.71465936067,7.11741481477,7.31870239877,7.318702398456,7.318702398456,5.04535091197,4.06306968427,6.0974607547
"t121",5.5183277253,3.9622843678,3.8708153854,2.0566619424,1.76421412619,1.76421412619,1.7642141262,0.2562847144,0,0.73434609,4.26148238154,7.31870239906,7.31870239906,7.31870239894,7.31870239894,7.31870239894,6.02600154354,7.31870239894,7.31870239904,5.22393411668,5.83583490388,6.13187821408,7.31870239828,5.29489861292,7.31870239858,7.31870239858,7.31870239858,7.31870239858,6.07299646802,5.96573160202,6.07513446222,6.87158871658,7.31870239872,7.31870239872,7.31870239872,7.31870239878,4.46429831268,6.43383473197,7.16136158917,7.31870239817,5.54497116197,7.31870239801,7.31870239801,7.31870239801,6.43748793609,7.31870239829,7.31870239869,7.31870239842,7.31870239842,7.31870239842,7.31870239842,7.31870239839,6.52791376341,7.31870239846,7.31870239835,7.31870239835,6.79875334315,7.31870239836,7.31870239836,7.31870239836,5.69072903846,5.908122020517,6.25768304317,7.31870239834,6.82074531966,7.3187023985,7.3187023985,7.3187023985,7.31870239842,7.31870239852,7.31870239852,7.31870239842,7.3187023983999,7.3187023983999,7.31870239842,7.31870239842,7.31870239842,6.54264581252,7.31870239832,7.31870239832,7.31870239842,7.31870239842,7.02372221672,7.31870239872,7.27052694997,7.31870239837,6.96642830187,7.31870239807,6.7759479529,6.7527013144,4.49074069243,7.31870239806,7.31870239806,7.31870239886,7.31870239886,7.14239287656,7.31870239836,7.31870239836,7.31870239866,6.19505180156,7.31870239813,7.31870239833,7.31870239833,7.31870239843,7.31870239843,7.03255520383,6.76474861033,7.31870239813,7.31870239813,5.14678244555,7.31870239839,7.31870239839,7.31870239839,7.31870239834,7.31870239835,7.31870239833,7.31870239833,7.31870239833,7.21566286205,7.31870239846,7.31870239846,7.31870239835,6.88283069093,7.31870239837,7.31870239837,7.28954557153,7.31870239844,7.31870239844,7.31870239846,7.31870239846,7.31870239843,7.00851466053,7.31870239852,7.31870239852,7.31870239851,7.31870239851,7.0146833197,6.71465936067,7.11741481477,7.31870239877,7.318702398456,7.318702398456,5.04535091197,4.06306968427,6.0974607547
"t94",5.5183277253,3.9622843678,3.8708153854,2.0566619424,1.76421412619,1.76421412619,1.7642141262,0.73434609,0.73434609,0,4.26148238154,7.31870239906,7.31870239906,7.31870239894,7.31870239894,7.31870239894,6.02600154354,7.31870239894,7.31870239904,5.22393411668,5.83583490388,6.13187821408,7.31870239828,5.29489861292,7.31870239858,7.31870239858,7.31870239858,7.31870239858,6.07299646802,5.96573160202,6.07513446222,6.87158871658,7.31870239872,7.31870239872,7.31870239872,7.31870239878,4.46429831268,6.43383473197,7.16136158917,7.31870239817,5.54497116197,7.31870239801,7.31870239801,7.31870239801,6.43748793609,7.31870239829,7.31870239869,7.31870239842,7.31870239842,7.31870239842,7.31870239842,7.31870239839,6.52791376341,7.31870239846,7.31870239835,7.31870239835,6.79875334315,7.31870239836,7.31870239836,7.31870239836,5.69072903846,5.908122020517,6.25768304317,7.31870239834,6.82074531966,7.3187023985,7.3187023985,7.3187023985,7.31870239842,7.31870239852,7.31870239852,7.31870239842,7.3187023983999,7.3187023983999,7.31870239842,7.31870239842,7.31870239842,6.54264581252,7.31870239832,7.31870239832,7.31870239842,7.31870239842,7.02372221672,7.31870239872,7.27052694997,7.31870239837,6.96642830187,7.31870239807,6.7759479529,6.7527013144,4.49074069243,7.31870239806,7.31870239806,7.31870239886,7.31870239886,7.14239287656,7.31870239836,7.31870239836,7.31870239866,6.19505180156,7.31870239813,7.31870239833,7.31870239833,7.31870239843,7.31870239843,7.03255520383,6.76474861033,7.31870239813,7.31870239813,5.14678244555,7.31870239839,7.31870239839,7.31870239839,7.31870239834,7.31870239835,7.31870239833,7.31870239833,7.31870239833,7.21566286205,7.31870239846,7.31870239846,7.31870239835,6.88283069093,7.31870239837,7.31870239837,7.28954557153,7.31870239844,7.31870239844,7.31870239846,7.31870239846,7.31870239843,7.00851466053,7.31870239852,7.31870239852,7.31870239851,7.31870239851,7.0146833197,6.71465936067,7.11741481477,7.31870239877,7.318702398456,7.318702398456,5.04535091197,4.06306968427,6.0974607547
