"","t130","t131","t71","t72","t80","t81","t76","t140","t141","t122","t123","t116","t43","t85","t96","t97","t58","t40","t20","t36","t37","t157","t158","t139","t35","t62","t63","t61","t83","t100","t101","t98","t164","t165","t159","t99","t39","t13","t49","t162","t163","t128","t124","t125","t73","t107","t108","t91","t92","t48","t32","t33","t34","t44","t45","t23","t29","t41","t77","t78","t42","t31","t7","t11","t12","t14","t75","t148","t149","t19","t6","t9","t22","t144","t145","t46","t53","t54","t55","t21","t64","t126","t127","t117","t111","t119","t134","t142","t143","t17","t18","t27","t28","t47","t59","t60","t88","t106","t152","t153","t104","t105","t66","t52","t3","t2","t1","t4","t112","t113","t74","t146","t147","t38","t16","t24","t89","t90","t82","t30","t50","t114","t115","t69","t70","t65","t109","t110","t118","t120","t121","t57","t160","t161","t156","t132","t133","t79","t166","t167","t68","t102","t103","t93","t94","t84","t56","t15","t5","t67","t95","t150","t151","t51","t26","t8","t135","t136","t154","t155","t129","t25","t137","t138","t86","t87","t10"
"t107",6.85707354543,6.85707354543,6.85707354545,6.09559643155,6.83048828634,6.08054286847,6.85707354543,6.85707354547,6.85707354547,6.77923186107,6.85707354547,6.85707354553,6.74650389554,6.85707354547,6.85707354547,6.85707354547,6.85707354557,6.85707354517,5.46465839924,6.43874758974,5.95459934354,6.85707354578,6.85707354578,6.80965865704,5.25158447902,6.857073545918,5.940351789118,6.85707354569,6.85707354549,6.8570735456,6.8570735456,6.85707354559,6.857073545762,6.857073545762,6.85707354576,6.85707354569,5.31220901425,3.37847287284,3.95359968422,3.953599684653,3.953599684653,3.95359968461,3.95359968461,3.95359968461,3.45404428072,0,0.55209531582,1.59947593122,1.59947593122,1.98923548162,4.09484676582,4.40057609752,4.983046120756,5.061106597456,5.664046664656,3.693341656856,5.66404666432,4.31814756576,5.66404666417,5.66404666417,5.19237349907,4.49093329906,8.23900986262,8.01784274712,7.3983488188,8.1574892903,10.6496207903,10.6496207903,10.6496207903,8.4951872942,6.81810752736,6.91708108608,8.44718421921,10.64962078971,10.64962078971,10.64962079021,10.64962078991,9.806347511015,10.649620790115,9.00850361368,10.64962079038,10.64962079017,10.64962079017,10.64962079018,10.64962079018,10.64962079018,10.64962079017,10.64962079011,10.64962079011,8.58491766412,10.64962079062,8.91257493932,8.8838692003,10.64962079002,9.99249229742,9.4811067154,10.64962079022,10.64962079022,10.64962079022,10.64962079022,10.649620790159,10.649620790159,10.649620790359,9.92891696622,6.47844316352,7.60713393632,6.69086759202,7.86458845771,12.28181296041,11.93600013362,12.32814405891,12.32814405901,12.32814405901,12.32814405841,10.48888155601,11.14414940141,12.32814405891,12.19865087121,12.32814405891,11.29726238651,11.53709719041,12.32814405931,12.32814405931,12.32814405921,11.89586871931,12.32814405907,11.92053265227,12.32814405917,12.32814405946,12.32814405942,12.18970453152,11.54892232596,12.32814405955,12.32814405955,12.32814405955,12.32814405956,12.32814405956,12.32814405951,12.32814405948,12.32814405948,12.32814405961,12.32814405956,12.32814405956,12.32814405957,12.32814405957,12.19291802121,11.19327805011,10.55951545121,8.60896770571,11.324296426225,12.32814405911,12.32814405911,12.32814405911,12.29720826981,11.56744245311,8.74789749291,12.32814405953,12.32814405953,12.32814405956,12.29242119757,12.32814405953,10.92972994923,12.32814405944,12.32814405944,11.92646324774,12.32814405924,10.48745622964
"t108",7.36961809101,7.36961809101,7.36961809103,6.60814097713,7.34303283192,6.59308741405,7.36961809101,7.36961809105,7.36961809105,7.29177640665,7.36961809105,7.36961809111,7.25904844112,7.36961809105,7.36961809105,7.36961809105,7.36961809115,7.36961809075,5.97720294482,6.95129213532,6.46714388912,7.36961809136,7.36961809136,7.32220320262,5.7641290246,7.369618091498,6.452896334698,7.36961809127,7.36961809107,7.36961809118,7.36961809118,7.36961809117,7.369618091342,7.369618091342,7.36961809134,7.36961809127,5.82475355983,3.89101741842,4.4661442298,4.466144230233,4.466144230233,4.46614423019,4.46614423019,4.46614423019,3.9665888263,0.55209531582,0,2.1120204768,2.1120204768,2.5017800272,4.6073913114,4.9131206431,5.495590666336,5.573651143036,6.176591210236,4.205886202436,6.1765912099,4.83069211134,6.17659120975,6.17659120975,5.70491804465,5.00347784464,8.7515544082,8.5303872927,7.91089336438,8.67003383588,11.16216533588,11.16216533588,11.16216533588,9.00773183978,7.33065207294,7.42962563166,8.95972876479,11.16216533529,11.16216533529,11.16216533579,11.16216533549,10.318892056595,11.162165335695,9.52104815926,11.16216533596,11.16216533575,11.16216533575,11.16216533576,11.16216533576,11.16216533576,11.16216533575,11.16216533569,11.16216533569,9.0974622097,11.1621653362,9.4251194849,9.39641374588,11.1621653356,10.505036843,9.99365126098,11.1621653358,11.1621653358,11.1621653358,11.1621653358,11.162165335739,11.162165335739,11.162165335939,10.4414615118,6.9909877091,8.1196784819,7.2034121376,8.37713300329,12.79435750599,12.4485446792,12.84068860449,12.84068860459,12.84068860459,12.84068860399,11.00142610159,11.65669394699,12.84068860449,12.71119541679,12.84068860449,11.80980693209,12.04964173599,12.84068860489,12.84068860489,12.84068860479,12.40841326489,12.84068860465,12.43307719785,12.84068860475,12.84068860504,12.840688605,12.7022490771,12.06146687154,12.84068860513,12.84068860513,12.84068860513,12.84068860514,12.84068860514,12.84068860509,12.84068860506,12.84068860506,12.84068860519,12.84068860514,12.84068860514,12.84068860515,12.84068860515,12.70546256679,11.70582259569,11.07205999679,9.12151225129,11.836840971805,12.84068860469,12.84068860469,12.84068860469,12.80975281539,12.07998699869,9.26044203849,12.84068860511,12.84068860511,12.84068860514,12.80496574315,12.84068860511,11.44227449481,12.84068860502,12.84068860502,12.43900779332,12.84068860482,11.00000077522
"t91",7.36961809101,7.36961809101,7.36961809103,6.60814097713,7.34303283192,6.59308741405,7.36961809101,7.36961809105,7.36961809105,7.29177640665,7.36961809105,7.36961809111,7.25904844112,7.36961809105,7.36961809105,7.36961809105,7.36961809115,7.36961809075,5.97720294482,6.95129213532,6.46714388912,7.36961809136,7.36961809136,7.32220320262,5.7641290246,7.369618091498,6.452896334698,7.36961809127,7.36961809107,7.36961809118,7.36961809118,7.36961809117,7.369618091342,7.369618091342,7.36961809134,7.36961809127,5.82475355983,3.89101741842,4.4661442298,4.466144230233,4.466144230233,4.46614423019,4.46614423019,4.46614423019,3.9665888263,1.59947593122,2.1120204768,0,1.3170536872,2.5017800272,4.6073913114,4.9131206431,5.495590666336,5.573651143036,6.176591210236,4.205886202436,6.1765912099,4.83069211134,6.17659120975,6.17659120975,5.70491804465,5.00347784464,8.7515544082,8.5303872927,7.91089336438,8.67003383588,11.16216533588,11.16216533588,11.16216533588,9.00773183978,7.33065207294,7.42962563166,8.95972876479,11.16216533529,11.16216533529,11.16216533579,11.16216533549,10.318892056595,11.162165335695,9.52104815926,11.16216533596,11.16216533575,11.16216533575,11.16216533576,11.16216533576,11.16216533576,11.16216533575,11.16216533569,11.16216533569,9.0974622097,11.1621653362,9.4251194849,9.39641374588,11.1621653356,10.505036843,9.99365126098,11.1621653358,11.1621653358,11.1621653358,11.1621653358,11.162165335739,11.162165335739,11.162165335939,10.4414615118,6.9909877091,8.1196784819,7.2034121376,8.37713300329,12.79435750599,12.4485446792,12.84068860449,12.84068860459,12.84068860459,12.84068860399,11.00142610159,11.65669394699,12.84068860449,12.71119541679,12.84068860449,11.80980693209,12.04964173599,12.84068860489,12.84068860489,12.84068860479,12.40841326489,12.84068860465,12.43307719785,12.84068860475,12.84068860504,12.840688605,12.7022490771,12.06146687154,12.84068860513,12.84068860513,12.84068860513,12.84068860514,12.84068860514,12.84068860509,12.84068860506,12.84068860506,12.84068860519,12.84068860514,12.84068860514,12.84068860515,12.84068860515,12.70546256679,11.70582259569,11.07205999679,9.12151225129,11.836840971805,12.84068860469,12.84068860469,12.84068860469,12.80975281539,12.07998699869,9.26044203849,12.84068860511,12.84068860511,12.84068860514,12.80496574315,12.84068860511,11.44227449481,12.84068860502,12.84068860502,12.43900779332,12.84068860482,11.00000077522
"t92",7.36961809101,7.36961809101,7.36961809103,6.60814097713,7.34303283192,6.59308741405,7.36961809101,7.36961809105,7.36961809105,7.29177640665,7.36961809105,7.36961809111,7.25904844112,7.36961809105,7.36961809105,7.36961809105,7.36961809115,7.36961809075,5.97720294482,6.95129213532,6.46714388912,7.36961809136,7.36961809136,7.32220320262,5.7641290246,7.369618091498,6.452896334698,7.36961809127,7.36961809107,7.36961809118,7.36961809118,7.36961809117,7.369618091342,7.369618091342,7.36961809134,7.36961809127,5.82475355983,3.89101741842,4.4661442298,4.466144230233,4.466144230233,4.46614423019,4.46614423019,4.46614423019,3.9665888263,1.59947593122,2.1120204768,1.3170536872,0,2.5017800272,4.6073913114,4.9131206431,5.495590666336,5.573651143036,6.176591210236,4.205886202436,6.1765912099,4.83069211134,6.17659120975,6.17659120975,5.70491804465,5.00347784464,8.7515544082,8.5303872927,7.91089336438,8.67003383588,11.16216533588,11.16216533588,11.16216533588,9.00773183978,7.33065207294,7.42962563166,8.95972876479,11.16216533529,11.16216533529,11.16216533579,11.16216533549,10.318892056595,11.162165335695,9.52104815926,11.16216533596,11.16216533575,11.16216533575,11.16216533576,11.16216533576,11.16216533576,11.16216533575,11.16216533569,11.16216533569,9.0974622097,11.1621653362,9.4251194849,9.39641374588,11.1621653356,10.505036843,9.99365126098,11.1621653358,11.1621653358,11.1621653358,11.1621653358,11.162165335739,11.162165335739,11.162165335939,10.4414615118,6.9909877091,8.1196784819,7.2034121376,8.37713300329,12.79435750599,12.4485446792,12.84068860449,12.84068860459,12.84068860459,12.84068860399,11.00142610159,11.65669394699,12.84068860449,12.71119541679,12.84068860449,11.80980693209,12.04964173599,12.84068860489,12.84068860489,12.84068860479,12.40841326489,12.84068860465,12.43307719785,12.84068860475,12.84068860504,12.840688605,12.7022490771,12.06146687154,12.84068860513,12.84068860513,12.84068860513,12.84068860514,12.84068860514,12.84068860509,12.84068860506,12.84068860506,12.84068860519,12.84068860514,12.84068860514,12.84068860515,12.84068860515,12.70546256679,11.70582259569,11.07205999679,9.12151225129,11.836840971805,12.84068860469,12.84068860469,12.84068860469,12.80975281539,12.07998699869,9.26044203849,12.84068860511,12.84068860511,12.84068860514,12.80496574315,12.84068860511,11.44227449481,12.84068860502,12.84068860502,12.43900779332,12.84068860482,11.00000077522
"t48",7.08343762181,7.08343762181,7.08343762183,6.32196050793,7.05685236272,6.30690694485,7.08343762181,7.08343762185,7.08343762185,7.00559593745,7.08343762185,7.08343762191,6.97286797192,7.08343762185,7.08343762185,7.08343762185,7.08343762195,7.08343762155,5.69102247562,6.66511166612,6.18096341992,7.08343762216,7.08343762216,7.03602273342,5.4779485554,7.083437622298,6.166715865498,7.08343762207,7.08343762187,7.08343762198,7.08343762198,7.08343762197,7.083437622142,7.083437622142,7.08343762214,7.08343762207,5.53857309063,3.60483694922,4.1799637606,4.179963761033,4.179963761033,4.17996376099,4.17996376099,4.17996376099,3.6804083571,1.98923548162,2.5017800272,2.5017800272,2.5017800272,0,4.3212108422,4.6269401739,5.209410197136,5.287470673836,5.890410741036,3.919705733236,5.8904107407,4.54451164214,5.89041074055,5.89041074055,5.41873757545,4.71729737544,8.465373939,8.2442068235,7.62471289518,8.38385336668,10.87598486668,10.87598486668,10.87598486668,8.72155137058,7.04447160374,7.14344516246,8.67354829559,10.87598486609,10.87598486609,10.87598486659,10.87598486629,10.032711587395,10.875984866495,9.23486769006,10.87598486676,10.87598486655,10.87598486655,10.87598486656,10.87598486656,10.87598486656,10.87598486655,10.87598486649,10.87598486649,8.8112817405,10.875984867,9.1389390157,9.11023327668,10.8759848664,10.2188563738,9.70747079178,10.8759848666,10.8759848666,10.8759848666,10.8759848666,10.875984866539,10.875984866539,10.875984866739,10.1552810426,6.7048072399,7.8334980127,6.9172316684,8.09095253409,12.50817703679,12.16236421,12.55450813529,12.55450813539,12.55450813539,12.55450813479,10.71524563239,11.37051347779,12.55450813529,12.42501494759,12.55450813529,11.52362646289,11.76346126679,12.55450813569,12.55450813569,12.55450813559,12.12223279569,12.55450813545,12.14689672865,12.55450813555,12.55450813584,12.5545081358,12.4160686079,11.77528640234,12.55450813593,12.55450813593,12.55450813593,12.55450813594,12.55450813594,12.55450813589,12.55450813586,12.55450813586,12.55450813599,12.55450813594,12.55450813594,12.55450813595,12.55450813595,12.41928209759,11.41964212649,10.78587952759,8.83533178209,11.550660502605,12.55450813549,12.55450813549,12.55450813549,12.52357234619,11.79380652949,8.97426156929,12.55450813591,12.55450813591,12.55450813594,12.51878527395,12.55450813591,11.15609402561,12.55450813582,12.55450813582,12.15282732412,12.55450813562,10.71382030602
"t32",5.80041819261,5.80041819261,5.80041819263,5.03894107873,5.77383293352,5.02388751565,5.80041819261,5.80041819265,5.80041819265,5.72257650825,5.80041819265,5.80041819271,5.68984854272,5.80041819265,5.80041819265,5.80041819265,5.80041819275,5.80041819235,4.40800304642,5.38209223692,4.89794399072,5.80041819296,5.80041819296,5.75300330422,4.1949291262,5.800418193098,4.883696436298,5.80041819287,5.80041819267,5.80041819278,5.80041819278,5.80041819277,5.800418192942,5.800418192942,5.80041819294,5.80041819287,4.25555366143,2.32181752002,4.607391311,4.607391311433,4.607391311433,4.60739131139,4.60739131139,4.60739131139,4.1078359075,4.09484676582,4.6073913114,4.6073913114,4.6073913114,4.3212108422,0,0.5890994241,3.570706779336,3.648767256036,4.251707323236,2.281002315436,4.2517073229,2.90580822434,4.25170732275,4.25170732275,3.78003415765,3.07859395764,7.1823545098,6.9611873943,6.34169346598,7.10083393748,9.59296543748,9.59296543748,9.59296543748,7.43853194138,5.76145217454,5.86042573326,7.39052886639,9.59296543689,9.59296543689,9.59296543739,9.59296543709,8.749692158195,9.592965437295,7.95184826086,9.59296543756,9.59296543735,9.59296543735,9.59296543736,9.59296543736,9.59296543736,9.59296543735,9.59296543729,9.59296543729,7.5282623113,9.5929654378,7.8559195865,7.82721384748,9.5929654372,8.9358369446,8.42445136258,9.5929654374,9.5929654374,9.5929654374,9.5929654374,9.592965437339,9.592965437339,9.592965437539,8.8722616134,5.4217878107,6.5504785835,5.6342122392,6.80793310489,11.22515760759,10.8793447808,11.27148870609,11.27148870619,11.27148870619,11.27148870559,9.43222620319,10.08749404859,11.27148870609,11.14199551839,11.27148870609,10.24060703369,10.48044183759,11.27148870649,11.27148870649,11.27148870639,10.83921336649,11.27148870625,10.86387729945,11.27148870635,11.27148870664,11.2714887066,11.1330491787,10.49226697314,11.27148870673,11.27148870673,11.27148870673,11.27148870674,11.27148870674,11.27148870669,11.27148870666,11.27148870666,11.27148870679,11.27148870674,11.27148870674,11.27148870675,11.27148870675,11.13626266839,10.13662269729,9.50286009839,7.55231235289,10.267641073405,11.27148870629,11.27148870629,11.27148870629,11.24055291699,10.51078710029,7.69124214009,11.27148870671,11.27148870671,11.27148870674,11.23576584475,11.27148870671,9.87307459641,11.27148870662,11.27148870662,10.86980789492,11.27148870642,9.43080087682
"t33",6.10614752431,6.10614752431,6.10614752433,5.34467041043,6.07956226522,5.32961684735,6.10614752431,6.10614752435,6.10614752435,6.02830583995,6.10614752435,6.10614752441,5.99557787442,6.10614752435,6.10614752435,6.10614752435,6.10614752445,6.10614752405,4.71373237812,5.68782156862,5.20367332242,6.10614752466,6.10614752466,6.05873263592,4.5006584579,6.106147524798,5.189425767998,6.10614752457,6.10614752437,6.10614752448,6.10614752448,6.10614752447,6.106147524642,6.106147524642,6.10614752464,6.10614752457,4.56128299313,2.62754685172,4.9131206427,4.913120643133,4.913120643133,4.91312064309,4.91312064309,4.91312064309,4.4135652392,4.40057609752,4.9131206431,4.9131206431,4.9131206431,4.6269401739,0.5890994241,0,3.876436111036,3.954496587736,4.557436654936,2.586731647136,4.5574366546,3.21153755604,4.55743665445,4.55743665445,4.08576348935,3.38432328934,7.4880838415,7.266916726,6.64742279768,7.40656326918,9.89869476918,9.89869476918,9.89869476918,7.74426127308,6.06718150624,6.16615506496,7.69625819809,9.89869476859,9.89869476859,9.89869476909,9.89869476879,9.055421489895,9.898694768995,8.25757759256,9.89869476926,9.89869476905,9.89869476905,9.89869476906,9.89869476906,9.89869476906,9.89869476905,9.89869476899,9.89869476899,7.833991643,9.8986947695,8.1616489182,8.13294317918,9.8986947689,9.2415662763,8.73018069428,9.8986947691,9.8986947691,9.8986947691,9.8986947691,9.898694769039,9.898694769039,9.898694769239,9.1779909451,5.7275171424,6.8562079152,5.9399415709,7.11366243659,11.53088693929,11.1850741125,11.57721803779,11.57721803789,11.57721803789,11.57721803729,9.73795553489,10.39322338029,11.57721803779,11.44772485009,11.57721803779,10.54633636539,10.78617116929,11.57721803819,11.57721803819,11.57721803809,11.14494269819,11.57721803795,11.16960663115,11.57721803805,11.57721803834,11.5772180383,11.4387785104,10.79799630484,11.57721803843,11.57721803843,11.57721803843,11.57721803844,11.57721803844,11.57721803839,11.57721803836,11.57721803836,11.57721803849,11.57721803844,11.57721803844,11.57721803845,11.57721803845,11.44199200009,10.44235202899,9.80858943009,7.85804168459,10.573370405105,11.57721803799,11.57721803799,11.57721803799,11.54628224869,10.81651643199,7.99697147179,11.57721803841,11.57721803841,11.57721803844,11.54149517645,11.57721803841,10.17880392811,11.57721803832,11.57721803832,11.17553722662,11.57721803812,9.73653020852
"t34",6.688617547546,6.688617547546,6.688617547566,5.927140433666,6.662032288456,5.912086870586,6.688617547546,6.688617547586,6.688617547586,6.610775863186,6.688617547586,6.688617547646,6.578047897656,6.688617547586,6.688617547586,6.688617547586,6.688617547686,6.688617547286,5.296202401356,6.270291591856,5.786143345656,6.688617547896,6.688617547896,6.641202659156,5.083128481136,6.688617548034,5.771895791234,6.688617547806,6.688617547606,6.688617547716,6.688617547716,6.688617547706,6.688617547878,6.688617547878,6.688617547876,6.688617547806,5.143753016366,3.210016874956,5.495590665936,5.495590666369,5.495590666369,5.495590666326,5.495590666326,5.495590666326,4.996035262436,4.983046120756,5.495590666336,5.495590666336,5.495590666336,5.209410197136,3.570706779336,3.876436111036,0,2.0801143667,2.6830544339,1.5370373365,3.511493323636,2.165594225076,3.511493323486,3.511493323486,3.039820158386,2.338379958376,8.070553864736,7.849386749236,7.229892820916,7.989033292416,10.481164792416,10.481164792416,10.481164792416,8.326731296316,6.649651529476,6.748625088196,8.278728221326,10.481164791826,10.481164791826,10.481164792326,10.481164792026,9.637891513131,10.481164792231,8.840047615796,10.481164792496,10.481164792286,10.481164792286,10.481164792296,10.481164792296,10.481164792296,10.481164792286,10.481164792226,10.481164792226,8.416461666236,10.481164792736,8.744118941436,8.715413202416,10.481164792136,9.824036299536,9.312650717516,10.481164792336,10.481164792336,10.481164792336,10.481164792336,10.481164792275,10.481164792275,10.481164792475,9.760460968336,6.309987165636,7.438677938436,6.522411594136,7.696132459826,12.113356962526,11.767544135736,12.159688061026,12.159688061126,12.159688061126,12.159688060526,10.320425558126,10.975693403526,12.159688061026,12.030194873326,12.159688061026,11.128806388626,11.368641192526,12.159688061426,12.159688061426,12.159688061326,11.727412721426,12.159688061186,11.752076654386,12.159688061286,12.159688061576,12.159688061536,12.021248533636,11.380466328076,12.159688061666,12.159688061666,12.159688061666,12.159688061676,12.159688061676,12.159688061626,12.159688061596,12.159688061596,12.159688061726,12.159688061676,12.159688061676,12.159688061686,12.159688061686,12.024462023326,11.024822052226,10.391059453326,8.440511707826,11.155840428341,12.159688061226,12.159688061226,12.159688061226,12.128752271926,11.398986455226,8.579441495026,12.159688061646,12.159688061646,12.159688061676,12.123965199686,12.159688061646,10.761273951346,12.159688061556,12.159688061556,11.758007249856,12.159688061356,10.319000231756
"t44",6.766678024246,6.766678024246,6.766678024266,6.005200910366,6.740092765156,5.990147347286,6.766678024246,6.766678024286,6.766678024286,6.688836339886,6.766678024286,6.766678024346,6.656108374356,6.766678024286,6.766678024286,6.766678024286,6.766678024386,6.766678023986,5.374262878056,6.348352068556,5.864203822356,6.766678024596,6.766678024596,6.719263135856,5.161188957836,6.766678024734,5.849956267934,6.766678024506,6.766678024306,6.766678024416,6.766678024416,6.766678024406,6.766678024578,6.766678024578,6.766678024576,6.766678024506,5.221813493066,3.288077351656,5.573651142636,5.573651143069,5.573651143069,5.573651143026,5.573651143026,5.573651143026,5.074095739136,5.061106597456,5.573651143036,5.573651143036,5.573651143036,5.287470673836,3.648767256036,3.954496587736,2.0801143667,0,2.3099760608,1.6150978132,3.589553800336,2.243654701776,3.589553800186,3.589553800186,3.117880635086,2.416440435076,8.148614341436,7.927447225936,7.307953297616,8.067093769116,10.559225269116,10.559225269116,10.559225269116,8.404791773016,6.727712006176,6.826685564896,8.356788698026,10.559225268526,10.559225268526,10.559225269026,10.559225268726,9.715951989831,10.559225268931,8.918108092496,10.559225269196,10.559225268986,10.559225268986,10.559225268996,10.559225268996,10.559225268996,10.559225268986,10.559225268926,10.559225268926,8.494522142936,10.559225269436,8.822179418136,8.793473679116,10.559225268836,9.902096776236,9.390711194216,10.559225269036,10.559225269036,10.559225269036,10.559225269036,10.559225268975,10.559225268975,10.559225269175,9.838521445036,6.388047642336,7.516738415136,6.600472070836,7.774192936526,12.191417439226,11.845604612436,12.237748537726,12.237748537826,12.237748537826,12.237748537226,10.398486034826,11.053753880226,12.237748537726,12.108255350026,12.237748537726,11.206866865326,11.446701669226,12.237748538126,12.237748538126,12.237748538026,11.805473198126,12.237748537886,11.830137131086,12.237748537986,12.237748538276,12.237748538236,12.099309010336,11.458526804776,12.237748538366,12.237748538366,12.237748538366,12.237748538376,12.237748538376,12.237748538326,12.237748538296,12.237748538296,12.237748538426,12.237748538376,12.237748538376,12.237748538386,12.237748538386,12.102522500026,11.102882528926,10.469119930026,8.518572184526,11.233900905041,12.237748537926,12.237748537926,12.237748537926,12.206812748626,11.477046931926,8.657501971726,12.237748538346,12.237748538346,12.237748538376,12.202025676386,12.237748538346,10.839334428046,12.237748538256,12.237748538256,11.836067726556,12.237748538056,10.397060708456
"t45",7.369618091446,7.369618091446,7.369618091466,6.608140977566,7.343032832356,6.593087414486,7.369618091446,7.369618091486,7.369618091486,7.291776407086,7.369618091486,7.369618091546,7.259048441556,7.369618091486,7.369618091486,7.369618091486,7.369618091586,7.369618091186,5.977202945256,6.951292135756,6.467143889556,7.369618091796,7.369618091796,7.322203203056,5.764129025036,7.369618091934,6.452896335134,7.369618091706,7.369618091506,7.369618091616,7.369618091616,7.369618091606,7.369618091778,7.369618091778,7.369618091776,7.369618091706,5.824753560266,3.891017418856,6.176591209836,6.176591210269,6.176591210269,6.176591210226,6.176591210226,6.176591210226,5.677035806336,5.664046664656,6.176591210236,6.176591210236,6.176591210236,5.890410741036,4.251707323236,4.557436654936,2.6830544339,2.3099760608,0,2.2180378804,4.192493867536,2.846594768976,4.192493867386,4.192493867386,3.720820702286,3.019380502276,8.751554408636,8.530387293136,7.910893364816,8.670033836316,11.162165336316,11.162165336316,11.162165336316,9.007731840216,7.330652073376,7.429625632096,8.959728765226,11.162165335726,11.162165335726,11.162165336226,11.162165335926,10.318892057031,11.162165336131,9.521048159696,11.162165336396,11.162165336186,11.162165336186,11.162165336196,11.162165336196,11.162165336196,11.162165336186,11.162165336126,11.162165336126,9.097462210136,11.162165336636,9.425119485336,9.396413746316,11.162165336036,10.505036843436,9.993651261416,11.162165336236,11.162165336236,11.162165336236,11.162165336236,11.162165336175,11.162165336175,11.162165336375,10.441461512236,6.990987709536,8.119678482336,7.203412138036,8.377133003726,12.794357506426,12.448544679636,12.840688604926,12.840688605026,12.840688605026,12.840688604426,11.001426102026,11.656693947426,12.840688604926,12.711195417226,12.840688604926,11.809806932526,12.049641736426,12.840688605326,12.840688605326,12.840688605226,12.408413265326,12.840688605086,12.433077198286,12.840688605186,12.840688605476,12.840688605436,12.702249077536,12.061466871976,12.840688605566,12.840688605566,12.840688605566,12.840688605576,12.840688605576,12.840688605526,12.840688605496,12.840688605496,12.840688605626,12.840688605576,12.840688605576,12.840688605586,12.840688605586,12.705462567226,11.705822596126,11.072059997226,9.121512251726,11.836840972241,12.840688605126,12.840688605126,12.840688605126,12.809752815826,12.079986999126,9.260442038926,12.840688605546,12.840688605546,12.840688605576,12.804965743586,12.840688605546,11.442274495246,12.840688605456,12.840688605456,12.439007793756,12.840688605256,11.000000775656
"t23",5.398913083646,5.398913083646,5.398913083666,4.637435969766,5.372327824556,4.622382406686,5.398913083646,5.398913083686,5.398913083686,5.321071399286,5.398913083686,5.398913083746,5.288343433756,5.398913083686,5.398913083686,5.398913083686,5.398913083786,5.398913083386,4.006497937456,4.980587127956,4.496438881756,5.398913083996,5.398913083996,5.351498195256,3.793424017236,5.398913084134,4.482191327334,5.398913083906,5.398913083706,5.398913083816,5.398913083816,5.398913083806,5.398913083978,5.398913083978,5.398913083976,5.398913083906,3.854048552466,1.920312411056,4.205886202036,4.205886202469,4.205886202469,4.205886202426,4.205886202426,4.205886202426,3.706330798536,3.693341656856,4.205886202436,4.205886202436,4.205886202436,3.919705733236,2.281002315436,2.586731647136,1.5370373365,1.6150978132,2.2180378804,0,2.221788859736,0.875889761176,2.221788859586,2.221788859586,1.750115694486,1.048675494476,6.780849400836,6.559682285336,5.940188357016,6.699328828516,9.191460328516,9.191460328516,9.191460328516,7.037026832416,5.359947065576,5.458920624296,6.989023757426,9.191460327926,9.191460327926,9.191460328426,9.191460328126,8.348187049231,9.191460328331,7.550343151896,9.191460328596,9.191460328386,9.191460328386,9.191460328396,9.191460328396,9.191460328396,9.191460328386,9.191460328326,9.191460328326,7.126757202336,9.191460328836,7.454414477536,7.425708738516,9.191460328236,8.534331835636,8.022946253616,9.191460328436,9.191460328436,9.191460328436,9.191460328436,9.191460328375,9.191460328375,9.191460328575,8.470756504436,5.020282701736,6.148973474536,5.232707130236,6.406427995926,10.823652498626,10.477839671836,10.869983597126,10.869983597226,10.869983597226,10.869983596626,9.030721094226,9.685988939626,10.869983597126,10.740490409426,10.869983597126,9.839101924726,10.078936728626,10.869983597526,10.869983597526,10.869983597426,10.437708257526,10.869983597286,10.462372190486,10.869983597386,10.869983597676,10.869983597636,10.731544069736,10.090761864176,10.869983597766,10.869983597766,10.869983597766,10.869983597776,10.869983597776,10.869983597726,10.869983597696,10.869983597696,10.869983597826,10.869983597776,10.869983597776,10.869983597786,10.869983597786,10.734757559426,9.735117588326,9.101354989426,7.150807243926,9.866135964441,10.869983597326,10.869983597326,10.869983597326,10.839047808026,10.109281991326,7.289737031126,10.869983597746,10.869983597746,10.869983597776,10.834260735786,10.869983597746,9.471569487446,10.869983597656,10.869983597656,10.468302785956,10.869983597456,9.029295767856
