,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t130,12.623121,8.345703,10.0988655,7.4512978,9.308308,7.665447,5.0840254,2.0873604,7.017979,6.2914495,6.889514,2.960063,7.839905,5.479095,8.092627,5.2812023
t131,12.500104,8.400186,10.020088,7.327334,9.171367,7.672423,5.084249,2.0455444,6.9633656,6.1887684,6.9617605,2.9525743,7.8583636,5.4011955,8.043324,5.335878
t71,12.535325,8.321988,9.983745,7.3683558,9.228169,7.7279735,5.0004344,2.0774574,6.895728,6.2074,6.9180646,3.0134928,7.9444485,5.38767,8.031324,5.2435746
t72,12.515547,8.49464,9.851747,7.3999014,9.304302,7.530378,5.226495,2.008071,7.15938,6.1483364,7.0225806,2.8416364,7.7101517,5.648794,8.098135,5.393037
t80,12.570265,8.315867,10.052305,7.3999777,9.246119,7.6909966,5.082696,2.1323488,6.969838,6.2524796,6.905142,2.9920988,7.868406,5.4203944,8.108317,5.2222257
t81,12.474311,8.3704195,9.852489,7.360611,9.238538,7.6063123,5.14727,2.08233,7.0814505,6.179132,7.0307565,2.892462,7.7773523,5.575023,8.058711,5.274646
t76,12.524081,8.520134,10.040294,7.354371,9.264012,7.639965,5.1308537,1.9570903,7.067406,6.1383204,6.95161,2.9688346,7.7737494,5.4885983,8.073227,5.5384192
t140,12.433345,8.480858,9.948171,7.3801975,9.241478,7.618341,5.106113,1.9347528,7.1623697,6.0860705,7.060062,2.8832762,7.693012,5.5714335,8.003276,5.5116324
t141,12.418844,8.463011,9.918541,7.3832326,9.233425,7.613557,5.098542,1.9484192,7.1715546,6.081644,7.081374,2.859675,7.6895294,5.5865345,7.9821334,5.481705
t122,12.410578,8.467125,9.995641,7.3982134,9.194119,7.6736617,5.0577793,1.9109806,7.170658,6.047573,7.0282044,2.931433,7.6649995,5.5100546,7.968983,5.498454
t123,12.439548,8.55285,10.0146675,7.3165326,9.210236,7.6126337,5.125135,1.8493779,7.191634,6.0549855,7.0439425,2.8789577,7.6576695,5.554192,7.986918,5.588413
t116,12.442325,8.542436,10.007338,7.3340507,9.225136,7.6259317,5.115361,1.8640537,7.172561,6.059986,7.0350914,2.9021735,7.6759224,5.544038,7.996624,5.5904765
t43,12.569921,8.261273,10.007018,7.3959527,9.231218,7.65852,5.150531,2.2064717,7.0020866,6.2995286,6.938615,2.9620624,7.849125,5.4606533,8.142346,5.1642985
t85,12.686555,8.302599,10.011061,7.3998947,9.379514,7.5454926,5.234645,2.203514,7.004961,6.4260635,6.887071,2.9107194,7.9197226,5.5774975,8.165288,5.222605
t96,12.705034,8.309078,9.957123,7.417913,9.423967,7.4873476,5.305716,2.23625,7.028218,6.489775,6.949652,2.9131804,7.9285073,5.6499743,8.150866,5.274543
t97,12.708078,8.296134,9.981056,7.403539,9.412052,7.5095406,5.2745094,2.2311046,7.008319,6.469434,6.910051,2.8998928,7.9392815,5.6152706,8.168728,5.235482
t58,12.671859,8.372868,9.963179,7.34601,9.396683,7.4682126,5.284358,2.1555173,7.0517073,6.3761888,6.836974,2.8182213,7.8763013,5.621157,8.235585,5.189074
t40,12.673788,8.294433,10.002931,7.37145,9.36021,7.5521646,5.2244635,2.2082489,7.012541,6.4047694,6.8689528,2.8926163,7.9094872,5.569763,8.184123,5.178279
t20,11.079487,7.483853,5.863297,6.8276186,8.778738,6.9095845,6.0166254,4.0244155,7.9636116,6.143124,8.941404,2.469991,7.1586986,7.2336183,8.095752,3.2439091
t36,10.897329,7.440429,5.8835053,6.964154,8.604904,6.880656,5.623313,4.2723255,7.8095574,5.836968,8.936333,2.5613246,7.2233944,7.1110287,7.7606573,3.496152
t37,11.003107,7.48285,5.871456,6.8823977,8.705392,6.9126735,5.859079,4.1167197,7.891438,6.0362854,8.920181,2.50633,7.1742554,7.1757774,7.9737663,3.3396552
t157,10.783086,7.408968,5.912062,7.0425625,8.492972,6.864613,5.3711567,4.429151,7.7976418,5.644664,8.886715,2.5654905,7.268371,7.0283704,7.564172,3.595879
t158,10.780102,7.409996,5.8541975,7.0476274,8.507983,6.82208,5.367087,4.39044,7.7088165,5.5540338,8.9679575,2.641932,7.300573,7.020684,7.451082,3.6850173
t139,10.787106,7.361526,5.903841,7.025477,8.49825,6.8939333,5.4418883,4.3592086,7.8089933,5.690357,8.875862,2.552345,7.22778,7.0935416,7.6042976,3.5710762
t35,11.025897,7.5288377,5.8104873,6.837205,8.755762,6.952778,6.0617247,4.042101,7.9188313,6.1732535,8.89705,2.5165377,7.1139665,7.1860976,8.132105,3.1973774
t62,10.800847,7.370829,5.8564835,7.068582,8.558355,6.8320403,5.4337006,4.4148617,7.582139,5.6356544,9.108263,2.7302017,7.2407045,7.101493,7.5251465,3.8003166
t63,11.013639,7.4856796,5.877648,6.879124,8.710253,6.9120703,5.8663964,4.105657,7.894454,6.047093,8.920373,2.4991236,7.1736765,7.1823215,7.9828353,3.3384151
t61,10.83792,7.4639373,5.8907423,7.0548887,8.555104,6.903481,5.3902936,4.4524064,7.7132044,5.736292,8.981521,2.6489158,7.2056694,7.039045,7.648164,3.6951628
t83,10.849108,7.518621,5.891405,7.0776563,8.525051,6.8605523,5.4630046,4.322295,7.699055,5.681971,8.981538,2.6573586,7.225309,7.006432,7.609864,3.7034988
t100,10.882107,7.529961,5.8303566,7.0102367,8.577549,6.865646,5.419527,4.328663,7.6837363,5.6219096,9.015255,2.6918116,7.224477,6.9486637,7.542618,3.733746
t101,10.871438,7.545154,5.8621583,7.05187,8.543027,6.851955,5.458564,4.290447,7.6689725,5.6701956,9.013321,2.685309,7.212996,6.9866643,7.5902686,3.735448
t98,10.802546,7.452427,5.8821006,7.070946,8.497953,6.841913,5.4344845,4.3381567,7.719576,5.584509,8.961709,2.6346946,7.2897573,7.029585,7.5082617,3.6867118
t164,10.814743,7.377992,5.7786117,7.0123873,8.593742,6.918737,5.255273,4.5208845,7.6447663,5.4307885,9.024058,2.7303102,7.3124943,6.9423065,7.388826,3.800952
t165,10.748412,7.3435063,5.862932,7.063622,8.493551,6.8663845,5.309782,4.512091,7.740875,5.484147,8.937507,2.6344376,7.334565,7.0225763,7.4134526,3.7111118
t159,10.786341,7.444184,5.7361846,7.0284066,8.554803,6.921676,5.2946935,4.5508375,7.615342,5.480164,9.028271,2.7600062,7.251272,6.999016,7.3963246,3.806804
t99,10.8064575,7.4372687,5.778358,7.035207,8.56199,6.8864207,5.326976,4.491246,7.62709,5.5379963,9.042332,2.7375906,7.2522883,6.996339,7.4388466,3.7898695
t39,11.149833,7.5388603,5.784369,6.743374,8.862213,6.9822025,6.123936,3.9387732,8.03633,6.235916,8.891475,2.400448,7.101234,7.2888055,8.194207,3.1419778
t13,11.181599,7.5447707,5.7049255,6.718242,8.903364,6.9467244,6.4000654,3.880107,8.087969,6.3307548,8.960695,2.3972888,7.0891566,7.3133693,8.350688,2.9914374
t49,12.119824,7.9827194,5.1215677,6.3864527,9.599905,7.2542777,7.697464,3.0440872,8.82615,6.6266384,8.995615,2.0896263,6.752776,7.6725225,8.909643,2.4542992
t162,12.198289,8.041363,5.096867,6.3725986,9.781093,7.297479,7.762927,2.8726828,8.845547,6.5671725,8.856682,1.9495785,6.6430006,7.7689867,8.910075,2.5431862
t163,12.235076,7.945563,5.1104326,6.396342,9.619757,7.3480377,7.7732525,3.0193639,8.895888,6.5987234,9.006483,2.0201876,6.7571106,7.6563535,8.9106245,2.4718227
t128,12.129302,7.9905095,5.188893,6.4149714,9.704838,7.2511663,7.700501,2.9397342,8.842977,6.5450025,8.869441,2.023826,6.703465,7.743418,8.869899,2.5254216
