,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t130,50.62844,-1.6683695,18.39566,68.99154,10.166511,-10.306291,36.36299,35.741024,-1.8028967,37.045464,18.071089,-10.520364,13.765813,26.542187,-1.5535873,34.387535
t131,50.572132,-1.6718363,18.45026,69.004265,10.070781,-10.2904825,36.346413,35.816143,-1.803306,37.107857,18.047005,-10.519877,13.761879,26.614956,-1.556074,34.377815
t71,50.61534,-1.593483,18.46658,68.74868,9.947276,-10.310408,36.525288,35.93086,-1.7462527,37.235832,18.234266,-10.571103,13.990926,26.58246,-1.5547289,34.022285
t72,46.73399,-1.7466406,17.476505,65.1454,9.038468,-9.660998,33.550804,33.93235,-2.0190551,34.198616,15.187447,-9.511224,12.166787,25.137028,-1.2182357,32.672367
t80,50.44123,-1.5722245,18.389261,68.56086,10.161275,-10.194919,36.23702,35.62173,-1.7770605,36.79589,17.94515,-10.517461,14.001399,26.402843,-1.5629982,34.257614
t81,46.534256,-1.7290518,17.531452,65.133766,9.060849,-9.651323,33.44174,33.81253,-2.0203078,34.020645,15.141504,-9.48499,12.154934,25.156855,-1.2121377,32.600918
t76,50.549564,-1.6337805,17.60001,68.858604,10.208622,-10.205978,35.874043,35.247135,-1.826106,37.30787,17.83214,-10.537367,14.327526,26.240646,-1.679601,34.662304
t140,50.78283,-1.7170748,17.61727,69.45777,10.063123,-10.310434,35.879997,35.673477,-2.0299566,37.55288,17.07527,-10.452428,14.260367,26.404774,-1.6031256,34.74879
t141,50.75184,-1.7075437,17.588787,69.41506,10.088399,-10.312911,35.849384,35.66818,-2.0315807,37.475304,17.058023,-10.439665,14.22999,26.342503,-1.6140318,34.732113
t122,50.397736,-1.726729,17.65076,68.913055,9.900384,-10.236266,35.628666,35.521996,-2.0283813,37.11683,16.843515,-10.319345,13.948995,26.260414,-1.576808,34.455162
t123,50.843357,-1.7088873,17.574366,69.23482,10.080113,-10.301294,35.912197,35.679897,-2.0188456,37.397865,17.033743,-10.402547,14.134783,26.313038,-1.6141199,34.58298
t116,50.859062,-1.6573924,17.702915,69.03707,10.123115,-10.291304,36.052895,35.64062,-1.9674584,37.391434,17.274977,-10.440925,14.153527,26.159615,-1.6375529,34.499474
t43,50.50949,-1.4728072,18.381042,67.98118,9.699055,-10.211341,36.439484,34.951855,-1.587164,37.466217,19.016111,-10.573062,14.322988,26.18243,-1.6960249,33.456898
t85,49.980507,-1.3233352,18.318863,69.03479,9.748136,-10.383128,37.15905,35.205826,-1.421183,37.802162,19.29101,-10.691236,14.2291155,26.852776,-1.6565506,33.44251
t96,49.84941,-1.3672593,18.140446,68.74976,9.855835,-10.295334,36.954933,35.12949,-1.4065835,37.955826,19.229757,-10.666091,14.3505335,26.87707,-1.6564168,33.69852
t97,49.975243,-1.4345168,18.277672,69.02273,9.727311,-10.352438,37.121117,35.08684,-1.4040542,38.07213,19.35855,-10.722557,14.362977,26.867104,-1.6808188,33.899845
