"accepted_species","Medicinal"
"Gynochthodes_phyllireoides",0
"Baissea_major",0
"Psydrax_arnoldianus",1
"Gynochthodes_villosa",0
"Neanotis_montholonii",0
"Portlandia_proctorii",0
"Timonius_splendens",0
"Vincetoxicum_pictum",0
"Cynanchum_decorsei",0
"Suberanthus_neriifolius",0
"Palicourea_veracruzensis",0
"Mandevilla_laxa",1
"Solenandra_parviflora",0
"Simira_paraensis",0
"Mandevilla_hypoleuca",1
"Exochaenium_grande",1
"Lasianthus_protractus",0
"Gentianella_campestris",0
"Hymenocoleus_neurodictyon",0
"Palicourea_standleyana",0
"Skytanthus_hancorniifolius",1
"Psydrax_oleifolius",0
"Solenandra_longiflora",0
"Spermacoce_amapaensis",0
"Chomelia_chiquitensis",0
"Ditassa_mattogrossensis",0
"Tarenna_tsangii",0
"Asclepias_dissona",0
"Urophyllum_rostratum",0
"Pagamea_montana",0
"Coptosperma_nigrescens",0
"Staelia_hatschbachii",0
"Gardenia_panduriformis",0
"Schismatoclada_psychotrioides",0
"Spigelia_valenzuelae",0
"Danais_dauphinensis",0
"Galium_rourkei",0
"Psychotria_wagapensis",0
"Psychotria_accumulans",0
"Galium_maneauense",0
"Phialanthus_macrocalyx",0
"Psychotria_plumieri",0
"Galium_niewerthii",0
"Galium_exaltatum",0
"Psychotria_retrofracta",0
"Coprosma_baueri",0
"Coprosma_elliptica",0
"Alyxia_hainanensis",0
"Ixora_francavillana",0
"Hedyotis_fumata",0
"Hoya_moninae",0
"Flagenium_farafanganense",0
"Hoya_minima",0
"Hypobathrum_collinum",0
"Hoya_benvergarae",0
"Leptactina_delagoensis",0
"Hoya_wrayi",0
"Meyna_grisea",0
"Aoranthe_nalaensis",0
"Spermacoce_inaguensis",0
"Cynanchum_graphistemmatoides",1
"Landolphia_gossweileri",0
"Palicourea_villipila",0
"Quaqua_pillansii",0
"Machaonia_pringlei",0
"Parsonsia_heterophylla",0
"Allowoodsonia_whitmorei",0
"Aspidosperma_gehrtii",0
"Palicourea_consobrina",0
"Macrocarpaea_kuepferiana",0
"Secamone_bifida",0
"Heterostemma_fimbriatum",0
"Periploca_aphylla",1
"Matelea_rogersii",0
"Canthium_sarmentosum",0
"Hoffmannia_aroensis",0
"Spermacoce_protrusa",0
"Timonius_gracilipes",0
"Lasianthus_purpureus",0
"Phyllangium_sulcatum",0
"Lasianthus_sonlangensis",0
"Centaurium_malzacianum",0
"Lasianthus_brochidodromus",0
"Lasianthus_hirtus",0
"Wrightia_lecomtei",0
"Geniostoma_grandifolium",0
"Pinarophyllon_flavum",0
"Craterispermum_reticulatum",0
"Villaria_uniflora",0
"Mitreola_petiolata",0
"Rudgea_phaneroneura",0
"Arcytophyllum_aristatum",0
"Saprosma_philippinensis",0
"Ophiorrhiza_oblongilimba",0
"Sabicea_goossensii",0
"Chassalia_betamponensis",0
"Cryptostegia_madagascariensis",1
"Declieuxia_decumbens",0
"Gentiana_capitata",1
"Faramea_tetragona",0
