"","t3","t5","t50","t51","t116","t117","t105","t27","t79","t80","t67","t96","t97","t86","t77","t33","t45","t71","t72","t39","t75","t76","t11","t41","t42","t24","t25","t23","t15","t12","t26","t62","t63","t8","t9","t31","t32","t14","t48","t49","t65","t134","t135","t112","t59","t60","t58","t73","t74","t10","t54","t55","t53","t106","t107","t124","t125","t34","t91","t92","t52","t21","t4","t128","t129","t126","t115","t120","t121","t61","t98","t99","t16","t19","t20","t6","t102","t103","t90","t30","t64","t113","t114","t104","t66","t36","t37","t68","t69","t7","t56","t57","t118","t119","t95","t70","t93","t94","t22","t83","t136","t137","t127","t40","t17","t108","t109","t110","t111","t46","t47","t89","t100","t101","t43","t44","t35","t87","t88","t38","t122","t123","t130","t131","t81","t82","t78","t132","t133","t84","t85","t18","t28","t29","t13","t1","t2"
"t3",0,1.55562395712,4.3351653818,4.3351653818,4.3351653818,4.3351653818,4.3351653818,3.491509695,4.33516538167,4.28570624967,3.86669159471,4.33516538204,4.33516538204,4.33516538194,4.335165382,3.6455789267,3.6288096117,4.33516538209,4.33516538209,4.3351653821,4.3351653819,4.3351653819,2.28795400044,3.70257767934,4.33516538164,3.63511607442,3.48745324132,4.23736784554,4.33516538174,3.37417791274,3.60564375374,4.33516538124,4.33516538124,2.8338063042,1.8921222936,3.5817006555,3.33358683413,2.65398356807,4.33516538167,4.33516538167,4.33516538157,4.33516538156,4.33516538156,4.33516538157,4.33516538167,4.33516538167,4.30358116507,4.33516538127,4.33516538127,1.91778327226,4.2267894418,4.3351653816,3.68191497676,4.33516538163,4.33516538163,4.335165381597,4.335165381597,4.335165381627,4.33516538158,4.33516538158,4.33516538168,3.58815750338,1.212258227,4.335165381818,4.335165381818,4.33516538181,4.33516538188,4.33516538183,4.33516538183,4.33516538178,4.2635420703,4.3351653818,4.33516538153,4.33516538093,4.33516538093,2.7473440931,4.33516538154,4.33516538154,4.3351653816,4.33516538139,4.33516538169,4.33516538166,4.187020756659,4.33516538166,4.33516538166,4.33516538158,3.59227326648,4.33516538159,4.33516538159,4.52177634677,4.5217763466,4.5217763466,4.52177634665,4.52177634665,4.52177634655,4.52177634667,4.30394136827,4.52177634667,3.91562364587,4.52177634677,4.521776346773,4.521776346773,4.52177634677,4.52177634677,4.52177634637,4.52177634647,4.52177634647,4.52177634651,4.52177634651,4.52177634651,4.36771468754,4.52177634644,4.52177634634,4.52177634634,4.52177634643,4.52177634643,4.52177634643,4.52177634644,4.52177634644,4.52177634644,4.52177634637,4.52177634637,4.52177634658,4.52177634658,4.52177634635,4.52177634635,4.52177634635,4.52177634639,4.52177634639,4.52177634629,4.37681183329,4.52177634639,3.59131943907,3.50023059774,4.52177634647,2.29514056741,2.95058866411
"t5",1.55562395712,0,2.88760850332,2.88760850332,2.88760850332,2.88760850332,2.88760850332,2.04395281652,2.88760850319,2.83814937119,2.41913471623,4.82648138656,4.82648138656,4.82648138646,4.82648138652,4.13689493122,4.12012561622,4.82648138661,4.82648138661,4.82648138662,4.82648138642,4.82648138642,2.77927000496,4.19389368386,4.82648138616,4.12643207894,3.97876924584,4.72868385006,4.82648138626,3.86549391726,4.09695975826,4.82648138576,4.82648138576,3.32512230872,2.38343829812,4.07301666002,3.82490283865,3.14529957259,4.82648138619,4.82648138619,4.82648138609,4.82648138608,4.82648138608,4.82648138609,4.82648138619,4.82648138619,4.79489716959,4.82648138579,4.82648138579,2.40909927678,4.71810544632,4.82648138612,4.17323098128,4.82648138615,4.82648138615,4.826481386117,4.826481386117,4.826481386147,4.8264813861,4.8264813861,4.8264813862,4.0794735079,1.70357423152,4.826481386338,4.826481386338,4.82648138633,4.8264813864,4.82648138635,4.82648138635,4.8264813863,4.75485807482,4.82648138632,4.82648138605,4.82648138545,4.82648138545,3.23866009762,4.82648138606,4.82648138606,4.82648138612,4.82648138591,4.82648138621,4.82648138618,4.678336761179,4.82648138618,4.82648138618,4.8264813861,4.083589271,4.82648138611,4.82648138611,5.34540754169,5.34540754152,5.34540754152,5.34540754157,5.34540754157,5.34540754147,5.34540754159,5.12757256319,5.34540754159,4.73925484079,5.34540754169,5.345407541693,5.345407541693,5.34540754169,5.34540754169,5.34540754129,5.34540754139,5.34540754139,5.34540754143,5.34540754143,5.34540754143,5.19134588246,5.34540754136,5.34540754126,5.34540754126,5.34540754135,5.34540754135,5.34540754135,5.34540754136,5.34540754136,5.34540754136,5.34540754129,5.34540754129,5.3454075415,5.3454075415,5.34540754127,5.34540754127,5.34540754127,5.34540754131,5.34540754131,5.34540754121,5.20044302821,5.34540754131,4.41495063399,4.32386179266,5.34540754139,3.11877176233,3.77421985903
"t50",4.3351653818,2.88760850332,0,1.4081404288,1.9975376392,1.9975376392,1.9975376392,3.2644206324,4.10807631907,4.05861718707,3.63960253211,7.60602281124,7.60602281124,7.60602281114,7.6060228112,6.9164363559,6.8996670409,7.60602281129,7.60602281129,7.6060228113,7.6060228111,7.6060228111,5.55881142964,6.97343510854,7.60602281084,6.90597350362,6.75831067052,7.50822527474,7.60602281094,6.64503534194,6.87650118294,7.60602281044,7.60602281044,6.1046637334,5.1629797228,6.8525580847,6.60444426333,5.92484099727,7.60602281087,7.60602281087,7.60602281077,7.60602281076,7.60602281076,7.60602281077,7.60602281087,7.60602281087,7.57443859427,7.60602281047,7.60602281047,5.18864070146,7.497646871,7.6060228108,6.95277240596,7.60602281083,7.60602281083,7.606022810797,7.606022810797,7.606022810827,7.60602281078,7.60602281078,7.60602281088,6.85901493258,4.4831156562,7.606022811018,7.606022811018,7.60602281101,7.60602281108,7.60602281103,7.60602281103,7.60602281098,7.5343994995,7.606022811,7.60602281073,7.60602281013,7.60602281013,6.0182015223,7.60602281074,7.60602281074,7.6060228108,7.60602281059,7.60602281089,7.60602281086,7.457878185859,7.60602281086,7.60602281086,7.60602281078,6.86313069568,7.60602281079,7.60602281079,8.12494896637,8.1249489662,8.1249489662,8.12494896625,8.12494896625,8.12494896615,8.12494896627,7.90711398787,8.12494896627,7.51879626547,8.12494896637,8.124948966373,8.124948966373,8.12494896637,8.12494896637,8.12494896597,8.12494896607,8.12494896607,8.12494896611,8.12494896611,8.12494896611,7.97088730714,8.12494896604,8.12494896594,8.12494896594,8.12494896603,8.12494896603,8.12494896603,8.12494896604,8.12494896604,8.12494896604,8.12494896597,8.12494896597,8.12494896618,8.12494896618,8.12494896595,8.12494896595,8.12494896595,8.12494896599,8.12494896599,8.12494896589,7.97998445289,8.12494896599,7.19449205867,7.10340321734,8.12494896607,5.89831318701,6.55376128371
"t51",4.3351653818,2.88760850332,1.4081404288,0,1.9975376392,1.9975376392,1.9975376392,3.2644206324,4.10807631907,4.05861718707,3.63960253211,7.60602281124,7.60602281124,7.60602281114,7.6060228112,6.9164363559,6.8996670409,7.60602281129,7.60602281129,7.6060228113,7.6060228111,7.6060228111,5.55881142964,6.97343510854,7.60602281084,6.90597350362,6.75831067052,7.50822527474,7.60602281094,6.64503534194,6.87650118294,7.60602281044,7.60602281044,6.1046637334,5.1629797228,6.8525580847,6.60444426333,5.92484099727,7.60602281087,7.60602281087,7.60602281077,7.60602281076,7.60602281076,7.60602281077,7.60602281087,7.60602281087,7.57443859427,7.60602281047,7.60602281047,5.18864070146,7.497646871,7.6060228108,6.95277240596,7.60602281083,7.60602281083,7.606022810797,7.606022810797,7.606022810827,7.60602281078,7.60602281078,7.60602281088,6.85901493258,4.4831156562,7.606022811018,7.606022811018,7.60602281101,7.60602281108,7.60602281103,7.60602281103,7.60602281098,7.5343994995,7.606022811,7.60602281073,7.60602281013,7.60602281013,6.0182015223,7.60602281074,7.60602281074,7.6060228108,7.60602281059,7.60602281089,7.60602281086,7.457878185859,7.60602281086,7.60602281086,7.60602281078,6.86313069568,7.60602281079,7.60602281079,8.12494896637,8.1249489662,8.1249489662,8.12494896625,8.12494896625,8.12494896615,8.12494896627,7.90711398787,8.12494896627,7.51879626547,8.12494896637,8.124948966373,8.124948966373,8.12494896637,8.12494896637,8.12494896597,8.12494896607,8.12494896607,8.12494896611,8.12494896611,8.12494896611,7.97088730714,8.12494896604,8.12494896594,8.12494896594,8.12494896603,8.12494896603,8.12494896603,8.12494896604,8.12494896604,8.12494896604,8.12494896597,8.12494896597,8.12494896618,8.12494896618,8.12494896595,8.12494896595,8.12494896595,8.12494896599,8.12494896599,8.12494896589,7.97998445289,8.12494896599,7.19449205867,7.10340321734,8.12494896607,5.89831318701,6.55376128371
"t116",4.3351653818,2.88760850332,1.9975376392,1.9975376392,0,0.2522796032,0.4964100506,3.2644206324,4.10807631907,4.05861718707,3.63960253211,7.60602281124,7.60602281124,7.60602281114,7.6060228112,6.9164363559,6.8996670409,7.60602281129,7.60602281129,7.6060228113,7.6060228111,7.6060228111,5.55881142964,6.97343510854,7.60602281084,6.90597350362,6.75831067052,7.50822527474,7.60602281094,6.64503534194,6.87650118294,7.60602281044,7.60602281044,6.1046637334,5.1629797228,6.8525580847,6.60444426333,5.92484099727,7.60602281087,7.60602281087,7.60602281077,7.60602281076,7.60602281076,7.60602281077,7.60602281087,7.60602281087,7.57443859427,7.60602281047,7.60602281047,5.18864070146,7.497646871,7.6060228108,6.95277240596,7.60602281083,7.60602281083,7.606022810797,7.606022810797,7.606022810827,7.60602281078,7.60602281078,7.60602281088,6.85901493258,4.4831156562,7.606022811018,7.606022811018,7.60602281101,7.60602281108,7.60602281103,7.60602281103,7.60602281098,7.5343994995,7.606022811,7.60602281073,7.60602281013,7.60602281013,6.0182015223,7.60602281074,7.60602281074,7.6060228108,7.60602281059,7.60602281089,7.60602281086,7.457878185859,7.60602281086,7.60602281086,7.60602281078,6.86313069568,7.60602281079,7.60602281079,8.12494896637,8.1249489662,8.1249489662,8.12494896625,8.12494896625,8.12494896615,8.12494896627,7.90711398787,8.12494896627,7.51879626547,8.12494896637,8.124948966373,8.124948966373,8.12494896637,8.12494896637,8.12494896597,8.12494896607,8.12494896607,8.12494896611,8.12494896611,8.12494896611,7.97088730714,8.12494896604,8.12494896594,8.12494896594,8.12494896603,8.12494896603,8.12494896603,8.12494896604,8.12494896604,8.12494896604,8.12494896597,8.12494896597,8.12494896618,8.12494896618,8.12494896595,8.12494896595,8.12494896595,8.12494896599,8.12494896599,8.12494896589,7.97998445289,8.12494896599,7.19449205867,7.10340321734,8.12494896607,5.89831318701,6.55376128371
"t117",4.3351653818,2.88760850332,1.9975376392,1.9975376392,0.2522796032,0,0.4964100506,3.2644206324,4.10807631907,4.05861718707,3.63960253211,7.60602281124,7.60602281124,7.60602281114,7.6060228112,6.9164363559,6.8996670409,7.60602281129,7.60602281129,7.6060228113,7.6060228111,7.6060228111,5.55881142964,6.97343510854,7.60602281084,6.90597350362,6.75831067052,7.50822527474,7.60602281094,6.64503534194,6.87650118294,7.60602281044,7.60602281044,6.1046637334,5.1629797228,6.8525580847,6.60444426333,5.92484099727,7.60602281087,7.60602281087,7.60602281077,7.60602281076,7.60602281076,7.60602281077,7.60602281087,7.60602281087,7.57443859427,7.60602281047,7.60602281047,5.18864070146,7.497646871,7.6060228108,6.95277240596,7.60602281083,7.60602281083,7.606022810797,7.606022810797,7.606022810827,7.60602281078,7.60602281078,7.60602281088,6.85901493258,4.4831156562,7.606022811018,7.606022811018,7.60602281101,7.60602281108,7.60602281103,7.60602281103,7.60602281098,7.5343994995,7.606022811,7.60602281073,7.60602281013,7.60602281013,6.0182015223,7.60602281074,7.60602281074,7.6060228108,7.60602281059,7.60602281089,7.60602281086,7.457878185859,7.60602281086,7.60602281086,7.60602281078,6.86313069568,7.60602281079,7.60602281079,8.12494896637,8.1249489662,8.1249489662,8.12494896625,8.12494896625,8.12494896615,8.12494896627,7.90711398787,8.12494896627,7.51879626547,8.12494896637,8.124948966373,8.124948966373,8.12494896637,8.12494896637,8.12494896597,8.12494896607,8.12494896607,8.12494896611,8.12494896611,8.12494896611,7.97088730714,8.12494896604,8.12494896594,8.12494896594,8.12494896603,8.12494896603,8.12494896603,8.12494896604,8.12494896604,8.12494896604,8.12494896597,8.12494896597,8.12494896618,8.12494896618,8.12494896595,8.12494896595,8.12494896595,8.12494896599,8.12494896599,8.12494896589,7.97998445289,8.12494896599,7.19449205867,7.10340321734,8.12494896607,5.89831318701,6.55376128371
"t105",4.3351653818,2.88760850332,1.9975376392,1.9975376392,0.4964100506,0.4964100506,0,3.2644206324,4.10807631907,4.05861718707,3.63960253211,7.60602281124,7.60602281124,7.60602281114,7.6060228112,6.9164363559,6.8996670409,7.60602281129,7.60602281129,7.6060228113,7.6060228111,7.6060228111,5.55881142964,6.97343510854,7.60602281084,6.90597350362,6.75831067052,7.50822527474,7.60602281094,6.64503534194,6.87650118294,7.60602281044,7.60602281044,6.1046637334,5.1629797228,6.8525580847,6.60444426333,5.92484099727,7.60602281087,7.60602281087,7.60602281077,7.60602281076,7.60602281076,7.60602281077,7.60602281087,7.60602281087,7.57443859427,7.60602281047,7.60602281047,5.18864070146,7.497646871,7.6060228108,6.95277240596,7.60602281083,7.60602281083,7.606022810797,7.606022810797,7.606022810827,7.60602281078,7.60602281078,7.60602281088,6.85901493258,4.4831156562,7.606022811018,7.606022811018,7.60602281101,7.60602281108,7.60602281103,7.60602281103,7.60602281098,7.5343994995,7.606022811,7.60602281073,7.60602281013,7.60602281013,6.0182015223,7.60602281074,7.60602281074,7.6060228108,7.60602281059,7.60602281089,7.60602281086,7.457878185859,7.60602281086,7.60602281086,7.60602281078,6.86313069568,7.60602281079,7.60602281079,8.12494896637,8.1249489662,8.1249489662,8.12494896625,8.12494896625,8.12494896615,8.12494896627,7.90711398787,8.12494896627,7.51879626547,8.12494896637,8.124948966373,8.124948966373,8.12494896637,8.12494896637,8.12494896597,8.12494896607,8.12494896607,8.12494896611,8.12494896611,8.12494896611,7.97088730714,8.12494896604,8.12494896594,8.12494896594,8.12494896603,8.12494896603,8.12494896603,8.12494896604,8.12494896604,8.12494896604,8.12494896597,8.12494896597,8.12494896618,8.12494896618,8.12494896595,8.12494896595,8.12494896595,8.12494896599,8.12494896599,8.12494896589,7.97998445289,8.12494896599,7.19449205867,7.10340321734,8.12494896607,5.89831318701,6.55376128371
"t27",3.491509695,2.04395281652,3.2644206324,3.2644206324,3.2644206324,3.2644206324,3.2644206324,0,1.43535949107,1.38590035907,0.96688570411,6.76236712444,6.76236712444,6.76236712434,6.7623671244,6.0727806691,6.0560113541,6.76236712449,6.76236712449,6.7623671245,6.7623671243,6.7623671243,4.71515574284,6.12977942174,6.76236712404,6.06231781682,5.91465498372,6.66456958794,6.76236712414,5.80137965514,6.03284549614,6.76236712364,6.76236712364,5.2610080466,4.319324036,6.0089023979,5.76078857653,5.08118531047,6.76236712407,6.76236712407,6.76236712397,6.76236712396,6.76236712396,6.76236712397,6.76236712407,6.76236712407,6.73078290747,6.76236712367,6.76236712367,4.34498501466,6.6539911842,6.762367124,6.10911671916,6.76236712403,6.76236712403,6.762367123997,6.762367123997,6.762367124027,6.76236712398,6.76236712398,6.76236712408,6.01535924578,3.6394599694,6.762367124218,6.762367124218,6.76236712421,6.76236712428,6.76236712423,6.76236712423,6.76236712418,6.6907438127,6.7623671242,6.76236712393,6.76236712333,6.76236712333,5.1745458355,6.76236712394,6.76236712394,6.762367124,6.76236712379,6.76236712409,6.76236712406,6.614222499059,6.76236712406,6.76236712406,6.76236712398,6.01947500888,6.76236712399,6.76236712399,7.28129327957,7.2812932794,7.2812932794,7.28129327945,7.28129327945,7.28129327935,7.28129327947,7.06345830107,7.28129327947,6.67514057867,7.28129327957,7.281293279573,7.281293279573,7.28129327957,7.28129327957,7.28129327917,7.28129327927,7.28129327927,7.28129327931,7.28129327931,7.28129327931,7.12723162034,7.28129327924,7.28129327914,7.28129327914,7.28129327923,7.28129327923,7.28129327923,7.28129327924,7.28129327924,7.28129327924,7.28129327917,7.28129327917,7.28129327938,7.28129327938,7.28129327915,7.28129327915,7.28129327915,7.28129327919,7.28129327919,7.28129327909,7.13632876609,7.28129327919,6.35083637187,6.25974753054,7.28129327927,5.05465750021,5.71010559691
"t79",4.33516538167,2.88760850319,4.10807631907,4.10807631907,4.10807631907,4.10807631907,4.10807631907,1.43535949107,0,0.7835627574,0.56234073838,7.60602281111,7.60602281111,7.60602281101,7.60602281107,6.91643635577,6.89966704077,7.60602281116,7.60602281116,7.60602281117,7.60602281097,7.60602281097,5.55881142951,6.97343510841,7.60602281071,6.90597350349,6.75831067039,7.50822527461,7.60602281081,6.64503534181,6.87650118281,7.60602281031,7.60602281031,6.10466373327,5.16297972267,6.85255808457,6.6044442632,5.92484099714,7.60602281074,7.60602281074,7.60602281064,7.60602281063,7.60602281063,7.60602281064,7.60602281074,7.60602281074,7.57443859414,7.60602281034,7.60602281034,5.18864070133,7.49764687087,7.60602281067,6.95277240583,7.6060228107,7.6060228107,7.606022810667,7.606022810667,7.606022810697,7.60602281065,7.60602281065,7.60602281075,6.85901493245,4.48311565607,7.606022810888,7.606022810888,7.60602281088,7.60602281095,7.6060228109,7.6060228109,7.60602281085,7.53439949937,7.60602281087,7.6060228106,7.60602281,7.60602281,6.01820152217,7.60602281061,7.60602281061,7.60602281067,7.60602281046,7.60602281076,7.60602281073,7.457878185729,7.60602281073,7.60602281073,7.60602281065,6.86313069555,7.60602281066,7.60602281066,8.12494896624,8.12494896607,8.12494896607,8.12494896612,8.12494896612,8.12494896602,8.12494896614,7.90711398774,8.12494896614,7.51879626534,8.12494896624,8.124948966243,8.124948966243,8.12494896624,8.12494896624,8.12494896584,8.12494896594,8.12494896594,8.12494896598,8.12494896598,8.12494896598,7.97088730701,8.12494896591,8.12494896581,8.12494896581,8.1249489659,8.1249489659,8.1249489659,8.12494896591,8.12494896591,8.12494896591,8.12494896584,8.12494896584,8.12494896605,8.12494896605,8.12494896582,8.12494896582,8.12494896582,8.12494896586,8.12494896586,8.12494896576,7.97998445276,8.12494896586,7.19449205854,7.10340321721,8.12494896594,5.89831318688,6.55376128358
"t80",4.28570624967,2.83814937119,4.05861718707,4.05861718707,4.05861718707,4.05861718707,4.05861718707,1.38590035907,0.7835627574,0,0.51288160638,7.55656367911,7.55656367911,7.55656367901,7.55656367907,6.86697722377,6.85020790877,7.55656367916,7.55656367916,7.55656367917,7.55656367897,7.55656367897,5.50935229751,6.92397597641,7.55656367871,6.85651437149,6.70885153839,7.45876614261,7.55656367881,6.59557620981,6.82704205081,7.55656367831,7.55656367831,6.05520460127,5.11352059067,6.80309895257,6.5549851312,5.87538186514,7.55656367874,7.55656367874,7.55656367864,7.55656367863,7.55656367863,7.55656367864,7.55656367874,7.55656367874,7.52497946214,7.55656367834,7.55656367834,5.13918156933,7.44818773887,7.55656367867,6.90331327383,7.5565636787,7.5565636787,7.556563678667,7.556563678667,7.556563678697,7.55656367865,7.55656367865,7.55656367875,6.80955580045,4.43365652407,7.556563678888,7.556563678888,7.55656367888,7.55656367895,7.5565636789,7.5565636789,7.55656367885,7.48494036737,7.55656367887,7.5565636786,7.556563678,7.556563678,5.96874239017,7.55656367861,7.55656367861,7.55656367867,7.55656367846,7.55656367876,7.55656367873,7.408419053729,7.55656367873,7.55656367873,7.55656367865,6.81367156355,7.55656367866,7.55656367866,8.07548983424,8.07548983407,8.07548983407,8.07548983412,8.07548983412,8.07548983402,8.07548983414,7.85765485574,8.07548983414,7.46933713334,8.07548983424,8.075489834243,8.075489834243,8.07548983424,8.07548983424,8.07548983384,8.07548983394,8.07548983394,8.07548983398,8.07548983398,8.07548983398,7.92142817501,8.07548983391,8.07548983381,8.07548983381,8.0754898339,8.0754898339,8.0754898339,8.07548983391,8.07548983391,8.07548983391,8.07548983384,8.07548983384,8.07548983405,8.07548983405,8.07548983382,8.07548983382,8.07548983382,8.07548983386,8.07548983386,8.07548983376,7.93052532076,8.07548983386,7.14503292654,7.05394408521,8.07548983394,5.84885405488,6.50430215158
