,0,1,2,3,4,5,6,7,8,9,10,11,12
t3,13.436656,2.601793,5.0564914,4.843997,3.6949086,0.046868194,3.2192423,5.862919,7.6931148,7.828682,4.909838,4.7483745,2.766854
t5,13.543816,2.564621,4.960784,4.8419414,3.6518757,0.0025445055,3.1974156,5.737323,7.656046,7.906164,4.9509726,4.8009887,2.8833935
t50,12.059971,4.1704545,6.934899,6.2315273,4.3393636,1.4035347,1.1782893,6.3198857,6.7065053,6.1757455,7.753516,3.3199205,1.8974495
t51,12.109018,4.2163887,6.9028363,6.2593794,4.302935,1.3846726,1.2156062,6.3609376,6.65495,6.2055316,7.783302,3.374654,1.8726169
t116,12.0630865,4.2128553,7.0048847,6.3162084,4.368266,1.4663264,1.1228904,6.307214,6.6751637,6.110373,7.7559667,3.323926,1.9017227
t117,12.028088,4.1479573,6.9923162,6.2099395,4.3831873,1.4254737,1.1394873,6.3122454,6.719629,6.1317124,7.7474685,3.2967336,1.9376887
t105,12.059486,4.1717663,6.9309926,6.2684917,4.3371954,1.411457,1.1612107,6.2808022,6.7208376,6.180169,7.7187304,3.334481,1.8919343
t27,12.106519,4.1942554,6.805899,6.2804146,4.2924685,1.3206748,1.2252663,6.325339,6.68494,6.2886825,7.7469945,3.3808198,1.8661238
t79,12.046414,4.188832,6.8973927,6.3412156,4.3869634,1.3209696,1.1396837,6.3275805,6.672138,6.2352796,7.778767,3.3892436,1.9537598
t80,12.0718565,4.177377,6.805693,6.275853,4.3867316,1.2504919,1.158936,6.354783,6.66363,6.324587,7.7337794,3.4926636,1.9614623
t67,12.197945,4.3036685,6.7700033,6.3739796,4.2232594,1.3047755,1.2670387,6.3901443,6.573081,6.320533,7.8066177,3.4835064,1.8060156
t96,14.155247,1.4915835,5.0745816,5.6870885,2.7823236,-1.3056165,1.5722816,5.404035,7.005277,8.014954,4.7879686,5.9969354,3.5410602
t97,14.070629,1.4784358,5.051289,5.7716656,2.79873,-1.220106,1.6300168,5.3743463,7.1274085,8.053407,4.75504,6.0242867,3.4275777
t86,14.066265,1.5199994,5.038348,5.8273764,2.8172762,-1.238642,1.5974615,5.364341,7.11072,8.112782,4.800183,6.0645933,3.4365976
t77,14.141633,1.4418962,5.018559,5.8264813,2.736686,-1.3008654,1.5546807,5.356687,7.059279,8.073211,4.6976957,6.137273,3.5379412
t33,14.055463,1.5583992,5.0692387,5.67359,2.8814573,-1.2590004,1.6206684,5.408511,6.9374127,8.065525,4.7658176,5.981003,3.5846698
t45,13.930097,1.5416586,5.1934047,5.6286592,2.9888601,-1.1271278,1.6971852,5.4925504,6.9865265,8.005318,4.6370444,5.9559245,3.5477047
t71,13.867724,1.5757724,5.1931825,5.7348022,2.9747102,-1.1366775,1.641947,5.587694,7.0176296,8.055303,4.70347,5.9681606,3.5189073
t72,13.888404,1.5132438,5.208749,5.798659,2.952608,-1.1218108,1.6512346,5.5480556,7.105549,8.049756,4.665382,6.0490117,3.4314773
t39,13.935297,1.5829571,5.2116494,5.8349295,2.8993838,-1.1187155,1.563174,5.5851126,7.1118565,8.093905,4.726351,5.954314,3.4817135
t75,13.992235,1.4391526,5.173697,5.6864033,2.8603013,-1.1192677,1.7012645,5.5201654,7.2052608,7.9191794,4.5619497,5.9935236,3.4836214
t76,13.918283,1.4290845,5.2267385,5.7983794,2.9496331,-1.0876734,1.7152488,5.479931,7.1534643,8.001552,4.5844097,6.1021295,3.4045067
t11,13.734158,2.6276424,5.022525,4.8102555,3.6798518,-0.06283653,3.1266003,5.6445284,7.790527,7.870137,4.6582093,4.8093624,2.9234643
t41,13.683176,2.1429064,5.0476794,5.2413125,3.402157,-0.65138614,2.4779017,5.598603,7.44725,7.9649973,4.655,5.3809714,3.171999
t42,13.763828,1.8556657,5.1401668,5.474804,3.2067077,-0.9154147,2.1703618,5.535265,7.3040404,7.9604344,4.4871116,5.6802692,3.2890534
t24,13.737645,2.1132503,5.0145383,5.3069596,3.3313181,-0.7002879,2.4339104,5.5147033,7.363983,8.048471,4.7483406,5.4385543,3.2180555
t25,13.703781,2.1823294,5.0511274,5.221029,3.4052744,-0.6092016,2.51472,5.5915236,7.4544287,7.969527,4.700005,5.3482738,3.1412904
t23,13.723118,1.9437909,5.0608525,5.389786,3.2712724,-0.8369873,2.245321,5.5724216,7.3633943,7.9797792,4.6010613,5.586678,3.2788324
t15,13.684625,1.8385437,5.0040536,5.4334435,3.2389872,-0.9082354,2.1124382,5.6341634,7.377066,7.964572,4.5874896,5.6637077,3.3649757
t12,13.732964,2.260468,5.042946,5.17914,3.4224515,-0.5188164,2.6107566,5.569382,7.474449,7.9752,4.7447186,5.259748,3.097654
t26,13.848276,2.0399265,5.056186,5.3864274,3.2115192,-0.745269,2.2926943,5.476023,7.3417034,8.061842,4.8954597,5.5424747,3.1962638
t62,13.94653,1.7873403,5.119613,5.612177,3.0482469,-0.9364366,2.021817,5.435726,7.2968335,8.107799,4.8299494,5.8250422,3.2790897
t63,13.877469,1.7789389,5.0591116,5.5577354,3.0691862,-0.9766409,1.9922671,5.4792657,7.2507763,8.040015,4.7630606,5.788003,3.339132
t8,13.690182,2.4928036,5.0504036,4.9812613,3.5816565,-0.24134195,2.908841,5.6486053,7.65881,7.9007206,4.709484,4.992455,2.9655292
t9,13.609308,2.626143,5.118468,4.7773824,3.7477572,0.00464483,3.1450312,5.797142,7.8013215,7.7836957,4.693716,4.816503,2.8169096
t31,13.50111,3.0715406,4.8537707,4.7900867,3.7544618,0.42789376,3.649755,5.8813577,7.9339,7.732067,5.079686,4.3158183,2.5868845
t32,13.572233,2.9002614,4.9021306,4.8310156,3.713785,0.21843098,3.4335163,5.802931,7.8574204,7.7895684,4.9500747,4.5179677,2.7098062
t14,13.605275,2.7678044,4.9805026,4.8277287,3.70792,0.081055075,3.2827675,5.763593,7.81596,7.8154426,4.8209453,4.660198,2.7865446
t48,13.601362,3.502837,3.9835813,3.9377053,3.9444816,2.6573198,5.5976186,6.051315,7.9797955,7.476342,5.272672,2.3765724,2.647537
t49,13.55421,3.4225886,4.0681596,4.0086517,3.9209254,2.6421447,5.5472937,6.159039,7.8708425,7.4743385,5.2922297,2.377595,2.7550573
t65,13.658064,3.4256952,4.0390353,3.9409711,3.8635473,2.6888678,5.6177993,6.1273813,7.9008737,7.5450625,5.2596083,2.3196504,2.7310338
t134,13.621351,3.4932406,3.9734795,3.9114656,3.9288087,2.7111192,5.65821,6.0769153,7.9600334,7.4827704,5.29401,2.3122873,2.6850135
t135,13.555843,3.57467,4.0636077,3.9524117,4.011885,2.6814508,5.6494675,6.105293,8.0383415,7.405639,5.282975,2.3432093,2.5915632
t112,13.541754,3.5452402,4.0369463,3.943769,4.029564,2.7279227,5.703081,6.1083646,8.011165,7.38326,5.2872405,2.3106751,2.6270092
t59,13.690009,3.4661734,3.9843166,3.9953926,3.792855,2.5044518,5.4511447,6.050221,7.9344716,7.6344543,5.3549857,2.4300578,2.6967816
t60,13.625218,3.4808881,4.059351,4.0718865,3.837779,2.496379,5.452046,6.0866265,7.9788294,7.5756736,5.4307337,2.4125493,2.6467013
t58,13.719966,3.5538256,3.991312,4.011993,3.7741199,2.3375592,5.3288074,5.9893756,8.038893,7.710957,5.3215814,2.61595,2.5774422
t73,13.797186,3.5073106,3.874845,3.8867218,3.7099185,2.4184632,5.4132676,5.929692,7.976444,7.7245355,5.2201433,2.5525355,2.648359
t74,13.712369,3.5313983,3.9785388,3.9892242,3.7862017,2.3913324,5.373234,5.9982166,8.010847,7.684231,5.3026595,2.5720453,2.6070795
t10,13.653341,2.6814907,5.0719004,4.800189,3.723888,-0.0034869383,3.16705,5.714685,7.814991,7.8181562,4.7020116,4.770903,2.8567953
t54,13.273479,4.0212812,4.8159046,4.761245,3.8379867,0.85768837,4.1621284,6.216544,8.542197,7.500503,5.631399,3.80646,1.8673366
t55,13.2441,4.085012,4.8471475,4.7435904,3.8570428,0.99124527,4.3183722,6.285543,8.634291,7.4373207,5.7524877,3.6730194,1.8788468
t53,13.282173,3.8634963,4.853719,4.7935877,3.8225467,0.8937963,4.1782117,6.1855597,8.436996,7.502699,5.5483108,3.8404744,2.00238
t106,13.22112,3.9710088,4.8265424,4.792713,3.868738,0.9644406,4.2844343,6.2706566,8.506546,7.425675,5.683269,3.725188,1.83764
t107,13.326643,3.9400077,4.8105717,4.734071,3.852972,0.8613425,4.1579914,6.1666875,8.519529,7.538643,5.576559,3.7970414,1.9864951
