"","t1","t8","t47","t73","t93","t127","t128","t83","t119","t120","t67","t68","t54","t45","t46","t31","t32","t11","t62","t117","t159","t160","t79","t80","t58","t102","t103","t139","t140","t105","t16","t17","t18","t42","t43","t21","t29","t30","t14","t15","t65","t132","t157","t158","t110","t104","t94","t95","t90","t86","t137","t138","t130","t131","t115","t116","t81","t40","t41","t35","t55","t74","t99","t133","t134","t66","t60","t19","t20","t3","t22","t33","t50","t51","t63","t64","t113","t114","t121","t122","t87","t125","t126","t85","t71","t72","t155","t156","t135","t136","t12","t84","t151","t152","t118","t38","t39","t111","t112","t91","t82","t48","t49","t7","t23","t24","t13","t6","t96","t97","t129","t147","t148","t92","t78","t61","t59","t75","t76","t53","t44","t88","t146","t153","t154","t98","t56","t36","t37","t108","t109","t141","t142","t69","t70","t26","t106","t107","t100","t101","t77","t34","t143","t144","t145","t123","t124","t89","t52","t27","t28","t25","t57","t149","t150","t9","t10","t4","t5","t2"
"t1",0,3.395320926668,4.533359760968,5.356310370668,5.457335890068,5.457335890068,5.457335890068,5.359413872368,5.457335889768,5.457335889768,5.182186351968,4.731984648438,4.802456640068,4.750225232368,4.321909690868,5.457335889768,4.944312608768,2.654802232478,5.457335890038,5.457335890038,5.457335890022,5.457335890022,5.457335889978,5.457335889978,4.480193498678,5.448928587678,5.457335889978,5.457335889858,5.457335889858,5.209010881278,3.138767625978,2.869901654345,2.883743897688,4.461465888878,5.457335889578,3.234672164618,4.82525916092,4.24124138262,5.20229972412,2.98902635302,4.87239127283,5.45733588989,5.457335889914,5.457335889914,5.45733588989,5.45733588983,5.45733588985,5.45733588985,5.45733588993,5.45733588993,5.457335889938,5.457335889938,5.442385699138,5.457335890038,5.457335889938,5.457335889938,5.45733588993,4.66897862563,5.45733589013,3.92134431472,5.45733588993,5.45733588991,5.45733588991,5.45733588981,5.45733588981,5.13999534533,5.33663809343,5.11875612013,3.11510908723,2.30575688303,5.14473591083,4.76398066237,5.45733589077,5.45733589077,5.45733589057,4.83629849907,5.45733589027,5.45733589027,5.45733589027,5.45733589027,5.45733589056,5.45733589056,5.45733589056,5.45733589051,4.83462293021,5.45733589051,5.457335890537,5.457335890537,5.45733589061,5.45733589061,3.28200833003,5.01337533245,5.45733589011,5.45733589011,5.45733589015,5.25589765025,5.45733589025,5.45733588975,5.45733588975,5.45733588975,5.45733588985,4.29018269075,4.29855172075,2.12806526325,5.45733588974,5.45733588974,3.26861966044,2.38077094053,5.45733589047,5.45733589047,5.45733589047,5.45733589049,5.45733589049,5.45733589047,5.45733589043,4.65158988933,5.45733589073,5.45733589004,5.41007281804,4.66962038384,5.45733589014,5.45733589014,5.45733589015,5.45733589015,5.45733589015,5.29461350474,5.45733589044,5.45733588974,5.45733588974,5.45733589014,5.45733589014,5.45733589018,5.45733589018,4.83013430213,5.45733589053,3.90805812013,5.45733589023,5.45733589023,5.40646147113,5.45733589043,5.45733589043,4.08938125833,5.45733589048,5.4573358904754,5.4573358904754,5.45733589023,5.45733589023,5.45733589013,5.45733589033,5.45733589012,4.22275910502,3.42543002163,5.472297848912,5.472297849312,5.472297849312,2.744644473212,2.678041361112,4.463578289283,1.787964671783,1.835576007712
"t8",3.395320926668,0,3.5056158723,4.328566482,4.4295920014,4.4295920014,4.4295920014,4.3316699837,4.4295920011,4.4295920011,4.1544424633,3.70424075977,3.7747127514,3.7224813437,3.2941658022,4.4295920011,3.9165687201,1.76163251939,4.56416617695,4.56416617695,4.564166176934,4.564166176934,4.56416617689,4.56416617689,3.58702378559,4.55575887459,4.56416617689,4.56416617677,4.56416617677,4.31584116819,2.24559791289,1.976731941257,1.9905741846,3.56829617579,4.56416617649,2.34150245153,3.950393827528,3.366376049228,4.327434390728,2.114161019628,3.997525939438,4.582470556498,4.582470556522,4.582470556522,4.582470556498,4.582470556438,4.582470556458,4.582470556458,4.582470556538,4.582470556538,4.582470556546,4.582470556546,4.567520365746,4.582470556646,4.582470556546,4.582470556546,4.582470556538,3.794113292238,4.582470556738,3.046478981328,4.582470556538,4.582470556518,4.582470556518,4.582470556418,4.582470556418,4.265130011938,4.461772760038,4.243890786738,2.240243753838,3.987906349638,7.272183147638,6.891427899178,7.584783127578,7.584783127578,7.584783127378,6.963745735878,7.584783127078,7.584783127078,7.584783127078,7.584783127078,7.584783127368,7.584783127368,7.584783127368,7.584783127318,6.962070167018,7.584783127318,7.584783127345,7.584783127345,7.584783127418,7.584783127418,5.409455566838,7.140822569258,7.584783126918,7.584783126918,7.584783126958,7.383344887058,7.584783127058,7.584783126558,7.584783126558,7.584783126558,7.584783126658,6.417629927558,6.425998957558,4.255512500058,7.584783126548,7.584783126548,5.396066897248,4.508218177338,7.584783127278,7.584783127278,7.584783127278,7.584783127298,7.584783127298,7.584783127278,7.584783127238,6.779037126138,7.584783127538,7.584783126848,7.537520054848,6.797067620648,7.584783126948,7.584783126948,7.584783126958,7.584783126958,7.584783126958,7.422060741548,7.584783127248,7.584783126548,7.584783126548,7.584783126948,7.584783126948,7.584783126988,7.584783126988,6.957581538938,7.584783127338,6.035505356938,7.584783127038,7.584783127038,7.533908707938,7.584783127238,7.584783127238,6.216828495138,7.584783127288,7.5847831272834,7.5847831272834,7.584783127038,7.584783127038,7.584783126938,7.584783127138,7.584783126928,6.350206341828,5.552877258438,8.74654417852,8.74654417892,8.74654417892,6.01889080282,5.95228769072,7.737824618891,5.062211001391,5.10982233732
"t47",4.533359760968,3.5056158723,0,1.8327853995,1.9338109189,1.9338109189,1.9338109189,1.8358889012,1.9642966112,1.9642966112,2.6802782976,2.23007659407,2.3005485857,3.0482428894,2.6199273479,3.9940625606,3.4810392796,2.89967135369,5.70220501125,5.70220501125,5.702205011234,5.702205011234,5.70220501119,5.70220501119,4.72506261989,5.69379770889,5.70220501119,5.70220501107,5.70220501107,5.45388000249,3.38363674719,3.114770775557,3.1286130189,4.70633501009,5.70220501079,3.47954128583,5.088432661828,4.504414883528,5.465473225028,3.252199853928,5.135564773738,5.720509390798,5.720509390822,5.720509390822,5.720509390798,5.720509390738,5.720509390758,5.720509390758,5.720509390838,5.720509390838,5.720509390846,5.720509390846,5.705559200046,5.720509390946,5.720509390846,5.720509390846,5.720509390838,4.932152126538,5.720509391038,4.184517815628,5.720509390838,5.720509390818,5.720509390818,5.720509390718,5.720509390718,5.403168846238,5.599811594338,5.381929621038,3.378282588138,5.125945183938,8.410221981938,8.029466733478,8.722821961878,8.722821961878,8.722821961678,8.101784570178,8.722821961378,8.722821961378,8.722821961378,8.722821961378,8.722821961668,8.722821961668,8.722821961668,8.722821961618,8.100109001318,8.722821961618,8.722821961645,8.722821961645,8.722821961718,8.722821961718,6.547494401138,8.278861403558,8.722821961218,8.722821961218,8.722821961258,8.521383721358,8.722821961358,8.722821960858,8.722821960858,8.722821960858,8.722821960958,7.555668761858,7.564037791858,5.393551334358,8.722821960848,8.722821960848,6.534105731548,5.646257011638,8.722821961578,8.722821961578,8.722821961578,8.722821961598,8.722821961598,8.722821961578,8.722821961538,7.917075960438,8.722821961838,8.722821961148,8.675558889148,7.935106454948,8.722821961248,8.722821961248,8.722821961258,8.722821961258,8.722821961258,8.560099575848,8.722821961548,8.722821960848,8.722821960848,8.722821961248,8.722821961248,8.722821961288,8.722821961288,8.095620373238,8.722821961638,7.173544191238,8.722821961338,8.722821961338,8.671947542238,8.722821961538,8.722821961538,7.354867329438,8.722821961588,8.7228219615834,8.7228219615834,8.722821961338,8.722821961338,8.722821961238,8.722821961438,8.722821961228,7.488245176128,6.690916092738,9.88458301282,9.88458301322,9.88458301322,7.15692963712,7.09032652502,8.875863453191,6.200249835691,6.24786117162
"t73",5.356310370668,4.328566482,1.8327853995,0,1.4895555734,1.4895555734,1.4895555734,1.3916335557,2.7872472209,2.7872472209,3.5032289073,3.05302720377,3.1234991954,3.8711934991,3.4428779576,4.8170131703,4.3039898893,3.72262196339,6.52515562095,6.52515562095,6.525155620934,6.525155620934,6.52515562089,6.52515562089,5.54801322959,6.51674831859,6.52515562089,6.52515562077,6.52515562077,6.27683061219,4.20658735689,3.937721385257,3.9515636286,5.52928561979,6.52515562049,4.30249189553,5.911383271528,5.327365493228,6.288423834728,4.075150463628,5.958515383438,6.543460000498,6.543460000522,6.543460000522,6.543460000498,6.543460000438,6.543460000458,6.543460000458,6.543460000538,6.543460000538,6.543460000546,6.543460000546,6.528509809746,6.543460000646,6.543460000546,6.543460000546,6.543460000538,5.755102736238,6.543460000738,5.007468425328,6.543460000538,6.543460000518,6.543460000518,6.543460000418,6.543460000418,6.226119455938,6.422762204038,6.204880230738,4.201233197838,5.948895793638,9.233172591638,8.852417343178,9.545772571578,9.545772571578,9.545772571378,8.924735179878,9.545772571078,9.545772571078,9.545772571078,9.545772571078,9.545772571368,9.545772571368,9.545772571368,9.545772571318,8.923059611018,9.545772571318,9.545772571345,9.545772571345,9.545772571418,9.545772571418,7.370445010838,9.101812013258,9.545772570918,9.545772570918,9.545772570958,9.344334331058,9.545772571058,9.545772570558,9.545772570558,9.545772570558,9.545772570658,8.378619371558,8.386988401558,6.216501944058,9.545772570548,9.545772570548,7.357056341248,6.469207621338,9.545772571278,9.545772571278,9.545772571278,9.545772571298,9.545772571298,9.545772571278,9.545772571238,8.740026570138,9.545772571538,9.545772570848,9.498509498848,8.758057064648,9.545772570948,9.545772570948,9.545772570958,9.545772570958,9.545772570958,9.383050185548,9.545772571248,9.545772570548,9.545772570548,9.545772570948,9.545772570948,9.545772570988,9.545772570988,8.918570982938,9.545772571338,7.996494800938,9.545772571038,9.545772571038,9.494898151938,9.545772571238,9.545772571238,8.177817939138,9.545772571288,9.5457725712834,9.5457725712834,9.545772571038,9.545772571038,9.545772570938,9.545772571138,9.545772570928,8.311195785828,7.513866702438,10.70753362252,10.70753362292,10.70753362292,7.97988024682,7.91327713472,9.698814062891,7.023200445391,7.07081178132
"t93",5.457335890068,4.4295920014,1.9338109189,1.4895555734,0,0.897026426,0.897026426,1.2266826171,2.8882727403,2.8882727403,3.6042544267,3.15405272317,3.2245247148,3.9722190185,3.543903477,4.9180386897,4.4050154087,3.82364748279,6.62618114035,6.62618114035,6.626181140334,6.626181140334,6.62618114029,6.62618114029,5.64903874899,6.61777383799,6.62618114029,6.62618114017,6.62618114017,6.37785613159,4.30761287629,4.038746904657,4.052589148,5.63031113919,6.62618113989,4.40351741493,6.012408790928,5.428391012628,6.389449354128,4.176175983028,6.059540902838,6.644485519898,6.644485519922,6.644485519922,6.644485519898,6.644485519838,6.644485519858,6.644485519858,6.644485519938,6.644485519938,6.644485519946,6.644485519946,6.629535329146,6.644485520046,6.644485519946,6.644485519946,6.644485519938,5.856128255638,6.644485520138,5.108493944728,6.644485519938,6.644485519918,6.644485519918,6.644485519818,6.644485519818,6.327144975338,6.523787723438,6.305905750138,4.302258717238,6.049921313038,9.334198111038,8.953442862578,9.646798090978,9.646798090978,9.646798090778,9.025760699278,9.646798090478,9.646798090478,9.646798090478,9.646798090478,9.646798090768,9.646798090768,9.646798090768,9.646798090718,9.024085130418,9.646798090718,9.646798090745,9.646798090745,9.646798090818,9.646798090818,7.471470530238,9.202837532658,9.646798090318,9.646798090318,9.646798090358,9.445359850458,9.646798090458,9.646798089958,9.646798089958,9.646798089958,9.646798090058,8.479644890958,8.488013920958,6.317527463458,9.646798089948,9.646798089948,7.458081860648,6.570233140738,9.646798090678,9.646798090678,9.646798090678,9.646798090698,9.646798090698,9.646798090678,9.646798090638,8.841052089538,9.646798090938,9.646798090248,9.599535018248,8.859082584048,9.646798090348,9.646798090348,9.646798090358,9.646798090358,9.646798090358,9.484075704948,9.646798090648,9.646798089948,9.646798089948,9.646798090348,9.646798090348,9.646798090388,9.646798090388,9.019596502338,9.646798090738,8.097520320338,9.646798090438,9.646798090438,9.595923671338,9.646798090638,9.646798090638,8.278843458538,9.646798090688,9.6467980906834,9.6467980906834,9.646798090438,9.646798090438,9.646798090338,9.646798090538,9.646798090328,8.412221305228,7.614892221838,10.80855914192,10.80855914232,10.80855914232,8.08090576622,8.01430265412,9.799839582291,7.124225964791,7.17183730072
"t127",5.457335890068,4.4295920014,1.9338109189,1.4895555734,0.897026426,0,0.3030852044,1.2266826171,2.8882727403,2.8882727403,3.6042544267,3.15405272317,3.2245247148,3.9722190185,3.543903477,4.9180386897,4.4050154087,3.82364748279,6.62618114035,6.62618114035,6.626181140334,6.626181140334,6.62618114029,6.62618114029,5.64903874899,6.61777383799,6.62618114029,6.62618114017,6.62618114017,6.37785613159,4.30761287629,4.038746904657,4.052589148,5.63031113919,6.62618113989,4.40351741493,6.012408790928,5.428391012628,6.389449354128,4.176175983028,6.059540902838,6.644485519898,6.644485519922,6.644485519922,6.644485519898,6.644485519838,6.644485519858,6.644485519858,6.644485519938,6.644485519938,6.644485519946,6.644485519946,6.629535329146,6.644485520046,6.644485519946,6.644485519946,6.644485519938,5.856128255638,6.644485520138,5.108493944728,6.644485519938,6.644485519918,6.644485519918,6.644485519818,6.644485519818,6.327144975338,6.523787723438,6.305905750138,4.302258717238,6.049921313038,9.334198111038,8.953442862578,9.646798090978,9.646798090978,9.646798090778,9.025760699278,9.646798090478,9.646798090478,9.646798090478,9.646798090478,9.646798090768,9.646798090768,9.646798090768,9.646798090718,9.024085130418,9.646798090718,9.646798090745,9.646798090745,9.646798090818,9.646798090818,7.471470530238,9.202837532658,9.646798090318,9.646798090318,9.646798090358,9.445359850458,9.646798090458,9.646798089958,9.646798089958,9.646798089958,9.646798090058,8.479644890958,8.488013920958,6.317527463458,9.646798089948,9.646798089948,7.458081860648,6.570233140738,9.646798090678,9.646798090678,9.646798090678,9.646798090698,9.646798090698,9.646798090678,9.646798090638,8.841052089538,9.646798090938,9.646798090248,9.599535018248,8.859082584048,9.646798090348,9.646798090348,9.646798090358,9.646798090358,9.646798090358,9.484075704948,9.646798090648,9.646798089948,9.646798089948,9.646798090348,9.646798090348,9.646798090388,9.646798090388,9.019596502338,9.646798090738,8.097520320338,9.646798090438,9.646798090438,9.595923671338,9.646798090638,9.646798090638,8.278843458538,9.646798090688,9.6467980906834,9.6467980906834,9.646798090438,9.646798090438,9.646798090338,9.646798090538,9.646798090328,8.412221305228,7.614892221838,10.80855914192,10.80855914232,10.80855914232,8.08090576622,8.01430265412,9.799839582291,7.124225964791,7.17183730072
"t128",5.457335890068,4.4295920014,1.9338109189,1.4895555734,0.897026426,0.3030852044,0,1.2266826171,2.8882727403,2.8882727403,3.6042544267,3.15405272317,3.2245247148,3.9722190185,3.543903477,4.9180386897,4.4050154087,3.82364748279,6.62618114035,6.62618114035,6.626181140334,6.626181140334,6.62618114029,6.62618114029,5.64903874899,6.61777383799,6.62618114029,6.62618114017,6.62618114017,6.37785613159,4.30761287629,4.038746904657,4.052589148,5.63031113919,6.62618113989,4.40351741493,6.012408790928,5.428391012628,6.389449354128,4.176175983028,6.059540902838,6.644485519898,6.644485519922,6.644485519922,6.644485519898,6.644485519838,6.644485519858,6.644485519858,6.644485519938,6.644485519938,6.644485519946,6.644485519946,6.629535329146,6.644485520046,6.644485519946,6.644485519946,6.644485519938,5.856128255638,6.644485520138,5.108493944728,6.644485519938,6.644485519918,6.644485519918,6.644485519818,6.644485519818,6.327144975338,6.523787723438,6.305905750138,4.302258717238,6.049921313038,9.334198111038,8.953442862578,9.646798090978,9.646798090978,9.646798090778,9.025760699278,9.646798090478,9.646798090478,9.646798090478,9.646798090478,9.646798090768,9.646798090768,9.646798090768,9.646798090718,9.024085130418,9.646798090718,9.646798090745,9.646798090745,9.646798090818,9.646798090818,7.471470530238,9.202837532658,9.646798090318,9.646798090318,9.646798090358,9.445359850458,9.646798090458,9.646798089958,9.646798089958,9.646798089958,9.646798090058,8.479644890958,8.488013920958,6.317527463458,9.646798089948,9.646798089948,7.458081860648,6.570233140738,9.646798090678,9.646798090678,9.646798090678,9.646798090698,9.646798090698,9.646798090678,9.646798090638,8.841052089538,9.646798090938,9.646798090248,9.599535018248,8.859082584048,9.646798090348,9.646798090348,9.646798090358,9.646798090358,9.646798090358,9.484075704948,9.646798090648,9.646798089948,9.646798089948,9.646798090348,9.646798090348,9.646798090388,9.646798090388,9.019596502338,9.646798090738,8.097520320338,9.646798090438,9.646798090438,9.595923671338,9.646798090638,9.646798090638,8.278843458538,9.646798090688,9.6467980906834,9.6467980906834,9.646798090438,9.646798090438,9.646798090338,9.646798090538,9.646798090328,8.412221305228,7.614892221838,10.80855914192,10.80855914232,10.80855914232,8.08090576622,8.01430265412,9.799839582291,7.124225964791,7.17183730072
"t83",5.359413872368,4.3316699837,1.8358889012,1.3916335557,1.2266826171,1.2266826171,1.2266826171,0,2.7903507226,2.7903507226,3.506332409,3.05613070547,3.1266026971,3.8742970008,3.4459814593,4.820116672,4.307093391,3.72572546509,6.52825912265,6.52825912265,6.528259122634,6.528259122634,6.52825912259,6.52825912259,5.55111673129,6.51985182029,6.52825912259,6.52825912247,6.52825912247,6.27993411389,4.20969085859,3.940824886957,3.9546671303,5.53238912149,6.52825912219,4.30559539723,5.914486773228,5.330468994928,6.291527336428,4.078253965328,5.961618885138,6.546563502198,6.546563502222,6.546563502222,6.546563502198,6.546563502138,6.546563502158,6.546563502158,6.546563502238,6.546563502238,6.546563502246,6.546563502246,6.531613311446,6.546563502346,6.546563502246,6.546563502246,6.546563502238,5.758206237938,6.546563502438,5.010571927028,6.546563502238,6.546563502218,6.546563502218,6.546563502118,6.546563502118,6.229222957638,6.425865705738,6.207983732438,4.204336699538,5.951999295338,9.236276093338,8.855520844878,9.548876073278,9.548876073278,9.548876073078,8.927838681578,9.548876072778,9.548876072778,9.548876072778,9.548876072778,9.548876073068,9.548876073068,9.548876073068,9.548876073018,8.926163112718,9.548876073018,9.548876073045,9.548876073045,9.548876073118,9.548876073118,7.373548512538,9.104915514958,9.548876072618,9.548876072618,9.548876072658,9.347437832758,9.548876072758,9.548876072258,9.548876072258,9.548876072258,9.548876072358,8.381722873258,8.390091903258,6.219605445758,9.548876072248,9.548876072248,7.360159842948,6.472311123038,9.548876072978,9.548876072978,9.548876072978,9.548876072998,9.548876072998,9.548876072978,9.548876072938,8.743130071838,9.548876073238,9.548876072548,9.501613000548,8.761160566348,9.548876072648,9.548876072648,9.548876072658,9.548876072658,9.548876072658,9.386153687248,9.548876072948,9.548876072248,9.548876072248,9.548876072648,9.548876072648,9.548876072688,9.548876072688,8.921674484638,9.548876073038,7.999598302638,9.548876072738,9.548876072738,9.498001653638,9.548876072938,9.548876072938,8.180921440838,9.548876072988,9.5488760729834,9.5488760729834,9.548876072738,9.548876072738,9.548876072638,9.548876072838,9.548876072628,8.314299287528,7.516970204138,10.71063712422,10.71063712462,10.71063712462,7.98298374852,7.91638063642,9.701917564591,7.026303947091,7.07391528302
"t119",5.457335889768,4.4295920011,1.9642966112,2.7872472209,2.8882727403,2.8882727403,2.8882727403,2.7903507226,0,0.384524706,3.6042544264,3.15405272287,3.2245247145,3.9722190182,3.5439034767,4.9180386894,4.4050154084,3.82364748249,6.62618114005,6.62618114005,6.626181140034,6.626181140034,6.62618113999,6.62618113999,5.64903874869,6.61777383769,6.62618113999,6.62618113987,6.62618113987,6.37785613129,4.30761287599,4.038746904357,4.0525891477,5.63031113889,6.62618113959,4.40351741463,6.012408790628,5.428391012328,6.389449353828,4.176175982728,6.059540902538,6.644485519598,6.644485519622,6.644485519622,6.644485519598,6.644485519538,6.644485519558,6.644485519558,6.644485519638,6.644485519638,6.644485519646,6.644485519646,6.629535328846,6.644485519746,6.644485519646,6.644485519646,6.644485519638,5.856128255338,6.644485519838,5.108493944428,6.644485519638,6.644485519618,6.644485519618,6.644485519518,6.644485519518,6.327144975038,6.523787723138,6.305905749838,4.302258716938,6.049921312738,9.334198110738,8.953442862278,9.646798090678,9.646798090678,9.646798090478,9.025760698978,9.646798090178,9.646798090178,9.646798090178,9.646798090178,9.646798090468,9.646798090468,9.646798090468,9.646798090418,9.024085130118,9.646798090418,9.646798090445,9.646798090445,9.646798090518,9.646798090518,7.471470529938,9.202837532358,9.646798090018,9.646798090018,9.646798090058,9.445359850158,9.646798090158,9.646798089658,9.646798089658,9.646798089658,9.646798089758,8.479644890658,8.488013920658,6.317527463158,9.646798089648,9.646798089648,7.458081860348,6.570233140438,9.646798090378,9.646798090378,9.646798090378,9.646798090398,9.646798090398,9.646798090378,9.646798090338,8.841052089238,9.646798090638,9.646798089948,9.599535017948,8.859082583748,9.646798090048,9.646798090048,9.646798090058,9.646798090058,9.646798090058,9.484075704648,9.646798090348,9.646798089648,9.646798089648,9.646798090048,9.646798090048,9.646798090088,9.646798090088,9.019596502038,9.646798090438,8.097520320038,9.646798090138,9.646798090138,9.595923671038,9.646798090338,9.646798090338,8.278843458238,9.646798090388,9.6467980903834,9.6467980903834,9.646798090138,9.646798090138,9.646798090038,9.646798090238,9.646798090028,8.412221304928,7.614892221538,10.80855914162,10.80855914202,10.80855914202,8.08090576592,8.01430265382,9.799839581991,7.124225964491,7.17183730042
"t120",5.457335889768,4.4295920011,1.9642966112,2.7872472209,2.8882727403,2.8882727403,2.8882727403,2.7903507226,0.384524706,0,3.6042544264,3.15405272287,3.2245247145,3.9722190182,3.5439034767,4.9180386894,4.4050154084,3.82364748249,6.62618114005,6.62618114005,6.626181140034,6.626181140034,6.62618113999,6.62618113999,5.64903874869,6.61777383769,6.62618113999,6.62618113987,6.62618113987,6.37785613129,4.30761287599,4.038746904357,4.0525891477,5.63031113889,6.62618113959,4.40351741463,6.012408790628,5.428391012328,6.389449353828,4.176175982728,6.059540902538,6.644485519598,6.644485519622,6.644485519622,6.644485519598,6.644485519538,6.644485519558,6.644485519558,6.644485519638,6.644485519638,6.644485519646,6.644485519646,6.629535328846,6.644485519746,6.644485519646,6.644485519646,6.644485519638,5.856128255338,6.644485519838,5.108493944428,6.644485519638,6.644485519618,6.644485519618,6.644485519518,6.644485519518,6.327144975038,6.523787723138,6.305905749838,4.302258716938,6.049921312738,9.334198110738,8.953442862278,9.646798090678,9.646798090678,9.646798090478,9.025760698978,9.646798090178,9.646798090178,9.646798090178,9.646798090178,9.646798090468,9.646798090468,9.646798090468,9.646798090418,9.024085130118,9.646798090418,9.646798090445,9.646798090445,9.646798090518,9.646798090518,7.471470529938,9.202837532358,9.646798090018,9.646798090018,9.646798090058,9.445359850158,9.646798090158,9.646798089658,9.646798089658,9.646798089658,9.646798089758,8.479644890658,8.488013920658,6.317527463158,9.646798089648,9.646798089648,7.458081860348,6.570233140438,9.646798090378,9.646798090378,9.646798090378,9.646798090398,9.646798090398,9.646798090378,9.646798090338,8.841052089238,9.646798090638,9.646798089948,9.599535017948,8.859082583748,9.646798090048,9.646798090048,9.646798090058,9.646798090058,9.646798090058,9.484075704648,9.646798090348,9.646798089648,9.646798089648,9.646798090048,9.646798090048,9.646798090088,9.646798090088,9.019596502038,9.646798090438,8.097520320038,9.646798090138,9.646798090138,9.595923671038,9.646798090338,9.646798090338,8.278843458238,9.646798090388,9.6467980903834,9.6467980903834,9.646798090138,9.646798090138,9.646798090038,9.646798090238,9.646798090028,8.412221304928,7.614892221538,10.80855914162,10.80855914202,10.80855914202,8.08090576592,8.01430265382,9.799839581991,7.124225964491,7.17183730042
