"accepted_species","sorted"
"t16",1.27334827766829
"t83",NA
"t84",1.04313236880621
"t22",0.250791099711473
"t17",-0.0147482160177931
"t18",1.5880250331629
"t77",-1.41878255154646
"t78",-1.16699362033651
"t20",-0.68225762190916
"t66",-1.51094482882554
"t67",-1.87502088417079
"t54",-1.24709353472457
"t55",-1.23748019567689
"t50",-1.71074913864389
"t51",-1.36506326644914
"t8",-0.690013132631022
"t6",-1.04778706928646
"t62",-0.354611040968578
"t63",-0.270467215801081
"t29",-0.882772327753785
"t30",-0.654227691514963
"t1",0.21186158822829
"t42",NA
"t75",-0.390753965719458
"t76",NA
"t21",-2.07992275741512
"t13",-1.25120978062104
"t59",-1.17025133824874
"t60",NA
"t73",-2.02908532412389
"t74",-1.79090645543489
"t40",-1.84409831294447
"t41",-1.10405584684799
"t2",NA
"t5",0.873451896087106
"t9",0.798304262448776
"t61",1.32610647093368
"t70",0.820914004053955
"t71",1.03201648872541
"t48",0.535032123144192
"t49",0.480445056836448
"t81",0.664170963072574
"t82",0.451906033332695
"t23",1.00692635388644
"t72",0.655493455309083
"t95",0.61599764317705
"t96",0.544673696338895
"t56",1.22648332190513
"t24",0.674434737042166
"t25",1.46071270547004
"t87",-0.604102999011335
"t88",-0.753575290368986
"t10",-0.530278949220454
"t52",-1.07223631567606
"t53",-1.19883738735301
"t85",-0.315062198174752
"t86",-0.440988014859445
"t93",0.591037051388792
"t94",0.618978134041916
"t45",0.955069467243734
"t46",0.683550174194076
"t19",-0.285888838766984
"t57",1.91158788551043
"t58",2.25972650481151
"t11",0.926328991357624
"t28",-0.0253433128052392
"t34",NA
"t35",0.440404056695366
"t68",NA
"t69",NA
"t32",1.38864833144182
"t33",NA
"t47",0.938724308926715
"t79",0.123378506318741
"t80",0.430771426597395
"t14",0.347376767202602
"t38",0.986353727210805
"t39",1.49358949261859
"t15",1.64260804066532
"t64",0.381713688314185
"t65",0.866866755600578
"t36",-0.168342751907953
"t31",NA
"t12",0.10048175383641
"t7",0.841629215778962
"t97",-0.230721532860994
"t98",-0.294726121488383
"t91",0.263697733452557
"t92",0.296779345492172
"t37",-0.22969038690224
"t3",0.769914385682483
"t4",-1.25582291509522
"t99",-0.101494237898527
"t100",-0.185067357898588
"t43",-0.265593711537364
"t44",-0.717821226721522
"t89",1.40163119940825
"t90",1.23588519870474
"t26",-1.28889703216156
"t27",-0.804388513051848
