accepted_species,estimate
t86,0.00055983744
t39,0.9957988
t123,1.0109833
t98,0.4565397
t125,0.6558501
t29,0.518249
t120,-0.2256738
t23,1.0700063
t8,-1.1602854
t108,-0.07343864
t15,0.9043463
t26,0.5793701
t68,-0.92579395
t53,-0.13362014
