"","t3","t12","t60","t70","t81","t82","t85","t86","t102","t103","t71","t72","t38","t4","t8","t100","t114","t115","t40","t31","t11","t80","t83","t84","t128","t129","t124","t125","t69","t1","t2","t55","t56","t108","t109","t106","t107","t49","t50","t92","t93","t78","t79","t63","t64","t42","t43","t5","t30","t58","t59","t57","t18","t65","t66","t37","t87","t88","t110","t111","t73","t26","t23","t27","t74","t75","t61","t62","t41","t98","t99","t94","t95","t7","t104","t105","t90","t91","t39","t20","t35","t118","t119","t89","t51","t52","t112","t113","t24","t25","t13","t15","t19","t45","t46","t36","t6","t32","t33","t122","t123","t53","t54","t67","t68","t126","t127","t44","t47","t48","t28","t29","t96","t97","t120","t121","t101","t22","t34","t116","t117","t76","t77","t21","t16","t17","t14","t10","t9"
"t3",0,1.25975661054,3.07087783724,3.07087783729,3.07087783724,3.07087783724,3.07087783724,3.07087783724,3.07087783734,2.96816140461,3.0708778371,3.0708778371,3.0708778371,0.5189369494,4.2715150372,4.2715150376,4.27151503758,4.27151503758,4.2715150375,4.2715150372,3.215933878,4.2715150375,4.27151503752,4.27151503752,4.271515037505,4.271515037505,4.271515037447,4.271515037447,4.2715150375,1.5681745676,3.36612393325,6.63953722259,6.53624817669,6.639537222473,6.639537222473,6.639537222573,6.639537222573,6.639537222673,6.639537222673,6.63953722259,6.63953722259,6.63953722269,6.63953722269,6.63953722255,6.63953722255,6.63953722255,6.63953722255,4.66165434499,6.63953722249,6.40160940207,6.63953722277,6.63953722269,6.63953722259,6.51001263589,6.63953722269,6.11824785809,6.44720461198,6.63953722279,6.63953722286,6.63953722286,6.63953722279,5.83812523269,5.37756869919,5.65792663029,6.63953722269,6.63953722269,6.63953722272,6.63953722272,6.63953722269,6.63953722259,6.63953722259,6.63953722259,6.63953722259,4.2607237911,6.639537223,6.639537223,6.6395372228,6.6395372228,6.4837209375,6.63953722303,6.07396367593,6.63953722291,6.63953722291,6.63953722293,6.101032330066,6.639537222846,6.639537222846,6.639537222846,6.6395372229,5.6337595393,6.6395372227,6.63953722253,6.63953722293,6.63953722263,6.63953722263,5.93616223263,4.0870852138,6.6395372225,6.6395372225,6.6395372229,6.6395372229,6.6395372224,6.6395372224,6.639537222469,6.639537222469,6.639537222408,6.639537222408,6.6395372225,6.20981039948,6.63953722248,6.6395372223,6.6395372223,6.6395372226,6.6395372226,6.63953722256,6.63953722256,6.53803822651,5.6454515839,6.63953722289,6.63953722257,6.63953722257,6.63953722259,6.63953722259,5.28631041355,6.639537222753,6.639537222753,6.63162683134,6.63953722224,4.75274248059
"t12",1.25975661054,0,2.0410956453,2.04109564535,2.0410956453,2.0410956453,2.0410956453,2.0410956453,2.0410956454,1.93837921267,2.12573162444,2.12573162444,2.12573162444,1.39472175054,5.40386012794,5.40386012834,5.40386012832,5.40386012832,5.40386012824,5.40386012794,4.34827896874,5.40386012824,5.40386012826,5.40386012826,5.403860128245,5.403860128245,5.403860128187,5.403860128187,5.40386012824,2.70051965834,4.49846902399,7.77188231333,7.66859326743,7.771882313213,7.771882313213,7.771882313313,7.771882313313,7.771882313413,7.771882313413,7.77188231333,7.77188231333,7.77188231343,7.77188231343,7.77188231329,7.77188231329,7.77188231329,7.77188231329,5.79399943573,7.77188231323,7.53395449281,7.77188231351,7.77188231343,7.77188231333,7.64235772663,7.77188231343,7.25059294883,7.57954970272,7.77188231353,7.7718823136,7.7718823136,7.77188231353,6.97047032343,6.50991378993,6.79027172103,7.77188231343,7.77188231343,7.77188231346,7.77188231346,7.77188231343,7.77188231333,7.77188231333,7.77188231333,7.77188231333,5.39306888184,7.77188231374,7.77188231374,7.77188231354,7.77188231354,7.61606602824,7.77188231377,7.20630876667,7.77188231365,7.77188231365,7.77188231367,7.233377420806,7.771882313586,7.771882313586,7.771882313586,7.77188231364,6.76610463004,7.77188231344,7.77188231327,7.77188231367,7.77188231337,7.77188231337,7.06850732337,5.21943030454,7.77188231324,7.77188231324,7.77188231364,7.77188231364,7.77188231314,7.77188231314,7.771882313209,7.771882313209,7.771882313148,7.771882313148,7.77188231324,7.34215549022,7.77188231322,7.77188231304,7.77188231304,7.77188231334,7.77188231334,7.7718823133,7.7718823133,7.67038331725,6.77779667464,7.77188231363,7.77188231331,7.77188231331,7.77188231333,7.77188231333,6.41865550429,7.771882313493,7.771882313493,7.76397192208,7.77188231298,5.88508757133
"t60",3.07087783724,2.0410956453,0,0.91492008685,0.9149200868,0.9149200868,0.9149200868,0.9149200868,1.8123573801,1.70964094737,3.93685285114,3.93685285114,3.93685285114,3.20584297724,7.21498135464,7.21498135504,7.21498135502,7.21498135502,7.21498135494,7.21498135464,6.15940019544,7.21498135494,7.21498135496,7.21498135496,7.214981354945,7.214981354945,7.214981354887,7.214981354887,7.21498135494,4.51164088504,6.30959025069,9.58300354003,9.47971449413,9.583003539913,9.583003539913,9.583003540013,9.583003540013,9.583003540113,9.583003540113,9.58300354003,9.58300354003,9.58300354013,9.58300354013,9.58300353999,9.58300353999,9.58300353999,9.58300353999,7.60512066243,9.58300353993,9.34507571951,9.58300354021,9.58300354013,9.58300354003,9.45347895333,9.58300354013,9.06171417553,9.39067092942,9.58300354023,9.5830035403,9.5830035403,9.58300354023,8.78159155013,8.32103501663,8.60139294773,9.58300354013,9.58300354013,9.58300354016,9.58300354016,9.58300354013,9.58300354003,9.58300354003,9.58300354003,9.58300354003,7.20419010854,9.58300354044,9.58300354044,9.58300354024,9.58300354024,9.42718725494,9.58300354047,9.01742999337,9.58300354035,9.58300354035,9.58300354037,9.044498647506,9.583003540286,9.583003540286,9.583003540286,9.58300354034,8.57722585674,9.58300354014,9.58300353997,9.58300354037,9.58300354007,9.58300354007,8.87962855007,7.03055153124,9.58300353994,9.58300353994,9.58300354034,9.58300354034,9.58300353984,9.58300353984,9.583003539909,9.583003539909,9.583003539848,9.583003539848,9.58300353994,9.15327671692,9.58300353992,9.58300353974,9.58300353974,9.58300354004,9.58300354004,9.58300354,9.58300354,9.48150454395,8.58891790134,9.58300354033,9.58300354001,9.58300354001,9.58300354003,9.58300354003,8.22977673099,9.583003540193,9.583003540193,9.57509314878,9.58300353968,7.69620879803
"t70",3.07087783729,2.04109564535,0.91492008685,0,0.74382281655,0.74382281655,0.74382281655,0.74382281655,1.81235738015,1.70964094742,3.93685285119,3.93685285119,3.93685285119,3.20584297729,7.21498135469,7.21498135509,7.21498135507,7.21498135507,7.21498135499,7.21498135469,6.15940019549,7.21498135499,7.21498135501,7.21498135501,7.214981354995,7.214981354995,7.214981354937,7.214981354937,7.21498135499,4.51164088509,6.30959025074,9.58300354008,9.47971449418,9.583003539963,9.583003539963,9.583003540063,9.583003540063,9.583003540163,9.583003540163,9.58300354008,9.58300354008,9.58300354018,9.58300354018,9.58300354004,9.58300354004,9.58300354004,9.58300354004,7.60512066248,9.58300353998,9.34507571956,9.58300354026,9.58300354018,9.58300354008,9.45347895338,9.58300354018,9.06171417558,9.39067092947,9.58300354028,9.58300354035,9.58300354035,9.58300354028,8.78159155018,8.32103501668,8.60139294778,9.58300354018,9.58300354018,9.58300354021,9.58300354021,9.58300354018,9.58300354008,9.58300354008,9.58300354008,9.58300354008,7.20419010859,9.58300354049,9.58300354049,9.58300354029,9.58300354029,9.42718725499,9.58300354052,9.01742999342,9.5830035404,9.5830035404,9.58300354042,9.044498647556,9.583003540336,9.583003540336,9.583003540336,9.58300354039,8.57722585679,9.58300354019,9.58300354002,9.58300354042,9.58300354012,9.58300354012,8.87962855012,7.03055153129,9.58300353999,9.58300353999,9.58300354039,9.58300354039,9.58300353989,9.58300353989,9.583003539959,9.583003539959,9.583003539898,9.583003539898,9.58300353999,9.15327671697,9.58300353997,9.58300353979,9.58300353979,9.58300354009,9.58300354009,9.58300354005,9.58300354005,9.481504544,8.58891790139,9.58300354038,9.58300354006,9.58300354006,9.58300354008,9.58300354008,8.22977673104,9.583003540243,9.583003540243,9.57509314883,9.58300353973,7.69620879808
"t81",3.07087783724,2.0410956453,0.9149200868,0.74382281655,0,0.4857354276,0.6574941412,0.6574941412,1.8123573801,1.70964094737,3.93685285114,3.93685285114,3.93685285114,3.20584297724,7.21498135464,7.21498135504,7.21498135502,7.21498135502,7.21498135494,7.21498135464,6.15940019544,7.21498135494,7.21498135496,7.21498135496,7.214981354945,7.214981354945,7.214981354887,7.214981354887,7.21498135494,4.51164088504,6.30959025069,9.58300354003,9.47971449413,9.583003539913,9.583003539913,9.583003540013,9.583003540013,9.583003540113,9.583003540113,9.58300354003,9.58300354003,9.58300354013,9.58300354013,9.58300353999,9.58300353999,9.58300353999,9.58300353999,7.60512066243,9.58300353993,9.34507571951,9.58300354021,9.58300354013,9.58300354003,9.45347895333,9.58300354013,9.06171417553,9.39067092942,9.58300354023,9.5830035403,9.5830035403,9.58300354023,8.78159155013,8.32103501663,8.60139294773,9.58300354013,9.58300354013,9.58300354016,9.58300354016,9.58300354013,9.58300354003,9.58300354003,9.58300354003,9.58300354003,7.20419010854,9.58300354044,9.58300354044,9.58300354024,9.58300354024,9.42718725494,9.58300354047,9.01742999337,9.58300354035,9.58300354035,9.58300354037,9.044498647506,9.583003540286,9.583003540286,9.583003540286,9.58300354034,8.57722585674,9.58300354014,9.58300353997,9.58300354037,9.58300354007,9.58300354007,8.87962855007,7.03055153124,9.58300353994,9.58300353994,9.58300354034,9.58300354034,9.58300353984,9.58300353984,9.583003539909,9.583003539909,9.583003539848,9.583003539848,9.58300353994,9.15327671692,9.58300353992,9.58300353974,9.58300353974,9.58300354004,9.58300354004,9.58300354,9.58300354,9.48150454395,8.58891790134,9.58300354033,9.58300354001,9.58300354001,9.58300354003,9.58300354003,8.22977673099,9.583003540193,9.583003540193,9.57509314878,9.58300353968,7.69620879803
"t82",3.07087783724,2.0410956453,0.9149200868,0.74382281655,0.4857354276,0,0.6574941412,0.6574941412,1.8123573801,1.70964094737,3.93685285114,3.93685285114,3.93685285114,3.20584297724,7.21498135464,7.21498135504,7.21498135502,7.21498135502,7.21498135494,7.21498135464,6.15940019544,7.21498135494,7.21498135496,7.21498135496,7.214981354945,7.214981354945,7.214981354887,7.214981354887,7.21498135494,4.51164088504,6.30959025069,9.58300354003,9.47971449413,9.583003539913,9.583003539913,9.583003540013,9.583003540013,9.583003540113,9.583003540113,9.58300354003,9.58300354003,9.58300354013,9.58300354013,9.58300353999,9.58300353999,9.58300353999,9.58300353999,7.60512066243,9.58300353993,9.34507571951,9.58300354021,9.58300354013,9.58300354003,9.45347895333,9.58300354013,9.06171417553,9.39067092942,9.58300354023,9.5830035403,9.5830035403,9.58300354023,8.78159155013,8.32103501663,8.60139294773,9.58300354013,9.58300354013,9.58300354016,9.58300354016,9.58300354013,9.58300354003,9.58300354003,9.58300354003,9.58300354003,7.20419010854,9.58300354044,9.58300354044,9.58300354024,9.58300354024,9.42718725494,9.58300354047,9.01742999337,9.58300354035,9.58300354035,9.58300354037,9.044498647506,9.583003540286,9.583003540286,9.583003540286,9.58300354034,8.57722585674,9.58300354014,9.58300353997,9.58300354037,9.58300354007,9.58300354007,8.87962855007,7.03055153124,9.58300353994,9.58300353994,9.58300354034,9.58300354034,9.58300353984,9.58300353984,9.583003539909,9.583003539909,9.583003539848,9.583003539848,9.58300353994,9.15327671692,9.58300353992,9.58300353974,9.58300353974,9.58300354004,9.58300354004,9.58300354,9.58300354,9.48150454395,8.58891790134,9.58300354033,9.58300354001,9.58300354001,9.58300354003,9.58300354003,8.22977673099,9.583003540193,9.583003540193,9.57509314878,9.58300353968,7.69620879803
"t85",3.07087783724,2.0410956453,0.9149200868,0.74382281655,0.6574941412,0.6574941412,0,0.4247659556,1.8123573801,1.70964094737,3.93685285114,3.93685285114,3.93685285114,3.20584297724,7.21498135464,7.21498135504,7.21498135502,7.21498135502,7.21498135494,7.21498135464,6.15940019544,7.21498135494,7.21498135496,7.21498135496,7.214981354945,7.214981354945,7.214981354887,7.214981354887,7.21498135494,4.51164088504,6.30959025069,9.58300354003,9.47971449413,9.583003539913,9.583003539913,9.583003540013,9.583003540013,9.583003540113,9.583003540113,9.58300354003,9.58300354003,9.58300354013,9.58300354013,9.58300353999,9.58300353999,9.58300353999,9.58300353999,7.60512066243,9.58300353993,9.34507571951,9.58300354021,9.58300354013,9.58300354003,9.45347895333,9.58300354013,9.06171417553,9.39067092942,9.58300354023,9.5830035403,9.5830035403,9.58300354023,8.78159155013,8.32103501663,8.60139294773,9.58300354013,9.58300354013,9.58300354016,9.58300354016,9.58300354013,9.58300354003,9.58300354003,9.58300354003,9.58300354003,7.20419010854,9.58300354044,9.58300354044,9.58300354024,9.58300354024,9.42718725494,9.58300354047,9.01742999337,9.58300354035,9.58300354035,9.58300354037,9.044498647506,9.583003540286,9.583003540286,9.583003540286,9.58300354034,8.57722585674,9.58300354014,9.58300353997,9.58300354037,9.58300354007,9.58300354007,8.87962855007,7.03055153124,9.58300353994,9.58300353994,9.58300354034,9.58300354034,9.58300353984,9.58300353984,9.583003539909,9.583003539909,9.583003539848,9.583003539848,9.58300353994,9.15327671692,9.58300353992,9.58300353974,9.58300353974,9.58300354004,9.58300354004,9.58300354,9.58300354,9.48150454395,8.58891790134,9.58300354033,9.58300354001,9.58300354001,9.58300354003,9.58300354003,8.22977673099,9.583003540193,9.583003540193,9.57509314878,9.58300353968,7.69620879803
"t86",3.07087783724,2.0410956453,0.9149200868,0.74382281655,0.6574941412,0.6574941412,0.4247659556,0,1.8123573801,1.70964094737,3.93685285114,3.93685285114,3.93685285114,3.20584297724,7.21498135464,7.21498135504,7.21498135502,7.21498135502,7.21498135494,7.21498135464,6.15940019544,7.21498135494,7.21498135496,7.21498135496,7.214981354945,7.214981354945,7.214981354887,7.214981354887,7.21498135494,4.51164088504,6.30959025069,9.58300354003,9.47971449413,9.583003539913,9.583003539913,9.583003540013,9.583003540013,9.583003540113,9.583003540113,9.58300354003,9.58300354003,9.58300354013,9.58300354013,9.58300353999,9.58300353999,9.58300353999,9.58300353999,7.60512066243,9.58300353993,9.34507571951,9.58300354021,9.58300354013,9.58300354003,9.45347895333,9.58300354013,9.06171417553,9.39067092942,9.58300354023,9.5830035403,9.5830035403,9.58300354023,8.78159155013,8.32103501663,8.60139294773,9.58300354013,9.58300354013,9.58300354016,9.58300354016,9.58300354013,9.58300354003,9.58300354003,9.58300354003,9.58300354003,7.20419010854,9.58300354044,9.58300354044,9.58300354024,9.58300354024,9.42718725494,9.58300354047,9.01742999337,9.58300354035,9.58300354035,9.58300354037,9.044498647506,9.583003540286,9.583003540286,9.583003540286,9.58300354034,8.57722585674,9.58300354014,9.58300353997,9.58300354037,9.58300354007,9.58300354007,8.87962855007,7.03055153124,9.58300353994,9.58300353994,9.58300354034,9.58300354034,9.58300353984,9.58300353984,9.583003539909,9.583003539909,9.583003539848,9.583003539848,9.58300353994,9.15327671692,9.58300353992,9.58300353974,9.58300353974,9.58300354004,9.58300354004,9.58300354,9.58300354,9.48150454395,8.58891790134,9.58300354033,9.58300354001,9.58300354001,9.58300354003,9.58300354003,8.22977673099,9.583003540193,9.583003540193,9.57509314878,9.58300353968,7.69620879803
"t102",3.07087783734,2.0410956454,1.8123573801,1.81235738015,1.8123573801,1.8123573801,1.8123573801,1.8123573801,0,0.15553495427,3.93685285124,3.93685285124,3.93685285124,3.20584297734,7.21498135474,7.21498135514,7.21498135512,7.21498135512,7.21498135504,7.21498135474,6.15940019554,7.21498135504,7.21498135506,7.21498135506,7.214981355045,7.214981355045,7.214981354987,7.214981354987,7.21498135504,4.51164088514,6.30959025079,9.58300354013,9.47971449423,9.583003540013,9.583003540013,9.583003540113,9.583003540113,9.583003540213,9.583003540213,9.58300354013,9.58300354013,9.58300354023,9.58300354023,9.58300354009,9.58300354009,9.58300354009,9.58300354009,7.60512066253,9.58300354003,9.34507571961,9.58300354031,9.58300354023,9.58300354013,9.45347895343,9.58300354023,9.06171417563,9.39067092952,9.58300354033,9.5830035404,9.5830035404,9.58300354033,8.78159155023,8.32103501673,8.60139294783,9.58300354023,9.58300354023,9.58300354026,9.58300354026,9.58300354023,9.58300354013,9.58300354013,9.58300354013,9.58300354013,7.20419010864,9.58300354054,9.58300354054,9.58300354034,9.58300354034,9.42718725504,9.58300354057,9.01742999347,9.58300354045,9.58300354045,9.58300354047,9.044498647606,9.583003540386,9.583003540386,9.583003540386,9.58300354044,8.57722585684,9.58300354024,9.58300354007,9.58300354047,9.58300354017,9.58300354017,8.87962855017,7.03055153134,9.58300354004,9.58300354004,9.58300354044,9.58300354044,9.58300353994,9.58300353994,9.583003540009,9.583003540009,9.583003539948,9.583003539948,9.58300354004,9.15327671702,9.58300354002,9.58300353984,9.58300353984,9.58300354014,9.58300354014,9.5830035401,9.5830035401,9.48150454405,8.58891790144,9.58300354043,9.58300354011,9.58300354011,9.58300354013,9.58300354013,8.22977673109,9.583003540293,9.583003540293,9.57509314888,9.58300353978,7.69620879813
"t103",2.96816140461,1.93837921267,1.70964094737,1.70964094742,1.70964094737,1.70964094737,1.70964094737,1.70964094737,0.15553495427,0,3.83413641851,3.83413641851,3.83413641851,3.10312654461,7.11226492201,7.11226492241,7.11226492239,7.11226492239,7.11226492231,7.11226492201,6.05668376281,7.11226492231,7.11226492233,7.11226492233,7.112264922315,7.112264922315,7.112264922257,7.112264922257,7.11226492231,4.40892445241,6.20687381806,9.4802871074,9.3769980615,9.480287107283,9.480287107283,9.480287107383,9.480287107383,9.480287107483,9.480287107483,9.4802871074,9.4802871074,9.4802871075,9.4802871075,9.48028710736,9.48028710736,9.48028710736,9.48028710736,7.5024042298,9.4802871073,9.24235928688,9.48028710758,9.4802871075,9.4802871074,9.3507625207,9.4802871075,8.9589977429,9.28795449679,9.4802871076,9.48028710767,9.48028710767,9.4802871076,8.6788751175,8.218318584,8.4986765151,9.4802871075,9.4802871075,9.48028710753,9.48028710753,9.4802871075,9.4802871074,9.4802871074,9.4802871074,9.4802871074,7.10147367591,9.48028710781,9.48028710781,9.48028710761,9.48028710761,9.32447082231,9.48028710784,8.91471356074,9.48028710772,9.48028710772,9.48028710774,8.941782214876,9.480287107656,9.480287107656,9.480287107656,9.48028710771,8.47450942411,9.48028710751,9.48028710734,9.48028710774,9.48028710744,9.48028710744,8.77691211744,6.92783509861,9.48028710731,9.48028710731,9.48028710771,9.48028710771,9.48028710721,9.48028710721,9.480287107279,9.480287107279,9.480287107218,9.480287107218,9.48028710731,9.05056028429,9.48028710729,9.48028710711,9.48028710711,9.48028710741,9.48028710741,9.48028710737,9.48028710737,9.37878811132,8.48620146871,9.4802871077,9.48028710738,9.48028710738,9.4802871074,9.4802871074,8.12706029836,9.480287107563,9.480287107563,9.47237671615,9.48028710705,7.5934923654
