"","t2","t4","t5","t6","t7","t102","t103","t55","t106","t107","t61","t75","t76","t46","t94","t97","t98","t113","t114","t67","t68","t100","t101","t45","t39","t88","t89","t143","t144","t47","t22","t12","t24","t25","t8","t23","t32","t133","t134","t14","t19","t20","t15","t16","t120","t145","t146","t35","t48","t137","t138","t111","t112","t57","t58","t49","t56","t105","t121","t122","t27","t77","t78","t26","t95","t125","t126","t104","t131","t132","t69","t70","t92","t93","t117","t118","t96","t42","t21","t13","t9","t3","t1","t17","t127","t128","t62","t115","t116","t44","t63","t64","t37","t38","t30","t79","t80","t81","t139","t140","t74","t34","t82","t91","t119","t129","t130","t90","t87","t86","t36","t31","t52","t83","t108","t109","t110","t28","t29","t11","t18","t59","t60","t40","t10","t50","t51","t33","t84","t85","t43","t53","t54","t72","t73","t71","t41","t65","t66","t141","t142","t99","t135","t136","t123","t124"
"t2",0,2.6755622455,2.7051230634,3.65510840083,2.56181455023,6.35733538392,6.35733538392,6.35733538389,6.35733538388,6.35733538388,6.35733538388,6.35733538392,6.20992282922,6.35733538372,6.35733538392,6.35733538386,6.35733538386,6.35733538392,6.35733538392,6.3573353839,6.185216365,6.3573353839,6.3573353839,6.0070254432,5.3351076094,6.35733538391,6.35733538391,6.3573353839,6.3573353839,5.32460872601,4.66016529781,5.53708210391,4.63894854661,6.35733538391,3.15681281311,6.35733538365,6.35733538325,6.35733538346,6.35733538346,5.06476405285,5.46616996599,4.59360590389,6.20852955859,4.09686388589,6.35733538381,6.357335383746,6.357335383746,6.35733538411,5.36509432127,6.35733538376,6.35733538376,6.35733538378,6.35733538378,6.35733538376,6.35733538376,6.35733538371,6.35733538361,6.35733538371,6.35733538361,6.35733538361,4.72208618613,6.2631524954,6.3573353835,5.3656474548,6.35733538354,6.30887255353,6.35733538354,6.35733538353,6.35733538355,6.35733538355,6.35733538351,6.35733538351,6.12344931761,6.35733538351,6.35733538361,6.35733538361,6.35733538361,6.35733538311,6.35733538361,3.40082600895,3.21472597111,2.21977084001,2.9315672937,5.6171223613,6.98505182276,6.98505182276,6.42344937313,6.98505182283,6.98505182283,6.98505182243,6.9850518228,6.9850518228,5.9860538577,5.9633950632,5.9088675406,6.9850518228,6.9850518228,6.98505182275,6.98505182275,6.98505182275,6.9850518228,6.98505182271,6.98505182286,6.98505182285,6.98505182285,6.98505182282,6.98505182282,6.9850518228,6.98505182277,6.98505182282,6.98505182266,6.985051823,6.9850518229,6.9850518229,6.9850518229,6.9850518229123,6.7999419932523,5.8408432862,5.5865322886,4.2542146444,5.6081210984,6.3730087155,6.9850518231,6.9850518234,4.1089221463,6.86421868052,6.98505182302,6.98505182302,6.985051823,6.985051823,6.40803342281,6.28677403923,6.98505182311,6.98505182311,6.98505182311,6.98505182308,6.33583821288,6.98505182302,6.62224013722,6.98505182294,6.98505182294,6.98505182294,6.98505182295,6.98505182295,6.98505182294,6.98505182294
"t4",2.6755622455,0,1.1803984543,2.53535212353,1.44205827293,5.23757910662,5.23757910662,5.23757910659,5.23757910658,5.23757910658,5.23757910658,5.23757910662,5.09016655192,5.23757910642,5.23757910662,5.23757910656,5.23757910656,5.23757910662,5.23757910662,5.2375791066,5.0654600877,5.2375791066,5.2375791066,4.8872691659,4.2153513321,5.48020674561,5.48020674561,5.4802067456,5.4802067456,4.44748008771,3.78303665951,4.65995346561,3.76181990831,5.48020674561,2.27968417481,5.48020674535,5.48020674495,5.48020674516,5.48020674516,4.18763541455,4.58904132769,3.71647726559,5.33140092029,3.21973524759,5.48020674551,5.480206745446,5.480206745446,5.48020674581,4.48796568297,5.48020674546,5.48020674546,5.48020674548,5.48020674548,5.48020674546,5.48020674546,5.48020674541,5.48020674531,5.48020674541,5.48020674531,5.48020674531,3.84495754783,5.3860238571,5.4802067452,4.4885188165,5.48020674524,5.43174391523,5.48020674524,5.48020674523,5.48020674525,5.48020674525,5.48020674521,5.48020674521,5.24632067931,5.48020674521,5.48020674531,5.48020674531,5.48020674531,5.48020674481,5.48020674531,2.52369737065,2.33759733281,1.34264220171,4.1118696474,6.797424715,8.16535417646,8.16535417646,7.60375172683,8.16535417653,8.16535417653,8.16535417613,8.1653541765,8.1653541765,7.1663562114,7.1436974169,7.0891698943,8.1653541765,8.1653541765,8.16535417645,8.16535417645,8.16535417645,8.1653541765,8.16535417641,8.16535417656,8.16535417655,8.16535417655,8.16535417652,8.16535417652,8.1653541765,8.16535417647,8.16535417652,8.16535417636,8.1653541767,8.1653541766,8.1653541766,8.1653541766,8.1653541766123,7.9802443469523,7.0211456399,6.7668346423,5.4345169981,6.7884234521,7.5533110692,8.1653541768,8.1653541771,5.2892245,8.04452103422,8.16535417672,8.16535417672,8.1653541767,8.1653541767,7.58833577651,7.46707639293,8.16535417681,8.16535417681,8.16535417681,8.16535417678,7.51614056658,8.16535417672,7.80254249092,8.16535417664,8.16535417664,8.16535417664,8.16535417665,8.16535417665,8.16535417664,8.16535417664
"t5",2.7051230634,1.1803984543,0,2.56491294143,1.47161909083,5.26713992452,5.26713992452,5.26713992449,5.26713992448,5.26713992448,5.26713992448,5.26713992452,5.11972736982,5.26713992432,5.26713992452,5.26713992446,5.26713992446,5.26713992452,5.26713992452,5.2671399245,5.0950209056,5.2671399245,5.2671399245,4.9168299838,4.24491215,5.50976756351,5.50976756351,5.5097675635,5.5097675635,4.47704090561,3.81259747741,4.68951428351,3.79138072621,5.50976756351,2.30924499271,5.50976756325,5.50976756285,5.50976756306,5.50976756306,4.21719623245,4.61860214559,3.74603808349,5.36096173819,3.24929606549,5.50976756341,5.509767563346,5.509767563346,5.50976756371,4.51752650087,5.50976756336,5.50976756336,5.50976756338,5.50976756338,5.50976756336,5.50976756336,5.50976756331,5.50976756321,5.50976756331,5.50976756321,5.50976756321,3.87451836573,5.415584675,5.5097675631,4.5180796344,5.50976756314,5.46130473313,5.50976756314,5.50976756313,5.50976756315,5.50976756315,5.50976756311,5.50976756311,5.27588149721,5.50976756311,5.50976756321,5.50976756321,5.50976756321,5.50976756271,5.50976756321,2.55325818855,2.36715815071,1.37220301961,4.1414304653,6.8269855329,8.19491499436,8.19491499436,7.63331254473,8.19491499443,8.19491499443,8.19491499403,8.1949149944,8.1949149944,7.1959170293,7.1732582348,7.1187307122,8.1949149944,8.1949149944,8.19491499435,8.19491499435,8.19491499435,8.1949149944,8.19491499431,8.19491499446,8.19491499445,8.19491499445,8.19491499442,8.19491499442,8.1949149944,8.19491499437,8.19491499442,8.19491499426,8.1949149946,8.1949149945,8.1949149945,8.1949149945,8.1949149945123,8.0098051648523,7.0507064578,6.7963954602,5.464077816,6.81798427,7.5828718871,8.1949149947,8.194914995,5.3187853179,8.07408185212,8.19491499462,8.19491499462,8.1949149946,8.1949149946,7.61789659441,7.49663721083,8.19491499471,8.19491499471,8.19491499471,8.19491499468,7.54570138448,8.19491499462,7.83210330882,8.19491499454,8.19491499454,8.19491499454,8.19491499455,8.19491499455,8.19491499454,8.19491499454
"t6",3.65510840083,2.53535212353,2.56491294143,0,1.9967074334,5.90847815495,5.90847815495,5.90847815492,5.90847815491,5.90847815491,5.90847815491,5.90847815495,5.76106560025,5.90847815475,5.90847815495,5.90847815489,5.90847815489,5.90847815495,5.90847815495,5.90847815493,5.73635913603,5.90847815493,5.90847815493,5.55816821423,4.88625038043,6.45975290094,6.45975290094,6.45975290093,6.45975290093,5.42702624304,4.76258281484,5.63949962094,4.74136606364,6.45975290094,3.25923033014,6.45975290068,6.45975290028,6.45975290049,6.45975290049,5.16718156988,5.56858748302,4.69602342092,6.31094707562,4.19928140292,6.45975290084,6.459752900776,6.459752900776,6.45975290114,5.4675118383,6.45975290079,6.45975290079,6.45975290081,6.45975290081,6.45975290079,6.45975290079,6.45975290074,6.45975290064,6.45975290074,6.45975290064,6.45975290064,4.82450370316,6.36557001243,6.45975290053,5.46806497183,6.45975290057,6.41129007056,6.45975290057,6.45975290056,6.45975290058,6.45975290058,6.45975290054,6.45975290054,6.22586683464,6.45975290054,6.45975290064,6.45975290064,6.45975290064,6.45975290014,6.45975290064,3.50324352598,3.31714348814,2.32218835704,5.09141580273,7.77697087033,9.14490033179,9.14490033179,8.58329788216,9.14490033186,9.14490033186,9.14490033146,9.14490033183,9.14490033183,8.14590236673,8.12324357223,8.06871604963,9.14490033183,9.14490033183,9.14490033178,9.14490033178,9.14490033178,9.14490033183,9.14490033174,9.14490033189,9.14490033188,9.14490033188,9.14490033185,9.14490033185,9.14490033183,9.1449003318,9.14490033185,9.14490033169,9.14490033203,9.14490033193,9.14490033193,9.14490033193,9.1449003319423,8.9597905022823,8.00069179523,7.74638079763,6.41406315343,7.76796960743,8.53285722453,9.14490033213,9.14490033243,6.26877065533,9.02406718955,9.14490033205,9.14490033205,9.14490033203,9.14490033203,8.56788193184,8.44662254826,9.14490033214,9.14490033214,9.14490033214,9.14490033211,8.49568672191,9.14490033205,8.78208864625,9.14490033197,9.14490033197,9.14490033197,9.14490033198,9.14490033198,9.14490033197,9.14490033197
"t7",2.56181455023,1.44205827293,1.47161909083,1.9967074334,0,4.81518430435,4.81518430435,4.81518430432,4.81518430431,4.81518430431,4.81518430431,4.81518430435,4.66777174965,4.81518430415,4.81518430435,4.81518430429,4.81518430429,4.81518430435,4.81518430435,4.81518430433,4.64306528543,4.81518430433,4.81518430433,4.46487436363,3.79295652983,5.36645905034,5.36645905034,5.36645905033,5.36645905033,4.33373239244,3.66928896424,4.54620577034,3.64807221304,5.36645905034,2.16593647954,5.36645905008,5.36645904968,5.36645904989,5.36645904989,4.07388771928,4.47529363242,3.60272957032,5.21765322502,3.10598755232,5.36645905024,5.366459050176,5.366459050176,5.36645905054,4.3742179877,5.36645905019,5.36645905019,5.36645905021,5.36645905021,5.36645905019,5.36645905019,5.36645905014,5.36645905004,5.36645905014,5.36645905004,5.36645905004,3.73120985256,5.27227616183,5.36645904993,4.37477112123,5.36645904997,5.31799621996,5.36645904997,5.36645904996,5.36645904998,5.36645904998,5.36645904994,5.36645904994,5.13257298404,5.36645904994,5.36645905004,5.36645905004,5.36645905004,5.36645904954,5.36645905004,2.40994967538,2.22384963754,1.22889450644,3.99812195213,6.68367701973,8.05160648119,8.05160648119,7.49000403156,8.05160648126,8.05160648126,8.05160648086,8.05160648123,8.05160648123,7.05260851613,7.02994972163,6.97542219903,8.05160648123,8.05160648123,8.05160648118,8.05160648118,8.05160648118,8.05160648123,8.05160648114,8.05160648129,8.05160648128,8.05160648128,8.05160648125,8.05160648125,8.05160648123,8.0516064812,8.05160648125,8.05160648109,8.05160648143,8.05160648133,8.05160648133,8.05160648133,8.0516064813423,7.8664966516823,6.90739794463,6.65308694703,5.32076930283,6.67467575683,7.43956337393,8.05160648153,8.05160648183,5.17547680473,7.93077333895,8.05160648145,8.05160648145,8.05160648143,8.05160648143,7.47458808124,7.35332869766,8.05160648154,8.05160648154,8.05160648154,8.05160648151,7.40239287131,8.05160648145,7.68879479565,8.05160648137,8.05160648137,8.05160648137,8.05160648138,8.05160648138,8.05160648137,8.05160648137
"t102",6.35733538392,5.23757910662,5.26713992452,5.90847815495,4.81518430435,0,0.5117232276,1.60243695117,1.60243695116,1.60243695116,1.60243695116,2.2178795316,2.0704669769,3.0353600032,3.0353600034,3.03536000334,3.03536000334,3.0353600034,3.0353600034,3.18878956802,3.01667054912,3.18878956802,3.18878956802,2.83847962732,2.16656179352,9.16197988403,9.16197988403,9.16197988402,9.16197988402,8.12925322613,7.46480979793,8.34172660403,7.44359304673,9.16197988403,5.96145731323,9.16197988377,9.16197988337,9.16197988358,9.16197988358,7.86940855297,8.27081446611,7.39825040401,9.01317405871,6.90150838601,9.16197988393,9.161979883866,9.161979883866,9.16197988423,8.16973882139,9.16197988388,9.16197988388,9.1619798839,9.1619798839,9.16197988388,9.16197988388,9.16197988383,9.16197988373,9.16197988383,9.16197988373,9.16197988373,7.52673068625,9.06779699552,9.16197988362,8.17029195492,9.16197988366,9.11351705365,9.16197988366,9.16197988365,9.16197988367,9.16197988367,9.16197988363,9.16197988363,8.92809381773,9.16197988363,9.16197988373,9.16197988373,9.16197988373,9.16197988323,9.16197988373,6.20547050907,6.01937047123,5.02441534013,7.79364278582,10.47919785342,11.84712731488,11.84712731488,11.28552486525,11.84712731495,11.84712731495,11.84712731455,11.84712731492,11.84712731492,10.84812934982,10.82547055532,10.77094303272,11.84712731492,11.84712731492,11.84712731487,11.84712731487,11.84712731487,11.84712731492,11.84712731483,11.84712731498,11.84712731497,11.84712731497,11.84712731494,11.84712731494,11.84712731492,11.84712731489,11.84712731494,11.84712731478,11.84712731512,11.84712731502,11.84712731502,11.84712731502,11.8471273150323,11.6620174853723,10.70291877832,10.44860778072,9.11629013652,10.47019659052,11.23508420762,11.84712731522,11.84712731552,8.97099763842,11.72629417264,11.84712731514,11.84712731514,11.84712731512,11.84712731512,11.27010891493,11.14884953135,11.84712731523,11.84712731523,11.84712731523,11.8471273152,11.197913705,11.84712731514,11.48431562934,11.84712731506,11.84712731506,11.84712731506,11.84712731507,11.84712731507,11.84712731506,11.84712731506
"t103",6.35733538392,5.23757910662,5.26713992452,5.90847815495,4.81518430435,0.5117232276,0,1.60243695117,1.60243695116,1.60243695116,1.60243695116,2.2178795316,2.0704669769,3.0353600032,3.0353600034,3.03536000334,3.03536000334,3.0353600034,3.0353600034,3.18878956802,3.01667054912,3.18878956802,3.18878956802,2.83847962732,2.16656179352,9.16197988403,9.16197988403,9.16197988402,9.16197988402,8.12925322613,7.46480979793,8.34172660403,7.44359304673,9.16197988403,5.96145731323,9.16197988377,9.16197988337,9.16197988358,9.16197988358,7.86940855297,8.27081446611,7.39825040401,9.01317405871,6.90150838601,9.16197988393,9.161979883866,9.161979883866,9.16197988423,8.16973882139,9.16197988388,9.16197988388,9.1619798839,9.1619798839,9.16197988388,9.16197988388,9.16197988383,9.16197988373,9.16197988383,9.16197988373,9.16197988373,7.52673068625,9.06779699552,9.16197988362,8.17029195492,9.16197988366,9.11351705365,9.16197988366,9.16197988365,9.16197988367,9.16197988367,9.16197988363,9.16197988363,8.92809381773,9.16197988363,9.16197988373,9.16197988373,9.16197988373,9.16197988323,9.16197988373,6.20547050907,6.01937047123,5.02441534013,7.79364278582,10.47919785342,11.84712731488,11.84712731488,11.28552486525,11.84712731495,11.84712731495,11.84712731455,11.84712731492,11.84712731492,10.84812934982,10.82547055532,10.77094303272,11.84712731492,11.84712731492,11.84712731487,11.84712731487,11.84712731487,11.84712731492,11.84712731483,11.84712731498,11.84712731497,11.84712731497,11.84712731494,11.84712731494,11.84712731492,11.84712731489,11.84712731494,11.84712731478,11.84712731512,11.84712731502,11.84712731502,11.84712731502,11.8471273150323,11.6620174853723,10.70291877832,10.44860778072,9.11629013652,10.47019659052,11.23508420762,11.84712731522,11.84712731552,8.97099763842,11.72629417264,11.84712731514,11.84712731514,11.84712731512,11.84712731512,11.27010891493,11.14884953135,11.84712731523,11.84712731523,11.84712731523,11.8471273152,11.197913705,11.84712731514,11.48431562934,11.84712731506,11.84712731506,11.84712731506,11.84712731507,11.84712731507,11.84712731506,11.84712731506
"t55",6.35733538389,5.23757910659,5.26713992449,5.90847815492,4.81518430432,1.60243695117,1.60243695117,0,1.55462735799,1.55462735799,1.55462735799,2.21787953157,2.07046697687,3.03536000317,3.03536000337,3.03536000331,3.03536000331,3.03536000337,3.03536000337,3.18878956799,3.01667054909,3.18878956799,3.18878956799,2.83847962729,2.16656179349,9.161979884,9.161979884,9.16197988399,9.16197988399,8.1292532261,7.4648097979,8.341726604,7.4435930467,9.161979884,5.9614573132,9.16197988374,9.16197988334,9.16197988355,9.16197988355,7.86940855294,8.27081446608,7.39825040398,9.01317405868,6.90150838598,9.1619798839,9.161979883836,9.161979883836,9.1619798842,8.16973882136,9.16197988385,9.16197988385,9.16197988387,9.16197988387,9.16197988385,9.16197988385,9.1619798838,9.1619798837,9.1619798838,9.1619798837,9.1619798837,7.52673068622,9.06779699549,9.16197988359,8.17029195489,9.16197988363,9.11351705362,9.16197988363,9.16197988362,9.16197988364,9.16197988364,9.1619798836,9.1619798836,8.9280938177,9.1619798836,9.1619798837,9.1619798837,9.1619798837,9.1619798832,9.1619798837,6.20547050904,6.0193704712,5.0244153401,7.79364278579,10.47919785339,11.84712731485,11.84712731485,11.28552486522,11.84712731492,11.84712731492,11.84712731452,11.84712731489,11.84712731489,10.84812934979,10.82547055529,10.77094303269,11.84712731489,11.84712731489,11.84712731484,11.84712731484,11.84712731484,11.84712731489,11.8471273148,11.84712731495,11.84712731494,11.84712731494,11.84712731491,11.84712731491,11.84712731489,11.84712731486,11.84712731491,11.84712731475,11.84712731509,11.84712731499,11.84712731499,11.84712731499,11.8471273150023,11.6620174853423,10.70291877829,10.44860778069,9.11629013649,10.47019659049,11.23508420759,11.84712731519,11.84712731549,8.97099763839,11.72629417261,11.84712731511,11.84712731511,11.84712731509,11.84712731509,11.2701089149,11.14884953132,11.8471273152,11.8471273152,11.8471273152,11.84712731517,11.19791370497,11.84712731511,11.48431562931,11.84712731503,11.84712731503,11.84712731503,11.84712731504,11.84712731504,11.84712731503,11.84712731503
"t106",6.35733538388,5.23757910658,5.26713992448,5.90847815491,4.81518430431,1.60243695116,1.60243695116,1.55462735799,0,0.4710153304,1.461333676,2.21787953156,2.07046697686,3.03536000316,3.03536000336,3.0353600033,3.0353600033,3.03536000336,3.03536000336,3.18878956798,3.01667054908,3.18878956798,3.18878956798,2.83847962728,2.16656179348,9.16197988399,9.16197988399,9.16197988398,9.16197988398,8.12925322609,7.46480979789,8.34172660399,7.44359304669,9.16197988399,5.96145731319,9.16197988373,9.16197988333,9.16197988354,9.16197988354,7.86940855293,8.27081446607,7.39825040397,9.01317405867,6.90150838597,9.16197988389,9.161979883826,9.161979883826,9.16197988419,8.16973882135,9.16197988384,9.16197988384,9.16197988386,9.16197988386,9.16197988384,9.16197988384,9.16197988379,9.16197988369,9.16197988379,9.16197988369,9.16197988369,7.52673068621,9.06779699548,9.16197988358,8.17029195488,9.16197988362,9.11351705361,9.16197988362,9.16197988361,9.16197988363,9.16197988363,9.16197988359,9.16197988359,8.92809381769,9.16197988359,9.16197988369,9.16197988369,9.16197988369,9.16197988319,9.16197988369,6.20547050903,6.01937047119,5.02441534009,7.79364278578,10.47919785338,11.84712731484,11.84712731484,11.28552486521,11.84712731491,11.84712731491,11.84712731451,11.84712731488,11.84712731488,10.84812934978,10.82547055528,10.77094303268,11.84712731488,11.84712731488,11.84712731483,11.84712731483,11.84712731483,11.84712731488,11.84712731479,11.84712731494,11.84712731493,11.84712731493,11.8471273149,11.8471273149,11.84712731488,11.84712731485,11.8471273149,11.84712731474,11.84712731508,11.84712731498,11.84712731498,11.84712731498,11.8471273149923,11.6620174853323,10.70291877828,10.44860778068,9.11629013648,10.47019659048,11.23508420758,11.84712731518,11.84712731548,8.97099763838,11.7262941726,11.8471273151,11.8471273151,11.84712731508,11.84712731508,11.27010891489,11.14884953131,11.84712731519,11.84712731519,11.84712731519,11.84712731516,11.19791370496,11.8471273151,11.4843156293,11.84712731502,11.84712731502,11.84712731502,11.84712731503,11.84712731503,11.84712731502,11.84712731502
"t107",6.35733538388,5.23757910658,5.26713992448,5.90847815491,4.81518430431,1.60243695116,1.60243695116,1.55462735799,0.4710153304,0,1.461333676,2.21787953156,2.07046697686,3.03536000316,3.03536000336,3.0353600033,3.0353600033,3.03536000336,3.03536000336,3.18878956798,3.01667054908,3.18878956798,3.18878956798,2.83847962728,2.16656179348,9.16197988399,9.16197988399,9.16197988398,9.16197988398,8.12925322609,7.46480979789,8.34172660399,7.44359304669,9.16197988399,5.96145731319,9.16197988373,9.16197988333,9.16197988354,9.16197988354,7.86940855293,8.27081446607,7.39825040397,9.01317405867,6.90150838597,9.16197988389,9.161979883826,9.161979883826,9.16197988419,8.16973882135,9.16197988384,9.16197988384,9.16197988386,9.16197988386,9.16197988384,9.16197988384,9.16197988379,9.16197988369,9.16197988379,9.16197988369,9.16197988369,7.52673068621,9.06779699548,9.16197988358,8.17029195488,9.16197988362,9.11351705361,9.16197988362,9.16197988361,9.16197988363,9.16197988363,9.16197988359,9.16197988359,8.92809381769,9.16197988359,9.16197988369,9.16197988369,9.16197988369,9.16197988319,9.16197988369,6.20547050903,6.01937047119,5.02441534009,7.79364278578,10.47919785338,11.84712731484,11.84712731484,11.28552486521,11.84712731491,11.84712731491,11.84712731451,11.84712731488,11.84712731488,10.84812934978,10.82547055528,10.77094303268,11.84712731488,11.84712731488,11.84712731483,11.84712731483,11.84712731483,11.84712731488,11.84712731479,11.84712731494,11.84712731493,11.84712731493,11.8471273149,11.8471273149,11.84712731488,11.84712731485,11.8471273149,11.84712731474,11.84712731508,11.84712731498,11.84712731498,11.84712731498,11.8471273149923,11.6620174853323,10.70291877828,10.44860778068,9.11629013648,10.47019659048,11.23508420758,11.84712731518,11.84712731548,8.97099763838,11.7262941726,11.8471273151,11.8471273151,11.84712731508,11.84712731508,11.27010891489,11.14884953131,11.84712731519,11.84712731519,11.84712731519,11.84712731516,11.19791370496,11.8471273151,11.4843156293,11.84712731502,11.84712731502,11.84712731502,11.84712731503,11.84712731503,11.84712731502,11.84712731502
