"accepted_species","I1.1/1"
"t85","0"
"t86","0"
"t17","1"
"t6","0"
"t52","1"
"t53","1"
"t22","1"
"t12","1"
"t10","1"
"t15","1"
"t97","1"
"t98","1"
"t30","0"
"t31","0"
"t37","0"
"t38","0"
"t25","0"
"t32","0"
"t33","0"
"t20","0"
"t13","0"
"t71","0"
"t72","0"
"t79","0"
"t80","0"
"t89","0"
"t90","0"
"t21","0"
"t75","0"
"t76","0"
"t39",NA
"t61","0"
"t62","0"
"t49",NA
"t19","0"
"t16","0"
"t7","0"
"t11","0"
"t23","1"
"t24","1"
"t63","0"
"t64","0"
"t54","0"
"t67","0"
"t68","0"
"t70","0"
"t99","0"
"t100",NA
"t34","0"
"t35",NA
"t28","0"
"t2",NA
"t93","0"
"t94","0"
"t69",NA
"t26","0"
"t18","0"
"t73","0"
"t74","0"
"t83",NA
"t91","1"
"t92",NA
"t8","0"
"t1","0"
"t9","0"
"t77","1"
"t78",NA
"t14","0"
"t50","0"
"t51","0"
"t65","1"
"t66","1"
"t3",NA
"t46","1"
"t47","1"
"t27","0"
"t5","0"
"t36","0"
"t48","1"
"t59","0"
"t60","1"
"t44","0"
"t45","0"
"t55","0"
"t81","0"
"t82","0"
"t58","0"
"t95","0"
"t96","1"
"t84","1"
"t87","1"
"t88","0"
"t40","1"
"t41","1"
"t42","1"
"t4","1"
"t29","1"
"t56","0"
"t57","1"
"t43","0"
