"accepted_species","traits"
"sp70",0
"sp78",1
"sp105",1
"sp130",1
"sp142",1
"sp150",NA
"sp152",0
"sp154",1
"sp162",NA
"sp163",0
"sp166",NA
"sp168",1
"sp170",1
"sp171",0
"sp173",0
"sp176",0
"sp177",1
"sp179",0
"sp180",1
"sp182",1
"sp184",0
"sp185",1
"sp187",1
"sp190",NA
"sp191",1
"sp192",1
"sp193",1
"sp195",1
"sp196",0
"sp198",1
"sp200",0
"sp201",1
"sp202",1
"sp203",0
"sp204",0
"sp205",0
"sp206",1
"sp207",1
"sp208",0
"sp210",0
"sp211",0
"sp212",0
"sp213",1
"sp214",1
"sp215",0
"sp216",0
"sp217",1
"sp218",0
"sp219",0
"sp220",1
"sp221",0
"sp222",0
"sp223",1
"sp225",1
"sp226",0
"sp227",NA
"sp228",1
"sp230",1
"sp231",1
"sp234",0
"sp235",0
"sp236",1
"sp237",1
"sp238",1
"sp239",1
"sp240",1
"sp241",1
"sp242",0
"sp243",0
"sp244",1
"sp245",1
"sp246",1
"sp247",1
"sp248",1
"sp249",1
"sp250",1
"sp251",NA
"sp252",0
"sp253",0
"sp254",1
"sp255",NA
"sp256",1
"sp257",1
"sp258",0
"sp259",0
"sp260",1
"sp261",1
"sp262",1
"sp263",1
"sp264",0
"sp265",0
"sp266",1
"sp267",NA
"sp268",1
"sp269",NA
"sp270",1
"sp271",1
"sp272",1
"sp273",0
"sp274",NA
