"accepted_species","sorted"
"t38",0.456284831843984
"t56",0.451174591180106
"t57",0.512985385006557
"t7",NA
"t80",0.351404740107915
"t81",0.412659204069248
"t53",1.34444584791565
"t54",NA
"t47",1.42648802434723
"t18",1.26773710995089
"t3",1.14161531446681
"t5",NA
"t29",1.07425410231335
"t76",1.18052372748466
"t77",1.13343360081236
"t6",1.11227455151687
"t51",1.19322169905724
"t52",1.26260095220281
"t20",1.21145383043068
"t36",NA
"t37",1.29457092723589
"t33",1.17972721310271
"t49",1.22506806362384
"t50",1.23155908572631
"t21",1.20408865741345
"t99",1.25171068132674
"t100",1.27424948700025
"t17",-0.127395553749669
"t25",-0.401216264588959
"t26",NA
"t82",-0.371695247501832
"t83",-0.368179242105734
"t40",-0.370623226384129
"t16",-0.245699393693049
"t89",0.501182239155591
"t90",0.522527518903685
"t12",0.39719889544395
"t14",0.199548866662961
"t15",0.349542176843884
"t9",0.610979788326191
"t39",0.36338910828341
"t48",NA
"t58",0.245537812536622
"t87",0.231789378426021
"t88",0.175627608677003
"t19",0.212871178893249
"t84",0.24016919179079
"t91",0.272488615475794
"t92",0.22216459866247
"t67",0.0981343094421396
"t70",0.0367107989361071
"t71",0.0578314471103957
"t8",-0.029512105842069
"t85",0.155565724079686
"t86",0.119472467866343
"t43",0.179828529707203
"t44",0.187731527140955
"t30",0.0707564875754675
"t41",-0.00299795204427923
"t42",0.0841128008197765
"t27",0.127894306654322
"t13",-0.0273473417085886
"t68",NA
"t69",-0.0273433873072374
"t55",0.0282431194417263
"t22",-0.2119935933941
"t74",-0.237952050707378
"t75",-0.186107694110785
"t45",0.140795262566233
"t46",0.207003986414285
"t2",NA
"t11",0.276518911271824
"t28",0.219748023984647
"t34",0.238702534386207
"t35",0.319048417485781
"t61",0.320972876408289
"t62",0.346337649291439
"t78",0.161211286208057
"t79",0.142953059651443
"t4",0.202296470655659
"t1",0.537398184516219
"t97",-1.79213333788085
"t98",-1.79919053421213
"t23",-1.94767115776511
"t24",-1.71238172271148
"t31",-1.58718915500178
"t32",-1.58358687566073
"t63",-1.86673304435357
"t64",-1.86109764505403
"t95",-1.79373006871841
"t96",-1.78045382876234
"t10",-2.03932745787386
"t59",-1.78282448344715
"t60",-1.74051716498096
"t72",-1.81594506540409
"t73",-1.80611003723163
"t65",NA
"t66",NA
"t93",-1.83048008224993
"t94",-1.87048194024307
