"","turnover.rates","eps.values","transition.rates"
"1",0.427717107580975,0.764921688940376,NA
"2",0.171316809719428,0.147437225561589,0.889918833272532
"3",0.683255043346435,0.291545633925125,0.336137109203264
"4",0.589897935977206,0.994810765376315,0.187415413558483
"5",0.427717107580975,0.764921688940376,0.864041469991207
"6",0.171316809719428,0.147437225561589,NA
"7",0.683255043346435,0.291545633925125,0.738312101922929
"8",0.589897935977206,0.994810765376315,0.798901116242632
"9",0.427717107580975,0.764921688940376,0.0634362399578094
"10",0.171316809719428,0.147437225561589,0.851564184529707
"11",0.683255043346435,0.291545633925125,NA
"12",0.589897935977206,0.994810765376315,0.929757852572948
"13",0.427717107580975,0.764921688940376,0.338807829655707
"14",0.171316809719428,0.147437225561589,0.53942770883441
"15",0.683255043346435,0.291545633925125,0.923679909436032
"16",0.589897935977206,0.994810765376315,NA
