"","t4","t6","t7","t9","t139","t140","t106","t69","t125","t126","t129","t130","t107","t108","t54","t55","t30","t18","t28","t113","t114","t75","t92","t93","t49","t50","t62","t63","t141","t142","t68","t131","t132","t104","t105","t85","t80","t36","t24","t19","t61","t119","t120","t121","t122","t88","t26","t27","t20","t43","t133","t134","t89","t90","t57","t25","t34","t35","t21","t17","t42","t86","t87","t48","t45","t13","t11","t51","t52","t47","t127","t128","t71","t8","t12","t83","t84","t44","t98","t99","t109","t110","t29","t32","t33","t15","t14","t16","t56","t64","t102","t103","t137","t138","t46","t91","t115","t116","t81","t82","t1","t2","t5","t10","t74","t78","t79","t135","t136","t111","t112","t70","t123","t124","t39","t100","t101","t67","t76","t77","t73","t22","t23","t38","t72","t117","t118","t40","t41","t96","t97","t37","t58","t65","t66","t31","t59","t60","t53","t94","t95","t3"
"t4",0,1.7744278125,1.5170640758,2.8150671922,6.84628069945958,6.84628069945958,6.84628069944958,6.84628069944958,6.84628069944958,6.84628069944958,6.84628069938958,6.84628069938958,6.84628069934958,6.84628069934958,6.84628069944958,6.19600089297958,5.47240920331958,5.77393807061958,5.04289514691958,6.84628070027958,6.84628070027958,6.84628070017958,6.84628070017958,6.84628070017958,6.84628070019958,6.84628070019958,6.84628070011958,6.84628070011958,6.84628070014258,6.84628070014258,6.84628070021958,6.84628070018958,6.84628070018958,6.84628070014958,6.69856717023958,6.84628070014958,6.84628070011958,6.84628070011958,5.19580779031958,6.2584270211,6.84628070017,6.84628070017,6.84628070017,6.84628070017,6.84628070017,6.84628070027,6.84628070012,6.84628070012,5.11614403267,5.82676746095,6.84628069969,6.84628069969,6.69890536161,6.84628069961,6.26444269625,5.08059031591,6.84628069971,5.45954143171,5.66542358911,6.84628069941,5.821967252,6.8363950357,6.8462806995,6.8462806995,6.8462806994,4.4993126525,3.9882622118,6.5869506583,6.4222979253,6.8137825068,6.84628069977,6.84628069977,6.8462806998,2.1707436251,3.5112448441,6.8462806995,6.8462806995,6.8462807,6.8462806997,6.8462806997,6.8462806996,6.8462806996,6.846280700606,6.846280700106,6.846280700106,4.070088658306,4.8574034957,4.0832607637,6.8462806995,6.8462806995,6.8462806995,6.8462806995,6.84628069942,6.84628069942,6.8462806995,6.8462806996,6.8462806997,6.8462806997,6.8462806996,6.8462806996,2.436856765,2.4642721899,4.78904421338,3.87461987248,7.6794654335,7.67946543345,7.67946543345,7.67946543285,7.67946543285,7.6794654328,7.6794654328,7.6794654328,7.67946543305,7.67946543305,7.3405589935,7.6794654336,7.6794654336,7.6794654334,7.6794654334,7.6794654334,7.67946543335,6.1887872644,6.1014235488,7.6794654327,7.6794654332,7.6794654331,7.6794654331,6.6182946974,7.6794654335,7.6794654333,7.6794654333,6.6059885737,7.67946543278,7.67946543283,7.67946543283,7.08902017078,7.67946543272,7.67946543272,7.67946543278,7.67946543268,7.52409621106,1.69034955398
"t6",1.7744278125,0,0.7239511939,3.9079561609,7.93916966815958,7.93916966815958,7.93916966814958,7.93916966814958,7.93916966814958,7.93916966814958,7.93916966808958,7.93916966808958,7.93916966804958,7.93916966804958,7.93916966814958,7.28888986167958,6.56529817201958,6.86682703931958,6.13578411561958,7.93916966897958,7.93916966897958,7.93916966887958,7.93916966887958,7.93916966887958,7.93916966889958,7.93916966889958,7.93916966881958,7.93916966881958,7.93916966884258,7.93916966884258,7.93916966891958,7.93916966888958,7.93916966888958,7.93916966884958,7.79145613893958,7.93916966884958,7.93916966881958,7.93916966881958,6.28869675901958,7.3513159898,7.93916966887,7.93916966887,7.93916966887,7.93916966887,7.93916966887,7.93916966897,7.93916966882,7.93916966882,6.20903300137,6.91965642965,7.93916966839,7.93916966839,7.79179433031,7.93916966831,7.35733166495,6.17347928461,7.93916966841,6.55243040041,6.75831255781,7.93916966811,6.9148562207,7.9292840044,7.9391696682,7.9391696682,7.9391696681,5.5922016212,5.0811511805,7.679839627,7.515186894,7.9066714755,7.93916966847,7.93916966847,7.9391696685,3.2636325938,4.6041338128,7.9391696682,7.9391696682,7.9391696687,7.9391696684,7.9391696684,7.9391696683,7.9391696683,7.939169669306,7.939169668806,7.939169668806,5.162977627006,5.9502924644,5.1761497324,7.9391696682,7.9391696682,7.9391696682,7.9391696682,7.93916966812,7.93916966812,7.9391696682,7.9391696683,7.9391696684,7.9391696684,7.9391696683,7.9391696683,3.5297457337,3.5571611586,5.88193318208,4.96750884118,8.7723544022,8.77235440215,8.77235440215,8.77235440155,8.77235440155,8.7723544015,8.7723544015,8.7723544015,8.77235440175,8.77235440175,8.4334479622,8.7723544023,8.7723544023,8.7723544021,8.7723544021,8.7723544021,8.77235440205,7.2816762331,7.1943125175,8.7723544014,8.7723544019,8.7723544018,8.7723544018,7.7111836661,8.7723544022,8.772354402,8.772354402,7.6988775424,8.77235440148,8.77235440153,8.77235440153,8.18190913948,8.77235440142,8.77235440142,8.77235440148,8.77235440138,8.61698517976,2.78323852268
"t7",1.5170640758,0.7239511939,0,3.6505924242,7.68180593145958,7.68180593145958,7.68180593144958,7.68180593144958,7.68180593144958,7.68180593144958,7.68180593138958,7.68180593138958,7.68180593134958,7.68180593134958,7.68180593144958,7.03152612497958,6.30793443531958,6.60946330261958,5.87842037891958,7.68180593227958,7.68180593227958,7.68180593217958,7.68180593217958,7.68180593217958,7.68180593219958,7.68180593219958,7.68180593211958,7.68180593211958,7.68180593214258,7.68180593214258,7.68180593221958,7.68180593218958,7.68180593218958,7.68180593214958,7.53409240223958,7.68180593214958,7.68180593211958,7.68180593211958,6.03133302231958,7.0939522531,7.68180593217,7.68180593217,7.68180593217,7.68180593217,7.68180593217,7.68180593227,7.68180593212,7.68180593212,5.95166926467,6.66229269295,7.68180593169,7.68180593169,7.53443059361,7.68180593161,7.09996792825,5.91611554791,7.68180593171,6.29506666371,6.50094882111,7.68180593141,6.657492484,7.6719202677,7.6818059315,7.6818059315,7.6818059314,5.3348378845,4.8237874438,7.4224758903,7.2578231573,7.6493077388,7.68180593177,7.68180593177,7.6818059318,3.0062688571,4.3467700761,7.6818059315,7.6818059315,7.681805932,7.6818059317,7.6818059317,7.6818059316,7.6818059316,7.681805932606,7.681805932106,7.681805932106,4.905613890306,5.6929287277,4.9187859957,7.6818059315,7.6818059315,7.6818059315,7.6818059315,7.68180593142,7.68180593142,7.6818059315,7.6818059316,7.6818059317,7.6818059317,7.6818059316,7.6818059316,3.272381997,3.2997974219,5.62456944538,4.71014510448,8.5149906655,8.51499066545,8.51499066545,8.51499066485,8.51499066485,8.5149906648,8.5149906648,8.5149906648,8.51499066505,8.51499066505,8.1760842255,8.5149906656,8.5149906656,8.5149906654,8.5149906654,8.5149906654,8.51499066535,7.0243124964,6.9369487808,8.5149906647,8.5149906652,8.5149906651,8.5149906651,7.4538199294,8.5149906655,8.5149906653,8.5149906653,7.4415138057,8.51499066478,8.51499066483,8.51499066483,7.92454540278,8.51499066472,8.51499066472,8.51499066478,8.51499066468,8.35962144306,2.52587478598
"t9",2.8150671922,3.9079561609,3.6505924242,0,5.43290347405958,5.43290347405958,5.43290347404958,5.43290347404958,5.43290347404958,5.43290347404958,5.43290347398958,5.43290347398958,5.43290347394958,5.43290347394958,5.43290347404958,4.78262366757958,4.05903197791958,4.36056084521958,3.62951792151958,5.43290347487958,5.43290347487958,5.43290347477958,5.43290347477958,5.43290347477958,5.43290347479958,5.43290347479958,5.43290347471958,5.43290347471958,5.43290347474258,5.43290347474258,5.43290347481958,5.43290347478958,5.43290347478958,5.43290347474958,5.28518994483958,5.43290347474958,5.43290347471958,5.43290347471958,3.78243056491958,4.8450497957,5.43290347477,5.43290347477,5.43290347477,5.43290347477,5.43290347477,5.43290347487,5.43290347472,5.43290347472,3.70276680727,4.41339023555,5.43290347429,5.43290347429,5.28552813621,5.43290347421,4.85106547085,3.66721309051,5.43290347431,4.04616420631,4.25204636371,5.43290347401,4.4085900266,5.4230178103,5.4329034741,5.4329034741,5.432903474,3.0859354271,2.5748849864,5.1735734329,5.0089206999,5.4004052814,5.43290347437,5.43290347437,5.4329034744,1.4248012747,2.7653024937,6.1003383491,6.1003383491,6.1003383496,6.1003383493,6.1003383493,6.1003383492,6.1003383492,6.100338350206,6.100338349706,6.100338349706,3.324146307906,4.1114611453,3.3373184133,6.1003383491,6.1003383491,6.1003383491,6.1003383491,6.10033834902,6.10033834902,6.1003383491,6.1003383492,6.1003383493,6.1003383493,6.1003383492,6.1003383492,4.1877095346,4.2151249595,6.53989698298,5.62547264208,9.4303182031,9.43031820305,9.43031820305,9.43031820245,9.43031820245,9.4303182024,9.4303182024,9.4303182024,9.43031820265,9.43031820265,9.0914117631,9.4303182032,9.4303182032,9.430318203,9.430318203,9.430318203,9.43031820295,7.939640034,7.8522763184,9.4303182023,9.4303182028,9.4303182027,9.4303182027,8.369147467,9.4303182031,9.4303182029,9.4303182029,8.3568413433,9.43031820238,9.43031820243,9.43031820243,8.83987294038,9.43031820232,9.43031820232,9.43031820238,9.43031820228,9.27494898066,3.44120232358
"t139",6.84628069945958,7.93916966815958,7.68180593145958,5.43290347405958,0,0.02004167222,0.28751605541,1.55935933241,1.55935933241,1.55935933241,3.01189515495,3.01189515495,3.01189515491,3.01189515491,3.28619393761,2.63591413114,2.08372784634,3.85221057884,5.17719457314,6.9805801265,6.9805801265,6.9805801264,6.9805801264,6.9805801264,6.98058012642,6.98058012642,6.98058012634,6.98058012634,6.980580126363,6.980580126363,6.98058012644,6.98058012641,6.98058012641,6.98058012637,6.83286659646,6.98058012637,6.98058012634,6.98058012634,5.33010721654,6.39291071635958,6.98076439542958,6.98076439542958,6.98076439542958,6.98076439542958,6.98076439542958,6.98076439552958,6.98076439537958,6.98076439537958,5.25062772792958,7.19477840360958,8.21429164234958,8.21429164234958,8.06691630426958,8.21429164226958,7.63245363890958,6.44860125856958,8.21429164236958,6.82755237436958,7.03343453176958,8.21429164206958,7.18997819465958,8.20440597835958,8.21429164215958,8.21429164215958,8.21429164205958,5.86732359515958,5.35627315445958,7.95496160095958,7.79030886795958,8.18179344945958,8.21429164242958,8.21429164242958,8.21429164245958,5.45601478195958,6.79651600095958,10.1315518563596,10.1315518563596,10.1315518568596,10.1315518565596,10.1315518565596,10.1315518564596,10.1315518564596,10.1315518574656,10.1315518569656,10.1315518569656,7.35535981516558,8.14267465255958,7.36853192055958,10.1315518563596,10.1315518563596,10.1315518563596,10.1315518563596,10.1315518562796,10.1315518562796,10.1315518563596,10.1315518564596,10.1315518565596,10.1315518565596,10.1315518564596,10.1315518564596,8.21892304185958,8.24633846675958,10.5711104902396,9.65668614933958,13.4615317103596,13.4615317103096,13.4615317103096,13.4615317097096,13.4615317097096,13.4615317096596,13.4615317096596,13.4615317096596,13.4615317099096,13.4615317099096,13.1226252703596,13.4615317104596,13.4615317104596,13.4615317102596,13.4615317102596,13.4615317102596,13.4615317102096,11.9708535412596,11.8834898256596,13.4615317095596,13.4615317100596,13.4615317099596,13.4615317099596,12.4003609742596,13.4615317103596,13.4615317101596,13.4615317101596,12.3880548505596,13.4615317096396,13.4615317096896,13.4615317096896,12.8710864476396,13.4615317095796,13.4615317095796,13.4615317096396,13.4615317095396,13.3061624879196,7.47241583083958
"t140",6.84628069945958,7.93916966815958,7.68180593145958,5.43290347405958,0.02004167222,0,0.28751605541,1.55935933241,1.55935933241,1.55935933241,3.01189515495,3.01189515495,3.01189515491,3.01189515491,3.28619393761,2.63591413114,2.08372784634,3.85221057884,5.17719457314,6.9805801265,6.9805801265,6.9805801264,6.9805801264,6.9805801264,6.98058012642,6.98058012642,6.98058012634,6.98058012634,6.980580126363,6.980580126363,6.98058012644,6.98058012641,6.98058012641,6.98058012637,6.83286659646,6.98058012637,6.98058012634,6.98058012634,5.33010721654,6.39291071635958,6.98076439542958,6.98076439542958,6.98076439542958,6.98076439542958,6.98076439542958,6.98076439552958,6.98076439537958,6.98076439537958,5.25062772792958,7.19477840360958,8.21429164234958,8.21429164234958,8.06691630426958,8.21429164226958,7.63245363890958,6.44860125856958,8.21429164236958,6.82755237436958,7.03343453176958,8.21429164206958,7.18997819465958,8.20440597835958,8.21429164215958,8.21429164215958,8.21429164205958,5.86732359515958,5.35627315445958,7.95496160095958,7.79030886795958,8.18179344945958,8.21429164242958,8.21429164242958,8.21429164245958,5.45601478195958,6.79651600095958,10.1315518563596,10.1315518563596,10.1315518568596,10.1315518565596,10.1315518565596,10.1315518564596,10.1315518564596,10.1315518574656,10.1315518569656,10.1315518569656,7.35535981516558,8.14267465255958,7.36853192055958,10.1315518563596,10.1315518563596,10.1315518563596,10.1315518563596,10.1315518562796,10.1315518562796,10.1315518563596,10.1315518564596,10.1315518565596,10.1315518565596,10.1315518564596,10.1315518564596,8.21892304185958,8.24633846675958,10.5711104902396,9.65668614933958,13.4615317103596,13.4615317103096,13.4615317103096,13.4615317097096,13.4615317097096,13.4615317096596,13.4615317096596,13.4615317096596,13.4615317099096,13.4615317099096,13.1226252703596,13.4615317104596,13.4615317104596,13.4615317102596,13.4615317102596,13.4615317102596,13.4615317102096,11.9708535412596,11.8834898256596,13.4615317095596,13.4615317100596,13.4615317099596,13.4615317099596,12.4003609742596,13.4615317103596,13.4615317101596,13.4615317101596,12.3880548505596,13.4615317096396,13.4615317096896,13.4615317096896,12.8710864476396,13.4615317095796,13.4615317095796,13.4615317096396,13.4615317095396,13.3061624879196,7.47241583083958
"t106",6.84628069944958,7.93916966814958,7.68180593144958,5.43290347404958,0.28751605541,0.28751605541,0,1.5593593324,1.5593593324,1.5593593324,3.01189515494,3.01189515494,3.0118951549,3.0118951549,3.2861939376,2.63591413113,2.08372784633,3.85221057883,5.17719457313,6.98058012649,6.98058012649,6.98058012639,6.98058012639,6.98058012639,6.98058012641,6.98058012641,6.98058012633,6.98058012633,6.980580126353,6.980580126353,6.98058012643,6.9805801264,6.9805801264,6.98058012636,6.83286659645,6.98058012636,6.98058012633,6.98058012633,5.33010721653,6.39291071634958,6.98076439541958,6.98076439541958,6.98076439541958,6.98076439541958,6.98076439541958,6.98076439551958,6.98076439536958,6.98076439536958,5.25062772791958,7.19477840359958,8.21429164233958,8.21429164233958,8.06691630425958,8.21429164225958,7.63245363889958,6.44860125855958,8.21429164235958,6.82755237435958,7.03343453175958,8.21429164205958,7.18997819464958,8.20440597834958,8.21429164214958,8.21429164214958,8.21429164204958,5.86732359514958,5.35627315444958,7.95496160094958,7.79030886794958,8.18179344944958,8.21429164241958,8.21429164241958,8.21429164244958,5.45601478194958,6.79651600094958,10.1315518563496,10.1315518563496,10.1315518568496,10.1315518565496,10.1315518565496,10.1315518564496,10.1315518564496,10.1315518574556,10.1315518569556,10.1315518569556,7.35535981515558,8.14267465254958,7.36853192054958,10.1315518563496,10.1315518563496,10.1315518563496,10.1315518563496,10.1315518562696,10.1315518562696,10.1315518563496,10.1315518564496,10.1315518565496,10.1315518565496,10.1315518564496,10.1315518564496,8.21892304184958,8.24633846674958,10.5711104902296,9.65668614932958,13.4615317103496,13.4615317102996,13.4615317102996,13.4615317096996,13.4615317096996,13.4615317096496,13.4615317096496,13.4615317096496,13.4615317098996,13.4615317098996,13.1226252703496,13.4615317104496,13.4615317104496,13.4615317102496,13.4615317102496,13.4615317102496,13.4615317101996,11.9708535412496,11.8834898256496,13.4615317095496,13.4615317100496,13.4615317099496,13.4615317099496,12.4003609742496,13.4615317103496,13.4615317101496,13.4615317101496,12.3880548505496,13.4615317096296,13.4615317096796,13.4615317096796,12.8710864476296,13.4615317095696,13.4615317095696,13.4615317096296,13.4615317095296,13.3061624879096,7.47241583082958
"t69",6.84628069944958,7.93916966814958,7.68180593144958,5.43290347404958,1.55935933241,1.55935933241,1.5593593324,0,1.0402430788,1.0402430788,3.01189515494,3.01189515494,3.0118951549,3.0118951549,3.2861939376,2.63591413113,2.08372784633,3.85221057883,5.17719457313,6.98058012649,6.98058012649,6.98058012639,6.98058012639,6.98058012639,6.98058012641,6.98058012641,6.98058012633,6.98058012633,6.980580126353,6.980580126353,6.98058012643,6.9805801264,6.9805801264,6.98058012636,6.83286659645,6.98058012636,6.98058012633,6.98058012633,5.33010721653,6.39291071634958,6.98076439541958,6.98076439541958,6.98076439541958,6.98076439541958,6.98076439541958,6.98076439551958,6.98076439536958,6.98076439536958,5.25062772791958,7.19477840359958,8.21429164233958,8.21429164233958,8.06691630425958,8.21429164225958,7.63245363889958,6.44860125855958,8.21429164235958,6.82755237435958,7.03343453175958,8.21429164205958,7.18997819464958,8.20440597834958,8.21429164214958,8.21429164214958,8.21429164204958,5.86732359514958,5.35627315444958,7.95496160094958,7.79030886794958,8.18179344944958,8.21429164241958,8.21429164241958,8.21429164244958,5.45601478194958,6.79651600094958,10.1315518563496,10.1315518563496,10.1315518568496,10.1315518565496,10.1315518565496,10.1315518564496,10.1315518564496,10.1315518574556,10.1315518569556,10.1315518569556,7.35535981515558,8.14267465254958,7.36853192054958,10.1315518563496,10.1315518563496,10.1315518563496,10.1315518563496,10.1315518562696,10.1315518562696,10.1315518563496,10.1315518564496,10.1315518565496,10.1315518565496,10.1315518564496,10.1315518564496,8.21892304184958,8.24633846674958,10.5711104902296,9.65668614932958,13.4615317103496,13.4615317102996,13.4615317102996,13.4615317096996,13.4615317096996,13.4615317096496,13.4615317096496,13.4615317096496,13.4615317098996,13.4615317098996,13.1226252703496,13.4615317104496,13.4615317104496,13.4615317102496,13.4615317102496,13.4615317102496,13.4615317101996,11.9708535412496,11.8834898256496,13.4615317095496,13.4615317100496,13.4615317099496,13.4615317099496,12.4003609742496,13.4615317103496,13.4615317101496,13.4615317101496,12.3880548505496,13.4615317096296,13.4615317096796,13.4615317096796,12.8710864476296,13.4615317095696,13.4615317095696,13.4615317096296,13.4615317095296,13.3061624879096,7.47241583082958
"t125",6.84628069944958,7.93916966814958,7.68180593144958,5.43290347404958,1.55935933241,1.55935933241,1.5593593324,1.0402430788,0,0.183727807,3.01189515494,3.01189515494,3.0118951549,3.0118951549,3.2861939376,2.63591413113,2.08372784633,3.85221057883,5.17719457313,6.98058012649,6.98058012649,6.98058012639,6.98058012639,6.98058012639,6.98058012641,6.98058012641,6.98058012633,6.98058012633,6.980580126353,6.980580126353,6.98058012643,6.9805801264,6.9805801264,6.98058012636,6.83286659645,6.98058012636,6.98058012633,6.98058012633,5.33010721653,6.39291071634958,6.98076439541958,6.98076439541958,6.98076439541958,6.98076439541958,6.98076439541958,6.98076439551958,6.98076439536958,6.98076439536958,5.25062772791958,7.19477840359958,8.21429164233958,8.21429164233958,8.06691630425958,8.21429164225958,7.63245363889958,6.44860125855958,8.21429164235958,6.82755237435958,7.03343453175958,8.21429164205958,7.18997819464958,8.20440597834958,8.21429164214958,8.21429164214958,8.21429164204958,5.86732359514958,5.35627315444958,7.95496160094958,7.79030886794958,8.18179344944958,8.21429164241958,8.21429164241958,8.21429164244958,5.45601478194958,6.79651600094958,10.1315518563496,10.1315518563496,10.1315518568496,10.1315518565496,10.1315518565496,10.1315518564496,10.1315518564496,10.1315518574556,10.1315518569556,10.1315518569556,7.35535981515558,8.14267465254958,7.36853192054958,10.1315518563496,10.1315518563496,10.1315518563496,10.1315518563496,10.1315518562696,10.1315518562696,10.1315518563496,10.1315518564496,10.1315518565496,10.1315518565496,10.1315518564496,10.1315518564496,8.21892304184958,8.24633846674958,10.5711104902296,9.65668614932958,13.4615317103496,13.4615317102996,13.4615317102996,13.4615317096996,13.4615317096996,13.4615317096496,13.4615317096496,13.4615317096496,13.4615317098996,13.4615317098996,13.1226252703496,13.4615317104496,13.4615317104496,13.4615317102496,13.4615317102496,13.4615317102496,13.4615317101996,11.9708535412496,11.8834898256496,13.4615317095496,13.4615317100496,13.4615317099496,13.4615317099496,12.4003609742496,13.4615317103496,13.4615317101496,13.4615317101496,12.3880548505496,13.4615317096296,13.4615317096796,13.4615317096796,12.8710864476296,13.4615317095696,13.4615317095696,13.4615317096296,13.4615317095296,13.3061624879096,7.47241583082958
"t126",6.84628069944958,7.93916966814958,7.68180593144958,5.43290347404958,1.55935933241,1.55935933241,1.5593593324,1.0402430788,0.183727807,0,3.01189515494,3.01189515494,3.0118951549,3.0118951549,3.2861939376,2.63591413113,2.08372784633,3.85221057883,5.17719457313,6.98058012649,6.98058012649,6.98058012639,6.98058012639,6.98058012639,6.98058012641,6.98058012641,6.98058012633,6.98058012633,6.980580126353,6.980580126353,6.98058012643,6.9805801264,6.9805801264,6.98058012636,6.83286659645,6.98058012636,6.98058012633,6.98058012633,5.33010721653,6.39291071634958,6.98076439541958,6.98076439541958,6.98076439541958,6.98076439541958,6.98076439541958,6.98076439551958,6.98076439536958,6.98076439536958,5.25062772791958,7.19477840359958,8.21429164233958,8.21429164233958,8.06691630425958,8.21429164225958,7.63245363889958,6.44860125855958,8.21429164235958,6.82755237435958,7.03343453175958,8.21429164205958,7.18997819464958,8.20440597834958,8.21429164214958,8.21429164214958,8.21429164204958,5.86732359514958,5.35627315444958,7.95496160094958,7.79030886794958,8.18179344944958,8.21429164241958,8.21429164241958,8.21429164244958,5.45601478194958,6.79651600094958,10.1315518563496,10.1315518563496,10.1315518568496,10.1315518565496,10.1315518565496,10.1315518564496,10.1315518564496,10.1315518574556,10.1315518569556,10.1315518569556,7.35535981515558,8.14267465254958,7.36853192054958,10.1315518563496,10.1315518563496,10.1315518563496,10.1315518563496,10.1315518562696,10.1315518562696,10.1315518563496,10.1315518564496,10.1315518565496,10.1315518565496,10.1315518564496,10.1315518564496,8.21892304184958,8.24633846674958,10.5711104902296,9.65668614932958,13.4615317103496,13.4615317102996,13.4615317102996,13.4615317096996,13.4615317096996,13.4615317096496,13.4615317096496,13.4615317096496,13.4615317098996,13.4615317098996,13.1226252703496,13.4615317104496,13.4615317104496,13.4615317102496,13.4615317102496,13.4615317102496,13.4615317101996,11.9708535412496,11.8834898256496,13.4615317095496,13.4615317100496,13.4615317099496,13.4615317099496,12.4003609742496,13.4615317103496,13.4615317101496,13.4615317101496,12.3880548505496,13.4615317096296,13.4615317096796,13.4615317096796,12.8710864476296,13.4615317095696,13.4615317095696,13.4615317096296,13.4615317095296,13.3061624879096,7.47241583082958
