"","t9","t25","t26","t14","t7","t11","t12","t72","t73","t41","t33","t20","t138","t139","t70","t71","t122","t123","t78","t65","t80","t81","t42","t21","t22","t58","t59","t8","t23","t49","t50","t3","t4","t36","t107","t108","t34","t40","t101","t102","t116","t117","t82","t60","t105","t106","t97","t98","t5","t15","t43","t44","t130","t131","t120","t121","t124","t125","t61","t144","t145","t112","t113","t28","t103","t104","t18","t19","t29","t136","t137","t99","t79","t100","t128","t129","t55","t56","t64","t89","t90","t114","t115","t6","t62","t63","t24","t13","t17","t126","t127","t118","t119","t37","t16","t39","t66","t67","t30","t31","t10","t2","t69","t75","t76","t45","t46","t51","t95","t96","t32","t47","t48","t35","t27","t77","t132","t133","t87","t88","t74","t52","t38","t91","t92","t109","t134","t135","t85","t68","t110","t111","t142","t143","t57","t140","t141","t93","t94","t86","t83","t84","t53","t54","t1"
"t9",0,4.6120290911,3.80663920966,5.5634718656,3.63339629775,4.41248243215,4.45976396845,6.1495031368,6.1495031368,5.3159181861,5.1481697028,6.14950313625,6.14950313684,6.14950313684,5.65977827647,6.14950313635,6.14950313628,6.14950313628,6.14950313627,6.14950313637,6.14950313637,6.14950313637,6.14950313627,4.28714393233,4.54458759013,5.41778690227,6.14950313659,3.70254832019,5.63549843693,5.56815475583,5.53846286253,4.2422298321,3.5852588463,7.8663445991,7.8663445988,7.8663445988,7.866344599064,7.866344599064,7.866344598764,7.866344598764,7.866344598824,7.866344598824,7.866344598804,7.395263677704,7.8663445988,7.8663445988,7.8663445988,7.8663445988,7.5194565218,5.9183992772,7.86634459887,7.31013295037,7.86634459838,7.86634459838,7.86634459843,7.86634459843,7.86634459843,7.86634459843,7.86634459837,7.86634459828,7.86634459828,7.86634459834,7.86634459834,7.14444629247,7.86634459867,7.86634459867,7.73354064134,7.04214254134,6.7247638932,7.86634459822,7.86634459822,7.86634459825,7.86634459862,7.86634459872,7.86634459871,7.86634459871,7.0926714168,7.5585870621,7.59149399052,7.866344598623,7.866344598623,7.86634459862,7.86634459862,6.0381376403,8.010681986,7.6929931812,7.6636616278,8.1714974495,6.4680512866,8.17149744939,8.17149744939,8.17149744933,8.17149744933,8.1714974489,7.86267349948,8.15659915688,8.17149744948,8.17149744948,8.17149744966,6.89279690423,5.73278905548,5.05385498788,8.1714974492,7.79377647886,8.17149744916,8.17149744965,8.17149744965,7.47109583575,8.17149744955,8.17149744955,8.17149744935,8.17149744965,8.17149744965,8.17149744925,8.1714974496,8.17149744956,8.17149744959,8.17149744959,8.171497449501,8.171497449501,8.171497449601,7.36811684388,8.17149744953,8.17149744969,7.97293562919,8.17149744969,8.17149744966,8.17149744966,8.17149744959,8.17149744969,8.17149744971,8.17149744971,8.17149744973,8.17149744973,8.1714974497,8.171497449555,8.171497449555,8.171497449555,8.171497449555,8.1714974495,8.1714974496,8.1714974496,7.36230178716,7.35413130975,5.504763147
"t25",4.6120290911,0,0.86667989596,3.8599156495,2.68195352285,3.46103965725,3.50832119355,5.1980603619,5.1980603619,4.3644754112,4.1967269279,5.19806036135,5.19806036194,5.19806036194,4.70833550157,5.19806036145,5.19806036138,5.19806036138,5.19806036137,5.19806036147,5.19806036147,5.19806036147,5.19806036137,3.33570115743,3.59314481523,4.46634412737,5.19806036169,2.75110554529,4.68405566203,4.61671198093,4.58702008763,3.2907870572,2.6338160714,6.9149018242,6.9149018239,6.9149018239,6.914901824164,6.914901824164,6.914901823864,6.914901823864,6.914901823924,6.914901823924,6.914901823904,6.443820902804,6.9149018239,6.9149018239,6.9149018239,6.9149018239,6.5680137469,4.9669565023,6.91490182397,6.35869017547,6.91490182348,6.91490182348,6.91490182353,6.91490182353,6.91490182353,6.91490182353,6.91490182347,6.91490182338,6.91490182338,6.91490182344,6.91490182344,6.19300351757,6.91490182377,6.91490182377,6.78209786644,6.09069976644,5.7733211183,6.91490182332,6.91490182332,6.91490182335,6.91490182372,6.91490182382,6.91490182381,6.91490182381,6.1412286419,6.6071442872,6.64005121562,6.914901823723,6.914901823723,6.91490182372,6.91490182372,5.0866948654,7.0592392111,6.7415504063,6.7122188529,7.2200546746,5.5166085117,7.22005467449,7.22005467449,7.22005467443,7.22005467443,7.220054674,6.91123072458,7.20515638198,7.22005467458,7.22005467458,7.22005467476,5.94135412933,4.78134628058,4.10241221298,7.2200546743,6.84233370396,7.22005467426,7.22005467475,7.22005467475,6.51965306085,7.22005467465,7.22005467465,7.22005467445,7.22005467475,7.22005467475,7.22005467435,7.2200546747,7.22005467466,7.22005467469,7.22005467469,7.220054674601,7.220054674601,7.220054674701,6.41667406898,7.22005467463,7.22005467479,7.02149285429,7.22005467479,7.22005467476,7.22005467476,7.22005467469,7.22005467479,7.22005467481,7.22005467481,7.22005467483,7.22005467483,7.2200546748,7.220054674655,7.220054674655,7.220054674655,7.220054674655,7.2200546746,7.2200546747,7.2200546747,6.41085901226,6.40268853485,4.5533203721
"t26",3.80663920966,0.86667989596,0,3.05452576806,1.87656364141,2.65564977581,2.70293131211,4.39267048046,4.39267048046,3.55908552976,3.39133704646,4.39267047991,4.3926704805,4.3926704805,3.90294562013,4.39267048001,4.39267047994,4.39267047994,4.39267047993,4.39267048003,4.39267048003,4.39267048003,4.39267047993,2.53031127599,2.78775493379,3.66095424593,4.39267048025,1.94571566385,3.87866578059,3.81132209949,3.78163020619,2.48539717576,1.82842618996,6.10951194276,6.10951194246,6.10951194246,6.109511942724,6.109511942724,6.109511942424,6.109511942424,6.109511942484,6.109511942484,6.109511942464,5.638431021364,6.10951194246,6.10951194246,6.10951194246,6.10951194246,5.76262386546,4.16156662086,6.10951194253,5.55330029403,6.10951194204,6.10951194204,6.10951194209,6.10951194209,6.10951194209,6.10951194209,6.10951194203,6.10951194194,6.10951194194,6.109511942,6.109511942,5.38761363613,6.10951194233,6.10951194233,5.976707985,5.285309885,4.96793123686,6.10951194188,6.10951194188,6.10951194191,6.10951194228,6.10951194238,6.10951194237,6.10951194237,5.33583876046,5.80175440576,5.83466133418,6.109511942283,6.109511942283,6.10951194228,6.10951194228,4.28130498396,6.25384932966,5.93616052486,5.90682897146,6.41466479316,4.71121863026,6.41466479305,6.41466479305,6.41466479299,6.41466479299,6.41466479256,6.10584084314,6.39976650054,6.41466479314,6.41466479314,6.41466479332,5.13596424789,3.97595639914,3.29702233154,6.41466479286,6.03694382252,6.41466479282,6.41466479331,6.41466479331,5.71426317941,6.41466479321,6.41466479321,6.41466479301,6.41466479331,6.41466479331,6.41466479291,6.41466479326,6.41466479322,6.41466479325,6.41466479325,6.414664793161,6.414664793161,6.414664793261,5.61128418754,6.41466479319,6.41466479335,6.21610297285,6.41466479335,6.41466479332,6.41466479332,6.41466479325,6.41466479335,6.41466479337,6.41466479337,6.41466479339,6.41466479339,6.41466479336,6.414664793215,6.414664793215,6.414664793215,6.414664793215,6.41466479316,6.41466479326,6.41466479326,5.60546913082,5.59729865341,3.74793049066
"t14",5.5634718656,3.8599156495,3.05452576806,0,3.63339629735,4.41248243175,4.45976396805,6.1495031364,6.1495031364,5.3159181857,5.1481697024,6.14950313585,6.14950313644,6.14950313644,5.65977827607,6.14950313595,6.14950313588,6.14950313588,6.14950313587,6.14950313597,6.14950313597,6.14950313597,6.14950313587,4.28714393193,4.54458758973,5.41778690187,6.14950313619,3.70254831979,5.63549843653,5.56815475543,5.53846286213,4.2422298317,3.5852588459,7.8663445987,7.8663445984,7.8663445984,7.866344598664,7.866344598664,7.866344598364,7.866344598364,7.866344598424,7.866344598424,7.866344598404,7.395263677304,7.8663445984,7.8663445984,7.8663445984,7.8663445984,7.5194565214,5.9183992768,7.86634459847,7.31013294997,7.86634459798,7.86634459798,7.86634459803,7.86634459803,7.86634459803,7.86634459803,7.86634459797,7.86634459788,7.86634459788,7.86634459794,7.86634459794,7.14444629207,7.86634459827,7.86634459827,7.73354064094,7.04214254094,6.7247638928,7.86634459782,7.86634459782,7.86634459785,7.86634459822,7.86634459832,7.86634459831,7.86634459831,7.0926714164,7.5585870617,7.59149399012,7.866344598223,7.866344598223,7.86634459822,7.86634459822,6.0381376399,8.0106819856,7.6929931808,7.6636616274,8.1714974491,6.4680512862,8.17149744899,8.17149744899,8.17149744893,8.17149744893,8.1714974485,7.86267349908,8.15659915648,8.17149744908,8.17149744908,8.17149744926,6.89279690383,5.73278905508,5.05385498748,8.1714974488,7.79377647846,8.17149744876,8.17149744925,8.17149744925,7.47109583535,8.17149744915,8.17149744915,8.17149744895,8.17149744925,8.17149744925,8.17149744885,8.1714974492,8.17149744916,8.17149744919,8.17149744919,8.171497449101,8.171497449101,8.171497449201,7.36811684348,8.17149744913,8.17149744929,7.97293562879,8.17149744929,8.17149744926,8.17149744926,8.17149744919,8.17149744929,8.17149744931,8.17149744931,8.17149744933,8.17149744933,8.1714974493,8.171497449155,8.171497449155,8.171497449155,8.171497449155,8.1714974491,8.1714974492,8.1714974492,7.36230178676,7.35413130935,5.5047631466
"t7",3.63339629775,2.68195352285,1.87656364141,3.63339629735,0,1.3641422974,1.4114238337,3.43984222205,3.43984222205,2.60625727135,2.43850878805,3.4398422215,3.43984222209,3.43984222209,2.95011736172,3.4398422216,3.43984222153,3.43984222153,3.43984222152,3.43984222162,3.43984222162,3.43984222162,3.43984222152,1.57748301758,1.83492667538,2.70812598752,3.43984222184,0.99288740544,2.92583752218,2.85849384108,2.82880194778,1.72612299325,1.06915200745,5.35023776025,5.35023775995,5.35023775995,5.350237760214,5.350237760214,5.350237759914,5.350237759914,5.350237759974,5.350237759974,5.350237759954,4.879156838854,5.35023775995,5.35023775995,5.35023775995,5.35023775995,5.00334968295,3.40229243835,5.35023776002,4.79402611152,5.35023775953,5.35023775953,5.35023775958,5.35023775958,5.35023775958,5.35023775958,5.35023775952,5.35023775943,5.35023775943,5.35023775949,5.35023775949,4.62833945362,5.35023775982,5.35023775982,5.21743380249,4.52603570249,4.20865705435,5.35023775937,5.35023775937,5.3502377594,5.35023775977,5.35023775987,5.35023775986,5.35023775986,4.57656457795,5.04248022325,5.07538715167,5.350237759773,5.350237759773,5.35023775977,5.35023775977,3.52203080145,5.49457514715,5.17688634235,5.14755478895,5.65539061065,3.95194444775,5.65539061054,5.65539061054,5.65539061048,5.65539061048,5.65539061005,5.34656666063,5.64049231803,5.65539061063,5.65539061063,5.65539061081,4.37669006538,3.21668221663,2.53774814903,5.65539061035,5.27766964001,5.65539061031,5.6553906108,5.6553906108,4.9549889969,5.6553906107,5.6553906107,5.6553906105,5.6553906108,5.6553906108,5.6553906104,5.65539061075,5.65539061071,5.65539061074,5.65539061074,5.655390610651,5.655390610651,5.655390610751,4.85201000503,5.65539061068,5.65539061084,5.45682879034,5.65539061084,5.65539061081,5.65539061081,5.65539061074,5.65539061084,5.65539061086,5.65539061086,5.65539061088,5.65539061088,5.65539061085,5.655390610705,5.655390610705,5.655390610705,5.655390610705,5.65539061065,5.65539061075,5.65539061075,4.84619494831,4.8380244709,2.98865630815
"t11",4.41248243215,3.46103965725,2.65564977581,4.41248243175,1.3641422974,0,1.8140660355,4.21892835645,4.21892835645,3.38534340575,3.21759492245,4.2189283559,4.21892835649,4.21892835649,3.72920349612,4.218928356,4.21892835593,4.21892835593,4.21892835592,4.21892835602,4.21892835602,4.21892835602,4.21892835592,2.35656915198,2.61401280978,3.48721212192,4.21892835624,1.77197353984,3.70492365658,3.63757997548,3.60788808218,2.50520912765,1.84823814185,6.12932389465,6.12932389435,6.12932389435,6.129323894614,6.129323894614,6.129323894314,6.129323894314,6.129323894374,6.129323894374,6.129323894354,5.658242973254,6.12932389435,6.12932389435,6.12932389435,6.12932389435,5.78243581735,4.18137857275,6.12932389442,5.57311224592,6.12932389393,6.12932389393,6.12932389398,6.12932389398,6.12932389398,6.12932389398,6.12932389392,6.12932389383,6.12932389383,6.12932389389,6.12932389389,5.40742558802,6.12932389422,6.12932389422,5.99651993689,5.30512183689,4.98774318875,6.12932389377,6.12932389377,6.1293238938,6.12932389417,6.12932389427,6.12932389426,6.12932389426,5.35565071235,5.82156635765,5.85447328607,6.129323894173,6.129323894173,6.12932389417,6.12932389417,4.30111693585,6.27366128155,5.95597247675,5.92664092335,6.43447674505,4.73103058215,6.43447674494,6.43447674494,6.43447674488,6.43447674488,6.43447674445,6.12565279503,6.41957845243,6.43447674503,6.43447674503,6.43447674521,5.15577619978,3.99576835103,3.31683428343,6.43447674475,6.05675577441,6.43447674471,6.4344767452,6.4344767452,5.7340751313,6.4344767451,6.4344767451,6.4344767449,6.4344767452,6.4344767452,6.4344767448,6.43447674515,6.43447674511,6.43447674514,6.43447674514,6.434476745051,6.434476745051,6.434476745151,5.63109613943,6.43447674508,6.43447674524,6.23591492474,6.43447674524,6.43447674521,6.43447674521,6.43447674514,6.43447674524,6.43447674526,6.43447674526,6.43447674528,6.43447674528,6.43447674525,6.434476745105,6.434476745105,6.434476745105,6.434476745105,6.43447674505,6.43447674515,6.43447674515,5.62528108271,5.6171106053,3.76774244255
"t12",4.45976396845,3.50832119355,2.70293131211,4.45976396805,1.4114238337,1.8140660355,0,4.26620989275,4.26620989275,3.43262494205,3.26487645875,4.2662098922,4.26620989279,4.26620989279,3.77648503242,4.2662098923,4.26620989223,4.26620989223,4.26620989222,4.26620989232,4.26620989232,4.26620989232,4.26620989222,2.40385068828,2.66129434608,3.53449365822,4.26620989254,1.81925507614,3.75220519288,3.68486151178,3.65516961848,2.55249066395,1.89551967815,6.17660543095,6.17660543065,6.17660543065,6.176605430914,6.176605430914,6.176605430614,6.176605430614,6.176605430674,6.176605430674,6.176605430654,5.705524509554,6.17660543065,6.17660543065,6.17660543065,6.17660543065,5.82971735365,4.22866010905,6.17660543072,5.62039378222,6.17660543023,6.17660543023,6.17660543028,6.17660543028,6.17660543028,6.17660543028,6.17660543022,6.17660543013,6.17660543013,6.17660543019,6.17660543019,5.45470712432,6.17660543052,6.17660543052,6.04380147319,5.35240337319,5.03502472505,6.17660543007,6.17660543007,6.1766054301,6.17660543047,6.17660543057,6.17660543056,6.17660543056,5.40293224865,5.86884789395,5.90175482237,6.176605430473,6.176605430473,6.17660543047,6.17660543047,4.34839847215,6.32094281785,6.00325401305,5.97392245965,6.48175828135,4.77831211845,6.48175828124,6.48175828124,6.48175828118,6.48175828118,6.48175828075,6.17293433133,6.46685998873,6.48175828133,6.48175828133,6.48175828151,5.20305773608,4.04304988733,3.36411581973,6.48175828105,6.10403731071,6.48175828101,6.4817582815,6.4817582815,5.7813566676,6.4817582814,6.4817582814,6.4817582812,6.4817582815,6.4817582815,6.4817582811,6.48175828145,6.48175828141,6.48175828144,6.48175828144,6.481758281351,6.481758281351,6.481758281451,5.67837767573,6.48175828138,6.48175828154,6.28319646104,6.48175828154,6.48175828151,6.48175828151,6.48175828144,6.48175828154,6.48175828156,6.48175828156,6.48175828158,6.48175828158,6.48175828155,6.481758281405,6.481758281405,6.481758281405,6.481758281405,6.48175828135,6.48175828145,6.48175828145,5.67256261901,5.6643921416,3.81502397885
"t72",6.1495031368,5.1980603619,4.39267048046,6.1495031364,3.43984222205,4.21892835645,4.26620989275,0,1.1045885558,1.2918965469,1.396027511,4.43699885845,4.43699885904,4.43699885904,3.94727399867,4.43699885855,4.43699885848,4.43699885848,4.43699885847,4.43699885857,4.43699885857,4.43699885857,4.43699885847,2.57463965453,2.83208331233,5.03953250947,5.77124874379,3.32429392739,5.25724404413,5.18990036303,5.16020846973,4.2422298323,3.5852588465,7.8663445993,7.866344599,7.866344599,7.866344599264,7.866344599264,7.866344598964,7.866344598964,7.866344599024,7.866344599024,7.866344599004,7.395263677904,7.866344599,7.866344599,7.866344599,7.866344599,7.519456522,5.9183992774,7.86634459907,7.31013295057,7.86634459858,7.86634459858,7.86634459863,7.86634459863,7.86634459863,7.86634459863,7.86634459857,7.86634459848,7.86634459848,7.86634459854,7.86634459854,7.14444629267,7.86634459887,7.86634459887,7.73354064154,7.04214254154,6.7247638934,7.86634459842,7.86634459842,7.86634459845,7.86634459882,7.86634459892,7.86634459891,7.86634459891,7.092671417,7.5585870623,7.59149399072,7.866344598823,7.866344598823,7.86634459882,7.86634459882,6.0381376405,8.0106819862,7.6929931814,7.663661628,8.1714974497,6.4680512868,8.17149744959,8.17149744959,8.17149744953,8.17149744953,8.1714974491,7.86267349968,8.15659915708,8.17149744968,8.17149744968,8.17149744986,6.89279690443,5.73278905568,5.05385498808,8.1714974494,7.79377647906,8.17149744936,8.17149744985,8.17149744985,7.47109583595,8.17149744975,8.17149744975,8.17149744955,8.17149744985,8.17149744985,8.17149744945,8.1714974498,8.17149744976,8.17149744979,8.17149744979,8.171497449701,8.171497449701,8.171497449801,7.36811684408,8.17149744973,8.17149744989,7.97293562939,8.17149744989,8.17149744986,8.17149744986,8.17149744979,8.17149744989,8.17149744991,8.17149744991,8.17149744993,8.17149744993,8.1714974499,8.171497449755,8.171497449755,8.171497449755,8.171497449755,8.1714974497,8.1714974498,8.1714974498,7.36230178736,7.35413130995,5.5047631472
"t73",6.1495031368,5.1980603619,4.39267048046,6.1495031364,3.43984222205,4.21892835645,4.26620989275,1.1045885558,0,1.2918965469,1.396027511,4.43699885845,4.43699885904,4.43699885904,3.94727399867,4.43699885855,4.43699885848,4.43699885848,4.43699885847,4.43699885857,4.43699885857,4.43699885857,4.43699885847,2.57463965453,2.83208331233,5.03953250947,5.77124874379,3.32429392739,5.25724404413,5.18990036303,5.16020846973,4.2422298323,3.5852588465,7.8663445993,7.866344599,7.866344599,7.866344599264,7.866344599264,7.866344598964,7.866344598964,7.866344599024,7.866344599024,7.866344599004,7.395263677904,7.866344599,7.866344599,7.866344599,7.866344599,7.519456522,5.9183992774,7.86634459907,7.31013295057,7.86634459858,7.86634459858,7.86634459863,7.86634459863,7.86634459863,7.86634459863,7.86634459857,7.86634459848,7.86634459848,7.86634459854,7.86634459854,7.14444629267,7.86634459887,7.86634459887,7.73354064154,7.04214254154,6.7247638934,7.86634459842,7.86634459842,7.86634459845,7.86634459882,7.86634459892,7.86634459891,7.86634459891,7.092671417,7.5585870623,7.59149399072,7.866344598823,7.866344598823,7.86634459882,7.86634459882,6.0381376405,8.0106819862,7.6929931814,7.663661628,8.1714974497,6.4680512868,8.17149744959,8.17149744959,8.17149744953,8.17149744953,8.1714974491,7.86267349968,8.15659915708,8.17149744968,8.17149744968,8.17149744986,6.89279690443,5.73278905568,5.05385498808,8.1714974494,7.79377647906,8.17149744936,8.17149744985,8.17149744985,7.47109583595,8.17149744975,8.17149744975,8.17149744955,8.17149744985,8.17149744985,8.17149744945,8.1714974498,8.17149744976,8.17149744979,8.17149744979,8.171497449701,8.171497449701,8.171497449801,7.36811684408,8.17149744973,8.17149744989,7.97293562939,8.17149744989,8.17149744986,8.17149744986,8.17149744979,8.17149744989,8.17149744991,8.17149744991,8.17149744993,8.17149744993,8.1714974499,8.171497449755,8.171497449755,8.171497449755,8.171497449755,8.1714974497,8.1714974498,8.1714974498,7.36230178736,7.35413130995,5.5047631472
"t41",5.3159181861,4.3644754112,3.55908552976,5.3159181857,2.60625727135,3.38534340575,3.43262494205,1.2918965469,1.2918965469,0,0.5624425603,3.60341390775,3.60341390834,3.60341390834,3.11368904797,3.60341390785,3.60341390778,3.60341390778,3.60341390777,3.60341390787,3.60341390787,3.60341390787,3.60341390777,1.74105470383,1.99849836163,4.20594755877,4.93766379309,2.49070897669,4.42365909343,4.35631541233,4.32662351903,3.4086448816,2.7516738958,7.0327596486,7.0327596483,7.0327596483,7.032759648564,7.032759648564,7.032759648264,7.032759648264,7.032759648324,7.032759648324,7.032759648304,6.561678727204,7.0327596483,7.0327596483,7.0327596483,7.0327596483,6.6858715713,5.0848143267,7.03275964837,6.47654799987,7.03275964788,7.03275964788,7.03275964793,7.03275964793,7.03275964793,7.03275964793,7.03275964787,7.03275964778,7.03275964778,7.03275964784,7.03275964784,6.31086134197,7.03275964817,7.03275964817,6.89995569084,6.20855759084,5.8911789427,7.03275964772,7.03275964772,7.03275964775,7.03275964812,7.03275964822,7.03275964821,7.03275964821,6.2590864663,6.7250021116,6.75790904002,7.032759648123,7.032759648123,7.03275964812,7.03275964812,5.2045526898,7.1770970355,6.8594082307,6.8300766773,7.337912499,5.6344663361,7.33791249889,7.33791249889,7.33791249883,7.33791249883,7.3379124984,7.02908854898,7.32301420638,7.33791249898,7.33791249898,7.33791249916,6.05921195373,4.89920410498,4.22027003738,7.3379124987,6.96019152836,7.33791249866,7.33791249915,7.33791249915,6.63751088525,7.33791249905,7.33791249905,7.33791249885,7.33791249915,7.33791249915,7.33791249875,7.3379124991,7.33791249906,7.33791249909,7.33791249909,7.337912499001,7.337912499001,7.337912499101,6.53453189338,7.33791249903,7.33791249919,7.13935067869,7.33791249919,7.33791249916,7.33791249916,7.33791249909,7.33791249919,7.33791249921,7.33791249921,7.33791249923,7.33791249923,7.3379124992,7.337912499055,7.337912499055,7.337912499055,7.337912499055,7.337912499,7.3379124991,7.3379124991,6.52871683666,6.52054635925,4.6711781965
