accepted_species,estimate
t98,-1.3026146
t14,0.4139108
t42,0.27046484
t18,0.27046484
t26,0.27046484
t46,0.157792
t40,1.1238832
t32,-0.1561379
t31,-0.040796246
t27,-0.30862612
