"accepted_species","Medicinal"
"Tarenna_insularis",0
"Oreopolus_glacialis",0
"Eumachia_aneityensis",0
"Secamone_spirei",NA
"Aspidosperma_illustre",1
"Achilleanthus_schmutzii",0
"Dolianthus_clemensiae",0
"Siemensia_pendula",0
"Timonius_octonervius",0
"Sabicea_tersifolia",0
"Mandevilla_martii",NA
"Ceropegia_ngomensis",0
"Tridentea_marientalensis",0
"Landolphia_violacea",0
"Keetia_mannii",0
"Baissea_myrtifolia",1
"Orbea_huillensis",0
"Cynanchica_tephrocarpa",0
"Stenostomum_albobrunneum",0
"Thliphthisa_rupestris",0
"Palicourea_pebasensis",0
"Chelonanthus_matogrossensis",0
"Palicourea_moyobambana",0
"Forsteronia_laurifolia",NA
"Ceropegia_elliptica",0
"Gonolobus_grandiflorus",NA
"Cyrtophyllum_caudatum",0
"Guettarda_combsii",1
"Guettarda_lindeniana",0
"Lisianthius_habuensis",0
"Chomelia_hirsuta",0
"Chomelia_ramiae",0
"Micrechites_parkinsonii",NA
"Matelea_geminiflora",0
"Jobinia_canoi",0
"Schultesia_gracilis",0
"Rubia_hangii",0
"Asclepias_constricta",0
"Rauvolfia_grandiflora",1
"Mandevilla_equatorialis",NA
"Gardenia_cornuta",1
"Swertia_davidii",1
"Schismatoclada_humbertiana",0
"Ceropegia_foetidiflora",NA
"Ceropegia_stenophylla",0
"Fischeria_polytricha",0
"Spigelia_speciosa",0
"Spigelia_longiflora",0
"Galium_pendulum",0
"Psychotria_wollastonii",0
"Psychotria_wullschlaegelii",0
"Psychotria_chlorophylla",0
"Psychotria_jimenezii",0
"Galium_capreum",0
"Psychotria_raivavaensis",0
"Psychotria_inegi",0
"Psychotria_esmeraldana",0
"Galium_brockmannii",0
"Gaertnera_phanerophlebia",0
"Ferdinandusa_guainiae",0
"Gaertnera_obesa",0
"Ixora_erythrocarpa",0
"Hedyotis_uncinella",1
"Hoya_nyhuusiae",NA
"Hoya_hernaezii",0
"Hoya_cupula",0
"Hedyotis_catanduanensis",0
"Mussaenda_kintaensis",0
"Plocama_szowitzii",0
"Tripterospermum_volubile",1
"Eumachia_lepiniana",0
"Steenisia_elata",0
"Vangueria_volkensii",1
"Coussarea_lanceolata",0
"Hydnophytum_bracteatum",0
"Logania_depressa",0
"Palicourea_cogolloi",0
"Cordiera_triflora",0
"Canthium_cambodianum",0
"Polystemma_canisferum",NA
"Gonolobus_hildegardiae",0
"Timonius_appendiculatus",0
"Pavetta_gabonica",0
"Wrightia_candollei",0
"Wrightia_sikkimensis",NA
"Streblosa_johannis-winkleri",0
"Pavetta_talbotii",0
"Randia_lanuginosa",0
"Villaria_uniflora",0
"Elaeagia_ruizteranii",0
"Sarcolobus_carinatus",1
"Oxyanthus_nangensis",0
"Sabicea_longepetiolata",0
"Sabicea_trailii",0
"Exacum_decapterum",0
"Gentiana_georgei",0
"Praravinia_gracilis",0
"Gentiana_sagarmathae",0
"Chassalia_coursii",0
"Trichosandra_borbonica",0
