"","turnover.rates","eps.values","transition.rates"
"1",0.891377072781324,0.405249533941969,NA
"2",0.302524933125824,0.847720042802393,0.0765475954394788
"3",0.47493785736151,0.838862002827227,0.81833394872956
"4",0.776788865914568,0.508139113429934,0.642976894043386
"5",0.891377072781324,0.405249533941969,0.965338105103001
"6",0.302524933125824,0.847720042802393,NA
"7",0.47493785736151,0.838862002827227,0.64315187279135
"8",0.776788865914568,0.508139113429934,0.486279483651742
"9",0.891377072781324,0.405249533941969,0.588117384817451
"10",0.302524933125824,0.847720042802393,0.671917642932385
"11",0.47493785736151,0.838862002827227,NA
"12",0.776788865914568,0.508139113429934,0.0124009044375271
"13",0.891377072781324,0.405249533941969,0.655968462349847
"14",0.302524933125824,0.847720042802393,0.762697441270575
"15",0.47493785736151,0.838862002827227,0.895645694807172
"16",0.776788865914568,0.508139113429934,NA
