"","t2","t3","t11","t77","t90","t93","t94","t87","t88","t30","t73","t74","t10","t58","t59","t47","t48","t76","t124","t125","t81","t41","t49","t50","t26","t107","t108","t32","t33","t12","t13","t14","t20","t21","t85","t86","t89","t95","t96","t97","t98","t6","t4","t7","t83","t84","t29","t105","t106","t40","t111","t118","t119","t61","t17","t27","t56","t57","t45","t64","t75","t109","t110","t44","t37","t38","t116","t117","t122","t123","t67","t65","t71","t72","t31","t91","t92","t51","t114","t115","t78","t70","t101","t102","t54","t55","t22","t5","t36","t120","t121","t52","t53","t18","t79","t80","t68","t69","t66","t28","t103","t104","t82","t60","t34","t35","t19","t8","t9","t25","t43","t99","t100","t42","t23","t15","t16","t62","t63","t39","t126","t127","t112","t113","t46","t24","t1"
"t2",0,1.46167755891,5.3751961884,5.375196188,5.375196188,5.375196188047,5.375196188047,5.3751961882,5.3751961882,5.3751961883,5.3751961883,5.1657244617,5.3751961879,5.07783461339,5.37519618849,5.37519618849,5.37519618849,5.37519618799,5.37519618801,5.37519618801,5.37519618796,4.78169949511,5.37519618878,5.37519618878,5.37519618878,5.37519618878,5.27213655907,5.37519618889,5.17281054189,5.37519618859,4.19128721858,5.37519618805,5.37519618805,4.48156770361,5.37519618805,5.30356838375,5.37519618805,5.375196188075,5.375196188075,5.37519618803,5.37519618803,4.02511685275,2.4614003922,3.77332066475,5.37519618825,5.19249723505,5.37519618785,5.37519618797,5.37519618797,4.91273366277,5.29463947912,5.37519618794,5.37519618794,5.37519618787,5.37519618882,5.37519618853,5.37519618843,5.37519618843,5.375196188425,5.375196188525,5.375196188525,5.375196188525,5.375196188525,5.37519618843,6.56859561599,6.56859561599,6.5685956151,6.5685956151,6.56859561515,6.56859561515,6.56859561511,6.56859561512,6.56859561522,6.56859561522,6.56859561519,6.56859561513,6.56859561513,6.56859561521,6.56859561515,6.56859561515,6.56859561521,6.56859561523,6.56859561523,6.56859561523,6.56859561523,6.27178188593,6.29185343673,3.88620449509,6.56859561564,6.56859561564,6.56859561564,6.56859561554,6.43324783594,5.90858128254,6.56859561554,6.56859561554,6.56859561556,6.35154492546,6.56859561564,6.56859561568,6.5685956156,6.5685956156,6.56859561558,6.56859561558,5.84094973829,6.56859561529,6.56859561549,4.83044292342,4.98409992469,6.56859561569,6.56859561579,6.52435149779,6.56859561579,6.56859561579,6.56859561569,6.56859561559,6.56859561559,6.56859561579,6.56859561579,6.56859561579,6.56859561577,6.56859561577,6.56859561578,6.56859561578,6.56859561578,6.56859561579,2.78351903621
"t3",1.46167755891,0,4.04640567131,4.04640567091,4.04640567091,4.046405670957,4.046405670957,4.04640567111,4.04640567111,4.04640567121,4.04640567121,3.83693394461,4.04640567081,3.7490440963,4.0464056714,4.0464056714,4.0464056714,4.0464056709,4.04640567092,4.04640567092,4.04640567087,3.45290897802,4.04640567169,4.04640567169,4.04640567169,4.04640567169,3.94334604198,4.0464056718,3.8440200248,4.0464056715,2.86249670149,4.04640567096,4.04640567096,3.15277718652,4.04640567096,3.97477786666,4.04640567096,4.046405670985,4.046405670985,4.04640567094,4.04640567094,2.69632633566,1.13260987511,2.44453014766,4.04640567116,3.86370671796,4.04640567076,4.04640567088,4.04640567088,3.58394314568,3.96584896203,4.04640567085,4.04640567085,4.04640567078,4.04640567173,4.04640567144,4.04640567134,4.04640567134,4.046405671335,4.046405671435,4.046405671435,4.046405671435,4.046405671435,4.04640567134,5.2398050989,5.2398050989,5.23980509801,5.23980509801,5.23980509806,5.23980509806,5.23980509802,5.23980509803,5.23980509813,5.23980509813,5.2398050981,5.23980509804,5.23980509804,5.23980509812,5.23980509806,5.23980509806,5.23980509812,5.23980509814,5.23980509814,5.23980509814,5.23980509814,4.94299136884,4.96306291964,2.557413978,5.23980509855,5.23980509855,5.23980509855,5.23980509845,5.10445731885,4.57979076545,5.23980509845,5.23980509845,5.23980509847,5.02275440837,5.23980509855,5.23980509859,5.23980509851,5.23980509851,5.23980509849,5.23980509849,4.5121592212,5.2398050982,5.2398050984,3.50165240633,3.6553094076,5.2398050986,5.2398050987,5.1955609807,5.2398050987,5.2398050987,5.2398050986,5.2398050985,5.2398050985,5.2398050987,5.2398050987,5.2398050987,5.23980509868,5.23980509868,5.23980509869,5.23980509869,5.23980509869,5.2398050987,1.45472851912
"t11",5.3751961884,4.04640567131,0,3.3464297396,3.3464297396,3.346429739647,3.346429739647,4.3379024554,4.3379024554,4.3379024555,4.3379024555,4.1284307289,4.3379024551,4.10388100481,4.40124257991,4.40124257991,4.40124257991,7.59509648341,7.59509648343,7.59509648343,7.59509648338,7.00159979053,7.5950964842,7.5950964842,7.5950964842,7.5950964842,7.49203685449,7.59509648431,7.39271083731,7.59509648401,6.411187514,7.67717652001,7.67717652001,6.78354803557,7.67717652001,7.60554871571,7.67717652001,7.677176520035,7.677176520035,7.67717651999,7.67717651999,6.32709718471,4.76338072416,6.07530099671,7.67717652021,7.49447756701,7.67717651981,7.67717651993,7.67717651993,7.21471399473,7.59661981108,7.6771765199,7.6771765199,7.67717651983,7.67717652078,7.67717652049,7.67717652039,7.67717652039,7.677176520385,7.677176520485,7.677176520485,7.677176520485,7.677176520485,7.67717652039,9.04429486201,9.04429486201,9.04429486112,9.04429486112,9.04429486117,9.04429486117,9.04429486113,9.04429486114,9.04429486124,9.04429486124,9.04429486121,9.04429486115,9.04429486115,9.04429486123,9.04429486117,9.04429486117,9.04429486123,9.04429486125,9.04429486125,9.04429486125,9.04429486125,8.74748113195,8.76755268275,6.36190374111,9.04429486166,9.04429486166,9.04429486166,9.04429486156,8.90894708196,8.38428052856,9.04429486156,9.04429486156,9.04429486158,8.82724417148,9.04429486166,9.0442948617,9.04429486162,9.04429486162,9.0442948616,9.0442948616,8.31664898431,9.04429486131,9.04429486151,7.30614216944,7.45979917071,9.04429486171,9.04429486181,9.00005074381,9.04429486181,9.04429486181,9.04429486171,9.04429486161,9.04429486161,9.04429486181,9.04429486181,9.04429486181,9.04429486179,9.04429486179,9.0442948618,9.0442948618,9.0442948618,9.04429486181,5.25921828223
"t77",5.375196188,4.04640567091,3.3464297396,0,0.5828745292,0.582874529247,0.582874529247,4.337902455,4.337902455,4.3379024551,4.3379024551,4.1284307285,4.3379024547,4.10388100441,4.40124257951,4.40124257951,4.40124257951,7.59509648301,7.59509648303,7.59509648303,7.59509648298,7.00159979013,7.5950964838,7.5950964838,7.5950964838,7.5950964838,7.49203685409,7.59509648391,7.39271083691,7.59509648361,6.4111875136,7.67717651961,7.67717651961,6.78354803517,7.67717651961,7.60554871531,7.67717651961,7.677176519635,7.677176519635,7.67717651959,7.67717651959,6.32709718431,4.76338072376,6.07530099631,7.67717651981,7.49447756661,7.67717651941,7.67717651953,7.67717651953,7.21471399433,7.59661981068,7.6771765195,7.6771765195,7.67717651943,7.67717652038,7.67717652009,7.67717651999,7.67717651999,7.677176519985,7.677176520085,7.677176520085,7.677176520085,7.677176520085,7.67717651999,9.04429486161,9.04429486161,9.04429486072,9.04429486072,9.04429486077,9.04429486077,9.04429486073,9.04429486074,9.04429486084,9.04429486084,9.04429486081,9.04429486075,9.04429486075,9.04429486083,9.04429486077,9.04429486077,9.04429486083,9.04429486085,9.04429486085,9.04429486085,9.04429486085,8.74748113155,8.76755268235,6.36190374071,9.04429486126,9.04429486126,9.04429486126,9.04429486116,8.90894708156,8.38428052816,9.04429486116,9.04429486116,9.04429486118,8.82724417108,9.04429486126,9.0442948613,9.04429486122,9.04429486122,9.0442948612,9.0442948612,8.31664898391,9.04429486091,9.04429486111,7.30614216904,7.45979917031,9.04429486131,9.04429486141,9.00005074341,9.04429486141,9.04429486141,9.04429486131,9.04429486121,9.04429486121,9.04429486141,9.04429486141,9.04429486141,9.04429486139,9.04429486139,9.0442948614,9.0442948614,9.0442948614,9.04429486141,5.25921828183
"t90",5.375196188,4.04640567091,3.3464297396,0.5828745292,0,0.381556174447,0.381556174447,4.337902455,4.337902455,4.3379024551,4.3379024551,4.1284307285,4.3379024547,4.10388100441,4.40124257951,4.40124257951,4.40124257951,7.59509648301,7.59509648303,7.59509648303,7.59509648298,7.00159979013,7.5950964838,7.5950964838,7.5950964838,7.5950964838,7.49203685409,7.59509648391,7.39271083691,7.59509648361,6.4111875136,7.67717651961,7.67717651961,6.78354803517,7.67717651961,7.60554871531,7.67717651961,7.677176519635,7.677176519635,7.67717651959,7.67717651959,6.32709718431,4.76338072376,6.07530099631,7.67717651981,7.49447756661,7.67717651941,7.67717651953,7.67717651953,7.21471399433,7.59661981068,7.6771765195,7.6771765195,7.67717651943,7.67717652038,7.67717652009,7.67717651999,7.67717651999,7.677176519985,7.677176520085,7.677176520085,7.677176520085,7.677176520085,7.67717651999,9.04429486161,9.04429486161,9.04429486072,9.04429486072,9.04429486077,9.04429486077,9.04429486073,9.04429486074,9.04429486084,9.04429486084,9.04429486081,9.04429486075,9.04429486075,9.04429486083,9.04429486077,9.04429486077,9.04429486083,9.04429486085,9.04429486085,9.04429486085,9.04429486085,8.74748113155,8.76755268235,6.36190374071,9.04429486126,9.04429486126,9.04429486126,9.04429486116,8.90894708156,8.38428052816,9.04429486116,9.04429486116,9.04429486118,8.82724417108,9.04429486126,9.0442948613,9.04429486122,9.04429486122,9.0442948612,9.0442948612,8.31664898391,9.04429486091,9.04429486111,7.30614216904,7.45979917031,9.04429486131,9.04429486141,9.00005074341,9.04429486141,9.04429486141,9.04429486131,9.04429486121,9.04429486121,9.04429486141,9.04429486141,9.04429486141,9.04429486139,9.04429486139,9.0442948614,9.0442948614,9.0442948614,9.04429486141,5.25921828183
"t93",5.375196188047,4.046405670957,3.346429739647,0.582874529247,0.381556174447,0,0.373266796,4.337902455047,4.337902455047,4.337902455147,4.337902455147,4.128430728547,4.337902454747,4.103881004457,4.401242579557,4.401242579557,4.401242579557,7.595096483057,7.595096483077,7.595096483077,7.595096483027,7.001599790177,7.595096483847,7.595096483847,7.595096483847,7.595096483847,7.492036854137,7.595096483957,7.392710836957,7.595096483657,6.411187513647,7.677176519657,7.677176519657,6.783548035217,7.677176519657,7.605548715357,7.677176519657,7.677176519682,7.677176519682,7.677176519637,7.677176519637,6.327097184357,4.763380723807,6.075300996357,7.677176519857,7.494477566657,7.677176519457,7.677176519577,7.677176519577,7.214713994377,7.596619810727,7.677176519547,7.677176519547,7.677176519477,7.677176520427,7.677176520137,7.677176520037,7.677176520037,7.677176520032,7.677176520132,7.677176520132,7.677176520132,7.677176520132,7.677176520037,9.044294861657,9.044294861657,9.044294860767,9.044294860767,9.044294860817,9.044294860817,9.044294860777,9.044294860787,9.044294860887,9.044294860887,9.044294860857,9.044294860797,9.044294860797,9.044294860877,9.044294860817,9.044294860817,9.044294860877,9.044294860897,9.044294860897,9.044294860897,9.044294860897,8.747481131597,8.767552682397,6.361903740757,9.044294861307,9.044294861307,9.044294861307,9.044294861207,8.908947081607,8.384280528207,9.044294861207,9.044294861207,9.044294861227,8.827244171127,9.044294861307,9.044294861347,9.044294861267,9.044294861267,9.044294861247,9.044294861247,8.316648983957,9.044294860957,9.044294861157,7.306142169087,7.459799170357,9.044294861357,9.044294861457,9.000050743457,9.044294861457,9.044294861457,9.044294861357,9.044294861257,9.044294861257,9.044294861457,9.044294861457,9.044294861457,9.044294861437,9.044294861437,9.044294861447,9.044294861447,9.044294861447,9.044294861457,5.259218281877
"t94",5.375196188047,4.046405670957,3.346429739647,0.582874529247,0.381556174447,0.373266796,0,4.337902455047,4.337902455047,4.337902455147,4.337902455147,4.128430728547,4.337902454747,4.103881004457,4.401242579557,4.401242579557,4.401242579557,7.595096483057,7.595096483077,7.595096483077,7.595096483027,7.001599790177,7.595096483847,7.595096483847,7.595096483847,7.595096483847,7.492036854137,7.595096483957,7.392710836957,7.595096483657,6.411187513647,7.677176519657,7.677176519657,6.783548035217,7.677176519657,7.605548715357,7.677176519657,7.677176519682,7.677176519682,7.677176519637,7.677176519637,6.327097184357,4.763380723807,6.075300996357,7.677176519857,7.494477566657,7.677176519457,7.677176519577,7.677176519577,7.214713994377,7.596619810727,7.677176519547,7.677176519547,7.677176519477,7.677176520427,7.677176520137,7.677176520037,7.677176520037,7.677176520032,7.677176520132,7.677176520132,7.677176520132,7.677176520132,7.677176520037,9.044294861657,9.044294861657,9.044294860767,9.044294860767,9.044294860817,9.044294860817,9.044294860777,9.044294860787,9.044294860887,9.044294860887,9.044294860857,9.044294860797,9.044294860797,9.044294860877,9.044294860817,9.044294860817,9.044294860877,9.044294860897,9.044294860897,9.044294860897,9.044294860897,8.747481131597,8.767552682397,6.361903740757,9.044294861307,9.044294861307,9.044294861307,9.044294861207,8.908947081607,8.384280528207,9.044294861207,9.044294861207,9.044294861227,8.827244171127,9.044294861307,9.044294861347,9.044294861267,9.044294861267,9.044294861247,9.044294861247,8.316648983957,9.044294860957,9.044294861157,7.306142169087,7.459799170357,9.044294861357,9.044294861457,9.000050743457,9.044294861457,9.044294861457,9.044294861357,9.044294861257,9.044294861257,9.044294861457,9.044294861457,9.044294861457,9.044294861437,9.044294861437,9.044294861447,9.044294861447,9.044294861447,9.044294861457,5.259218281877
"t87",5.3751961882,4.04640567111,4.3379024554,4.337902455,4.337902455,4.337902455047,4.337902455047,0,0.4171742694,1.9981272511,1.9981272511,1.7886555245,3.5294339923,4.10388100461,4.40124257971,4.40124257971,4.40124257971,7.59509648321,7.59509648323,7.59509648323,7.59509648318,7.00159979033,7.595096484,7.595096484,7.595096484,7.595096484,7.49203685429,7.59509648411,7.39271083711,7.59509648381,6.4111875138,7.67717651981,7.67717651981,6.78354803537,7.67717651981,7.60554871551,7.67717651981,7.677176519835,7.677176519835,7.67717651979,7.67717651979,6.32709718451,4.76338072396,6.07530099651,7.67717652001,7.49447756681,7.67717651961,7.67717651973,7.67717651973,7.21471399453,7.59661981088,7.6771765197,7.6771765197,7.67717651963,7.67717652058,7.67717652029,7.67717652019,7.67717652019,7.677176520185,7.677176520285,7.677176520285,7.677176520285,7.677176520285,7.67717652019,9.04429486181,9.04429486181,9.04429486092,9.04429486092,9.04429486097,9.04429486097,9.04429486093,9.04429486094,9.04429486104,9.04429486104,9.04429486101,9.04429486095,9.04429486095,9.04429486103,9.04429486097,9.04429486097,9.04429486103,9.04429486105,9.04429486105,9.04429486105,9.04429486105,8.74748113175,8.76755268255,6.36190374091,9.04429486146,9.04429486146,9.04429486146,9.04429486136,8.90894708176,8.38428052836,9.04429486136,9.04429486136,9.04429486138,8.82724417128,9.04429486146,9.0442948615,9.04429486142,9.04429486142,9.0442948614,9.0442948614,8.31664898411,9.04429486111,9.04429486131,7.30614216924,7.45979917051,9.04429486151,9.04429486161,9.00005074361,9.04429486161,9.04429486161,9.04429486151,9.04429486141,9.04429486141,9.04429486161,9.04429486161,9.04429486161,9.04429486159,9.04429486159,9.0442948616,9.0442948616,9.0442948616,9.04429486161,5.25921828203
"t88",5.3751961882,4.04640567111,4.3379024554,4.337902455,4.337902455,4.337902455047,4.337902455047,0.4171742694,0,1.9981272511,1.9981272511,1.7886555245,3.5294339923,4.10388100461,4.40124257971,4.40124257971,4.40124257971,7.59509648321,7.59509648323,7.59509648323,7.59509648318,7.00159979033,7.595096484,7.595096484,7.595096484,7.595096484,7.49203685429,7.59509648411,7.39271083711,7.59509648381,6.4111875138,7.67717651981,7.67717651981,6.78354803537,7.67717651981,7.60554871551,7.67717651981,7.677176519835,7.677176519835,7.67717651979,7.67717651979,6.32709718451,4.76338072396,6.07530099651,7.67717652001,7.49447756681,7.67717651961,7.67717651973,7.67717651973,7.21471399453,7.59661981088,7.6771765197,7.6771765197,7.67717651963,7.67717652058,7.67717652029,7.67717652019,7.67717652019,7.677176520185,7.677176520285,7.677176520285,7.677176520285,7.677176520285,7.67717652019,9.04429486181,9.04429486181,9.04429486092,9.04429486092,9.04429486097,9.04429486097,9.04429486093,9.04429486094,9.04429486104,9.04429486104,9.04429486101,9.04429486095,9.04429486095,9.04429486103,9.04429486097,9.04429486097,9.04429486103,9.04429486105,9.04429486105,9.04429486105,9.04429486105,8.74748113175,8.76755268255,6.36190374091,9.04429486146,9.04429486146,9.04429486146,9.04429486136,8.90894708176,8.38428052836,9.04429486136,9.04429486136,9.04429486138,8.82724417128,9.04429486146,9.0442948615,9.04429486142,9.04429486142,9.0442948614,9.0442948614,8.31664898411,9.04429486111,9.04429486131,7.30614216924,7.45979917051,9.04429486151,9.04429486161,9.00005074361,9.04429486161,9.04429486161,9.04429486151,9.04429486141,9.04429486141,9.04429486161,9.04429486161,9.04429486161,9.04429486159,9.04429486159,9.0442948616,9.0442948616,9.0442948616,9.04429486161,5.25921828203
"t30",5.3751961883,4.04640567121,4.3379024555,4.3379024551,4.3379024551,4.337902455147,4.337902455147,1.9981272511,1.9981272511,0,1.7164082364,1.5069365098,3.5294339924,4.10388100471,4.40124257981,4.40124257981,4.40124257981,7.59509648331,7.59509648333,7.59509648333,7.59509648328,7.00159979043,7.5950964841,7.5950964841,7.5950964841,7.5950964841,7.49203685439,7.59509648421,7.39271083721,7.59509648391,6.4111875139,7.67717651991,7.67717651991,6.78354803547,7.67717651991,7.60554871561,7.67717651991,7.677176519935,7.677176519935,7.67717651989,7.67717651989,6.32709718461,4.76338072406,6.07530099661,7.67717652011,7.49447756691,7.67717651971,7.67717651983,7.67717651983,7.21471399463,7.59661981098,7.6771765198,7.6771765198,7.67717651973,7.67717652068,7.67717652039,7.67717652029,7.67717652029,7.677176520285,7.677176520385,7.677176520385,7.677176520385,7.677176520385,7.67717652029,9.04429486191,9.04429486191,9.04429486102,9.04429486102,9.04429486107,9.04429486107,9.04429486103,9.04429486104,9.04429486114,9.04429486114,9.04429486111,9.04429486105,9.04429486105,9.04429486113,9.04429486107,9.04429486107,9.04429486113,9.04429486115,9.04429486115,9.04429486115,9.04429486115,8.74748113185,8.76755268265,6.36190374101,9.04429486156,9.04429486156,9.04429486156,9.04429486146,8.90894708186,8.38428052846,9.04429486146,9.04429486146,9.04429486148,8.82724417138,9.04429486156,9.0442948616,9.04429486152,9.04429486152,9.0442948615,9.0442948615,8.31664898421,9.04429486121,9.04429486141,7.30614216934,7.45979917061,9.04429486161,9.04429486171,9.00005074371,9.04429486171,9.04429486171,9.04429486161,9.04429486151,9.04429486151,9.04429486171,9.04429486171,9.04429486171,9.04429486169,9.04429486169,9.0442948617,9.0442948617,9.0442948617,9.04429486171,5.25921828213
