"accepted_species","estimate"
"t46",0.82596096946242
"t54",-0.0336843397277362
"t50",-0.152398315712154
"t8",-0.563007170787173
"t19",-0.905758057186954
"t2",-0.17328578095526
"t37",0.69458502013658
"t95",-1.81323172688868
"t23",-0.318866969220656
"t34",-0.090536454741128
