"accepted_species","traits"
"t8",1
"t10",1
"t12",1
"t13",1
"t15",NA
"t16",0
"t17",1
"t19",1
"t20",0
"t22",1
"t23",0
"t24",1
"t26",1
"t27",0
"t28",0
"t29",1
"t30",1
"t31",1
"t32",0
"t33",1
"t34",1
"t35",1
"t36",1
"t37",0
"t38",0
"t39",0
"t40",0
"t41",0
"t42",0
"t44",0
"t45",0
"t46",0
"t47",0
"t48",0
"t49",0
"t50",0
"t51",1
"t52",0
"t54",0
"t55",NA
"t56",0
"t57",0
"t58",0
"t59",0
"t60",0
"t61",0
"t63",0
"t64",0
"t65",0
"t66",1
"t67",NA
"t68",0
"t69",1
"t70",NA
"t71",1
"t72",0
"t73",0
"t74",0
"t75",0
"t76",0
"t77",0
"t78",0
"t79",0
"t80",0
"t81",0
"t83",0
"t85",0
"t86",0
"t87",0
"t88",0
"t89",0
"t90",0
"t91",0
"t92",0
"t93",0
"t94",1
"t95",1
"t96",0
"t97",NA
"t98",NA
"t99",NA
"t100",NA
"t101",0
"t102",0
"t103",NA
"t104",1
"t105",0
"t106",0
"t107",1
"t108",NA
"t109",1
"t110",1
"t111",0
"t112",0
"t113",1
"t114",1
"t115",0
"t116",0
"t117",0
"t118",0
