"","turnover.rates","eps.values","transition.rates"
"1",0.920973508153111,0.0983755879569799,NA
"2",0.06267070164904,0.206472675781697,0.634261395549402
"3",0.650147556792945,0.0378462295047939,0.847706159111112
"4",0.709650708129629,0.252112763235345,0.6924012536183
"5",0.920973508153111,0.0983755879569799,0.0736458045430481
"6",0.06267070164904,0.206472675781697,NA
"7",0.650147556792945,0.0378462295047939,0.627764460165054
"8",0.709650708129629,0.252112763235345,0.39940503728576
"9",0.920973508153111,0.0983755879569799,0.543310648063198
"10",0.06267070164904,0.206472675781697,0.553015703801066
"11",0.650147556792945,0.0378462295047939,NA
"12",0.709650708129629,0.252112763235345,0.0832245119381696
"13",0.920973508153111,0.0983755879569799,0.061945655150339
"14",0.06267070164904,0.206472675781697,0.511773888021708
"15",0.650147556792945,0.0378462295047939,0.659312976291403
"16",0.709650708129629,0.252112763235345,NA
