"accepted_species","trait_BM_trend_scaled"
"t99",1.67287080575025
"t100",1.88751712763482
"t51",NA
"t11",0.84458915650613
"t9",1.46005359970206
"t10",2.37386536650502
"t8",0.95007541206689
"t88",1.43259395083815
"t89",1.44880411974242
"t17",2.06288320128244
"t47",0.132298178989833
"t82",0.973150902620437
"t83",1.04711397924801
"t81",NA
"t91",-0.481828491295597
"t92",-0.462275758123206
"t49",0.812960644317389
"t50",1.0428764709364
"t18",NA
"t58",0.475921967642212
"t59",0.665041033788167
"t22",NA
"t73",NA
"t74",-0.496828710798801
"t63",0.186263654214275
"t36",NA
"t37",-0.618851590430801
"t95",-0.51022229532837
"t96",-0.474614630357211
"t90",-0.443563742979457
"t93",-0.484873207072291
"t94",-0.365115870703045
"t57",-0.428572812724187
"t6",-0.39670822812851
"t5",-0.936876151997504
"t75",-0.157758815109603
"t76",NA
"t29",0.0233292636995121
"t97",-0.343026318675565
"t98",-0.105171572975084
"t55",-0.337113906251308
"t56",NA
"t12",-0.656019462349813
"t53",-0.67702017543309
"t54",-0.172591601646088
"t38",-0.474926459883899
"t39",0.555822369744641
"t35",-0.536947459625085
"t28",NA
"t25",1.11317815624243
"t64",-0.330988482035315
"t65",-0.520019563017224
"t48",-0.886576011192474
"t3",1.41633794506286
"t4",-1.02394608985568
"t26",-2.0279882685076
"t27",-2.49901675219262
"t60",-0.953145248183467
"t61",NA
"t15",1.05354146740796
"t16",1.04853788067673
"t1",0.716442035502084
"t44",0.0604918309455204
"t45",-0.73783345135376
"t13",-0.956721232101988
"t14",-0.932101361402272
"t21",1.80963018157096
"t84",1.55695499929347
"t85",1.96357331876954
"t67",-0.914299147576433
"t68",-0.499179517257249
"t2",1.43207918553974
"t33",0.76588362920997
"t34",-0.232441967447122
"t19",-0.0705097821661657
"t20",0.107787615529348
"t40",-0.262718246647258
"t41",-0.835211910743384
"t79",0.17207026387482
"t80",0.0203483417897641
"t66",-0.179639643746945
"t32",-0.864055070961939
"t71",-0.626746210230467
"t72",-1.1032469933713
"t86",-1.30959574912562
"t87",-1.37947843103948
"t46",-1.02870436250263
"t7",0.0409382973159923
"t42",0.563145583834877
"t43",0.0673961674495496
"t23",0.477858988598999
"t24",1.52376193927326
"t30",-1.74860172285098
"t31",-1.9157699815785
"t52",-1.3678349824654
"t77",-0.725223530979659
"t78",-0.605488915964347
"t62",-0.133644826192423
"t69",-0.416698914103996
"t70",-0.273225487295947
