,Ev Model,corHMM,picante,phylnn_fill_means,logit_eigenvecs,logit_umap,logit_autoencoded,xgb_eigenvecs,xgb_umap,xgb_autoencoded,logit_eigenvecs_full_tree,logit_umap_full_tree,logit_autoencoded_full_tree,xgb_eigenvecs_full_tree,xgb_umap_full_tree,xgb_autoencoded_full_tree,EV Model,Missing Type
0,my_apm_data,0.14548327769575503,0.1534103632527855,0.14989717999570215,0.17840096851512738,0.2229191021472899,0.12829327361530513,0.19762865645218586,0.13410634487908876,0.17395094238412212,0.1831178820786456,0.1354672858219668,0.13168234204819573,0.14011734737436338,0.1553225666007621,0.25525561976893885,my_apm_data,mcar
1,my_apm_data,0.35786620319139517,0.37651304689173754,0.35964912280701755,0.32808344938369566,0.38857519929652107,0.3756189680008056,0.3863175886342379,0.3492766616984378,0.41237578309894873,0.41770168774363353,0.38126307933219733,0.37121688024749266,0.3752802663843157,0.39129634314240946,0.4127580612574171,my_apm_data,mcar
2,my_apm_data,0.5459423491604343,0.5924780454757572,0.3833333333333333,0.558429416364335,0.6672148197855468,0.6455500875267519,0.6078358351887764,0.6388130242828699,0.6082435754381426,0.670652766411183,0.3857105942490804,0.5106087399190847,0.4852427820065327,0.5065042919527442,0.5799008072537484,my_apm_data,mcar
3,my_apm_data,0.5319130104012446,0.4784934024918812,0.32536764705882354,0.35264801429624576,0.39859282762356785,0.40142631665786843,0.37987557453435855,0.363565380530905,0.3611052680717762,0.35238687358216214,0.3351727284806472,0.3960991442662813,0.4005741073801362,0.37592844686090104,0.36393628813579343,my_apm_data,mcar
4,my_apm_data,0.3039488563111742,0.3329880576163705,0.23094729344729342,0.4682612684894039,0.4335553474234134,0.44995940182175004,0.29218592262447723,0.38082814621276156,0.34788013212494406,0.4198476281733995,0.5257021244420101,0.44233116090122787,0.38265706880238903,0.3144250501064605,0.379761554971639,my_apm_data,mcar
5,my_apm_data,0.4123870854730232,0.4504689545178858,0.47259098870858646,0.49408291044503666,0.3418734848082674,0.5116215625005983,0.35326634097767484,0.33878609147712135,0.39813994803718566,0.4547644738322613,0.29643621340282006,0.38646189641388945,0.39200160113734484,0.3606488578043825,0.43587517000781406,my_apm_data,mcar
6,my_apm_data,0.3180720936545461,0.3667016617643738,0.2922453703703704,0.50822122422118,0.5230193720391244,0.43584775992099234,0.3832235097390152,0.3325727698766552,0.4126080006700417,0.357786781010629,0.3855699275260553,0.4060965080794029,0.34493096521807365,0.40780750876093336,0.39956765838521535,my_apm_data,mcar
7,my_apm_data,0.38314035257358237,0.3897521222919019,0.49837331914731287,0.440700639230051,0.5068425590739196,0.4402223079196763,0.40646626247609574,0.425377421954501,0.3935751224466395,0.4106587301587301,0.3144102224975138,0.4905003412898149,0.46386942648456275,0.4733784907902555,0.4445369635445223,my_apm_data,mcar
8,my_apm_data,0.5398154534475388,0.6421494520653346,0.3352272727272727,0.6242294624748943,0.5919803819238475,0.593833106329684,0.5974750405816582,0.615806003286412,0.5729284043162719,0.6053684624230813,0.5329788541137226,0.43734402780219367,0.6566177668043345,0.5816267709394931,0.5751798268003003,my_apm_data,mcar
9,my_apm_data,0.30253007427973855,0.49476943535767065,0.24786324786324784,0.5113673296081042,0.5709694827136688,0.5078806986429081,0.4701328465116564,0.5619000300819394,0.4712195119385755,0.5255851194639294,0.4930525412698039,0.4139907759997776,0.3371572686005347,0.4748519045522216,0.506014339309749,my_apm_data,mcar
