"","t110","t111","t12","t19","t71","t72","t61","t126","t127","t101","t62","t70","t102","t103","t20","t120","t121","t93","t83","t73","t74","t57","t58","t92","t130","t131","t51","t37","t2","t1","t89","t90","t59","t14","t50","t66","t67","t68","t69","t97","t98","t85","t86","t87","t88","t28","t27","t32","t35","t36","t52","t99","t100","t108","t109","t105","t106","t115","t116","t124","t125","t84","t46","t55","t56","t41","t42","t63","t134","t135","t112","t64","t65","t31","t29","t15","t24","t25","t4","t7","t16","t17","t11","t78","t79","t107","t132","t133","t5","t3","t44","t45","t33","t21","t128","t129","t91","t75","t117","t118","t122","t123","t119","t143","t144","t13","t22","t53","t54","t40","t6","t38","t39","t34","t43","t80","t136","t137","t8","t9","t95","t96","t81","t113","t114","t76","t77","t49","t30","t82","t141","t142","t138","t94","t60","t26","t47","t48","t18","t23","t139","t140","t104","t10"
"t110",0,0.3640579646,4.9102714723,6.986007518,7.1401355868,6.8293722608,6.6203983159,7.14013558719,7.14013558719,7.1401355872,6.5954888624,7.1401355864,7.1401355865,7.1401355865,5.3556370616,7.14013558675,7.14013558675,7.1401355867,7.1401355867,7.1401355867,6.7076073506,7.1401355867,7.1401355867,7.1401355868,7.14013558678,7.14013558678,6.8604040857,7.1401355868,4.498603044,5.01056978397,9.21248842197,9.21248842197,9.21248842197,6.94236801467,9.21248842147,9.21248842138,9.21248842138,9.21248842145,9.21248842145,9.21248842157,9.21248842157,9.18544743467,9.21248842157,9.21248842157,9.21248842157,8.91383374047,9.21248842197,8.85187133487,9.21248842127,9.21248842127,8.270879799415,9.21248842157,9.04519469367,9.21248842167,9.21248842167,9.21248842167,9.21248842167,9.21248842167,9.21248842167,9.21248842166,9.21248842166,9.21248842167,9.21248842218,8.45500293248,8.84055132038,8.53294832828,8.10357934502,9.21248842139,9.21248842135,9.21248842135,9.21248842129,9.21248842149,9.21248842149,8.75357631309,9.21248842113,6.94046640223,9.21248842099,9.21248842099,5.79323699487,9.21248842185,7.10930708005,7.39048592575,6.61503671485,9.21248842185,9.21248842185,9.21248842175,9.21248842176,9.21248842176,5.76094838113,5.36964745937,9.21248842127,9.21248842127,9.21248842177,9.21248842197,9.21248842166,9.21248842166,9.21248842167,9.21248842164,9.21248842164,9.21248842164,9.21248842168,9.21248842168,9.21248842164,9.21248842122,9.21248842122,9.920431888,10.9680407209,10.9680407205,10.1521235155,9.9775421438,7.9997330896,10.9680407209,10.9680407209,10.9680407209,10.0571934127,10.8088756825,10.96804072088,10.96804072088,8.4232479164,8.3581328223,10.9680407205,10.9680407205,10.9680407205,10.9680407206,10.86454726784,10.9680407205,10.6340921982,10.9680407206,10.9680407205,10.96804072056,10.96804072057,10.96804072057,10.96804072057,10.96804072051,10.96804072046,9.91229176406,10.2505378204,10.4056556627,9.0897401633,9.5342595939,10.96804072077,10.96804072077,10.9680407208,8.6971342805
"t111",0.3640579646,0,4.9102714723,6.986007518,7.1401355868,6.8293722608,6.6203983159,7.14013558719,7.14013558719,7.1401355872,6.5954888624,7.1401355864,7.1401355865,7.1401355865,5.3556370616,7.14013558675,7.14013558675,7.1401355867,7.1401355867,7.1401355867,6.7076073506,7.1401355867,7.1401355867,7.1401355868,7.14013558678,7.14013558678,6.8604040857,7.1401355868,4.498603044,5.01056978397,9.21248842197,9.21248842197,9.21248842197,6.94236801467,9.21248842147,9.21248842138,9.21248842138,9.21248842145,9.21248842145,9.21248842157,9.21248842157,9.18544743467,9.21248842157,9.21248842157,9.21248842157,8.91383374047,9.21248842197,8.85187133487,9.21248842127,9.21248842127,8.270879799415,9.21248842157,9.04519469367,9.21248842167,9.21248842167,9.21248842167,9.21248842167,9.21248842167,9.21248842167,9.21248842166,9.21248842166,9.21248842167,9.21248842218,8.45500293248,8.84055132038,8.53294832828,8.10357934502,9.21248842139,9.21248842135,9.21248842135,9.21248842129,9.21248842149,9.21248842149,8.75357631309,9.21248842113,6.94046640223,9.21248842099,9.21248842099,5.79323699487,9.21248842185,7.10930708005,7.39048592575,6.61503671485,9.21248842185,9.21248842185,9.21248842175,9.21248842176,9.21248842176,5.76094838113,5.36964745937,9.21248842127,9.21248842127,9.21248842177,9.21248842197,9.21248842166,9.21248842166,9.21248842167,9.21248842164,9.21248842164,9.21248842164,9.21248842168,9.21248842168,9.21248842164,9.21248842122,9.21248842122,9.920431888,10.9680407209,10.9680407205,10.1521235155,9.9775421438,7.9997330896,10.9680407209,10.9680407209,10.9680407209,10.0571934127,10.8088756825,10.96804072088,10.96804072088,8.4232479164,8.3581328223,10.9680407205,10.9680407205,10.9680407205,10.9680407206,10.86454726784,10.9680407205,10.6340921982,10.9680407206,10.9680407205,10.96804072056,10.96804072057,10.96804072057,10.96804072057,10.96804072051,10.96804072046,9.91229176406,10.2505378204,10.4056556627,9.0897401633,9.5342595939,10.96804072077,10.96804072077,10.9680407208,8.6971342805
"t12",4.9102714723,4.9102714723,0,3.1032874159,3.2574154847,2.9466521587,2.7376782138,3.25741548509,3.25741548509,3.2574154851,2.7127687603,3.2574154843,3.2574154844,3.2574154844,1.7019613147,3.48645983985,3.48645983985,3.4864598398,3.4864598398,3.4864598398,3.0539316037,3.4864598398,3.4864598398,3.4864598399,3.48645983988,3.48645983988,3.2067283388,3.4864598399,2.2687389297,2.78070566967,6.98262430767,6.98262430767,6.98262430767,4.71250390037,6.98262430717,6.98262430708,6.98262430708,6.98262430715,6.98262430715,6.98262430727,6.98262430727,6.95558332037,6.98262430727,6.98262430727,6.98262430727,6.68396962617,6.98262430767,6.62200722057,6.98262430697,6.98262430697,6.041015685115,6.98262430727,6.81533057937,6.98262430737,6.98262430737,6.98262430737,6.98262430737,6.98262430737,6.98262430737,6.98262430736,6.98262430736,6.98262430737,6.98262430788,6.22513881818,6.61068720608,6.30308421398,5.87371523072,6.98262430709,6.98262430705,6.98262430705,6.98262430699,6.98262430719,6.98262430719,6.52371219879,6.98262430683,4.71060228793,6.98262430669,6.98262430669,3.56337288057,6.98262430755,4.87944296575,5.16062181145,4.38517260055,6.98262430755,6.98262430755,6.98262430745,6.98262430746,6.98262430746,3.53108426683,3.13978334507,6.98262430697,6.98262430697,6.98262430747,6.98262430767,6.98262430736,6.98262430736,6.98262430737,6.98262430734,6.98262430734,6.98262430734,6.98262430738,6.98262430738,6.98262430734,6.98262430692,6.98262430692,7.6905677737,8.7381766066,8.7381766062,7.9222594012,7.7476780295,5.7698689753,8.7381766066,8.7381766066,8.7381766066,7.8273292984,8.5790115682,8.73817660658,8.73817660658,6.1933838021,6.128268708,8.7381766062,8.7381766062,8.7381766062,8.7381766063,8.63468315354,8.7381766062,8.4042280839,8.7381766063,8.7381766062,8.73817660626,8.73817660627,8.73817660627,8.73817660627,8.73817660621,8.73817660616,7.68242764976,8.0206737061,8.1757915484,6.859876049,7.3043954796,8.73817660647,8.73817660647,8.7381766065,6.4672701662
"t19",6.986007518,6.986007518,3.1032874159,0,4.5209421308,4.2101788048,4.0012048599,4.52094213119,4.52094213119,4.5209421312,3.9762954064,4.5209421304,4.5209421305,4.5209421305,3.7776973604,5.56219588555,5.56219588555,5.5621958855,5.5621958855,5.5621958855,5.1296676494,5.5621958855,5.5621958855,5.5621958856,5.56219588558,5.56219588558,5.2824643845,5.5621958856,4.3444749754,4.85644171537,9.05836035337,9.05836035337,9.05836035337,6.78823994607,9.05836035287,9.05836035278,9.05836035278,9.05836035285,9.05836035285,9.05836035297,9.05836035297,9.03131936607,9.05836035297,9.05836035297,9.05836035297,8.75970567187,9.05836035337,8.69774326627,9.05836035267,9.05836035267,8.116751730815,9.05836035297,8.89106662507,9.05836035307,9.05836035307,9.05836035307,9.05836035307,9.05836035307,9.05836035307,9.05836035306,9.05836035306,9.05836035307,9.05836035358,8.30087486388,8.68642325178,8.37882025968,7.94945127642,9.05836035279,9.05836035275,9.05836035275,9.05836035269,9.05836035289,9.05836035289,8.59944824449,9.05836035253,6.78633833363,9.05836035239,9.05836035239,5.63910892627,9.05836035325,6.95517901145,7.23635785715,6.46090864625,9.05836035325,9.05836035325,9.05836035315,9.05836035316,9.05836035316,5.60682031253,5.21551939077,9.05836035267,9.05836035267,9.05836035317,9.05836035337,9.05836035306,9.05836035306,9.05836035307,9.05836035304,9.05836035304,9.05836035304,9.05836035308,9.05836035308,9.05836035304,9.05836035262,9.05836035262,9.7663038194,10.8139126523,10.8139126519,9.9979954469,9.8234140752,7.845605021,10.8139126523,10.8139126523,10.8139126523,9.9030653441,10.6547476139,10.81391265228,10.81391265228,8.2691198478,8.2040047537,10.8139126519,10.8139126519,10.8139126519,10.813912652,10.71041919924,10.8139126519,10.4799641296,10.813912652,10.8139126519,10.81391265196,10.81391265197,10.81391265197,10.81391265197,10.81391265191,10.81391265186,9.75816369546,10.0964097518,10.2515275941,8.9356120947,9.3801315253,10.81391265217,10.81391265217,10.8139126522,8.5430062119
"t71",7.1401355868,7.1401355868,3.2574154847,4.5209421308,0,0.7962352348,1.0755907275,2.88809240199,2.88809240199,2.888092402,3.214368469,3.759015193,3.7590151931,3.7590151931,3.9318254292,5.71632395435,5.71632395435,5.7163239543,5.7163239543,5.7163239543,5.2837957182,5.7163239543,5.7163239543,5.7163239544,5.71632395438,5.71632395438,5.4365924533,5.7163239544,4.4986030442,5.01056978417,9.21248842217,9.21248842217,9.21248842217,6.94236801487,9.21248842167,9.21248842158,9.21248842158,9.21248842165,9.21248842165,9.21248842177,9.21248842177,9.18544743487,9.21248842177,9.21248842177,9.21248842177,8.91383374067,9.21248842217,8.85187133507,9.21248842147,9.21248842147,8.270879799615,9.21248842177,9.04519469387,9.21248842187,9.21248842187,9.21248842187,9.21248842187,9.21248842187,9.21248842187,9.21248842186,9.21248842186,9.21248842187,9.21248842238,8.45500293268,8.84055132058,8.53294832848,8.10357934522,9.21248842159,9.21248842155,9.21248842155,9.21248842149,9.21248842169,9.21248842169,8.75357631329,9.21248842133,6.94046640243,9.21248842119,9.21248842119,5.79323699507,9.21248842205,7.10930708025,7.39048592595,6.61503671505,9.21248842205,9.21248842205,9.21248842195,9.21248842196,9.21248842196,5.76094838133,5.36964745957,9.21248842147,9.21248842147,9.21248842197,9.21248842217,9.21248842186,9.21248842186,9.21248842187,9.21248842184,9.21248842184,9.21248842184,9.21248842188,9.21248842188,9.21248842184,9.21248842142,9.21248842142,9.9204318882,10.9680407211,10.9680407207,10.1521235157,9.977542144,7.9997330898,10.9680407211,10.9680407211,10.9680407211,10.0571934129,10.8088756827,10.96804072108,10.96804072108,8.4232479166,8.3581328225,10.9680407207,10.9680407207,10.9680407207,10.9680407208,10.86454726804,10.9680407207,10.6340921984,10.9680407208,10.9680407207,10.96804072076,10.96804072077,10.96804072077,10.96804072077,10.96804072071,10.96804072066,9.91229176426,10.2505378206,10.4056556629,9.0897401635,9.5342595941,10.96804072097,10.96804072097,10.968040721,8.6971342807
"t72",6.8293722608,6.8293722608,2.9466521587,4.2101788048,0.7962352348,0,0.7648274015,2.57732907599,2.57732907599,2.577329076,2.903605143,3.448251867,3.4482518671,3.4482518671,3.6210621032,5.40556062835,5.40556062835,5.4055606283,5.4055606283,5.4055606283,4.9730323922,5.4055606283,5.4055606283,5.4055606284,5.40556062838,5.40556062838,5.1258291273,5.4055606284,4.1878397182,4.69980645817,8.90172509617,8.90172509617,8.90172509617,6.63160468887,8.90172509567,8.90172509558,8.90172509558,8.90172509565,8.90172509565,8.90172509577,8.90172509577,8.87468410887,8.90172509577,8.90172509577,8.90172509577,8.60307041467,8.90172509617,8.54110800907,8.90172509547,8.90172509547,7.960116473615,8.90172509577,8.73443136787,8.90172509587,8.90172509587,8.90172509587,8.90172509587,8.90172509587,8.90172509587,8.90172509586,8.90172509586,8.90172509587,8.90172509638,8.14423960668,8.52978799458,8.22218500248,7.79281601922,8.90172509559,8.90172509555,8.90172509555,8.90172509549,8.90172509569,8.90172509569,8.44281298729,8.90172509533,6.62970307643,8.90172509519,8.90172509519,5.48247366907,8.90172509605,6.79854375425,7.07972259995,6.30427338905,8.90172509605,8.90172509605,8.90172509595,8.90172509596,8.90172509596,5.45018505533,5.05888413357,8.90172509547,8.90172509547,8.90172509597,8.90172509617,8.90172509586,8.90172509586,8.90172509587,8.90172509584,8.90172509584,8.90172509584,8.90172509588,8.90172509588,8.90172509584,8.90172509542,8.90172509542,9.6096685622,10.6572773951,10.6572773947,9.8413601897,9.666778818,7.6889697638,10.6572773951,10.6572773951,10.6572773951,9.7464300869,10.4981123567,10.65727739508,10.65727739508,8.1124845906,8.0473694965,10.6572773947,10.6572773947,10.6572773947,10.6572773948,10.55378394204,10.6572773947,10.3233288724,10.6572773948,10.6572773947,10.65727739476,10.65727739477,10.65727739477,10.65727739477,10.65727739471,10.65727739466,9.60152843826,9.9397744946,10.0948923369,8.7789768375,9.2234962681,10.65727739497,10.65727739497,10.657277395,8.3863709547
"t61",6.6203983159,6.6203983159,2.7376782138,4.0012048599,1.0755907275,0.7648274015,0,2.36835513109,2.36835513109,2.3683551311,2.6946311981,3.2392779221,3.2392779222,3.2392779222,3.4120881583,5.19658668345,5.19658668345,5.1965866834,5.1965866834,5.1965866834,4.7640584473,5.1965866834,5.1965866834,5.1965866835,5.19658668348,5.19658668348,4.9168551824,5.1965866835,3.9788657733,4.49083251327,8.69275115127,8.69275115127,8.69275115127,6.42263074397,8.69275115077,8.69275115068,8.69275115068,8.69275115075,8.69275115075,8.69275115087,8.69275115087,8.66571016397,8.69275115087,8.69275115087,8.69275115087,8.39409646977,8.69275115127,8.33213406417,8.69275115057,8.69275115057,7.751142528715,8.69275115087,8.52545742297,8.69275115097,8.69275115097,8.69275115097,8.69275115097,8.69275115097,8.69275115097,8.69275115096,8.69275115096,8.69275115097,8.69275115148,7.93526566178,8.32081404968,8.01321105758,7.58384207432,8.69275115069,8.69275115065,8.69275115065,8.69275115059,8.69275115079,8.69275115079,8.23383904239,8.69275115043,6.42072913153,8.69275115029,8.69275115029,5.27349972417,8.69275115115,6.58956980935,6.87074865505,6.09529944415,8.69275115115,8.69275115115,8.69275115105,8.69275115106,8.69275115106,5.24121111043,4.84991018867,8.69275115057,8.69275115057,8.69275115107,8.69275115127,8.69275115096,8.69275115096,8.69275115097,8.69275115094,8.69275115094,8.69275115094,8.69275115098,8.69275115098,8.69275115094,8.69275115052,8.69275115052,9.4006946173,10.4483034502,10.4483034498,9.6323862448,9.4578048731,7.4799958189,10.4483034502,10.4483034502,10.4483034502,9.537456142,10.2891384118,10.44830345018,10.44830345018,7.9035106457,7.8383955516,10.4483034498,10.4483034498,10.4483034498,10.4483034499,10.34480999714,10.4483034498,10.1143549275,10.4483034499,10.4483034498,10.44830344986,10.44830344987,10.44830344987,10.44830344987,10.44830344981,10.44830344976,9.39255449336,9.7308005497,9.885918392,8.5700028926,9.0145223232,10.44830345007,10.44830345007,10.4483034501,8.1773970098
"t126",7.14013558719,7.14013558719,3.25741548509,4.52094213119,2.88809240199,2.57732907599,2.36835513109,0,0.13264053378,0.59992828039,3.21436846939,3.75901519339,3.75901519349,3.75901519349,3.93182542959,5.71632395474,5.71632395474,5.71632395469,5.71632395469,5.71632395469,5.28379571859,5.71632395469,5.71632395469,5.71632395479,5.71632395477,5.71632395477,5.43659245369,5.71632395479,4.49860304459,5.01056978456,9.21248842256,9.21248842256,9.21248842256,6.94236801526,9.21248842206,9.21248842197,9.21248842197,9.21248842204,9.21248842204,9.21248842216,9.21248842216,9.18544743526,9.21248842216,9.21248842216,9.21248842216,8.91383374106,9.21248842256,8.85187133546,9.21248842186,9.21248842186,8.270879800005,9.21248842216,9.04519469426,9.21248842226,9.21248842226,9.21248842226,9.21248842226,9.21248842226,9.21248842226,9.21248842225,9.21248842225,9.21248842226,9.21248842277,8.45500293307,8.84055132097,8.53294832887,8.10357934561,9.21248842198,9.21248842194,9.21248842194,9.21248842188,9.21248842208,9.21248842208,8.75357631368,9.21248842172,6.94046640282,9.21248842158,9.21248842158,5.79323699546,9.21248842244,7.10930708064,7.39048592634,6.61503671544,9.21248842244,9.21248842244,9.21248842234,9.21248842235,9.21248842235,5.76094838172,5.36964745996,9.21248842186,9.21248842186,9.21248842236,9.21248842256,9.21248842225,9.21248842225,9.21248842226,9.21248842223,9.21248842223,9.21248842223,9.21248842227,9.21248842227,9.21248842223,9.21248842181,9.21248842181,9.92043188859,10.96804072149,10.96804072109,10.15212351609,9.97754214439,7.99973309019,10.96804072149,10.96804072149,10.96804072149,10.05719341329,10.80887568309,10.96804072147,10.96804072147,8.42324791699,8.35813282289,10.96804072109,10.96804072109,10.96804072109,10.96804072119,10.86454726843,10.96804072109,10.63409219879,10.96804072119,10.96804072109,10.96804072115,10.96804072116,10.96804072116,10.96804072116,10.9680407211,10.96804072105,9.91229176465,10.25053782099,10.40565566329,9.08974016389,9.53425959449,10.96804072136,10.96804072136,10.96804072139,8.69713428109
"t127",7.14013558719,7.14013558719,3.25741548509,4.52094213119,2.88809240199,2.57732907599,2.36835513109,0.13264053378,0,0.59992828039,3.21436846939,3.75901519339,3.75901519349,3.75901519349,3.93182542959,5.71632395474,5.71632395474,5.71632395469,5.71632395469,5.71632395469,5.28379571859,5.71632395469,5.71632395469,5.71632395479,5.71632395477,5.71632395477,5.43659245369,5.71632395479,4.49860304459,5.01056978456,9.21248842256,9.21248842256,9.21248842256,6.94236801526,9.21248842206,9.21248842197,9.21248842197,9.21248842204,9.21248842204,9.21248842216,9.21248842216,9.18544743526,9.21248842216,9.21248842216,9.21248842216,8.91383374106,9.21248842256,8.85187133546,9.21248842186,9.21248842186,8.270879800005,9.21248842216,9.04519469426,9.21248842226,9.21248842226,9.21248842226,9.21248842226,9.21248842226,9.21248842226,9.21248842225,9.21248842225,9.21248842226,9.21248842277,8.45500293307,8.84055132097,8.53294832887,8.10357934561,9.21248842198,9.21248842194,9.21248842194,9.21248842188,9.21248842208,9.21248842208,8.75357631368,9.21248842172,6.94046640282,9.21248842158,9.21248842158,5.79323699546,9.21248842244,7.10930708064,7.39048592634,6.61503671544,9.21248842244,9.21248842244,9.21248842234,9.21248842235,9.21248842235,5.76094838172,5.36964745996,9.21248842186,9.21248842186,9.21248842236,9.21248842256,9.21248842225,9.21248842225,9.21248842226,9.21248842223,9.21248842223,9.21248842223,9.21248842227,9.21248842227,9.21248842223,9.21248842181,9.21248842181,9.92043188859,10.96804072149,10.96804072109,10.15212351609,9.97754214439,7.99973309019,10.96804072149,10.96804072149,10.96804072149,10.05719341329,10.80887568309,10.96804072147,10.96804072147,8.42324791699,8.35813282289,10.96804072109,10.96804072109,10.96804072109,10.96804072119,10.86454726843,10.96804072109,10.63409219879,10.96804072119,10.96804072109,10.96804072115,10.96804072116,10.96804072116,10.96804072116,10.9680407211,10.96804072105,9.91229176465,10.25053782099,10.40565566329,9.08974016389,9.53425959449,10.96804072136,10.96804072136,10.96804072139,8.69713428109
"t101",7.1401355872,7.1401355872,3.2574154851,4.5209421312,2.888092402,2.577329076,2.3683551311,0.59992828039,0.59992828039,0,3.2143684694,3.7590151934,3.7590151935,3.7590151935,3.9318254296,5.71632395475,5.71632395475,5.7163239547,5.7163239547,5.7163239547,5.2837957186,5.7163239547,5.7163239547,5.7163239548,5.71632395478,5.71632395478,5.4365924537,5.7163239548,4.4986030446,5.01056978457,9.21248842257,9.21248842257,9.21248842257,6.94236801527,9.21248842207,9.21248842198,9.21248842198,9.21248842205,9.21248842205,9.21248842217,9.21248842217,9.18544743527,9.21248842217,9.21248842217,9.21248842217,8.91383374107,9.21248842257,8.85187133547,9.21248842187,9.21248842187,8.270879800015,9.21248842217,9.04519469427,9.21248842227,9.21248842227,9.21248842227,9.21248842227,9.21248842227,9.21248842227,9.21248842226,9.21248842226,9.21248842227,9.21248842278,8.45500293308,8.84055132098,8.53294832888,8.10357934562,9.21248842199,9.21248842195,9.21248842195,9.21248842189,9.21248842209,9.21248842209,8.75357631369,9.21248842173,6.94046640283,9.21248842159,9.21248842159,5.79323699547,9.21248842245,7.10930708065,7.39048592635,6.61503671545,9.21248842245,9.21248842245,9.21248842235,9.21248842236,9.21248842236,5.76094838173,5.36964745997,9.21248842187,9.21248842187,9.21248842237,9.21248842257,9.21248842226,9.21248842226,9.21248842227,9.21248842224,9.21248842224,9.21248842224,9.21248842228,9.21248842228,9.21248842224,9.21248842182,9.21248842182,9.9204318886,10.9680407215,10.9680407211,10.1521235161,9.9775421444,7.9997330902,10.9680407215,10.9680407215,10.9680407215,10.0571934133,10.8088756831,10.96804072148,10.96804072148,8.423247917,8.3581328229,10.9680407211,10.9680407211,10.9680407211,10.9680407212,10.86454726844,10.9680407211,10.6340921988,10.9680407212,10.9680407211,10.96804072116,10.96804072117,10.96804072117,10.96804072117,10.96804072111,10.96804072106,9.91229176466,10.250537821,10.4056556633,9.0897401639,9.5342595945,10.96804072137,10.96804072137,10.9680407214,8.6971342811
