"accepted_species","Medicinal"
"Matelea_porphyrantha",0
"Neocouma_parviflora",0
"Vangueriella_laxiflora",0
"Stenotis_mucronata",0
"Gentianella_fastigiata",0
"Guettardella_microphylla",0
"Hoya_alexicaca",1
"Galium_magnifolium",0
"Pavetta_calothyrsa",1
"Argostemma_chaii",0
"Coccochondra_carrenoi",0
"Utania_racemosa",1
"Psychotria_phaeochlamys",0
"Ceropegia_ananthapuramense",0
"Urophyllum_rufescens",0
"Palicourea_alpina",0
"Gynochthodes_platyphylla",0
"Eumachia_straminea",0
"Vincetoxicum_yunnanense",1
"Psychotria_bemarivensis",0
"Hyperacanthus_ravinensis",0
"Leptactina_benguelensis",0
"Exacum_subteres",0
"Acranthera_strigosa",0
"Calycosiphonia_macrochlamys",0
"Gentianella_oreosilene",0
"Mycetia_nepalensis",0
"Tarenna_evansii",0
"Saldinia_pycnophylla",0
"Marsdenia_hainanensis",0
"Oxypetalum_rojasianum",0
"Anthospermum_thymoides",0
"Rubia_florida",0
"Tarenna_cinerea",NA
"Oxypetalum_rariflorum",0
"Metastelma_mathewsii",0
"Uncaria_borneensis",0
"Metastelma_harleyi",0
"Ceropegia_stenophylla",0
"Schismatoclada_spathulata",0
"Galium_procurrens",0
"Psychotria_ivorensis",0
"Psychotria_callensii",0
"Galium_microlobum",0
"Psychotria_latistipula",1
"Galium_cajamarcense",0
"Psychotria_diplococca",0
"Psychotria_direpta",0
"Psychotria_monteverdensis",0
"Coprosma_spathulata",0
"Ixora_jourdanii",NA
"Ixora_longibracteata",0
"Ixora_eriantha",NA
"Ixora_umbricola",0
"Hoya_mata-ole-afiensis",0
"Toxocarpus_excisus",0
"Hedyotis_mindorensis",0
"Hoya_crassicaulis",0
"Thenardia_floribunda",0
"Tabernaemontana_rupicola",0
"Parsonsia_brisbanensis",0
"Machaonia_martineziorum",0
"Coffea_decaryana",NA
"Neonauclea_sessilifolia",NA
"Ochrosia_sciadophylla",0
"Aspidosperma_flaviflorum",0
"Mitracarpus_gypsophilus",0
"Palicourea_awa",0
"Pseudolithos_harardheranus",0
"Macrocarpaea_sodiroana",0
"Dolicholobium_solomonense",0
"Paederia_cruddasiana",0
"Matelea_corynephora",0
"Dictyanthus_aeneus",0
"Spermacoce_diversistyla",0
"Spermacoce_serpyllifolia",0
"Spermacoce_milnei",0
"Ephippiocarpa_humilis",0
"Lasianthus_capitulatus",0
"Isidorea_leonis",NA
"Randia_claesii",NA
"Gymnema_foetidum",1
"Alstonia_yunnanensis",1
"Tylodontia_stipitata",0
"Elaeagia_ecuadorensis",NA
"Opercularia_nubicola",0
"Wendlandia_bouvardioides",NA
"Oxyanthus_oliganthus",0
"Gonzalagunia_cuatrecasasii",NA
"Amsonia_tharpii",0
"Ophiorrhiza_pectinata",0
"Raphionacme_pulchella",0
"Ophiorrhiza_japonica",1
"Ophiorrhiza_laxa",1
"Gentiana_dendrologi",0
"Praravinia_verruculosa",0
"Exacum_anisopterum",0
"Gentiana_crassula",0
"Gentiana_apiata",1
"Faramea_polytriadophora",0
