"","t122","t123","t58","t37","t38","t17","t7","t94","t118","t119","t82","t83","t68","t115","t116","t69","t56","t57","t15","t16","t10","t34","t35","t43","t44","t84","t130","t131","t117","t86","t61","t72","t124","t125","t59","t20","t21","t25","t26","t19","t126","t127","t105","t18","t29","t30","t70","t71","t66","t95","t96","t111","t112","t103","t104","t8","t54","t55","t45","t46","t101","t102","t27","t134","t135","t99","t100","t13","t6","t108","t109","t93","t85","t77","t24","t40","t73","t113","t114","t64","t65","t53","t28","t88","t89","t110","t132","t133","t78","t79","t92","t128","t129","t60","t36","t87","t97","t98","t33","t23","t4","t9","t80","t81","t75","t76","t63","t50","t5","t3","t49","t120","t121","t14","t106","t107","t67","t41","t42","t51","t52","t39","t22","t31","t32","t62","t74","t90","t91","t47","t48","t11","t12","t2","t1"
"t122",0,0.0964348384,1.398106482,5.2932567344,4.8929399451,5.2932567337,2.9435784791,8.0677697029,8.06776970287,8.06776970287,8.06776970288,8.06776970288,8.06776970288,8.06776970291,8.06776970291,8.0677697029,7.40680779673,8.0677697029,7.7145905458,7.9817421728,6.3761952782,7.1573437874,8.0677697028,8.067769703,8.067769703,8.0677697031,8.067769703097,8.067769703097,8.0677697031,8.06776970303,8.0677697031,8.0677697033,8.06776970331,8.06776970331,8.0677697033,8.0677697029,8.0677697029,7.0494298412,8.0677697029,8.0677697032,8.06776970344,8.06776970344,8.0677697034,6.9617773066,8.0677697029,7.1603100904,8.0677697031,8.0677697031,8.067769703,8.067769703,7.95026924886,8.0677697029,8.0677697029,8.067769703,8.067769703,6.0331662628,7.4482029352,8.0677697028,8.0677697028,8.0677697028,8.0677697028,8.0677697028,7.3042099995,8.0677697026483,8.0677697026483,8.0677697026,8.0677697026,6.0416222896,5.6571089752,8.30116428094,8.30116428094,8.30116428087,8.30116428086,8.3011642809,7.28794536265,8.22009154055,8.3011642811,8.30116428111,8.30116428111,7.8534010327,8.3011642811,8.30116428115,8.30116428094,8.30116428104,8.30116428104,8.30116428104,8.301164280972,8.301164280972,8.30116428104,8.30116428104,8.30116428104,8.30116428104,8.30116428104,8.30116428104,7.49148046529,8.30116428109,8.30116428107,8.30116428107,7.39384346464,8.11100896654,5.4430372896,6.7370503673,8.3011642806,8.3011642806,8.30116428066,8.30116428066,8.30116428066,8.3011642806,5.4817202101,7.0202411561,8.5350903161,8.5350903161,8.5350903161,6.60562239346,8.5350903158,8.5350903158,8.5350903158,8.535090316271,8.535090316271,8.535090316271,8.535090316271,8.535090316671,7.1471698194,7.677067594,8.1538977855,8.5350903163,8.5350903163,8.5350903163,8.5350903163,8.5350903163,8.0614682293,6.4688949314,6.43041947822,4.5018100376,5.1318720387
"t123",0.0964348384,0,1.398106482,5.2932567344,4.8929399451,5.2932567337,2.9435784791,8.0677697029,8.06776970287,8.06776970287,8.06776970288,8.06776970288,8.06776970288,8.06776970291,8.06776970291,8.0677697029,7.40680779673,8.0677697029,7.7145905458,7.9817421728,6.3761952782,7.1573437874,8.0677697028,8.067769703,8.067769703,8.0677697031,8.067769703097,8.067769703097,8.0677697031,8.06776970303,8.0677697031,8.0677697033,8.06776970331,8.06776970331,8.0677697033,8.0677697029,8.0677697029,7.0494298412,8.0677697029,8.0677697032,8.06776970344,8.06776970344,8.0677697034,6.9617773066,8.0677697029,7.1603100904,8.0677697031,8.0677697031,8.067769703,8.067769703,7.95026924886,8.0677697029,8.0677697029,8.067769703,8.067769703,6.0331662628,7.4482029352,8.0677697028,8.0677697028,8.0677697028,8.0677697028,8.0677697028,7.3042099995,8.0677697026483,8.0677697026483,8.0677697026,8.0677697026,6.0416222896,5.6571089752,8.30116428094,8.30116428094,8.30116428087,8.30116428086,8.3011642809,7.28794536265,8.22009154055,8.3011642811,8.30116428111,8.30116428111,7.8534010327,8.3011642811,8.30116428115,8.30116428094,8.30116428104,8.30116428104,8.30116428104,8.301164280972,8.301164280972,8.30116428104,8.30116428104,8.30116428104,8.30116428104,8.30116428104,8.30116428104,7.49148046529,8.30116428109,8.30116428107,8.30116428107,7.39384346464,8.11100896654,5.4430372896,6.7370503673,8.3011642806,8.3011642806,8.30116428066,8.30116428066,8.30116428066,8.3011642806,5.4817202101,7.0202411561,8.5350903161,8.5350903161,8.5350903161,6.60562239346,8.5350903158,8.5350903158,8.5350903158,8.535090316271,8.535090316271,8.535090316271,8.535090316271,8.535090316671,7.1471698194,7.677067594,8.1538977855,8.5350903163,8.5350903163,8.5350903163,8.5350903163,8.5350903163,8.0614682293,6.4688949314,6.43041947822,4.5018100376,5.1318720387
"t58",1.398106482,1.398106482,0,5.2932567344,4.8929399451,5.2932567337,2.9435784791,8.0677697029,8.06776970287,8.06776970287,8.06776970288,8.06776970288,8.06776970288,8.06776970291,8.06776970291,8.0677697029,7.40680779673,8.0677697029,7.7145905458,7.9817421728,6.3761952782,7.1573437874,8.0677697028,8.067769703,8.067769703,8.0677697031,8.067769703097,8.067769703097,8.0677697031,8.06776970303,8.0677697031,8.0677697033,8.06776970331,8.06776970331,8.0677697033,8.0677697029,8.0677697029,7.0494298412,8.0677697029,8.0677697032,8.06776970344,8.06776970344,8.0677697034,6.9617773066,8.0677697029,7.1603100904,8.0677697031,8.0677697031,8.067769703,8.067769703,7.95026924886,8.0677697029,8.0677697029,8.067769703,8.067769703,6.0331662628,7.4482029352,8.0677697028,8.0677697028,8.0677697028,8.0677697028,8.0677697028,7.3042099995,8.0677697026483,8.0677697026483,8.0677697026,8.0677697026,6.0416222896,5.6571089752,8.30116428094,8.30116428094,8.30116428087,8.30116428086,8.3011642809,7.28794536265,8.22009154055,8.3011642811,8.30116428111,8.30116428111,7.8534010327,8.3011642811,8.30116428115,8.30116428094,8.30116428104,8.30116428104,8.30116428104,8.301164280972,8.301164280972,8.30116428104,8.30116428104,8.30116428104,8.30116428104,8.30116428104,8.30116428104,7.49148046529,8.30116428109,8.30116428107,8.30116428107,7.39384346464,8.11100896654,5.4430372896,6.7370503673,8.3011642806,8.3011642806,8.30116428066,8.30116428066,8.30116428066,8.3011642806,5.4817202101,7.0202411561,8.5350903161,8.5350903161,8.5350903161,6.60562239346,8.5350903158,8.5350903158,8.5350903158,8.535090316271,8.535090316271,8.535090316271,8.535090316271,8.535090316671,7.1471698194,7.677067594,8.1538977855,8.5350903163,8.5350903163,8.5350903163,8.5350903163,8.5350903163,8.0614682293,6.4688949314,6.43041947822,4.5018100376,5.1318720387
"t37",5.2932567344,5.2932567344,5.2932567344,0,1.9451340367,3.5805305387,2.9435784795,8.0677697033,8.06776970327,8.06776970327,8.06776970328,8.06776970328,8.06776970328,8.06776970331,8.06776970331,8.0677697033,7.40680779713,8.0677697033,7.7145905462,7.9817421732,6.3761952786,7.1573437878,8.0677697032,8.0677697034,8.0677697034,8.0677697035,8.067769703497,8.067769703497,8.0677697035,8.06776970343,8.0677697035,8.0677697037,8.06776970371,8.06776970371,8.0677697037,8.0677697033,8.0677697033,7.0494298416,8.0677697033,8.0677697036,8.06776970384,8.06776970384,8.0677697038,6.961777307,8.0677697033,7.1603100908,8.0677697035,8.0677697035,8.0677697034,8.0677697034,7.95026924926,8.0677697033,8.0677697033,8.0677697034,8.0677697034,6.0331662632,7.4482029356,8.0677697032,8.0677697032,8.0677697032,8.0677697032,8.0677697032,7.3042099999,8.0677697030483,8.0677697030483,8.067769703,8.067769703,6.04162229,5.6571089756,8.30116428134,8.30116428134,8.30116428127,8.30116428126,8.3011642813,7.28794536305,8.22009154095,8.3011642815,8.30116428151,8.30116428151,7.8534010331,8.3011642815,8.30116428155,8.30116428134,8.30116428144,8.30116428144,8.30116428144,8.301164281372,8.301164281372,8.30116428144,8.30116428144,8.30116428144,8.30116428144,8.30116428144,8.30116428144,7.49148046569,8.30116428149,8.30116428147,8.30116428147,7.39384346504,8.11100896694,5.44303729,6.7370503677,8.301164281,8.301164281,8.30116428106,8.30116428106,8.30116428106,8.301164281,5.4817202105,7.0202411565,8.5350903165,8.5350903165,8.5350903165,6.60562239386,8.5350903162,8.5350903162,8.5350903162,8.535090316671,8.535090316671,8.535090316671,8.535090316671,8.535090317071,7.1471698198,7.6770675944,8.1538977859,8.5350903167,8.5350903167,8.5350903167,8.5350903167,8.5350903167,8.0614682297,6.4688949318,6.43041947862,4.501810038,5.1318720391
"t38",4.8929399451,4.8929399451,4.8929399451,1.9451340367,0,3.1802137494,2.5432616902,7.667452914,7.66745291397,7.66745291397,7.66745291398,7.66745291398,7.66745291398,7.66745291401,7.66745291401,7.667452914,7.00649100783,7.667452914,7.3142737569,7.5814253839,5.9758784893,6.7570269985,7.6674529139,7.6674529141,7.6674529141,7.6674529142,7.667452914197,7.667452914197,7.6674529142,7.66745291413,7.6674529142,7.6674529144,7.66745291441,7.66745291441,7.6674529144,7.667452914,7.667452914,6.6491130523,7.667452914,7.6674529143,7.66745291454,7.66745291454,7.6674529145,6.5614605177,7.667452914,6.7599933015,7.6674529142,7.6674529142,7.6674529141,7.6674529141,7.54995245996,7.667452914,7.667452914,7.6674529141,7.6674529141,5.6328494739,7.0478861463,7.6674529139,7.6674529139,7.6674529139,7.6674529139,7.6674529139,6.9038932106,7.6674529137483,7.6674529137483,7.6674529137,7.6674529137,5.6413055007,5.2567921863,7.90084749204,7.90084749204,7.90084749197,7.90084749196,7.900847492,6.88762857375,7.81977475165,7.9008474922,7.90084749221,7.90084749221,7.4530842438,7.9008474922,7.90084749225,7.90084749204,7.90084749214,7.90084749214,7.90084749214,7.900847492072,7.900847492072,7.90084749214,7.90084749214,7.90084749214,7.90084749214,7.90084749214,7.90084749214,7.09116367639,7.90084749219,7.90084749217,7.90084749217,6.99352667574,7.71069217764,5.0427205007,6.3367335784,7.9008474917,7.9008474917,7.90084749176,7.90084749176,7.90084749176,7.9008474917,5.0814034212,6.6199243672,8.1347735272,8.1347735272,8.1347735272,6.20530560456,8.1347735269,8.1347735269,8.1347735269,8.134773527371,8.134773527371,8.134773527371,8.134773527371,8.134773527771,6.7468530305,7.2767508051,7.7535809966,8.1347735274,8.1347735274,8.1347735274,8.1347735274,8.1347735274,7.6611514404,6.0685781425,6.03010268932,4.1014932487,4.7315552498
"t17",5.2932567337,5.2932567337,5.2932567337,3.5805305387,3.1802137494,0,2.9435784788,8.0677697026,8.06776970257,8.06776970257,8.06776970258,8.06776970258,8.06776970258,8.06776970261,8.06776970261,8.0677697026,7.40680779643,8.0677697026,7.7145905455,7.9817421725,6.3761952779,7.1573437871,8.0677697025,8.0677697027,8.0677697027,8.0677697028,8.067769702797,8.067769702797,8.0677697028,8.06776970273,8.0677697028,8.067769703,8.06776970301,8.06776970301,8.067769703,8.0677697026,8.0677697026,7.0494298409,8.0677697026,8.0677697029,8.06776970314,8.06776970314,8.0677697031,6.9617773063,8.0677697026,7.1603100901,8.0677697028,8.0677697028,8.0677697027,8.0677697027,7.95026924856,8.0677697026,8.0677697026,8.0677697027,8.0677697027,6.0331662625,7.4482029349,8.0677697025,8.0677697025,8.0677697025,8.0677697025,8.0677697025,7.3042099992,8.0677697023483,8.0677697023483,8.0677697023,8.0677697023,6.0416222893,5.6571089749,8.30116428064,8.30116428064,8.30116428057,8.30116428056,8.3011642806,7.28794536235,8.22009154025,8.3011642808,8.30116428081,8.30116428081,7.8534010324,8.3011642808,8.30116428085,8.30116428064,8.30116428074,8.30116428074,8.30116428074,8.301164280672,8.301164280672,8.30116428074,8.30116428074,8.30116428074,8.30116428074,8.30116428074,8.30116428074,7.49148046499,8.30116428079,8.30116428077,8.30116428077,7.39384346434,8.11100896624,5.4430372893,6.737050367,8.3011642803,8.3011642803,8.30116428036,8.30116428036,8.30116428036,8.3011642803,5.4817202098,7.0202411558,8.5350903158,8.5350903158,8.5350903158,6.60562239316,8.5350903155,8.5350903155,8.5350903155,8.535090315971,8.535090315971,8.535090315971,8.535090315971,8.535090316371,7.1471698191,7.6770675937,8.1538977852,8.535090316,8.535090316,8.535090316,8.535090316,8.535090316,8.061468229,6.4688949311,6.43041947792,4.5018100373,5.1318720384
"t7",2.9435784791,2.9435784791,2.9435784791,2.9435784795,2.5432616902,2.9435784788,0,5.3957559746,5.39575597457,5.39575597457,5.39575597458,5.39575597458,5.39575597458,5.39575597461,5.39575597461,5.3957559746,4.73479406843,5.3957559746,5.0425768175,5.3097284445,3.7041815499,4.4853300591,5.3957559745,5.3957559747,5.3957559747,5.3957559748,5.395755974797,5.395755974797,5.3957559748,5.39575597473,5.3957559748,5.395755975,5.39575597501,5.39575597501,5.395755975,5.3957559746,5.3957559746,4.3774161129,5.3957559746,5.3957559749,5.39575597514,5.39575597514,5.3957559751,4.2897635783,5.3957559746,4.4882963621,5.3957559748,5.3957559748,5.3957559747,5.3957559747,5.27825552056,5.3957559746,5.3957559746,5.3957559747,5.3957559747,3.3611525345,4.7761892069,5.3957559745,5.3957559745,5.3957559745,5.3957559745,5.3957559745,4.6321962712,5.3957559743483,5.3957559743483,5.3957559743,5.3957559743,3.3696085613,2.9850952469,5.62915055264,5.62915055264,5.62915055257,5.62915055256,5.6291505526,4.61593163435,5.54807781225,5.6291505528,5.62915055281,5.62915055281,5.1813873044,5.6291505528,5.62915055285,5.62915055264,5.62915055274,5.62915055274,5.62915055274,5.629150552672,5.629150552672,5.62915055274,5.62915055274,5.62915055274,5.62915055274,5.62915055274,5.62915055274,4.81946673699,5.62915055279,5.62915055277,5.62915055277,4.72182973634,5.43899523824,2.7710235613,4.065036639,5.6291505523,5.6291505523,5.62915055236,5.62915055236,5.62915055236,5.6291505523,2.8097064818,4.3482274278,5.8630765878,5.8630765878,5.8630765878,3.93360866516,5.8630765875,5.8630765875,5.8630765875,5.863076587971,5.863076587971,5.863076587971,5.863076587971,5.863076588371,4.4751560911,5.0050538657,5.4818840572,5.863076588,5.863076588,5.863076588,5.863076588,5.863076588,5.389454501,3.7968812031,3.75840574992,1.8297963093,2.4598583104
"t94",8.0677697029,8.0677697029,8.0677697029,8.0677697033,7.667452914,8.0677697026,5.3957559746,0,0.38088056337,0.38088056337,0.92938373018,0.92938373018,0.92938373018,4.98970314621,4.98970314621,4.9897031462,4.32874124003,4.9897031462,4.6365239891,4.9036756161,4.9788987435,5.7600472527,6.6704731681,6.6704731683,6.6704731683,6.6704731684,6.670473168397,6.670473168397,6.6704731684,6.67047316833,6.6704731684,6.6704731686,6.67047316861,6.67047316861,6.6704731686,6.7244254792,6.7244254792,5.7060856175,6.7244254792,6.7244254795,6.72442547974,6.72442547974,6.7244254797,5.6184330829,6.7244254792,5.8169658667,6.7244254794,6.7244254794,6.7244254793,6.7244254793,6.60692502516,6.7244254792,6.7244254792,6.7244254793,6.7244254793,4.6898220391,7.0800723577,7.6996391253,7.6996391253,7.6996391253,7.6996391253,7.6996391253,6.936079422,7.6996391251483,7.6996391251483,7.6996391251,7.6996391251,5.6734917121,5.6571089747,8.30116428044,8.30116428044,8.30116428037,8.30116428036,8.3011642804,7.28794536215,8.22009154005,8.3011642806,8.30116428061,8.30116428061,7.8534010322,8.3011642806,8.30116428065,8.30116428044,8.30116428054,8.30116428054,8.30116428054,8.301164280472,8.301164280472,8.30116428054,8.30116428054,8.30116428054,8.30116428054,8.30116428054,8.30116428054,7.49148046479,8.30116428059,8.30116428057,8.30116428057,7.39384346414,8.11100896604,5.4430372891,6.7370503668,8.3011642801,8.3011642801,8.30116428016,8.30116428016,8.30116428016,8.3011642801,5.4817202096,7.0202411556,8.5350903156,8.5350903156,8.5350903156,6.60562239296,8.5350903153,8.5350903153,8.5350903153,8.535090315771,8.535090315771,8.535090315771,8.535090315771,8.535090316171,7.1471698189,7.6770675935,8.153897785,8.5350903158,8.5350903158,8.5350903158,8.5350903158,8.5350903158,8.0614682288,6.4688949309,6.43041947772,4.5018100371,5.1318720382
"t118",8.06776970287,8.06776970287,8.06776970287,8.06776970327,7.66745291397,8.06776970257,5.39575597457,0.38088056337,0,0.12575755754,0.92938373015,0.92938373015,0.92938373015,4.98970314618,4.98970314618,4.98970314617,4.32874124,4.98970314617,4.63652398907,4.90367561607,4.97889874347,5.76004725267,6.67047316807,6.67047316827,6.67047316827,6.67047316837,6.670473168367,6.670473168367,6.67047316837,6.6704731683,6.67047316837,6.67047316857,6.67047316858,6.67047316858,6.67047316857,6.72442547917,6.72442547917,5.70608561747,6.72442547917,6.72442547947,6.72442547971,6.72442547971,6.72442547967,5.61843308287,6.72442547917,5.81696586667,6.72442547937,6.72442547937,6.72442547927,6.72442547927,6.60692502513,6.72442547917,6.72442547917,6.72442547927,6.72442547927,4.68982203907,7.08007235767,7.69963912527,7.69963912527,7.69963912527,7.69963912527,7.69963912527,6.93607942197,7.6996391251183,7.6996391251183,7.69963912507,7.69963912507,5.67349171207,5.65710897467,8.30116428041,8.30116428041,8.30116428034,8.30116428033,8.30116428037,7.28794536212,8.22009154002,8.30116428057,8.30116428058,8.30116428058,7.85340103217,8.30116428057,8.30116428062,8.30116428041,8.30116428051,8.30116428051,8.30116428051,8.301164280442,8.301164280442,8.30116428051,8.30116428051,8.30116428051,8.30116428051,8.30116428051,8.30116428051,7.49148046476,8.30116428056,8.30116428054,8.30116428054,7.39384346411,8.11100896601,5.44303728907,6.73705036677,8.30116428007,8.30116428007,8.30116428013,8.30116428013,8.30116428013,8.30116428007,5.48172020957,7.02024115557,8.53509031557,8.53509031557,8.53509031557,6.60562239293,8.53509031527,8.53509031527,8.53509031527,8.535090315741,8.535090315741,8.535090315741,8.535090315741,8.535090316141,7.14716981887,7.67706759347,8.15389778497,8.53509031577,8.53509031577,8.53509031577,8.53509031577,8.53509031577,8.06146822877,6.46889493087,6.43041947769,4.50181003707,5.13187203817
"t119",8.06776970287,8.06776970287,8.06776970287,8.06776970327,7.66745291397,8.06776970257,5.39575597457,0.38088056337,0.12575755754,0,0.92938373015,0.92938373015,0.92938373015,4.98970314618,4.98970314618,4.98970314617,4.32874124,4.98970314617,4.63652398907,4.90367561607,4.97889874347,5.76004725267,6.67047316807,6.67047316827,6.67047316827,6.67047316837,6.670473168367,6.670473168367,6.67047316837,6.6704731683,6.67047316837,6.67047316857,6.67047316858,6.67047316858,6.67047316857,6.72442547917,6.72442547917,5.70608561747,6.72442547917,6.72442547947,6.72442547971,6.72442547971,6.72442547967,5.61843308287,6.72442547917,5.81696586667,6.72442547937,6.72442547937,6.72442547927,6.72442547927,6.60692502513,6.72442547917,6.72442547917,6.72442547927,6.72442547927,4.68982203907,7.08007235767,7.69963912527,7.69963912527,7.69963912527,7.69963912527,7.69963912527,6.93607942197,7.6996391251183,7.6996391251183,7.69963912507,7.69963912507,5.67349171207,5.65710897467,8.30116428041,8.30116428041,8.30116428034,8.30116428033,8.30116428037,7.28794536212,8.22009154002,8.30116428057,8.30116428058,8.30116428058,7.85340103217,8.30116428057,8.30116428062,8.30116428041,8.30116428051,8.30116428051,8.30116428051,8.301164280442,8.301164280442,8.30116428051,8.30116428051,8.30116428051,8.30116428051,8.30116428051,8.30116428051,7.49148046476,8.30116428056,8.30116428054,8.30116428054,7.39384346411,8.11100896601,5.44303728907,6.73705036677,8.30116428007,8.30116428007,8.30116428013,8.30116428013,8.30116428013,8.30116428007,5.48172020957,7.02024115557,8.53509031557,8.53509031557,8.53509031557,6.60562239293,8.53509031527,8.53509031527,8.53509031527,8.535090315741,8.535090315741,8.535090315741,8.535090315741,8.535090316141,7.14716981887,7.67706759347,8.15389778497,8.53509031577,8.53509031577,8.53509031577,8.53509031577,8.53509031577,8.06146822877,6.46889493087,6.43041947769,4.50181003707,5.13187203817
