,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t38,-0.6843736,2.365193,32.203865,-6.403627,-4.8570404,-5.326536,21.811163,39.268692,9.056001,47.621925,-1.5016288,-3.1471343,63.69403,13.976568,37.478374,-3.90102
t39,-0.63276595,2.2616196,31.990028,-6.4193406,-4.916145,-5.318952,22.016195,39.278473,8.817345,47.915672,-1.490729,-3.1514435,63.728992,13.966191,37.55486,-3.8739064
t58,-0.7660925,2.3408208,32.349903,-6.4415317,-4.852701,-5.414077,22.29846,40.06725,9.317535,48.07486,-1.4584248,-3.168707,64.2003,13.854676,37.984764,-3.940614
t59,-1.2446841,4.662751,34.270847,-6.723208,-5.130686,-6.155721,24.900805,44.998413,12.303327,52.985474,-1.8172375,-3.6942527,71.28991,16.52671,41.787243,-4.1564336
t136,-1.1618067,4.198864,34.900753,-6.5440454,-5.102018,-6.15137,24.589872,44.70603,11.691042,52.985138,-1.6801678,-3.6277096,71.83751,16.315695,41.554363,-4.028156
t137,-1.1669054,4.2498717,34.893337,-6.537956,-5.103553,-6.153141,24.673803,44.699,11.746426,52.930573,-1.6838477,-3.645232,71.912674,16.305483,41.6378,-4.0273685
t132,-1.1806211,4.19595,34.846195,-6.551391,-5.088321,-6.141651,24.640617,44.711594,11.846457,52.970253,-1.6518071,-3.623242,71.87507,16.238752,41.551914,-4.042462
t133,-1.1619593,4.21712,34.970356,-6.530805,-5.083168,-6.125936,24.552826,44.637318,11.797746,52.872807,-1.6614681,-3.6164472,71.84715,16.19815,41.55392,-4.038154
t49,-1.2888249,4.823807,34.24493,-6.5936255,-5.094547,-6.199321,24.447544,45.516365,12.235861,53.59752,-1.7521851,-3.6724179,71.60875,16.482319,41.70006,-3.988899
t150,-1.1932179,5.5772643,32.760986,-6.603939,-5.3260827,-5.8339634,24.215174,43.371017,11.42795,53.935913,-1.9704659,-3.5260017,72.03164,16.106281,43.77544,-3.9713056
t151,-1.1988909,5.6005244,32.75304,-6.603087,-5.3121657,-5.8309283,24.116787,43.398685,11.398704,53.940727,-1.9877476,-3.512339,71.9657,16.110016,43.76798,-3.967554
