accepted_species,estimate
t29,-0.31389648
t39,-0.31389648
t40,-0.31389648
t67,-0.5167693
t68,-0.5167693
t99,-0.5167693
t7,-0.5167693
t5,-0.5167693
t11,-0.5167693
t44,-0.18343183
