"accepted_species","traits"
"sp107",1
"sp128",0
"sp129",1
"sp140",0
"sp159",NA
"sp163",0
"sp165",1
"sp166",1
"sp167",1
"sp168",NA
"sp171",NA
"sp173",0
"sp174",0
"sp175",1
"sp176",0
"sp180",NA
"sp182",1
"sp183",0
"sp185",1
"sp186",0
"sp187",0
"sp189",0
"sp190",1
"sp191",0
"sp193",0
"sp194",0
"sp195",1
"sp196",1
"sp197",1
"sp199",0
"sp201",0
"sp205",1
"sp206",NA
"sp207",1
"sp208",0
"sp209",1
"sp210",NA
"sp213",1
"sp214",0
"sp217",NA
"sp218",0
"sp220",1
"sp221",0
"sp222",1
"sp223",1
"sp224",0
"sp226",NA
"sp227",1
"sp228",1
"sp230",0
"sp231",1
"sp232",1
"sp233",0
"sp234",0
"sp235",1
"sp236",1
"sp237",1
"sp238",0
"sp239",0
"sp240",1
"sp241",1
"sp242",1
"sp243",1
"sp244",1
"sp245",1
"sp246",0
"sp248",0
"sp250",1
"sp251",NA
"sp252",0
"sp253",1
"sp254",1
"sp255",1
"sp256",NA
"sp257",0
"sp258",1
"sp259",1
"sp260",1
"sp261",0
"sp262",0
"sp263",1
"sp264",1
"sp265",1
"sp266",1
"sp267",1
"sp268",1
"sp269",1
"sp270",1
"sp271",1
"sp272",1
"sp273",0
"sp274",0
"sp275",0
"sp276",0
"sp277",1
"sp278",1
"sp279",0
"sp280",0
"sp281",1
"sp282",1
