"","t1","t4","t7","t45","t46","t52","t53","t130","t131","t74","t75","t66","t83","t84","t80","t31","t32","t102","t103","t97","t76","t119","t120","t43","t20","t44","t95","t96","t13","t2","t3","t5","t19","t100","t101","t26","t58","t59","t17","t28","t117","t118","t49","t33","t47","t81","t82","t39","t107","t108","t128","t129","t125","t21","t132","t133","t111","t112","t42","t115","t116","t10","t8","t63","t64","t40","t41","t23","t24","t65","t93","t94","t67","t126","t127","t12","t35","t36","t16","t91","t92","t34","t79","t85","t86","t18","t29","t48","t87","t88","t78","t62","t123","t124","t104","t30","t37","t38","t27","t14","t15","t9","t54","t55","t50","t106","t109","t110","t105","t89","t90","t60","t61","t22","t51","t121","t122","t56","t57","t11","t68","t69","t72","t73","t70","t71","t98","t99","t113","t114","t77","t25","t6"
"t1",0,2.30798198117,5.86596330077,6.81339868817,6.81339868817,6.81339868817,6.81339868817,6.813398688162,6.813398688162,6.813398688153,6.813398688153,6.445702622223,6.81339868819,6.81339868819,6.59891304687,6.40988782185,6.81339868825,6.8133986883,6.8133986883,6.81339868827,6.81339868827,6.81339868822,6.81339868822,6.81339868827,6.81339868817,6.81339868827,6.81339868827,6.81339868827,6.81339868797,0.91359150847,2.38683072887,2.34181047807,5.65801040279,6.81339868759,6.81339868759,5.64137077463,6.81339868699,6.81339868699,6.81339868749,6.81339868769,6.81339868728,6.81339868728,6.64807462119,6.81339868729,6.8133986869,6.8133986868,6.8133986868,6.81339868689,6.7142721801,6.81339868695,6.81339868696,6.81339868696,6.81339868696,5.95901291159,6.813398686958,6.813398686958,6.81339868688,6.81339868688,6.3092585145,6.81339868692,6.81339868692,6.81339868699,5.35914351267,6.81339868767,6.81339868767,6.15224365132,6.81339868772,5.59227678813,5.69148848872,6.81339868767,6.81339868761,6.81339868761,6.69007961581,6.81339868764,6.81339868764,6.57625379947,5.97461416744,6.81339868737,5.56922212897,6.81339868757,6.81339868757,6.05530580227,6.81339868777,6.81339868785,6.56046495722,6.81339868743,6.81339868807,6.81339868787,6.81339868787,6.81339868787,6.81339868787,6.81339868787,6.81339868776,6.81339868776,6.72136512623,6.81339868783,6.81339868737,6.81339868737,6.81339868767,5.52012916449,5.67432377739,4.47438911277,6.81339868727,6.81339868727,6.81339868737,6.81339868739,6.81339868738,6.81339868738,6.81339868737,6.81339868738,6.81339868738,6.56366339686,6.81339868776,5.83771458916,6.81339868736,6.81339868733,6.81339868733,6.81339868736,6.81339868736,6.81339868716,6.81339868781,6.81339868781,6.81339868701,6.81339868701,6.813398687,6.813398687,6.81339868691,6.81339868691,6.81339868692,6.81339868692,6.81339868701,6.05900437171,3.53376684117
"t4",2.30798198117,0,4.6489454352,5.5963808226,5.5963808226,5.5963808226,5.5963808226,5.596380822592,5.596380822592,5.596380822583,5.596380822583,5.228684756653,5.59638082262,5.59638082262,5.3818951813,5.19286995628,5.59638082268,5.59638082273,5.59638082273,5.5963808227,5.5963808227,5.59638082265,5.59638082265,5.5963808227,5.5963808226,5.5963808227,5.5963808227,5.5963808227,5.5963808224,1.9109485169,4.5620350703,4.5170148195,7.83321474422,8.98860302902,8.98860302902,7.81657511606,8.98860302842,8.98860302842,8.98860302892,8.98860302912,8.98860302871,8.98860302871,8.82327896262,8.98860302872,8.98860302833,8.98860302823,8.98860302823,8.98860302832,8.88947652153,8.98860302838,8.98860302839,8.98860302839,8.98860302839,8.13421725302,8.988603028388,8.988603028388,8.98860302831,8.98860302831,8.48446285593,8.98860302835,8.98860302835,8.98860302842,7.5343478541,8.9886030291,8.9886030291,8.32744799275,8.98860302915,7.76748112956,7.86669283015,8.9886030291,8.98860302904,8.98860302904,8.86528395724,8.98860302907,8.98860302907,8.7514581409,8.14981850887,8.9886030288,7.7444264704,8.988603029,8.988603029,8.2305101437,8.9886030292,8.98860302928,8.73566929865,8.98860302886,8.9886030295,8.9886030293,8.9886030293,8.9886030293,8.9886030293,8.9886030293,8.98860302919,8.98860302919,8.89656946766,8.98860302926,8.9886030288,8.9886030288,8.9886030291,7.69533350592,7.84952811882,6.6495934542,8.9886030287,8.9886030287,8.9886030288,8.98860302882,8.98860302881,8.98860302881,8.9886030288,8.98860302881,8.98860302881,8.73886773829,8.98860302919,8.01291893059,8.98860302879,8.98860302876,8.98860302876,8.98860302879,8.98860302879,8.98860302859,8.98860302924,8.98860302924,8.98860302844,8.98860302844,8.98860302843,8.98860302843,8.98860302834,8.98860302834,8.98860302835,8.98860302835,8.98860302844,8.23420871314,5.7089711826
"t7",5.86596330077,4.6489454352,0,7.9162710374,7.9162710374,7.9162710374,7.9162710374,7.916271037392,7.916271037392,7.916271037383,7.916271037383,7.548574971453,7.91627103742,7.91627103742,7.7017853961,8.51046907868,8.91397994508,8.91397994513,8.91397994513,8.9139799451,8.9139799451,8.91397994505,8.91397994505,8.9139799451,8.913979945,8.9139799451,8.9139799451,8.9139799451,8.9139799448,5.4689298365,8.1200163899,8.0749961391,11.39119606382,12.54658434862,12.54658434862,11.37455643566,12.54658434802,12.54658434802,12.54658434852,12.54658434872,12.54658434831,12.54658434831,12.38126028222,12.54658434832,12.54658434793,12.54658434783,12.54658434783,12.54658434792,12.44745784113,12.54658434798,12.54658434799,12.54658434799,12.54658434799,11.69219857262,12.546584347988,12.546584347988,12.54658434791,12.54658434791,12.04244417553,12.54658434795,12.54658434795,12.54658434802,11.0923291737,12.5465843487,12.5465843487,11.88542931235,12.54658434875,11.32546244916,11.42467414975,12.5465843487,12.54658434864,12.54658434864,12.42326527684,12.54658434867,12.54658434867,12.3094394605,11.70779982847,12.5465843484,11.30240779,12.5465843486,12.5465843486,11.7884914633,12.5465843488,12.54658434888,12.29365061825,12.54658434846,12.5465843491,12.5465843489,12.5465843489,12.5465843489,12.5465843489,12.5465843489,12.54658434879,12.54658434879,12.45455078726,12.54658434886,12.5465843484,12.5465843484,12.5465843487,11.25331482552,11.40750943842,10.2075747738,12.5465843483,12.5465843483,12.5465843484,12.54658434842,12.54658434841,12.54658434841,12.5465843484,12.54658434841,12.54658434841,12.29684905789,12.54658434879,11.57090025019,12.54658434839,12.54658434836,12.54658434836,12.54658434839,12.54658434839,12.54658434819,12.54658434884,12.54658434884,12.54658434804,12.54658434804,12.54658434803,12.54658434803,12.54658434794,12.54658434794,12.54658434795,12.54658434795,12.54658434804,11.79219003274,9.2669525022
"t45",6.81339868817,5.5963808226,7.9162710374,0,1.4977025464,3.1910462808,3.1910462808,3.191046280792,3.191046280792,3.191046280783,3.191046280783,2.823350214853,3.19104628082,3.19104628082,2.9765606395,9.45790446608,9.86141533248,9.86141533253,9.86141533253,9.8614153325,9.8614153325,9.86141533245,9.86141533245,9.8614153325,9.8614153324,9.8614153325,9.8614153325,9.8614153325,9.8614153322,6.4163652239,9.0674517773,9.0224315265,12.33863145122,13.49401973602,13.49401973602,12.32199182306,13.49401973542,13.49401973542,13.49401973592,13.49401973612,13.49401973571,13.49401973571,13.32869566962,13.49401973572,13.49401973533,13.49401973523,13.49401973523,13.49401973532,13.39489322853,13.49401973538,13.49401973539,13.49401973539,13.49401973539,12.63963396002,13.494019735388,13.494019735388,13.49401973531,13.49401973531,12.98987956293,13.49401973535,13.49401973535,13.49401973542,12.0397645611,13.4940197361,13.4940197361,12.83286469975,13.49401973615,12.27289783656,12.37210953715,13.4940197361,13.49401973604,13.49401973604,13.37070066424,13.49401973607,13.49401973607,13.2568748479,12.65523521587,13.4940197358,12.2498431774,13.494019736,13.494019736,12.7359268507,13.4940197362,13.49401973628,13.24108600565,13.49401973586,13.4940197365,13.4940197363,13.4940197363,13.4940197363,13.4940197363,13.4940197363,13.49401973619,13.49401973619,13.40198617466,13.49401973626,13.4940197358,13.4940197358,13.4940197361,12.20075021292,12.35494482582,11.1550101612,13.4940197357,13.4940197357,13.4940197358,13.49401973582,13.49401973581,13.49401973581,13.4940197358,13.49401973581,13.49401973581,13.24428444529,13.49401973619,12.51833563759,13.49401973579,13.49401973576,13.49401973576,13.49401973579,13.49401973579,13.49401973559,13.49401973624,13.49401973624,13.49401973544,13.49401973544,13.49401973543,13.49401973543,13.49401973534,13.49401973534,13.49401973535,13.49401973535,13.49401973544,12.73962542014,10.2143878896
"t46",6.81339868817,5.5963808226,7.9162710374,1.4977025464,0,3.1910462808,3.1910462808,3.191046280792,3.191046280792,3.191046280783,3.191046280783,2.823350214853,3.19104628082,3.19104628082,2.9765606395,9.45790446608,9.86141533248,9.86141533253,9.86141533253,9.8614153325,9.8614153325,9.86141533245,9.86141533245,9.8614153325,9.8614153324,9.8614153325,9.8614153325,9.8614153325,9.8614153322,6.4163652239,9.0674517773,9.0224315265,12.33863145122,13.49401973602,13.49401973602,12.32199182306,13.49401973542,13.49401973542,13.49401973592,13.49401973612,13.49401973571,13.49401973571,13.32869566962,13.49401973572,13.49401973533,13.49401973523,13.49401973523,13.49401973532,13.39489322853,13.49401973538,13.49401973539,13.49401973539,13.49401973539,12.63963396002,13.494019735388,13.494019735388,13.49401973531,13.49401973531,12.98987956293,13.49401973535,13.49401973535,13.49401973542,12.0397645611,13.4940197361,13.4940197361,12.83286469975,13.49401973615,12.27289783656,12.37210953715,13.4940197361,13.49401973604,13.49401973604,13.37070066424,13.49401973607,13.49401973607,13.2568748479,12.65523521587,13.4940197358,12.2498431774,13.494019736,13.494019736,12.7359268507,13.4940197362,13.49401973628,13.24108600565,13.49401973586,13.4940197365,13.4940197363,13.4940197363,13.4940197363,13.4940197363,13.4940197363,13.49401973619,13.49401973619,13.40198617466,13.49401973626,13.4940197358,13.4940197358,13.4940197361,12.20075021292,12.35494482582,11.1550101612,13.4940197357,13.4940197357,13.4940197358,13.49401973582,13.49401973581,13.49401973581,13.4940197358,13.49401973581,13.49401973581,13.24428444529,13.49401973619,12.51833563759,13.49401973579,13.49401973576,13.49401973576,13.49401973579,13.49401973579,13.49401973559,13.49401973624,13.49401973624,13.49401973544,13.49401973544,13.49401973543,13.49401973543,13.49401973534,13.49401973534,13.49401973535,13.49401973535,13.49401973544,12.73962542014,10.2143878896
"t52",6.81339868817,5.5963808226,7.9162710374,3.1910462808,3.1910462808,0,1.2470879516,2.939981025792,2.939981025792,2.939981025783,2.939981025783,2.572284959853,2.93998102582,2.93998102582,2.7254953845,9.45790446608,9.86141533248,9.86141533253,9.86141533253,9.8614153325,9.8614153325,9.86141533245,9.86141533245,9.8614153325,9.8614153324,9.8614153325,9.8614153325,9.8614153325,9.8614153322,6.4163652239,9.0674517773,9.0224315265,12.33863145122,13.49401973602,13.49401973602,12.32199182306,13.49401973542,13.49401973542,13.49401973592,13.49401973612,13.49401973571,13.49401973571,13.32869566962,13.49401973572,13.49401973533,13.49401973523,13.49401973523,13.49401973532,13.39489322853,13.49401973538,13.49401973539,13.49401973539,13.49401973539,12.63963396002,13.494019735388,13.494019735388,13.49401973531,13.49401973531,12.98987956293,13.49401973535,13.49401973535,13.49401973542,12.0397645611,13.4940197361,13.4940197361,12.83286469975,13.49401973615,12.27289783656,12.37210953715,13.4940197361,13.49401973604,13.49401973604,13.37070066424,13.49401973607,13.49401973607,13.2568748479,12.65523521587,13.4940197358,12.2498431774,13.494019736,13.494019736,12.7359268507,13.4940197362,13.49401973628,13.24108600565,13.49401973586,13.4940197365,13.4940197363,13.4940197363,13.4940197363,13.4940197363,13.4940197363,13.49401973619,13.49401973619,13.40198617466,13.49401973626,13.4940197358,13.4940197358,13.4940197361,12.20075021292,12.35494482582,11.1550101612,13.4940197357,13.4940197357,13.4940197358,13.49401973582,13.49401973581,13.49401973581,13.4940197358,13.49401973581,13.49401973581,13.24428444529,13.49401973619,12.51833563759,13.49401973579,13.49401973576,13.49401973576,13.49401973579,13.49401973579,13.49401973559,13.49401973624,13.49401973624,13.49401973544,13.49401973544,13.49401973543,13.49401973543,13.49401973534,13.49401973534,13.49401973535,13.49401973535,13.49401973544,12.73962542014,10.2143878896
"t53",6.81339868817,5.5963808226,7.9162710374,3.1910462808,3.1910462808,1.2470879516,0,2.939981025792,2.939981025792,2.939981025783,2.939981025783,2.572284959853,2.93998102582,2.93998102582,2.7254953845,9.45790446608,9.86141533248,9.86141533253,9.86141533253,9.8614153325,9.8614153325,9.86141533245,9.86141533245,9.8614153325,9.8614153324,9.8614153325,9.8614153325,9.8614153325,9.8614153322,6.4163652239,9.0674517773,9.0224315265,12.33863145122,13.49401973602,13.49401973602,12.32199182306,13.49401973542,13.49401973542,13.49401973592,13.49401973612,13.49401973571,13.49401973571,13.32869566962,13.49401973572,13.49401973533,13.49401973523,13.49401973523,13.49401973532,13.39489322853,13.49401973538,13.49401973539,13.49401973539,13.49401973539,12.63963396002,13.494019735388,13.494019735388,13.49401973531,13.49401973531,12.98987956293,13.49401973535,13.49401973535,13.49401973542,12.0397645611,13.4940197361,13.4940197361,12.83286469975,13.49401973615,12.27289783656,12.37210953715,13.4940197361,13.49401973604,13.49401973604,13.37070066424,13.49401973607,13.49401973607,13.2568748479,12.65523521587,13.4940197358,12.2498431774,13.494019736,13.494019736,12.7359268507,13.4940197362,13.49401973628,13.24108600565,13.49401973586,13.4940197365,13.4940197363,13.4940197363,13.4940197363,13.4940197363,13.4940197363,13.49401973619,13.49401973619,13.40198617466,13.49401973626,13.4940197358,13.4940197358,13.4940197361,12.20075021292,12.35494482582,11.1550101612,13.4940197357,13.4940197357,13.4940197358,13.49401973582,13.49401973581,13.49401973581,13.4940197358,13.49401973581,13.49401973581,13.24428444529,13.49401973619,12.51833563759,13.49401973579,13.49401973576,13.49401973576,13.49401973579,13.49401973579,13.49401973559,13.49401973624,13.49401973624,13.49401973544,13.49401973544,13.49401973543,13.49401973543,13.49401973534,13.49401973534,13.49401973535,13.49401973535,13.49401973544,12.73962542014,10.2143878896
"t130",6.813398688162,5.596380822592,7.916271037392,3.191046280792,3.191046280792,2.939981025792,2.939981025792,0,0.018633721578,1.024849149169,1.024849149169,0.679987406739,1.053030388612,1.053030388612,0.838544747292,9.457904466072,9.861415332472,9.861415332522,9.861415332522,9.861415332492,9.861415332492,9.861415332442,9.861415332442,9.861415332492,9.861415332392,9.861415332492,9.861415332492,9.861415332492,9.861415332192,6.416365223892,9.067451777292,9.022431526492,12.338631451212,13.494019736012,13.494019736012,12.321991823052,13.494019735412,13.494019735412,13.494019735912,13.494019736112,13.494019735702,13.494019735702,13.328695669612,13.494019735712,13.494019735322,13.494019735222,13.494019735222,13.494019735312,13.394893228522,13.494019735372,13.494019735382,13.494019735382,13.494019735382,12.639633960012,13.49401973538,13.49401973538,13.494019735302,13.494019735302,12.989879562922,13.494019735342,13.494019735342,13.494019735412,12.039764561092,13.494019736092,13.494019736092,12.832864699742,13.494019736142,12.272897836552,12.372109537142,13.494019736092,13.494019736032,13.494019736032,13.370700664232,13.494019736062,13.494019736062,13.256874847892,12.655235215862,13.494019735792,12.249843177392,13.494019735992,13.494019735992,12.735926850692,13.494019736192,13.494019736272,13.241086005642,13.494019735852,13.494019736492,13.494019736292,13.494019736292,13.494019736292,13.494019736292,13.494019736292,13.494019736182,13.494019736182,13.401986174652,13.494019736252,13.494019735792,13.494019735792,13.494019736092,12.200750212912,12.354944825812,11.155010161192,13.494019735692,13.494019735692,13.494019735792,13.494019735812,13.494019735802,13.494019735802,13.494019735792,13.494019735802,13.494019735802,13.244284445282,13.494019736182,12.518335637582,13.494019735782,13.494019735752,13.494019735752,13.494019735782,13.494019735782,13.494019735582,13.494019736232,13.494019736232,13.494019735432,13.494019735432,13.494019735422,13.494019735422,13.494019735332,13.494019735332,13.494019735342,13.494019735342,13.494019735432,12.739625420132,10.214387889592
"t131",6.813398688162,5.596380822592,7.916271037392,3.191046280792,3.191046280792,2.939981025792,2.939981025792,0.018633721578,0,1.024849149169,1.024849149169,0.679987406739,1.053030388612,1.053030388612,0.838544747292,9.457904466072,9.861415332472,9.861415332522,9.861415332522,9.861415332492,9.861415332492,9.861415332442,9.861415332442,9.861415332492,9.861415332392,9.861415332492,9.861415332492,9.861415332492,9.861415332192,6.416365223892,9.067451777292,9.022431526492,12.338631451212,13.494019736012,13.494019736012,12.321991823052,13.494019735412,13.494019735412,13.494019735912,13.494019736112,13.494019735702,13.494019735702,13.328695669612,13.494019735712,13.494019735322,13.494019735222,13.494019735222,13.494019735312,13.394893228522,13.494019735372,13.494019735382,13.494019735382,13.494019735382,12.639633960012,13.49401973538,13.49401973538,13.494019735302,13.494019735302,12.989879562922,13.494019735342,13.494019735342,13.494019735412,12.039764561092,13.494019736092,13.494019736092,12.832864699742,13.494019736142,12.272897836552,12.372109537142,13.494019736092,13.494019736032,13.494019736032,13.370700664232,13.494019736062,13.494019736062,13.256874847892,12.655235215862,13.494019735792,12.249843177392,13.494019735992,13.494019735992,12.735926850692,13.494019736192,13.494019736272,13.241086005642,13.494019735852,13.494019736492,13.494019736292,13.494019736292,13.494019736292,13.494019736292,13.494019736292,13.494019736182,13.494019736182,13.401986174652,13.494019736252,13.494019735792,13.494019735792,13.494019736092,12.200750212912,12.354944825812,11.155010161192,13.494019735692,13.494019735692,13.494019735792,13.494019735812,13.494019735802,13.494019735802,13.494019735792,13.494019735802,13.494019735802,13.244284445282,13.494019736182,12.518335637582,13.494019735782,13.494019735752,13.494019735752,13.494019735782,13.494019735782,13.494019735582,13.494019736232,13.494019736232,13.494019735432,13.494019735432,13.494019735422,13.494019735422,13.494019735332,13.494019735332,13.494019735342,13.494019735342,13.494019735432,12.739625420132,10.214387889592
"t74",6.813398688153,5.596380822583,7.916271037383,3.191046280783,3.191046280783,2.939981025783,2.939981025783,1.024849149169,1.024849149169,0,0.873223534,0.67998740673,1.053030388603,1.053030388603,0.838544747283,9.457904466063,9.861415332463,9.861415332513,9.861415332513,9.861415332483,9.861415332483,9.861415332433,9.861415332433,9.861415332483,9.861415332383,9.861415332483,9.861415332483,9.861415332483,9.861415332183,6.416365223883,9.067451777283,9.022431526483,12.338631451203,13.494019736003,13.494019736003,12.321991823043,13.494019735403,13.494019735403,13.494019735903,13.494019736103,13.494019735693,13.494019735693,13.328695669603,13.494019735703,13.494019735313,13.494019735213,13.494019735213,13.494019735303,13.394893228513,13.494019735363,13.494019735373,13.494019735373,13.494019735373,12.639633960003,13.494019735371,13.494019735371,13.494019735293,13.494019735293,12.989879562913,13.494019735333,13.494019735333,13.494019735403,12.039764561083,13.494019736083,13.494019736083,12.832864699733,13.494019736133,12.272897836543,12.372109537133,13.494019736083,13.494019736023,13.494019736023,13.370700664223,13.494019736053,13.494019736053,13.256874847883,12.655235215853,13.494019735783,12.249843177383,13.494019735983,13.494019735983,12.735926850683,13.494019736183,13.494019736263,13.241086005633,13.494019735843,13.494019736483,13.494019736283,13.494019736283,13.494019736283,13.494019736283,13.494019736283,13.494019736173,13.494019736173,13.401986174643,13.494019736243,13.494019735783,13.494019735783,13.494019736083,12.200750212903,12.354944825803,11.155010161183,13.494019735683,13.494019735683,13.494019735783,13.494019735803,13.494019735793,13.494019735793,13.494019735783,13.494019735793,13.494019735793,13.244284445273,13.494019736173,12.518335637573,13.494019735773,13.494019735743,13.494019735743,13.494019735773,13.494019735773,13.494019735573,13.494019736223,13.494019736223,13.494019735423,13.494019735423,13.494019735413,13.494019735413,13.494019735323,13.494019735323,13.494019735333,13.494019735333,13.494019735423,12.739625420123,10.214387889583
