"accepted_species","traits"
"sp87",0
"sp95",1
"sp121",1
"sp130",NA
"sp133",NA
"sp140",1
"sp155",1
"sp164",1
"sp166",0
"sp171",0
"sp178",0
"sp185",1
"sp187",1
"sp190",0
"sp192",1
"sp195",0
"sp196",0
"sp197",0
"sp198",0
"sp199",1
"sp200",1
"sp201",NA
"sp204",0
"sp205",0
"sp206",1
"sp207",NA
"sp209",1
"sp210",NA
"sp211",0
"sp212",NA
"sp213",0
"sp214",NA
"sp216",0
"sp217",1
"sp218",1
"sp219",1
"sp220",NA
"sp221",0
"sp222",1
"sp223",1
"sp225",0
"sp226",0
"sp227",0
"sp228",1
"sp230",0
"sp231",0
"sp232",1
"sp233",1
"sp236",1
"sp239",NA
"sp241",0
"sp242",0
"sp243",0
"sp244",0
"sp245",1
"sp246",1
"sp247",1
"sp248",NA
"sp249",1
"sp250",1
"sp251",0
"sp252",0
"sp253",0
"sp254",0
"sp256",1
"sp257",0
"sp258",0
"sp259",0
"sp260",0
"sp261",0
"sp262",1
"sp263",1
"sp264",1
"sp265",1
"sp266",0
"sp267",0
"sp268",0
"sp269",1
"sp270",1
"sp271",1
"sp272",1
"sp273",0
"sp274",0
"sp275",0
"sp276",0
"sp277",0
"sp278",0
"sp279",0
"sp280",0
"sp281",1
"sp283",0
"sp284",0
"sp285",0
"sp286",0
"sp287",1
"sp288",1
"sp289",1
"sp290",1
"sp291",1
"sp292",1
