"","turnover.rates","eps.values","transition.rates"
"1",0.345203382428735,0.069316117791459,NA
"2",0.11161735909991,0.133186359191313,0.792376182042062
"3",0.935510489391163,0.0283312690444291,0.208063300698996
"4",0.0747980414889753,0.677131918491796,0.25693609775044
"5",0.345203382428735,0.069316117791459,0.340435124002397
"6",0.11161735909991,0.133186359191313,NA
"7",0.935510489391163,0.0283312690444291,0.278911523986608
"8",0.0747980414889753,0.677131918491796,0.100292443064973
"9",0.345203382428735,0.069316117791459,0.243720257887617
"10",0.11161735909991,0.133186359191313,0.664223104948178
"11",0.935510489391163,0.0283312690444291,NA
"12",0.0747980414889753,0.677131918491796,0.596192267490551
"13",0.345203382428735,0.069316117791459,0.649888505227864
"14",0.11161735909991,0.133186359191313,0.267970455810428
"15",0.935510489391163,0.0283312690444291,0.301410435698926
"16",0.0747980414889753,0.677131918491796,NA
