"","t1","t10","t16","t101","t102","t84","t145","t146","t79","t80","t147","t148","t151","t152","t49","t43","t118","t119","t137","t138","t88","t89","t55","t38","t39","t73","t157","t158","t60","t120","t121","t56","t44","t34","t54","t70","t71","t111","t112","t75","t128","t129","t143","t144","t125","t122","t22","t25","t26","t7","t66","t67","t153","t154","t149","t150","t103","t36","t37","t131","t132","t41","t58","t123","t124","t6","t24","t29","t30","t13","t14","t19","t32","t33","t40","t85","t86","t45","t114","t115","t74","t72","t135","t136","t87","t59","t113","t133","t134","t97","t98","t78","t53","t61","t62","t52","t51","t104","t105","t64","t23","t50","t92","t93","t99","t100","t63","t5","t4","t8","t9","t116","t117","t107","t108","t69","t109","t110","t106","t11","t20","t31","t83","t141","t142","t94","t95","t96","t17","t81","t82","t90","t91","t65","t27","t28","t18","t15","t21","t76","t77","t47","t48","t139","t140","t42","t68","t126","t127","t35","t57","t155","t156","t130","t46","t12","t2","t3"
"t1",0,3.07234421344,3.33433403634,5.50551757474,5.0374134194008,5.07500653314,5.50551757478,5.50551757478,5.50551757474,5.50551757474,5.50551757471,5.50551757471,5.50551757467,5.50551757467,4.44828416874,5.50551757482,5.50551757432,5.50551757432,5.50551757458,5.50551757458,5.50551757468,5.50551757468,5.50551757484,4.93421997243,5.50551757473,5.50551757494,5.505517574922,5.505517574922,5.50551757528,5.50551757508,5.50551757508,5.50551757464,5.02564495134,5.26458579001,4.85044801401,4.84748464411,5.50551757511,5.50551757521,5.50551757521,4.86900235831,5.50551757461,5.50551757461,5.50551757459,5.50551757459,5.50551757462,5.29553224441,5.50551757461,5.50551757451,5.50551757451,2.78654387471,5.50551757451,5.16509112091,5.50551757424,5.50551757424,5.50551757521,5.50551757521,5.50551757518,4.82084477008,4.15932226838,5.50551757508,5.50551757508,5.50551757508,5.50551757428,5.50551757478,5.50551757478,2.47900652838,4.56686193463,5.50551757481,4.46428386711,3.07396356685,3.31463418893,4.23281992381,4.49914651601,4.58189492001,5.50551757491,4.90004107995,5.50551757471,4.357980073622,5.50551757429,5.50551757429,4.80247475816,5.505517574322,5.505517574622,5.505517574622,5.505517574622,5.505517574922,5.107437911722,5.505517574522,5.505517574522,5.505517574522,5.505517574522,5.505517574522,5.505517574122,5.505517574622,5.505517574622,5.354514169322,4.351858757082,5.505517574592,5.505517574592,5.026264759492,4.238164973412,5.505517574912,5.505517574612,5.505517574612,5.505517574612,5.172965606612,5.505517574612,2.47250499769,2.7024488963,2.95858229875,2.88095747755,5.50551757459,5.50551757459,5.50551757459,5.50551757459,5.22190538485,5.505517574511,5.505517574511,5.50551757455,3.56708087115,4.33395704815,4.49008290555,5.50551757465,5.50551757463,5.50551757463,5.50551757465,5.004192415593,5.50551757455,3.78357834049,5.50551757439,5.50551757439,5.50551757441,4.99128610191,5.50551757451,3.74193139347,3.72085808791,3.38760087237,3.2017189617,4.80603942569,5.50551757449,5.50551757449,4.55084665082,5.50551757502,5.505517575,5.505517575,4.4136025603,5.5055175748,5.5055175747,5.36331130847,3.814949012618,5.50551757421,5.505517574438,5.505517574438,5.50551757441,4.80727304341,3.39485684171,0.9535958869,2.7878341663
"t10",3.07234421344,0,0.8414927425,3.0126762809,2.5445721255608,2.5821652393,3.01267628094,3.01267628094,3.0126762809,3.0126762809,3.01267628087,3.01267628087,3.01267628083,3.01267628083,1.9554428749,3.01267628098,3.01267628048,3.01267628048,3.75093740614,3.75093740614,3.75093740624,3.75093740624,3.7509374064,3.17963980399,3.75093740629,3.7509374065,3.750937406482,3.750937406482,4.01630185024,4.01630185004,4.01630185004,4.0163018496,3.5364292263,3.83873026783,3.42459249183,3.42162912193,4.07966205293,4.07966205303,4.07966205303,3.81972790833,4.45624312463,4.45624312463,4.45624312461,4.45624312461,4.45624312464,4.24625779443,4.45624312463,4.45624312453,4.45624312453,1.73726942473,4.95764838333,4.61722192973,5.06897014768,5.06897014768,5.06897014865,5.06897014865,5.06897014862,4.38429734352,3.72277484182,5.06897014852,5.06897014852,5.06897014852,5.06897014772,5.06897014822,5.06897014822,2.04245910182,4.13031450807,5.06897014825,4.02773644055,2.63741614029,2.87808676237,3.79627249725,4.06259908945,4.14534749345,5.06897014835,4.46349365339,5.06897014815,3.921432647062,5.06897014773,5.06897014773,4.3659273316,5.068970147762,5.068970148062,5.068970148062,5.068970148062,5.068970148362,4.670890485162,5.068970147962,5.068970147962,5.068970147962,5.068970147962,5.068970147962,5.068970147562,5.068970148062,5.068970148062,4.917966742762,3.915311330522,5.068970148032,5.068970148032,4.589717332932,3.801617546852,5.068970148352,5.068970148052,5.068970148052,5.068970148052,4.736418180052,5.068970148052,2.03595757113,2.26590146974,4.74202378819,4.66439896699,7.28895906403,7.28895906403,7.28895906403,7.28895906403,7.00534687429,7.288959063951,7.288959063951,7.28895906399,5.35052236059,6.11739853759,6.27352439499,7.28895906409,7.28895906407,7.28895906407,7.28895906409,6.787633905033,7.28895906399,5.56701982993,7.28895906383,7.28895906383,7.28895906385,6.77472759135,7.28895906395,5.52537288291,5.50429957735,5.17104236181,4.98516045114,6.58948091513,7.28895906393,7.28895906393,6.33428814026,7.28895906446,7.28895906444,7.28895906444,6.19704404974,7.28895906424,7.28895906414,7.14675279791,5.598390502058,7.28895906365,7.288959063878,7.288959063878,7.28895906385,6.59071453285,5.17829833115,2.95216765334,4.78640593274
"t16",3.33433403634,0.8414927425,0,2.4912073762,2.0231032208608,2.0606963346,2.49120737624,2.49120737624,2.4912073762,2.4912073762,2.49120737617,2.49120737617,2.49120737613,2.49120737613,1.4339739702,2.49120737628,2.49120737578,2.49120737578,4.01292722904,4.01292722904,4.01292722914,4.01292722914,4.0129272293,3.44162962689,4.01292722919,4.0129272294,4.012927229382,4.012927229382,4.27829167314,4.27829167294,4.27829167294,4.2782916725,3.7984190492,4.10072009073,3.68658231473,3.68361894483,4.34165187583,4.34165187593,4.34165187593,4.08171773123,4.71823294753,4.71823294753,4.71823294751,4.71823294751,4.71823294754,4.50824761733,4.71823294753,4.71823294743,4.71823294743,1.99925924763,5.21963820623,4.87921175263,5.33095997058,5.33095997058,5.33095997155,5.33095997155,5.33095997152,4.64628716642,3.98476466472,5.33095997142,5.33095997142,5.33095997142,5.33095997062,5.33095997112,5.33095997112,2.30444892472,4.39230433097,5.33095997115,4.28972626345,2.89940596319,3.14007658527,4.05826232015,4.32458891235,4.40733731635,5.33095997125,4.72548347629,5.33095997105,4.183422469962,5.33095997063,5.33095997063,4.6279171545,5.330959970662,5.330959970962,5.330959970962,5.330959970962,5.330959971262,4.932880308062,5.330959970862,5.330959970862,5.330959970862,5.330959970862,5.330959970862,5.330959970462,5.330959970962,5.330959970962,5.179956565662,4.177301153422,5.330959970932,5.330959970932,4.851707155832,4.063607369752,5.330959971252,5.330959970952,5.330959970952,5.330959970952,4.998408002952,5.330959970952,2.29794739403,2.52789129264,5.00401361109,4.92638878989,7.55094888693,7.55094888693,7.55094888693,7.55094888693,7.26733669719,7.550948886851,7.550948886851,7.55094888689,5.61251218349,6.37938836049,6.53551421789,7.55094888699,7.55094888697,7.55094888697,7.55094888699,7.049623727933,7.55094888689,5.82900965283,7.55094888673,7.55094888673,7.55094888675,7.03671741425,7.55094888685,5.78736270581,5.76628940025,5.43303218471,5.24715027404,6.85147073803,7.55094888683,7.55094888683,6.59627796316,7.55094888736,7.55094888734,7.55094888734,6.45903387264,7.55094888714,7.55094888704,7.40874262081,5.860380324958,7.55094888655,7.550948886778,7.550948886778,7.55094888675,6.85270435575,5.44028815405,3.21415747624,5.04839575564
"t101",5.50551757474,3.0126762809,2.4912073762,0,0.4696966366608,0.9248330368,1.64297217284,1.64297217284,3.075048443,3.075048443,3.07504844297,3.07504844297,3.07504844293,3.07504844293,2.017815037,3.07504844308,3.07504844258,3.07504844258,6.18411076744,6.18411076744,6.18411076754,6.18411076754,6.1841107677,5.61281316529,6.18411076759,6.1841107678,6.184110767782,6.184110767782,6.44947521154,6.44947521134,6.44947521134,6.4494752109,5.9696025876,6.27190362913,5.85776585313,5.85480248323,6.51283541423,6.51283541433,6.51283541433,6.25290126963,6.88941648593,6.88941648593,6.88941648591,6.88941648591,6.88941648594,6.67943115573,6.88941648593,6.88941648583,6.88941648583,4.17044278603,7.39082174463,7.05039529103,7.50214350898,7.50214350898,7.50214350995,7.50214350995,7.50214350992,6.81747070482,6.15594820312,7.50214350982,7.50214350982,7.50214350982,7.50214350902,7.50214350952,7.50214350952,4.47563246312,6.56348786937,7.50214350955,6.46090980185,5.07058950159,5.31126012367,6.22944585855,6.49577245075,6.57852085475,7.50214350965,6.89666701469,7.50214350945,6.354606008362,7.50214350903,7.50214350903,6.7991006929,7.502143509062,7.502143509362,7.502143509362,7.502143509362,7.502143509662,7.104063846462,7.502143509262,7.502143509262,7.502143509262,7.502143509262,7.502143509262,7.502143508862,7.502143509362,7.502143509362,7.351140104062,6.348484691822,7.502143509332,7.502143509332,7.022890694232,6.234790908152,7.502143509652,7.502143509352,7.502143509352,7.502143509352,7.169591541352,7.502143509352,4.46913093243,4.69907483104,7.17519714949,7.09757232829,9.72213242533,9.72213242533,9.72213242533,9.72213242533,9.43852023559,9.722132425251,9.722132425251,9.72213242529,7.78369572189,8.55057189889,8.70669775629,9.72213242539,9.72213242537,9.72213242537,9.72213242539,9.220807266333,9.72213242529,8.00019319123,9.72213242513,9.72213242513,9.72213242515,9.20790095265,9.72213242525,7.95854624421,7.93747293865,7.60421572311,7.41833381244,9.02265427643,9.72213242523,9.72213242523,8.76746150156,9.72213242576,9.72213242574,9.72213242574,8.63021741104,9.72213242554,9.72213242544,9.57992615921,8.031563863358,9.72213242495,9.722132425178,9.722132425178,9.72213242515,9.02388789415,7.61147169245,5.38534101464,7.21957929404
"t102",5.0374134194008,2.5445721255608,2.0231032208608,0.4696966366608,0,0.4567288814608,1.1748680175008,1.1748680175008,2.6069442876608,2.6069442876608,2.6069442876308,2.6069442876308,2.6069442875908,2.6069442875908,1.5497108816608,2.6069442877408,2.6069442872408,2.6069442872408,5.7160066121008,5.7160066121008,5.7160066122008,5.7160066122008,5.7160066123608,5.1447090099508,5.7160066122508,5.7160066124608,5.7160066124428,5.7160066124428,5.9813710562008,5.9813710560008,5.9813710560008,5.9813710555608,5.5014984322608,5.8037994737908,5.3896616977908,5.3866983278908,6.0447312588908,6.0447312589908,6.0447312589908,5.7847971142908,6.4213123305908,6.4213123305908,6.4213123305708,6.4213123305708,6.4213123306008,6.2113270003908,6.4213123305908,6.4213123304908,6.4213123304908,3.7023386306908,6.9227175892908,6.5822911356908,7.0340393536408,7.0340393536408,7.0340393546108,7.0340393546108,7.0340393545808,6.3493665494808,5.6878440477808,7.0340393544808,7.0340393544808,7.0340393544808,7.0340393536808,7.0340393541808,7.0340393541808,4.0075283077808,6.0953837140308,7.0340393542108,5.9928056465108,4.6024853462508,4.8431559683308,5.7613417032108,6.0276682954108,6.1104166994108,7.0340393543108,6.4285628593508,7.0340393541108,5.8865018530228,7.0340393536908,7.0340393536908,6.3309965375608,7.0340393537228,7.0340393540228,7.0340393540228,7.0340393540228,7.0340393543228,6.6359596911228,7.0340393539228,7.0340393539228,7.0340393539228,7.0340393539228,7.0340393539228,7.0340393535228,7.0340393540228,7.0340393540228,6.8830359487228,5.8803805364828,7.0340393539928,7.0340393539928,6.5547865388928,5.7666867528128,7.0340393543128,7.0340393540128,7.0340393540128,7.0340393540128,6.7014873860128,7.0340393540128,4.0010267770908,4.2309706757008,6.7070929941508,6.6294681729508,9.2540282699908,9.2540282699908,9.2540282699908,9.2540282699908,8.9704160802508,9.2540282699118,9.2540282699118,9.2540282699508,7.3155915665508,8.0824677435508,8.2385936009508,9.2540282700508,9.2540282700308,9.2540282700308,9.2540282700508,8.7527031109938,9.2540282699508,7.5320890358908,9.2540282697908,9.2540282697908,9.2540282698108,8.7397967973108,9.2540282699108,7.4904420888708,7.4693687833108,7.1361115677708,6.9502296571008,8.5545501210908,9.2540282698908,9.2540282698908,8.2993573462208,9.2540282704208,9.2540282704008,9.2540282704008,8.1621132557008,9.2540282702008,9.2540282701008,9.1118220038708,7.5634597080188,9.2540282696108,9.2540282698388,9.2540282698388,9.2540282698108,8.5557837388108,7.1433675371108,4.9172368593008,6.7514751387008
"t84",5.07500653314,2.5821652393,2.0606963346,0.9248330368,0.4567288814608,0,1.21246113124,1.21246113124,2.6445374014,2.6445374014,2.64453740137,2.64453740137,2.64453740133,2.64453740133,1.5873039954,2.64453740148,2.64453740098,2.64453740098,5.75359972584,5.75359972584,5.75359972594,5.75359972594,5.7535997261,5.18230212369,5.75359972599,5.7535997262,5.753599726182,5.753599726182,6.01896416994,6.01896416974,6.01896416974,6.0189641693,5.539091546,5.84139258753,5.42725481153,5.42429144163,6.08232437263,6.08232437273,6.08232437273,5.82239022803,6.45890544433,6.45890544433,6.45890544431,6.45890544431,6.45890544434,6.24892011413,6.45890544433,6.45890544423,6.45890544423,3.73993174443,6.96031070303,6.61988424943,7.07163246738,7.07163246738,7.07163246835,7.07163246835,7.07163246832,6.38695966322,5.72543716152,7.07163246822,7.07163246822,7.07163246822,7.07163246742,7.07163246792,7.07163246792,4.04512142152,6.13297682777,7.07163246795,6.03039876025,4.64007845999,4.88074908207,5.79893481695,6.06526140915,6.14800981315,7.07163246805,6.46615597309,7.07163246785,5.924094966762,7.07163246743,7.07163246743,6.3685896513,7.071632467462,7.071632467762,7.071632467762,7.071632467762,7.071632468062,6.673552804862,7.071632467662,7.071632467662,7.071632467662,7.071632467662,7.071632467662,7.071632467262,7.071632467762,7.071632467762,6.920629062462,5.917973650222,7.071632467732,7.071632467732,6.592379652632,5.804279866552,7.071632468052,7.071632467752,7.071632467752,7.071632467752,6.739080499752,7.071632467752,4.03861989083,4.26856378944,6.74468610789,6.66706128669,9.29162138373,9.29162138373,9.29162138373,9.29162138373,9.00800919399,9.291621383651,9.291621383651,9.29162138369,7.35318468029,8.12006085729,8.27618671469,9.29162138379,9.29162138377,9.29162138377,9.29162138379,8.790296224733,9.29162138369,7.56968214963,9.29162138353,9.29162138353,9.29162138355,8.77738991105,9.29162138365,7.52803520261,7.50696189705,7.17370468151,6.98782277084,8.59214323483,9.29162138363,9.29162138363,8.33695045996,9.29162138416,9.29162138414,9.29162138414,8.19970636944,9.29162138394,9.29162138384,9.14941511761,7.601052821758,9.29162138335,9.291621383578,9.291621383578,9.29162138355,8.59337685255,7.18096065085,4.95482997304,6.78906825244
"t145",5.50551757478,3.01267628094,2.49120737624,1.64297217284,1.1748680175008,1.21246113124,0,0.10802244368,3.07504844304,3.07504844304,3.07504844301,3.07504844301,3.07504844297,3.07504844297,2.01781503704,3.07504844312,3.07504844262,3.07504844262,6.18411076748,6.18411076748,6.18411076758,6.18411076758,6.18411076774,5.61281316533,6.18411076763,6.18411076784,6.184110767822,6.184110767822,6.44947521158,6.44947521138,6.44947521138,6.44947521094,5.96960258764,6.27190362917,5.85776585317,5.85480248327,6.51283541427,6.51283541437,6.51283541437,6.25290126967,6.88941648597,6.88941648597,6.88941648595,6.88941648595,6.88941648598,6.67943115577,6.88941648597,6.88941648587,6.88941648587,4.17044278607,7.39082174467,7.05039529107,7.50214350902,7.50214350902,7.50214350999,7.50214350999,7.50214350996,6.81747070486,6.15594820316,7.50214350986,7.50214350986,7.50214350986,7.50214350906,7.50214350956,7.50214350956,4.47563246316,6.56348786941,7.50214350959,6.46090980189,5.07058950163,5.31126012371,6.22944585859,6.49577245079,6.57852085479,7.50214350969,6.89666701473,7.50214350949,6.354606008402,7.50214350907,7.50214350907,6.79910069294,7.502143509102,7.502143509402,7.502143509402,7.502143509402,7.502143509702,7.104063846502,7.502143509302,7.502143509302,7.502143509302,7.502143509302,7.502143509302,7.502143508902,7.502143509402,7.502143509402,7.351140104102,6.348484691862,7.502143509372,7.502143509372,7.022890694272,6.234790908192,7.502143509692,7.502143509392,7.502143509392,7.502143509392,7.169591541392,7.502143509392,4.46913093247,4.69907483108,7.17519714953,7.09757232833,9.72213242537,9.72213242537,9.72213242537,9.72213242537,9.43852023563,9.722132425291,9.722132425291,9.72213242533,7.78369572193,8.55057189893,8.70669775633,9.72213242543,9.72213242541,9.72213242541,9.72213242543,9.220807266373,9.72213242533,8.00019319127,9.72213242517,9.72213242517,9.72213242519,9.20790095269,9.72213242529,7.95854624425,7.93747293869,7.60421572315,7.41833381248,9.02265427647,9.72213242527,9.72213242527,8.7674615016,9.7221324258,9.72213242578,9.72213242578,8.63021741108,9.72213242558,9.72213242548,9.57992615925,8.031563863398,9.72213242499,9.722132425218,9.722132425218,9.72213242519,9.02388789419,7.61147169249,5.38534101468,7.21957929408
"t146",5.50551757478,3.01267628094,2.49120737624,1.64297217284,1.1748680175008,1.21246113124,0.10802244368,0,3.07504844304,3.07504844304,3.07504844301,3.07504844301,3.07504844297,3.07504844297,2.01781503704,3.07504844312,3.07504844262,3.07504844262,6.18411076748,6.18411076748,6.18411076758,6.18411076758,6.18411076774,5.61281316533,6.18411076763,6.18411076784,6.184110767822,6.184110767822,6.44947521158,6.44947521138,6.44947521138,6.44947521094,5.96960258764,6.27190362917,5.85776585317,5.85480248327,6.51283541427,6.51283541437,6.51283541437,6.25290126967,6.88941648597,6.88941648597,6.88941648595,6.88941648595,6.88941648598,6.67943115577,6.88941648597,6.88941648587,6.88941648587,4.17044278607,7.39082174467,7.05039529107,7.50214350902,7.50214350902,7.50214350999,7.50214350999,7.50214350996,6.81747070486,6.15594820316,7.50214350986,7.50214350986,7.50214350986,7.50214350906,7.50214350956,7.50214350956,4.47563246316,6.56348786941,7.50214350959,6.46090980189,5.07058950163,5.31126012371,6.22944585859,6.49577245079,6.57852085479,7.50214350969,6.89666701473,7.50214350949,6.354606008402,7.50214350907,7.50214350907,6.79910069294,7.502143509102,7.502143509402,7.502143509402,7.502143509402,7.502143509702,7.104063846502,7.502143509302,7.502143509302,7.502143509302,7.502143509302,7.502143509302,7.502143508902,7.502143509402,7.502143509402,7.351140104102,6.348484691862,7.502143509372,7.502143509372,7.022890694272,6.234790908192,7.502143509692,7.502143509392,7.502143509392,7.502143509392,7.169591541392,7.502143509392,4.46913093247,4.69907483108,7.17519714953,7.09757232833,9.72213242537,9.72213242537,9.72213242537,9.72213242537,9.43852023563,9.722132425291,9.722132425291,9.72213242533,7.78369572193,8.55057189893,8.70669775633,9.72213242543,9.72213242541,9.72213242541,9.72213242543,9.220807266373,9.72213242533,8.00019319127,9.72213242517,9.72213242517,9.72213242519,9.20790095269,9.72213242529,7.95854624425,7.93747293869,7.60421572315,7.41833381248,9.02265427647,9.72213242527,9.72213242527,8.7674615016,9.7221324258,9.72213242578,9.72213242578,8.63021741108,9.72213242558,9.72213242548,9.57992615925,8.031563863398,9.72213242499,9.722132425218,9.722132425218,9.72213242519,9.02388789419,7.61147169249,5.38534101468,7.21957929408
"t79",5.50551757474,3.0126762809,2.4912073762,3.075048443,2.6069442876608,2.6445374014,3.07504844304,3.07504844304,0,1.4329363442,2.63460048977,2.63460048977,2.63460048973,2.63460048973,1.5773670838,2.66611476792,3.01650228442,3.01650228442,6.18411076744,6.18411076744,6.18411076754,6.18411076754,6.1841107677,5.61281316529,6.18411076759,6.1841107678,6.184110767782,6.184110767782,6.44947521154,6.44947521134,6.44947521134,6.4494752109,5.9696025876,6.27190362913,5.85776585313,5.85480248323,6.51283541423,6.51283541433,6.51283541433,6.25290126963,6.88941648593,6.88941648593,6.88941648591,6.88941648591,6.88941648594,6.67943115573,6.88941648593,6.88941648583,6.88941648583,4.17044278603,7.39082174463,7.05039529103,7.50214350898,7.50214350898,7.50214350995,7.50214350995,7.50214350992,6.81747070482,6.15594820312,7.50214350982,7.50214350982,7.50214350982,7.50214350902,7.50214350952,7.50214350952,4.47563246312,6.56348786937,7.50214350955,6.46090980185,5.07058950159,5.31126012367,6.22944585855,6.49577245075,6.57852085475,7.50214350965,6.89666701469,7.50214350945,6.354606008362,7.50214350903,7.50214350903,6.7991006929,7.502143509062,7.502143509362,7.502143509362,7.502143509362,7.502143509662,7.104063846462,7.502143509262,7.502143509262,7.502143509262,7.502143509262,7.502143509262,7.502143508862,7.502143509362,7.502143509362,7.351140104062,6.348484691822,7.502143509332,7.502143509332,7.022890694232,6.234790908152,7.502143509652,7.502143509352,7.502143509352,7.502143509352,7.169591541352,7.502143509352,4.46913093243,4.69907483104,7.17519714949,7.09757232829,9.72213242533,9.72213242533,9.72213242533,9.72213242533,9.43852023559,9.722132425251,9.722132425251,9.72213242529,7.78369572189,8.55057189889,8.70669775629,9.72213242539,9.72213242537,9.72213242537,9.72213242539,9.220807266333,9.72213242529,8.00019319123,9.72213242513,9.72213242513,9.72213242515,9.20790095265,9.72213242525,7.95854624421,7.93747293865,7.60421572311,7.41833381244,9.02265427643,9.72213242523,9.72213242523,8.76746150156,9.72213242576,9.72213242574,9.72213242574,8.63021741104,9.72213242554,9.72213242544,9.57992615921,8.031563863358,9.72213242495,9.722132425178,9.722132425178,9.72213242515,9.02388789415,7.61147169245,5.38534101464,7.21957929404
"t80",5.50551757474,3.0126762809,2.4912073762,3.075048443,2.6069442876608,2.6445374014,3.07504844304,3.07504844304,1.4329363442,0,2.63460048977,2.63460048977,2.63460048973,2.63460048973,1.5773670838,2.66611476792,3.01650228442,3.01650228442,6.18411076744,6.18411076744,6.18411076754,6.18411076754,6.1841107677,5.61281316529,6.18411076759,6.1841107678,6.184110767782,6.184110767782,6.44947521154,6.44947521134,6.44947521134,6.4494752109,5.9696025876,6.27190362913,5.85776585313,5.85480248323,6.51283541423,6.51283541433,6.51283541433,6.25290126963,6.88941648593,6.88941648593,6.88941648591,6.88941648591,6.88941648594,6.67943115573,6.88941648593,6.88941648583,6.88941648583,4.17044278603,7.39082174463,7.05039529103,7.50214350898,7.50214350898,7.50214350995,7.50214350995,7.50214350992,6.81747070482,6.15594820312,7.50214350982,7.50214350982,7.50214350982,7.50214350902,7.50214350952,7.50214350952,4.47563246312,6.56348786937,7.50214350955,6.46090980185,5.07058950159,5.31126012367,6.22944585855,6.49577245075,6.57852085475,7.50214350965,6.89666701469,7.50214350945,6.354606008362,7.50214350903,7.50214350903,6.7991006929,7.502143509062,7.502143509362,7.502143509362,7.502143509362,7.502143509662,7.104063846462,7.502143509262,7.502143509262,7.502143509262,7.502143509262,7.502143509262,7.502143508862,7.502143509362,7.502143509362,7.351140104062,6.348484691822,7.502143509332,7.502143509332,7.022890694232,6.234790908152,7.502143509652,7.502143509352,7.502143509352,7.502143509352,7.169591541352,7.502143509352,4.46913093243,4.69907483104,7.17519714949,7.09757232829,9.72213242533,9.72213242533,9.72213242533,9.72213242533,9.43852023559,9.722132425251,9.722132425251,9.72213242529,7.78369572189,8.55057189889,8.70669775629,9.72213242539,9.72213242537,9.72213242537,9.72213242539,9.220807266333,9.72213242529,8.00019319123,9.72213242513,9.72213242513,9.72213242515,9.20790095265,9.72213242525,7.95854624421,7.93747293865,7.60421572311,7.41833381244,9.02265427643,9.72213242523,9.72213242523,8.76746150156,9.72213242576,9.72213242574,9.72213242574,8.63021741104,9.72213242554,9.72213242544,9.57992615921,8.031563863358,9.72213242495,9.722132425178,9.722132425178,9.72213242515,9.02388789415,7.61147169245,5.38534101464,7.21957929404
