"","t3","t4","t102","t103","t128","t129","t40","t29","t37","t61","t86","t126","t127","t108","t38","t21","t31","t113","t114","t74","t75","t52","t78","t79","t51","t70","t71","t17","t50","t122","t123","t76","t77","t90","t91","t83","t101","t118","t119","t41","t59","t60","t82","t94","t98","t99","t57","t58","t7","t9","t10","t22","t23","t92","t93","t53","t54","t11","t47","t48","t19","t32","t43","t44","t45","t46","t62","t63","t15","t16","t89","t96","t97","t87","t104","t116","t117","t115","t42","t49","t84","t85","t18","t111","t112","t100","t39","t64","t65","t55","t56","t34","t66","t67","t5","t1","t2","t6","t30","t95","t109","t110","t12","t13","t106","t107","t88","t80","t81","t20","t27","t28","t14","t124","t125","t26","t68","t69","t35","t36","t33","t120","t121","t105","t24","t25","t72","t73","t130","t131","t8"
"t3",0,2.3327870633,8.78088406041,8.78088406041,8.78088406049,8.78088406049,8.19633903271,8.78088406055,8.78088406025,8.78088406025,8.78088406025,8.78088406022,8.78088406022,8.78088406022,8.78088406025,8.78088406055,8.78088406033,8.78088406027,8.78088406027,8.62155178505,8.78088406035,8.78088406035,8.63384638492,8.78088405992,8.78088405992,8.43994429294,8.78088406012,7.38117278252,8.78088405992,8.78088405998,8.78088405998,8.78088405982,8.78088405982,8.78088405992,8.78088405992,8.56121236387,8.78088405961,8.78088405965,8.78088405965,8.78088405962,8.78088406049,8.78088406049,8.78088406042,8.78088406042,8.78088406041,8.78088406041,8.78088406042,8.78088406042,7.11302536685,7.14458637955,7.06009331445,7.65068077602,7.70623587642,8.78088406035,8.78088406035,8.78088406006,8.78088406006,8.29511521936,8.70495697876,8.78088406006,8.78088405976,8.78088406009,8.78088406009,8.17465461684,8.60481074399,8.78088406009,8.78088406,8.78088406,8.78088406007,8.78088406007,8.78088405982,8.78088405987,8.78088405987,8.78088405987,8.780884059863,8.7808840598733,8.7808840598733,8.780884059873,8.780884059863,8.78088405987,8.78088405987,8.64678968927,7.5683205053,8.78088405995,8.78088405995,8.78088406,8.7808840599,8.78088406,8.78088406,8.78088405997,8.78088405997,8.78088405987,8.78088405997,8.78088405997,6.6423682992,4.3353374158,4.8012442076,5.50762978663,8.78088405948,8.78088405958,8.7808840595,8.7808840595,7.86503228788,7.13983121907,8.71709908565,8.78088405986,8.78088405988,8.7808840599,8.7808840599,8.78088405958,8.78088405998,8.78088405998,7.68620336018,8.78088405896,8.78088405896,8.78088405938,8.78088405949,8.78088405949,8.78088405947,8.66464240387,8.48598127979,8.78088405943,8.78088405943,8.78088405948,8.78088405958,8.78088405958,8.5192587976,8.78088405918,8.780884059787,8.780884059787,6.6953973833
"t4",2.3327870633,0,7.96169316371,7.96169316371,7.96169316379,7.96169316379,7.37714813601,7.96169316385,7.96169316355,7.96169316355,7.96169316355,7.96169316352,7.96169316352,7.96169316352,7.96169316355,7.96169316385,7.96169316363,7.96169316357,7.96169316357,7.80236088835,7.96169316365,7.96169316365,7.81465548822,7.96169316322,7.96169316322,7.62075339624,7.96169316342,6.56198188582,7.96169316322,7.96169316328,7.96169316328,7.96169316312,7.96169316312,7.96169316322,7.96169316322,7.74202146717,7.96169316291,7.96169316295,7.96169316295,7.96169316292,7.96169316379,7.96169316379,7.96169316372,7.96169316372,7.96169316371,7.96169316371,7.96169316372,7.96169316372,6.29383447015,6.32539548285,6.24090241775,6.83148987932,6.88704497972,7.96169316365,7.96169316365,7.96169316336,7.96169316336,7.47592432266,7.88576608206,7.96169316336,7.96169316306,7.96169316339,7.96169316339,7.35546372014,7.78561984729,7.96169316339,7.9616931633,7.9616931633,7.96169316337,7.96169316337,7.96169316312,7.96169316317,7.96169316317,7.96169316317,7.961693163163,7.9616931631733,7.9616931631733,7.961693163173,7.961693163163,7.96169316317,7.96169316317,7.82759879257,6.7491296086,7.96169316325,7.96169316325,7.9616931633,7.9616931632,7.9616931633,7.9616931633,7.96169316327,7.96169316327,7.96169316317,7.96169316327,7.96169316327,5.8231774025,3.5161465191,3.9820533109,4.68843888993,7.96169316278,7.96169316288,7.9616931628,7.9616931628,7.04584139118,6.32064032237,7.89790818895,7.96169316316,7.96169316318,7.9616931632,7.9616931632,7.96169316288,7.96169316328,7.96169316328,6.86701246348,7.96169316226,7.96169316226,7.96169316268,7.96169316279,7.96169316279,7.96169316277,7.84545150717,7.66679038309,7.96169316273,7.96169316273,7.96169316278,7.96169316288,7.96169316288,7.7000679009,7.96169316248,7.961693163087,7.961693163087,5.8762064866
"t102",8.78088406041,7.96169316371,0,0.2482160964,1.25734037448,1.25734037448,0.75621624462,2.01280228386,5.50506545756,5.50506545756,5.50506545756,5.50506545753,5.50506545753,5.50506545753,5.50506545756,5.50506545786,5.50506545764,5.50506545758,5.50506545758,5.34573318236,5.50506545766,5.50506545766,7.69794470823,7.84498238323,7.84498238323,7.50404261625,7.84498238343,6.44527110583,7.84498238323,7.84498238329,7.84498238329,7.84498238313,7.84498238313,7.84498238323,7.84498238323,7.62531068718,7.84498238292,7.84498238296,7.84498238296,7.84498238293,7.8449823838,7.8449823838,7.84498238373,7.84498238373,7.84498238372,7.84498238372,7.84498238373,7.84498238373,6.17712369016,6.20868470286,6.12419163776,6.71477909933,6.77033419973,7.84498238366,7.84498238366,7.90233866487,7.90233866487,7.41656982417,7.82641158357,7.90233866487,7.90233866457,7.9023386649,7.9023386649,7.29610922165,7.7262653488,7.9023386649,7.90233866481,7.90233866481,7.90233866488,7.90233866488,7.90233866463,7.90233866468,7.90233866468,7.90233866468,7.902338664673,7.9023386646833,7.9023386646833,7.902338664683,7.902338664673,7.90233866468,7.90233866468,7.76824429408,6.68977511011,7.90233866476,7.90233866476,7.90233866481,7.90233866471,7.90233866481,7.90233866481,7.90233866478,7.90233866478,7.90233866468,7.90233866478,7.90233866478,5.76382290401,5.50258892861,5.96849572041,6.67488129944,9.94813557229,9.94813557239,9.94813557231,9.94813557231,9.03228380069,8.30708273188,9.88435059846,9.94813557267,9.94813557269,9.94813557271,9.94813557271,9.94813557239,9.94813557279,9.94813557279,8.85345487299,9.94813557177,9.94813557177,9.94813557219,9.9481355723,9.9481355723,9.94813557228,9.83189391668,9.6532327926,9.94813557224,9.94813557224,9.94813557229,9.94813557239,9.94813557239,9.68651031041,9.94813557199,9.948135572597,9.948135572597,7.86264889611
"t103",8.78088406041,7.96169316371,0.2482160964,0,1.25734037448,1.25734037448,0.75621624462,2.01280228386,5.50506545756,5.50506545756,5.50506545756,5.50506545753,5.50506545753,5.50506545753,5.50506545756,5.50506545786,5.50506545764,5.50506545758,5.50506545758,5.34573318236,5.50506545766,5.50506545766,7.69794470823,7.84498238323,7.84498238323,7.50404261625,7.84498238343,6.44527110583,7.84498238323,7.84498238329,7.84498238329,7.84498238313,7.84498238313,7.84498238323,7.84498238323,7.62531068718,7.84498238292,7.84498238296,7.84498238296,7.84498238293,7.8449823838,7.8449823838,7.84498238373,7.84498238373,7.84498238372,7.84498238372,7.84498238373,7.84498238373,6.17712369016,6.20868470286,6.12419163776,6.71477909933,6.77033419973,7.84498238366,7.84498238366,7.90233866487,7.90233866487,7.41656982417,7.82641158357,7.90233866487,7.90233866457,7.9023386649,7.9023386649,7.29610922165,7.7262653488,7.9023386649,7.90233866481,7.90233866481,7.90233866488,7.90233866488,7.90233866463,7.90233866468,7.90233866468,7.90233866468,7.902338664673,7.9023386646833,7.9023386646833,7.902338664683,7.902338664673,7.90233866468,7.90233866468,7.76824429408,6.68977511011,7.90233866476,7.90233866476,7.90233866481,7.90233866471,7.90233866481,7.90233866481,7.90233866478,7.90233866478,7.90233866468,7.90233866478,7.90233866478,5.76382290401,5.50258892861,5.96849572041,6.67488129944,9.94813557229,9.94813557239,9.94813557231,9.94813557231,9.03228380069,8.30708273188,9.88435059846,9.94813557267,9.94813557269,9.94813557271,9.94813557271,9.94813557239,9.94813557279,9.94813557279,8.85345487299,9.94813557177,9.94813557177,9.94813557219,9.9481355723,9.9481355723,9.94813557228,9.83189391668,9.6532327926,9.94813557224,9.94813557224,9.94813557229,9.94813557239,9.94813557239,9.68651031041,9.94813557199,9.948135572597,9.948135572597,7.86264889611
"t128",8.78088406049,7.96169316379,1.25734037448,1.25734037448,0,0.02180208896,0.7562162447,2.01280228394,5.50506545764,5.50506545764,5.50506545764,5.50506545761,5.50506545761,5.50506545761,5.50506545764,5.50506545794,5.50506545772,5.50506545766,5.50506545766,5.34573318244,5.50506545774,5.50506545774,7.69794470831,7.84498238331,7.84498238331,7.50404261633,7.84498238351,6.44527110591,7.84498238331,7.84498238337,7.84498238337,7.84498238321,7.84498238321,7.84498238331,7.84498238331,7.62531068726,7.844982383,7.84498238304,7.84498238304,7.84498238301,7.84498238388,7.84498238388,7.84498238381,7.84498238381,7.8449823838,7.8449823838,7.84498238381,7.84498238381,6.17712369024,6.20868470294,6.12419163784,6.71477909941,6.77033419981,7.84498238374,7.84498238374,7.90233866495,7.90233866495,7.41656982425,7.82641158365,7.90233866495,7.90233866465,7.90233866498,7.90233866498,7.29610922173,7.72626534888,7.90233866498,7.90233866489,7.90233866489,7.90233866496,7.90233866496,7.90233866471,7.90233866476,7.90233866476,7.90233866476,7.902338664753,7.9023386647633,7.9023386647633,7.902338664763,7.902338664753,7.90233866476,7.90233866476,7.76824429416,6.68977511019,7.90233866484,7.90233866484,7.90233866489,7.90233866479,7.90233866489,7.90233866489,7.90233866486,7.90233866486,7.90233866476,7.90233866486,7.90233866486,5.76382290409,5.50258892869,5.96849572049,6.67488129952,9.94813557237,9.94813557247,9.94813557239,9.94813557239,9.03228380077,8.30708273196,9.88435059854,9.94813557275,9.94813557277,9.94813557279,9.94813557279,9.94813557247,9.94813557287,9.94813557287,8.85345487307,9.94813557185,9.94813557185,9.94813557227,9.94813557238,9.94813557238,9.94813557236,9.83189391676,9.65323279268,9.94813557232,9.94813557232,9.94813557237,9.94813557247,9.94813557247,9.68651031049,9.94813557207,9.948135572677,9.948135572677,7.86264889619
"t129",8.78088406049,7.96169316379,1.25734037448,1.25734037448,0.02180208896,0,0.7562162447,2.01280228394,5.50506545764,5.50506545764,5.50506545764,5.50506545761,5.50506545761,5.50506545761,5.50506545764,5.50506545794,5.50506545772,5.50506545766,5.50506545766,5.34573318244,5.50506545774,5.50506545774,7.69794470831,7.84498238331,7.84498238331,7.50404261633,7.84498238351,6.44527110591,7.84498238331,7.84498238337,7.84498238337,7.84498238321,7.84498238321,7.84498238331,7.84498238331,7.62531068726,7.844982383,7.84498238304,7.84498238304,7.84498238301,7.84498238388,7.84498238388,7.84498238381,7.84498238381,7.8449823838,7.8449823838,7.84498238381,7.84498238381,6.17712369024,6.20868470294,6.12419163784,6.71477909941,6.77033419981,7.84498238374,7.84498238374,7.90233866495,7.90233866495,7.41656982425,7.82641158365,7.90233866495,7.90233866465,7.90233866498,7.90233866498,7.29610922173,7.72626534888,7.90233866498,7.90233866489,7.90233866489,7.90233866496,7.90233866496,7.90233866471,7.90233866476,7.90233866476,7.90233866476,7.902338664753,7.9023386647633,7.9023386647633,7.902338664763,7.902338664753,7.90233866476,7.90233866476,7.76824429416,6.68977511019,7.90233866484,7.90233866484,7.90233866489,7.90233866479,7.90233866489,7.90233866489,7.90233866486,7.90233866486,7.90233866476,7.90233866486,7.90233866486,5.76382290409,5.50258892869,5.96849572049,6.67488129952,9.94813557237,9.94813557247,9.94813557239,9.94813557239,9.03228380077,8.30708273196,9.88435059854,9.94813557275,9.94813557277,9.94813557279,9.94813557279,9.94813557247,9.94813557287,9.94813557287,8.85345487307,9.94813557185,9.94813557185,9.94813557227,9.94813557238,9.94813557238,9.94813557236,9.83189391676,9.65323279268,9.94813557232,9.94813557232,9.94813557237,9.94813557247,9.94813557247,9.68651031049,9.94813557207,9.948135572677,9.948135572677,7.86264889619
"t40",8.19633903271,7.37714813601,0.75621624462,0.75621624462,0.7562162447,0.7562162447,0,1.42825725616,4.92052042986,4.92052042986,4.92052042986,4.92052042983,4.92052042983,4.92052042983,4.92052042986,4.92052043016,4.92052042994,4.92052042988,4.92052042988,4.76118815466,4.92052042996,4.92052042996,7.11339968053,7.26043735553,7.26043735553,6.91949758855,7.26043735573,5.86072607813,7.26043735553,7.26043735559,7.26043735559,7.26043735543,7.26043735543,7.26043735553,7.26043735553,7.04076565948,7.26043735522,7.26043735526,7.26043735526,7.26043735523,7.2604373561,7.2604373561,7.26043735603,7.26043735603,7.26043735602,7.26043735602,7.26043735603,7.26043735603,5.59257866246,5.62413967516,5.53964661006,6.13023407163,6.18578917203,7.26043735596,7.26043735596,7.31779363717,7.31779363717,6.83202479647,7.24186655587,7.31779363717,7.31779363687,7.3177936372,7.3177936372,6.71156419395,7.1417203211,7.3177936372,7.31779363711,7.31779363711,7.31779363718,7.31779363718,7.31779363693,7.31779363698,7.31779363698,7.31779363698,7.317793636973,7.3177936369833,7.3177936369833,7.317793636983,7.317793636973,7.31779363698,7.31779363698,7.18369926638,6.10523008241,7.31779363706,7.31779363706,7.31779363711,7.31779363701,7.31779363711,7.31779363711,7.31779363708,7.31779363708,7.31779363698,7.31779363708,7.31779363708,5.17927787631,4.91804390091,5.38395069271,6.09033627174,9.36359054459,9.36359054469,9.36359054461,9.36359054461,8.44773877299,7.72253770418,9.29980557076,9.36359054497,9.36359054499,9.36359054501,9.36359054501,9.36359054469,9.36359054509,9.36359054509,8.26890984529,9.36359054407,9.36359054407,9.36359054449,9.3635905446,9.3635905446,9.36359054458,9.24734888898,9.0686877649,9.36359054454,9.36359054454,9.36359054459,9.36359054469,9.36359054469,9.10196528271,9.36359054429,9.363590544897,9.363590544897,7.27810386841
"t29",8.78088406055,7.96169316385,2.01280228386,2.01280228386,2.01280228394,2.01280228394,1.42825725616,0,5.5050654577,5.5050654577,5.5050654577,5.50506545767,5.50506545767,5.50506545767,5.5050654577,5.505065458,5.50506545778,5.50506545772,5.50506545772,5.3457331825,5.5050654578,5.5050654578,7.69794470837,7.84498238337,7.84498238337,7.50404261639,7.84498238357,6.44527110597,7.84498238337,7.84498238343,7.84498238343,7.84498238327,7.84498238327,7.84498238337,7.84498238337,7.62531068732,7.84498238306,7.8449823831,7.8449823831,7.84498238307,7.84498238394,7.84498238394,7.84498238387,7.84498238387,7.84498238386,7.84498238386,7.84498238387,7.84498238387,6.1771236903,6.208684703,6.1241916379,6.71477909947,6.77033419987,7.8449823838,7.8449823838,7.90233866501,7.90233866501,7.41656982431,7.82641158371,7.90233866501,7.90233866471,7.90233866504,7.90233866504,7.29610922179,7.72626534894,7.90233866504,7.90233866495,7.90233866495,7.90233866502,7.90233866502,7.90233866477,7.90233866482,7.90233866482,7.90233866482,7.902338664813,7.9023386648233,7.9023386648233,7.902338664823,7.902338664813,7.90233866482,7.90233866482,7.76824429422,6.68977511025,7.9023386649,7.9023386649,7.90233866495,7.90233866485,7.90233866495,7.90233866495,7.90233866492,7.90233866492,7.90233866482,7.90233866492,7.90233866492,5.76382290415,5.50258892875,5.96849572055,6.67488129958,9.94813557243,9.94813557253,9.94813557245,9.94813557245,9.03228380083,8.30708273202,9.8843505986,9.94813557281,9.94813557283,9.94813557285,9.94813557285,9.94813557253,9.94813557293,9.94813557293,8.85345487313,9.94813557191,9.94813557191,9.94813557233,9.94813557244,9.94813557244,9.94813557242,9.83189391682,9.65323279274,9.94813557238,9.94813557238,9.94813557243,9.94813557253,9.94813557253,9.68651031055,9.94813557213,9.948135572737,9.948135572737,7.86264889625
"t37",8.78088406025,7.96169316355,5.50506545756,5.50506545756,5.50506545764,5.50506545764,4.92052042986,5.5050654577,0,1.5092057422,1.5092057422,1.50920574217,1.50920574217,1.50920574217,1.5092057422,2.8258459337,3.50643911388,3.50643911382,3.50643911382,3.3471068386,3.5064391139,3.5064391139,7.69794470807,7.84498238307,7.84498238307,7.50404261609,7.84498238327,6.44527110567,7.84498238307,7.84498238313,7.84498238313,7.84498238297,7.84498238297,7.84498238307,7.84498238307,7.62531068702,7.84498238276,7.8449823828,7.8449823828,7.84498238277,7.84498238364,7.84498238364,7.84498238357,7.84498238357,7.84498238356,7.84498238356,7.84498238357,7.84498238357,6.17712369,6.2086847027,6.1241916376,6.71477909917,6.77033419957,7.8449823835,7.8449823835,7.90233866471,7.90233866471,7.41656982401,7.82641158341,7.90233866471,7.90233866441,7.90233866474,7.90233866474,7.29610922149,7.72626534864,7.90233866474,7.90233866465,7.90233866465,7.90233866472,7.90233866472,7.90233866447,7.90233866452,7.90233866452,7.90233866452,7.902338664513,7.9023386645233,7.9023386645233,7.902338664523,7.902338664513,7.90233866452,7.90233866452,7.76824429392,6.68977510995,7.9023386646,7.9023386646,7.90233866465,7.90233866455,7.90233866465,7.90233866465,7.90233866462,7.90233866462,7.90233866452,7.90233866462,7.90233866462,5.76382290385,5.50258892845,5.96849572025,6.67488129928,9.94813557213,9.94813557223,9.94813557215,9.94813557215,9.03228380053,8.30708273172,9.8843505983,9.94813557251,9.94813557253,9.94813557255,9.94813557255,9.94813557223,9.94813557263,9.94813557263,8.85345487283,9.94813557161,9.94813557161,9.94813557203,9.94813557214,9.94813557214,9.94813557212,9.83189391652,9.65323279244,9.94813557208,9.94813557208,9.94813557213,9.94813557223,9.94813557223,9.68651031025,9.94813557183,9.948135572437,9.948135572437,7.86264889595
"t61",8.78088406025,7.96169316355,5.50506545756,5.50506545756,5.50506545764,5.50506545764,4.92052042986,5.5050654577,1.5092057422,0,0.8028600712,0.80286007117,0.80286007117,0.80286007117,1.4058107154,2.8258459337,3.50643911388,3.50643911382,3.50643911382,3.3471068386,3.5064391139,3.5064391139,7.69794470807,7.84498238307,7.84498238307,7.50404261609,7.84498238327,6.44527110567,7.84498238307,7.84498238313,7.84498238313,7.84498238297,7.84498238297,7.84498238307,7.84498238307,7.62531068702,7.84498238276,7.8449823828,7.8449823828,7.84498238277,7.84498238364,7.84498238364,7.84498238357,7.84498238357,7.84498238356,7.84498238356,7.84498238357,7.84498238357,6.17712369,6.2086847027,6.1241916376,6.71477909917,6.77033419957,7.8449823835,7.8449823835,7.90233866471,7.90233866471,7.41656982401,7.82641158341,7.90233866471,7.90233866441,7.90233866474,7.90233866474,7.29610922149,7.72626534864,7.90233866474,7.90233866465,7.90233866465,7.90233866472,7.90233866472,7.90233866447,7.90233866452,7.90233866452,7.90233866452,7.902338664513,7.9023386645233,7.9023386645233,7.902338664523,7.902338664513,7.90233866452,7.90233866452,7.76824429392,6.68977510995,7.9023386646,7.9023386646,7.90233866465,7.90233866455,7.90233866465,7.90233866465,7.90233866462,7.90233866462,7.90233866452,7.90233866462,7.90233866462,5.76382290385,5.50258892845,5.96849572025,6.67488129928,9.94813557213,9.94813557223,9.94813557215,9.94813557215,9.03228380053,8.30708273172,9.8843505983,9.94813557251,9.94813557253,9.94813557255,9.94813557255,9.94813557223,9.94813557263,9.94813557263,8.85345487283,9.94813557161,9.94813557161,9.94813557203,9.94813557214,9.94813557214,9.94813557212,9.83189391652,9.65323279244,9.94813557208,9.94813557208,9.94813557213,9.94813557223,9.94813557223,9.68651031025,9.94813557183,9.948135572437,9.948135572437,7.86264889595
