,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
t5,23.42334,0.7993026,-6.7872086,-0.45687586,3.648704,-1.9895833,18.27765,-1.5565315,13.479149,-3.3701305,13.691226,-2.059571,-4.2035522,18.389082,9.677966
t6,23.735466,0.82799673,-6.886144,-0.44293332,3.7063107,-2.0147789,18.498102,-1.5982324,13.593206,-3.4124534,13.888947,-2.098769,-4.2582164,18.664782,9.871961
t34,34.62612,-0.045339108,-11.006155,-0.06172357,-0.068647094,-4.560888,28.395098,-2.2554183,22.824116,-6.21471,28.511118,-1.4829477,-6.371266,23.166212,25.240967
t40,37.090332,0.19100118,-11.796046,-0.061981063,-0.043999378,-4.9111,30.60746,-2.5296812,24.48053,-6.620169,30.639297,-1.6611799,-6.737447,24.84302,27.305702
t41,40.687115,0.48357558,-12.958666,-0.04158397,0.40269998,-5.4363747,34.129654,-2.9581578,26.038948,-7.1662188,33.627563,-1.9871553,-7.3546,27.940407,29.33433
t44,40.12458,0.08492684,-12.755179,-0.12762295,0.48453477,-5.354263,33.02241,-2.845703,25.597805,-7.104941,32.78176,-1.8170618,-7.3481736,27.159052,28.866854
t133,40.58999,0.07669759,-13.076921,-0.033668093,0.27322724,-5.68214,33.56376,-2.9519389,26.784943,-7.4639664,34.22124,-1.803234,-7.5093293,27.07834,30.510437
t157,40.598995,0.067361355,-13.094737,-0.03247066,0.28077844,-5.703067,33.59741,-2.9555862,26.836805,-7.482742,34.32476,-1.7978277,-7.522163,27.100433,30.569542
t158,40.598816,0.06724739,-13.094661,-0.032464366,0.28094438,-5.703094,33.597343,-2.9556003,26.836147,-7.4827623,34.32451,-1.797869,-7.522222,27.10098,30.56881
t71,40.963604,-0.0015304572,-12.981618,0.07399581,1.2198291,-5.4276643,34.03545,-2.963686,25.554413,-7.0533586,33.92016,-1.8111448,-7.32517,27.8082,29.403786
t72,40.833527,-0.0015557772,-12.954778,-0.044376805,1.0583911,-5.4640675,34.293354,-3.0075803,25.487755,-7.043419,33.459488,-1.7655249,-7.27449,27.653147,29.544807
t17,29.839142,-0.017090846,-9.286349,-0.2665771,1.1470323,-3.5621612,24.289646,-1.8831841,19.356527,-5.0744514,22.62815,-1.6397606,-5.46994,21.187788,18.954105
t2,23.507113,1.2481973,-6.740355,-0.46146676,4.3034673,-1.8705782,18.40117,-1.667044,12.859764,-3.2463727,12.70545,-2.2455225,-4.204989,18.70769,8.582528
t7,38.14653,2.0797198,-11.094558,-1.0880728,5.599056,-3.3611991,38.261276,-4.1626315,20.901802,-4.9365687,22.10035,-4.2039747,-6.503222,34.316143,16.164642
t22,25.90801,-0.8659202,-7.140247,-2.6477132,-0.1251046,-1.8965044,39.965664,-2.7128212,20.445736,-3.0335805,12.056021,-4.015274,-4.1290865,29.407038,10.9219885
t23,32.9962,-0.87589264,-9.211812,-2.7391357,0.6693855,-2.7628958,46.56215,-3.462157,23.118425,-3.9256551,16.551727,-4.6765885,-5.1899853,34.89885,15.465134
t21,23.725815,-0.8954032,-6.4310937,-2.609574,-0.24400721,-1.6085176,37.885147,-2.3920953,19.46471,-2.6919565,10.48684,-3.8475797,-3.733046,27.33533,9.828992
t26,27.421183,-0.7719934,-7.513946,-2.7484527,-0.056076903,-2.0998418,41.605465,-2.9439178,21.254578,-3.2376783,12.974532,-4.224597,-4.266275,30.318129,12.006381
t39,26.855522,-0.9961619,-7.3025985,-2.7616987,-0.15173902,-1.9482821,41.27027,-2.9187973,20.652937,-3.1772137,12.439728,-4.2867403,-4.2977576,29.97847,11.986483
t113,32.5931,-0.9568688,-8.872367,-2.7964923,1.1786056,-2.571754,46.379528,-3.6547246,22.700657,-3.906735,15.88252,-5.020597,-5.234733,33.980843,14.671189
t114,32.56499,-0.97919244,-8.86749,-2.7938511,1.24616,-2.5927172,46.4619,-3.6648064,22.625906,-3.8961957,15.965868,-5.053499,-5.2214627,33.999607,14.650352
t42,30.886677,-0.88737744,-8.554444,-2.7634702,-0.003975574,-2.4861274,45.066795,-3.3929336,22.329132,-3.7868092,14.866033,-4.665511,-4.999433,33.068554,13.769961
t43,28.328983,-0.9550986,-7.7957764,-2.781572,-0.07484578,-2.2240858,42.87111,-3.1020045,21.31312,-3.4201818,13.347764,-4.384854,-4.5188394,31.23336,12.793366
t65,32.710228,-0.91361725,-9.095456,-2.6915956,1.8731055,-2.9066293,45.475697,-3.2644155,23.039762,-3.9573147,16.382284,-4.6765485,-5.1465273,34.657276,14.682488
t66,29.10079,-0.9371128,-7.976668,-2.644354,0.65956455,-2.334426,42.29131,-2.812487,21.669294,-3.426865,13.84976,-4.2962127,-4.547391,31.740171,12.688205
t138,32.380207,-0.8610196,-8.746313,-2.7972355,1.3195577,-2.951008,47.637135,-2.9112458,22.57085,-3.8164203,15.023987,-4.4694686,-4.854675,34.337143,15.026127
t139,32.38214,-0.8680685,-8.745821,-2.7958972,1.3261886,-2.9603336,47.70042,-2.9010334,22.554037,-3.8063366,15.054245,-4.471971,-4.852435,34.350304,14.976284
t104,31.997646,-1.0088317,-8.788934,-2.9838502,1.3126903,-3.1987264,48.282307,-2.7981918,23.073708,-3.8016057,15.212396,-4.432621,-4.7775145,34.484604,14.80138
t136,32.014366,-1.0015523,-8.775275,-2.983441,1.2880807,-3.2052796,48.401203,-2.8010266,22.894337,-3.7838962,15.154178,-4.42646,-4.7671075,34.47185,14.767892
t137,32.05842,-1.001883,-8.784373,-2.9907544,1.3174262,-3.2045724,48.421562,-2.8000858,22.925177,-3.7802312,15.125753,-4.4347568,-4.765035,34.481388,14.773515
t54,32.4663,-0.94193524,-8.84355,-2.8928564,1.5856624,-2.9912097,47.30038,-2.8663228,22.898634,-3.8817337,15.571816,-4.3643146,-4.917706,34.36541,15.262435
t51,33.25204,-0.640047,-9.198503,-2.5757034,0.72629315,-2.5717742,45.550533,-3.3518379,23.265095,-3.9592264,14.685956,-4.5632577,-5.0464206,34.750084,15.207553
t52,32.106075,-0.6759523,-8.945194,-2.5071359,0.7605434,-2.5476172,44.174866,-3.2811043,22.717283,-3.9628842,14.522244,-4.5050726,-4.8891244,34.134537,15.182637
t28,28.203022,-0.6623596,-7.711413,-2.5794797,0.7547527,-2.1815581,40.559437,-2.7531028,21.349586,-3.3515916,12.795272,-4.253702,-4.4219575,30.802633,11.346058
t29,25.462341,-0.75636977,-6.922809,-2.4942605,-0.010403912,-1.7837622,37.828045,-2.4431357,20.022198,-2.9113488,11.182605,-4.0089946,-3.9800198,28.61495,9.974807
t38,25.595291,-0.06993299,-8.155184,-3.3877265,-1.1922868,-1.1509185,51.00321,-2.2952619,31.452404,-1.8387842,13.689313,-6.0073657,-3.9674287,42.157883,-0.14331158
t47,23.169811,-0.06979718,-7.4235797,-3.3076653,-1.4990462,-0.7188079,48.41072,-1.985598,30.333437,-1.3850749,11.901808,-5.678453,-3.4989762,39.57511,-0.28058746
t73,25.52192,0.48827052,-8.247745,-3.4377441,-1.4342469,-1.0904838,51.622463,-2.294092,32.266464,-1.7036934,13.275605,-5.8332057,-3.770736,42.40785,-0.00891778
t94,25.483994,0.48559594,-8.184367,-3.5336914,-1.4614549,-1.0776244,51.999615,-2.349863,32.04543,-1.7022451,13.350665,-5.8392205,-3.7588747,42.84267,-0.026534243
t102,25.30212,0.56138444,-8.1649,-3.5055623,-1.5109975,-1.0484588,51.900124,-2.3740094,32.120193,-1.6572272,13.473698,-5.818348,-3.6968865,42.85131,-0.0014342017
t103,25.400356,0.46624494,-8.163196,-3.5294564,-1.4859567,-1.0615829,51.961357,-2.3567004,32.044476,-1.6605425,13.503723,-5.809036,-3.7047594,42.903034,-0.015115184
t79,25.98452,0.6237819,-8.428412,-3.1690195,-1.2155572,-1.1686187,51.30108,-2.217615,31.899475,-1.7049292,13.655166,-5.99347,-3.8507054,42.244675,-0.14762901
t80,25.922209,0.544081,-8.372924,-3.2294896,-1.2054662,-1.1964507,51.45127,-2.223971,31.814167,-1.7394036,13.551418,-5.9814334,-3.9084651,42.2738,-0.16236351
t48,21.26575,-0.1946898,-6.7234116,-3.352586,-1.7040876,-0.28726375,46.63472,-1.7417269,29.638006,-1.0933617,10.424966,-5.6031623,-3.2140832,37.681526,-0.56413865
t131,25.302677,-0.041437674,-8.009606,-3.39515,-1.6345646,-0.64903253,51.97148,-2.1528986,32.084534,-1.460938,13.206684,-6.3299637,-3.834988,42.335583,-0.42427588
t132,25.308136,-0.03204875,-8.01417,-3.3891492,-1.6267945,-0.65395653,51.92038,-2.1632848,32.032177,-1.4648446,13.256232,-6.325257,-3.8383462,42.35059,-0.4201489
t109,25.311283,-0.10095382,-8.030863,-3.458844,-1.5958241,-0.6835349,52.0246,-2.0792158,32.485172,-1.4852679,13.115212,-6.3554616,-3.8596478,42.458652,-0.43152452
t110,25.2429,-0.10883079,-8.032325,-3.4596684,-1.6030304,-0.6931159,52.04679,-2.0685174,32.471867,-1.4901203,13.184993,-6.349623,-3.8694065,42.510166,-0.4448733
t148,25.28605,-0.18469043,-8.016982,-3.504279,-1.6743306,-0.69882727,52.372654,-2.0235722,32.367664,-1.4519799,12.947741,-6.343362,-3.877566,42.501545,-0.4505449
