"","t3","t4","t5","t7","t26","t119","t130","t131","t70","t73","t74","t30","t90","t91","t107","t128","t129","t38","t53","t54","t98","t99","t64","t122","t123","t20","t35","t115","t116","t77","t45","t80","t81","t21","t72","t100","t124","t125","t40","t83","t92","t93","t57","t19","t113","t114","t110","t94","t95","t6","t17","t46","t47","t33","t71","t120","t121","t88","t89","t59","t16","t14","t15","t41","t42","t58","t132","t133","t102","t68","t22","t78","t79","t1","t2","t12","t96","t103","t104","t55","t23","t11","t36","t37","t117","t118","t50","t32","t86","t87","t67","t62","t63","t84","t85","t82","t60","t61","t48","t49","t111","t112","t65","t66","t134","t135","t101","t34","t43","t44","t31","t27","t8","t28","t29","t39","t75","t76","t9","t10","t56","t108","t109","t69","t126","t127","t97","t24","t105","t106","t25","t51","t52","t18","t13"
"t3",0,2.9638446782,1.7070045665,2.183250253,3.91761568986,5.14204386016,5.14204386013,5.14204386013,5.14204385956,5.1420438596,4.80368259286,4.29751587446,5.14204386026,5.14204386026,5.14204386016,5.14204386025,5.14204386025,5.14204386018,5.14204386018,5.14204386018,5.14204386025,5.14204386025,5.14204386056,5.14204386062,5.14204386062,5.1420438602,5.1420438606,5.14204386043,5.14204386043,5.14204386043,5.14204386033,5.14204386033,5.05684021393,5.1420438596,5.14204386,5.14204386,5.14204386,5.14204386,4.6593494143,5.1420438598,5.14204385977,5.14204385977,5.1420438598,5.1420438601,5.09685221166,5.14204386011,5.1420438601,5.1420438601,5.1420438601,3.2468083624,4.55048506354,5.14204385974,5.14204385974,5.14204385974,4.79518412815,5.14204385974,5.14204385974,5.14204385984,5.14204385984,5.14204385984,3.4735843829,5.1420438598,3.5919298366,5.1420438599,5.1420438599,4.7625844204,5.14204385986,5.14204385986,5.14204385983,5.14204385983,4.4652925621,5.1420438596,5.1420438596,1.9268263855,2.37719906822,4.96654499342,6.69673043482,6.69673043476,6.69673043476,6.69673043472,6.69673043452,4.02229629825,6.69673043432,6.69673043432,6.69673043422,6.69673043422,6.69673043432,5.74532718472,6.69673043432,6.69673043432,6.67052077272,6.69673043432,6.69673043432,6.69673043472,6.69673043472,6.69673043472,6.69673043462,6.69673043462,6.69673043462,6.69673043464,6.69673043464,6.69673043464,6.69673043472,6.69673043472,6.69673043346,6.69673043346,6.69673043342,6.69673043433,6.05442708393,6.69673043393,5.48323596671,6.69673043412,4.21749894932,5.54383845282,6.12027137072,6.69673043442,6.69673043442,6.69673043442,4.55263784532,4.12442366982,6.69673043418,6.69673043416,6.69673043416,6.69673043416,6.69673043425,6.69673043425,6.69673043426,5.77447992998,6.69673043388,6.55509445873,6.10250460728,6.69673043369,6.69673043369,5.50345234419,4.5183330785
"t4",2.9638446782,0,2.1348769223,2.6111226088,4.34548804566,5.56991621596,5.56991621593,5.56991621593,5.56991621536,5.5699162154,5.23155494866,4.72538823026,5.56991621606,5.56991621606,5.56991621596,5.56991621605,5.56991621605,5.56991621598,5.56991621598,5.56991621598,5.56991621605,5.56991621605,5.56991621636,5.56991621642,5.56991621642,5.569916216,5.5699162164,5.56991621623,5.56991621623,5.56991621623,5.56991621613,5.56991621613,5.48471256973,5.5699162154,5.5699162158,5.5699162158,5.5699162158,5.5699162158,5.0872217701,5.5699162156,5.56991621557,5.56991621557,5.5699162156,5.5699162159,5.52472456746,5.56991621591,5.5699162159,5.5699162159,5.5699162159,3.6746807182,4.97835741934,5.56991621554,5.56991621554,5.56991621554,5.22305648395,5.56991621554,5.56991621554,5.56991621564,5.56991621564,5.56991621564,3.9014567387,5.5699162156,4.0198021924,5.5699162157,5.5699162157,5.1904567762,5.56991621566,5.56991621566,5.56991621563,5.56991621563,4.8931649179,5.5699162154,5.5699162154,3.6940926171,4.14446529982,6.73381122502,8.46399666642,8.46399666636,8.46399666636,8.46399666632,8.46399666612,5.78956252985,8.46399666592,8.46399666592,8.46399666582,8.46399666582,8.46399666592,7.51259341632,8.46399666592,8.46399666592,8.43778700432,8.46399666592,8.46399666592,8.46399666632,8.46399666632,8.46399666632,8.46399666622,8.46399666622,8.46399666622,8.46399666624,8.46399666624,8.46399666624,8.46399666632,8.46399666632,8.46399666506,8.46399666506,8.46399666502,8.46399666593,7.82169331553,8.46399666553,7.25050219831,8.46399666572,5.98476518092,7.31110468442,7.88753760232,8.46399666602,8.46399666602,8.46399666602,6.31990407692,5.89168990142,8.46399666578,8.46399666576,8.46399666576,8.46399666576,8.46399666585,8.46399666585,8.46399666586,7.54174616158,8.46399666548,8.32236069033,7.86977083888,8.46399666529,8.46399666529,7.27071857579,6.2855993101
"t5",1.7070045665,2.1348769223,0,0.9926887001,2.72705413696,3.95148230726,3.95148230723,3.95148230723,3.95148230666,3.9514823067,3.61312103996,3.10695432156,3.95148230736,3.95148230736,3.95148230726,3.95148230735,3.95148230735,3.95148230728,3.95148230728,3.95148230728,3.95148230735,3.95148230735,3.95148230766,3.95148230772,3.95148230772,3.9514823073,3.9514823077,3.95148230753,3.95148230753,3.95148230753,3.95148230743,3.95148230743,3.86627866103,3.9514823067,3.9514823071,3.9514823071,3.9514823071,3.9514823071,3.4687878614,3.9514823069,3.95148230687,3.95148230687,3.9514823069,3.9514823072,3.90629065876,3.95148230721,3.9514823072,3.9514823072,3.9514823072,2.0562468095,3.35992351064,3.95148230684,3.95148230684,3.95148230684,3.60462257525,3.95148230684,3.95148230684,3.95148230694,3.95148230694,3.95148230694,2.28302283,3.9514823069,2.4013682837,3.951482307,3.951482307,3.5720228675,3.95148230696,3.95148230696,3.95148230693,3.95148230693,3.2747310092,3.9514823067,3.9514823067,2.4372525054,2.88762518812,5.47697111332,7.20715655472,7.20715655466,7.20715655466,7.20715655462,7.20715655442,4.53272241815,7.20715655422,7.20715655422,7.20715655412,7.20715655412,7.20715655422,6.25575330462,7.20715655422,7.20715655422,7.18094689262,7.20715655422,7.20715655422,7.20715655462,7.20715655462,7.20715655462,7.20715655452,7.20715655452,7.20715655452,7.20715655454,7.20715655454,7.20715655454,7.20715655462,7.20715655462,7.20715655336,7.20715655336,7.20715655332,7.20715655423,6.56485320383,7.20715655383,5.99366208661,7.20715655402,4.72792506922,6.05426457272,6.63069749062,7.20715655432,7.20715655432,7.20715655432,5.06306396522,4.63484978972,7.20715655408,7.20715655406,7.20715655406,7.20715655406,7.20715655415,7.20715655415,7.20715655416,6.28490604988,7.20715655378,7.06552057863,6.61293072718,7.20715655359,7.20715655359,6.01387846409,5.0287591984
"t7",2.183250253,2.6111226088,0.9926887001,0,1.95868525146,3.18311342176,3.18311342173,3.18311342173,3.18311342116,3.1831134212,2.84475215446,2.33858543606,3.18311342186,3.18311342186,3.18311342176,3.18311342185,3.18311342185,3.18311342178,3.18311342178,3.18311342178,3.18311342185,3.18311342185,3.18311342216,3.18311342222,3.18311342222,3.4000850948,3.4000850952,3.40008509503,3.40008509503,3.40008509503,3.40008509493,3.40008509493,3.31488144853,3.836150264,3.8361502644,3.8361502644,3.8361502644,3.8361502644,3.3534558187,3.8361502642,3.83615026417,3.83615026417,3.8361502642,3.8361502645,3.79095861606,3.83615026451,3.8361502645,3.8361502645,3.8361502645,1.9409147668,3.24459146794,3.83615026414,3.83615026414,3.83615026414,3.48929053255,3.83615026414,3.83615026414,3.83615026424,3.83615026424,3.83615026424,2.1676907873,3.8361502642,2.286036241,3.8361502643,3.8361502643,3.4566908248,3.83615026426,3.83615026426,3.83615026423,3.83615026423,3.1593989665,3.836150264,3.836150264,2.9134981919,3.36387087462,5.95321679982,7.68340224122,7.68340224116,7.68340224116,7.68340224112,7.68340224092,5.00896810465,7.68340224072,7.68340224072,7.68340224062,7.68340224062,7.68340224072,6.73199899112,7.68340224072,7.68340224072,7.65719257912,7.68340224072,7.68340224072,7.68340224112,7.68340224112,7.68340224112,7.68340224102,7.68340224102,7.68340224102,7.68340224104,7.68340224104,7.68340224104,7.68340224112,7.68340224112,7.68340223986,7.68340223986,7.68340223982,7.68340224073,7.04109889033,7.68340224033,6.46990777311,7.68340224052,5.20417075572,6.53051025922,7.10694317712,7.68340224082,7.68340224082,7.68340224082,5.53930965172,5.11109547622,7.68340224058,7.68340224056,7.68340224056,7.68340224056,7.68340224065,7.68340224065,7.68340224066,6.76115173638,7.68340224028,7.54176626513,7.08917641368,7.68340224009,7.68340224009,6.49012415059,5.5050048849
"t26",3.91761568986,4.34548804566,2.72705413696,1.95868525146,0,1.6044904795,1.60449047947,1.60449047947,2.1531423675,2.15314236754,1.8147811008,4.0538503624,4.8983783482,4.8983783482,4.8983783481,4.89837834819,4.89837834819,4.89837834812,4.89837834812,4.89837834812,4.89837834819,4.89837834819,4.8983783485,4.89837834856,4.89837834856,5.13445053166,5.13445053206,5.13445053189,5.13445053189,5.13445053189,5.13445053179,5.13445053179,5.04924688539,5.57051570086,5.57051570126,5.57051570126,5.57051570126,5.57051570126,5.08782125556,5.57051570106,5.57051570103,5.57051570103,5.57051570106,5.57051570136,5.52532405292,5.57051570137,5.57051570136,5.57051570136,5.57051570136,3.67528020366,4.9789569048,5.570515701,5.570515701,5.570515701,5.22365596941,5.570515701,5.570515701,5.5705157011,5.5705157011,5.5705157011,3.90205622416,5.57051570106,4.02040167786,5.57051570116,5.57051570116,5.19105626166,5.57051570112,5.57051570112,5.57051570109,5.57051570109,4.89376440336,5.57051570086,5.57051570086,4.64786362876,5.09823631148,7.68758223668,9.41776767808,9.41776767802,9.41776767802,9.41776767798,9.41776767778,6.74333354151,9.41776767758,9.41776767758,9.41776767748,9.41776767748,9.41776767758,8.46636442798,9.41776767758,9.41776767758,9.39155801598,9.41776767758,9.41776767758,9.41776767798,9.41776767798,9.41776767798,9.41776767788,9.41776767788,9.41776767788,9.4177676779,9.4177676779,9.4177676779,9.41776767798,9.41776767798,9.41776767672,9.41776767672,9.41776767668,9.41776767759,8.77546432719,9.41776767719,8.20427320997,9.41776767738,6.93853619258,8.26487569608,8.84130861398,9.41776767768,9.41776767768,9.41776767768,7.27367508858,6.84546091308,9.41776767744,9.41776767742,9.41776767742,9.41776767742,9.41776767751,9.41776767751,9.41776767752,8.49551717324,9.41776767714,9.27613170199,8.82354185054,9.41776767695,9.41776767695,8.22448958745,7.23937032176
"t119",5.14204386016,5.56991621596,3.95148230726,3.18311342176,1.6044904795,0,0.22388924377,0.22388924377,3.3775705378,3.37757053784,3.0392092711,5.2782785327,6.1228065185,6.1228065185,6.1228065184,6.12280651849,6.12280651849,6.12280651842,6.12280651842,6.12280651842,6.12280651849,6.12280651849,6.1228065188,6.12280651886,6.12280651886,6.35887870196,6.35887870236,6.35887870219,6.35887870219,6.35887870219,6.35887870209,6.35887870209,6.27367505569,6.79494387116,6.79494387156,6.79494387156,6.79494387156,6.79494387156,6.31224942586,6.79494387136,6.79494387133,6.79494387133,6.79494387136,6.79494387166,6.74975222322,6.79494387167,6.79494387166,6.79494387166,6.79494387166,4.89970837396,6.2033850751,6.7949438713,6.7949438713,6.7949438713,6.44808413971,6.7949438713,6.7949438713,6.7949438714,6.7949438714,6.7949438714,5.12648439446,6.79494387136,5.24482984816,6.79494387146,6.79494387146,6.41548443196,6.79494387142,6.79494387142,6.79494387139,6.79494387139,6.11819257366,6.79494387116,6.79494387116,5.87229179906,6.32266448178,8.91201040698,10.64219584838,10.64219584832,10.64219584832,10.64219584828,10.64219584808,7.96776171181,10.64219584788,10.64219584788,10.64219584778,10.64219584778,10.64219584788,9.69079259828,10.64219584788,10.64219584788,10.61598618628,10.64219584788,10.64219584788,10.64219584828,10.64219584828,10.64219584828,10.64219584818,10.64219584818,10.64219584818,10.6421958482,10.6421958482,10.6421958482,10.64219584828,10.64219584828,10.64219584702,10.64219584702,10.64219584698,10.64219584789,9.99989249749,10.64219584749,9.42870138027,10.64219584768,8.16296436288,9.48930386638,10.06573678428,10.64219584798,10.64219584798,10.64219584798,8.49810325888,8.06988908338,10.64219584774,10.64219584772,10.64219584772,10.64219584772,10.64219584781,10.64219584781,10.64219584782,9.71994534354,10.64219584744,10.50055987229,10.04797002084,10.64219584725,10.64219584725,9.44891775775,8.46379849206
"t130",5.14204386013,5.56991621593,3.95148230723,3.18311342173,1.60449047947,0.22388924377,0,0.09511162398,3.37757053777,3.37757053781,3.03920927107,5.27827853267,6.12280651847,6.12280651847,6.12280651837,6.12280651846,6.12280651846,6.12280651839,6.12280651839,6.12280651839,6.12280651846,6.12280651846,6.12280651877,6.12280651883,6.12280651883,6.35887870193,6.35887870233,6.35887870216,6.35887870216,6.35887870216,6.35887870206,6.35887870206,6.27367505566,6.79494387113,6.79494387153,6.79494387153,6.79494387153,6.79494387153,6.31224942583,6.79494387133,6.7949438713,6.7949438713,6.79494387133,6.79494387163,6.74975222319,6.79494387164,6.79494387163,6.79494387163,6.79494387163,4.89970837393,6.20338507507,6.79494387127,6.79494387127,6.79494387127,6.44808413968,6.79494387127,6.79494387127,6.79494387137,6.79494387137,6.79494387137,5.12648439443,6.79494387133,5.24482984813,6.79494387143,6.79494387143,6.41548443193,6.79494387139,6.79494387139,6.79494387136,6.79494387136,6.11819257363,6.79494387113,6.79494387113,5.87229179903,6.32266448175,8.91201040695,10.64219584835,10.64219584829,10.64219584829,10.64219584825,10.64219584805,7.96776171178,10.64219584785,10.64219584785,10.64219584775,10.64219584775,10.64219584785,9.69079259825,10.64219584785,10.64219584785,10.61598618625,10.64219584785,10.64219584785,10.64219584825,10.64219584825,10.64219584825,10.64219584815,10.64219584815,10.64219584815,10.64219584817,10.64219584817,10.64219584817,10.64219584825,10.64219584825,10.64219584699,10.64219584699,10.64219584695,10.64219584786,9.99989249746,10.64219584746,9.42870138024,10.64219584765,8.16296436285,9.48930386635,10.06573678425,10.64219584795,10.64219584795,10.64219584795,8.49810325885,8.06988908335,10.64219584771,10.64219584769,10.64219584769,10.64219584769,10.64219584778,10.64219584778,10.64219584779,9.71994534351,10.64219584741,10.50055987226,10.04797002081,10.64219584722,10.64219584722,9.44891775772,8.46379849203
"t131",5.14204386013,5.56991621593,3.95148230723,3.18311342173,1.60449047947,0.22388924377,0.09511162398,0,3.37757053777,3.37757053781,3.03920927107,5.27827853267,6.12280651847,6.12280651847,6.12280651837,6.12280651846,6.12280651846,6.12280651839,6.12280651839,6.12280651839,6.12280651846,6.12280651846,6.12280651877,6.12280651883,6.12280651883,6.35887870193,6.35887870233,6.35887870216,6.35887870216,6.35887870216,6.35887870206,6.35887870206,6.27367505566,6.79494387113,6.79494387153,6.79494387153,6.79494387153,6.79494387153,6.31224942583,6.79494387133,6.7949438713,6.7949438713,6.79494387133,6.79494387163,6.74975222319,6.79494387164,6.79494387163,6.79494387163,6.79494387163,4.89970837393,6.20338507507,6.79494387127,6.79494387127,6.79494387127,6.44808413968,6.79494387127,6.79494387127,6.79494387137,6.79494387137,6.79494387137,5.12648439443,6.79494387133,5.24482984813,6.79494387143,6.79494387143,6.41548443193,6.79494387139,6.79494387139,6.79494387136,6.79494387136,6.11819257363,6.79494387113,6.79494387113,5.87229179903,6.32266448175,8.91201040695,10.64219584835,10.64219584829,10.64219584829,10.64219584825,10.64219584805,7.96776171178,10.64219584785,10.64219584785,10.64219584775,10.64219584775,10.64219584785,9.69079259825,10.64219584785,10.64219584785,10.61598618625,10.64219584785,10.64219584785,10.64219584825,10.64219584825,10.64219584825,10.64219584815,10.64219584815,10.64219584815,10.64219584817,10.64219584817,10.64219584817,10.64219584825,10.64219584825,10.64219584699,10.64219584699,10.64219584695,10.64219584786,9.99989249746,10.64219584746,9.42870138024,10.64219584765,8.16296436285,9.48930386635,10.06573678425,10.64219584795,10.64219584795,10.64219584795,8.49810325885,8.06988908335,10.64219584771,10.64219584769,10.64219584769,10.64219584769,10.64219584778,10.64219584778,10.64219584779,9.71994534351,10.64219584741,10.50055987226,10.04797002081,10.64219584722,10.64219584722,9.44891775772,8.46379849203
"t70",5.14204385956,5.56991621536,3.95148230666,3.18311342116,2.1531423675,3.3775705378,3.37757053777,3.37757053777,0,0.90348552124,0.5651242545,5.2782785321,6.1228065179,6.1228065179,6.1228065178,6.12280651789,6.12280651789,6.12280651782,6.12280651782,6.12280651782,6.12280651789,6.12280651789,6.1228065182,6.12280651826,6.12280651826,6.35887870136,6.35887870176,6.35887870159,6.35887870159,6.35887870159,6.35887870149,6.35887870149,6.27367505509,6.79494387056,6.79494387096,6.79494387096,6.79494387096,6.79494387096,6.31224942526,6.79494387076,6.79494387073,6.79494387073,6.79494387076,6.79494387106,6.74975222262,6.79494387107,6.79494387106,6.79494387106,6.79494387106,4.89970837336,6.2033850745,6.7949438707,6.7949438707,6.7949438707,6.44808413911,6.7949438707,6.7949438707,6.7949438708,6.7949438708,6.7949438708,5.12648439386,6.79494387076,5.24482984756,6.79494387086,6.79494387086,6.41548443136,6.79494387082,6.79494387082,6.79494387079,6.79494387079,6.11819257306,6.79494387056,6.79494387056,5.87229179846,6.32266448118,8.91201040638,10.64219584778,10.64219584772,10.64219584772,10.64219584768,10.64219584748,7.96776171121,10.64219584728,10.64219584728,10.64219584718,10.64219584718,10.64219584728,9.69079259768,10.64219584728,10.64219584728,10.61598618568,10.64219584728,10.64219584728,10.64219584768,10.64219584768,10.64219584768,10.64219584758,10.64219584758,10.64219584758,10.6421958476,10.6421958476,10.6421958476,10.64219584768,10.64219584768,10.64219584642,10.64219584642,10.64219584638,10.64219584729,9.99989249689,10.64219584689,9.42870137967,10.64219584708,8.16296436228,9.48930386578,10.06573678368,10.64219584738,10.64219584738,10.64219584738,8.49810325828,8.06988908278,10.64219584714,10.64219584712,10.64219584712,10.64219584712,10.64219584721,10.64219584721,10.64219584722,9.71994534294,10.64219584684,10.50055987169,10.04797002024,10.64219584665,10.64219584665,9.44891775715,8.46379849146
"t73",5.1420438596,5.5699162154,3.9514823067,3.1831134212,2.15314236754,3.37757053784,3.37757053781,3.37757053781,0.90348552124,0,0.53675509746,5.27827853214,6.12280651794,6.12280651794,6.12280651784,6.12280651793,6.12280651793,6.12280651786,6.12280651786,6.12280651786,6.12280651793,6.12280651793,6.12280651824,6.1228065183,6.1228065183,6.3588787014,6.3588787018,6.35887870163,6.35887870163,6.35887870163,6.35887870153,6.35887870153,6.27367505513,6.7949438706,6.794943871,6.794943871,6.794943871,6.794943871,6.3122494253,6.7949438708,6.79494387077,6.79494387077,6.7949438708,6.7949438711,6.74975222266,6.79494387111,6.7949438711,6.7949438711,6.7949438711,4.8997083734,6.20338507454,6.79494387074,6.79494387074,6.79494387074,6.44808413915,6.79494387074,6.79494387074,6.79494387084,6.79494387084,6.79494387084,5.1264843939,6.7949438708,5.2448298476,6.7949438709,6.7949438709,6.4154844314,6.79494387086,6.79494387086,6.79494387083,6.79494387083,6.1181925731,6.7949438706,6.7949438706,5.8722917985,6.32266448122,8.91201040642,10.64219584782,10.64219584776,10.64219584776,10.64219584772,10.64219584752,7.96776171125,10.64219584732,10.64219584732,10.64219584722,10.64219584722,10.64219584732,9.69079259772,10.64219584732,10.64219584732,10.61598618572,10.64219584732,10.64219584732,10.64219584772,10.64219584772,10.64219584772,10.64219584762,10.64219584762,10.64219584762,10.64219584764,10.64219584764,10.64219584764,10.64219584772,10.64219584772,10.64219584646,10.64219584646,10.64219584642,10.64219584733,9.99989249693,10.64219584693,9.42870137971,10.64219584712,8.16296436232,9.48930386582,10.06573678372,10.64219584742,10.64219584742,10.64219584742,8.49810325832,8.06988908282,10.64219584718,10.64219584716,10.64219584716,10.64219584716,10.64219584725,10.64219584725,10.64219584726,9.71994534298,10.64219584688,10.50055987173,10.04797002028,10.64219584669,10.64219584669,9.44891775719,8.4637984915
