accepted_species,estimate
t58,0.20608863
t69,-0.16034983
t54,0.20608863
t53,-0.9393016
t23,-0.39128295
t4,-0.39128295
t90,0.35734376
t11,0.20608863
t81,1.0687623
t48,1.0687623
