"accepted_species","trait_BM_trend_scaled"
"t37",1.04309902799136
"t96",-0.229462744987715
"t97",-0.35190002982257
"t105",-0.1221156508636
"t106",-0.692241823058757
"t44",-0.830301667701897
"t115",-1.1346557720454
"t116",-1.15853984049925
"t127",-1.0489924969778
"t128",-1.58220871118024
"t71",-1.2439155713668
"t52",-1.58000938564749
"t33",-0.00105640475386107
"t34",-0.202531254111211
"t25",-0.360216973745678
"t91",0.763747451763481
"t98",-0.866760175244494
"t137",0.27784553997067
"t138",0.323820497367538
"t99",1.24093354006214
"t66",0.685396379012415
"t67",0.749480417779204
"t38",0.445808987614341
"t72",-0.294217125592732
"t135",-0.976838108818837
"t136",-1.0108793515071
"t64",-0.199401221490821
"t61",-0.589676523341366
"t119",-0.792803813514823
"t120",-1.09085415174213
"t73",-0.674677175364641
"t68",-0.166152803247887
"t42",0.591865429662256
"t23",-1.65483539559197
"t111",NA
"t112",-0.512707759430726
"t49",NA
"t27",NA
"t65",NA
"t117",-0.29043623611816
"t118",NA
"t84",NA
"t85",NA
"t80",-0.627966860957858
"t78",NA
"t79",NA
"t113",NA
"t114",NA
"t125",NA
"t126",NA
"t40",-0.36757626346121
"t16",-0.511007252693652
"t7",-0.609186753204207
"t4",0.217677097801812
"t5",0.609819564194984
"t1",1.24984333033686
"t48",0.228115055920953
"t101",-0.983482547119257
"t102",-0.778658883436119
"t26",-1.15194995518926
"t10",-1.52036953684006
"t92",1.70563161840324
"t93",1.78095809243879
"t41",2.49815692495641
"t14",1.7271861827547
"t6",1.41051171588639
"t9",0.0899691471727434
"t50",1.26277781076026
"t51",0.950870660921431
"t8",-0.442092050171645
"t19",0.934945175682434
"t20",1.92396873914026
"t129",0.821535133227931
"t130",0.613929555728762
"t45",2.15920425373877
"t86",-1.3219591715839
"t87",-1.02529128972354
"t39",0.0131190133111757
"t32",-1.07261122068985
"t12",-0.88387044611095
"t22",-2.03948542208579
"t62",-1.74669665410158
"t63",-2.8797759014173
"t55",-2.31075564078061
"t57",0.64000894439744
"t58",-0.504436022586457
"t123",-1.07554621363521
"t124",-0.759095854175191
"t21",0.110541086462518
"t17",-0.608299138082705
"t76",-0.154948503151602
"t77",-0.691691986074062
"t56",0.757620321815147
"t88",0.463787691014501
"t89",0.00839327162924916
"t47",1.23506510882387
"t103",0.676599473571284
"t104",0.51942107710764
"t90",-0.20983966515942
"t13",-0.192828534990629
"t15",-0.324899951167984
"t28",-1.08218679165835
"t29",0.384303547647176
"t18",0.832400244323863
"t107",-0.468612797251158
"t108",-0.360884842809165
"t100",-0.248506895195062
"t43",1.11463966837846
"t70",1.52389957467434
"t74",1.05018580094194
"t75",1.12707319452413
"t36",0.399574135785836
"t30",0.268061175089538
"t31",1.23318171169297
"t69",1.07425877690933
"t131",0.286506049968005
"t132",0.27296169546833
"t35",-0.0364331323282796
"t59",-0.083190354269387
"t60",-0.641875805605026
"t121",1.32888924029197
"t122",0.88053388534714
"t109",0.110953836902998
"t110",0.533829023465531
"t81",0.50291462060706
"t133",1.23051197221677
"t134",1.22826326006974
"t82",-0.328106996761808
"t83",0.81673447309602
"t46",0.26927363621287
"t53",1.28746932946867
"t54",1.80912850113435
"t24",0.66643466016115
"t11",-0.30932509297538
"t94",1.28149936412149
"t95",1.62132737443168
"t3",0.029085122838139
"t2",0.055299912604154
