"","t120","t121","t35","t51","t81","t82","t27","t28","t25","t23","t24","t83","t84","t40","t39","t76","t77","t41","t42","t125","t126","t36","t37","t38","t116","t117","t90","t100","t101","t87","t50","t133","t134","t15","t16","t114","t115","t91","t92","t93","t65","t53","t78","t79","t69","t110","t111","t59","t21","t33","t34","t12","t102","t103","t52","t31","t30","t7","t95","t96","t104","t105","t108","t109","t48","t19","t6","t1","t58","t94","t131","t132","t97","t46","t56","t57","t4","t2","t29","t106","t107","t88","t89","t122","t127","t128","t80","t44","t45","t118","t119","t22","t5","t49","t60","t61","t123","t124","t66","t3","t10","t112","t113","t64","t85","t86","t98","t99","t129","t130","t13","t14","t62","t63","t70","t71","t32","t11","t20","t74","t75","t17","t67","t68","t26","t47","t72","t73","t43","t54","t55","t18","t8","t9"
"t120",0,0.13810263084,1.99308747702,5.18555592232,5.18555592232,5.18555592232,5.18555592244,5.18555592244,4.02253220602,5.18555592281,4.15345403071,5.185555922693,5.185555922693,4.331732626793,5.18555592238,5.18555592271,5.18555592271,4.2675840053,5.18555592272,5.18555592225,5.18555592225,5.18555592262,4.6594477917,5.0727256265,5.2928852291,5.2928852291,5.2928852291,5.2928852291,5.2928852291,5.2928852291,5.2928852291,5.292885228722,5.292885228722,5.7740720611,4.9339322094,5.77407206087,5.77407206087,5.72860944487,5.77407206077,5.77407206077,5.52134398487,5.24169048177,5.65728279298,5.77407206078,5.29090842943,5.71404316344,5.77407206086,5.77407206076,5.77407206108,5.77407206028,4.74344483978,4.4742639254,5.77407206105,5.77407206105,5.77407206105,4.59984855416,5.07337447458,4.55443809408,5.77407206078,5.77407206078,5.77407206078,5.77407206078,5.77407206068,5.77407206068,5.77407206078,4.64827732678,4.59356203698,4.94468960032,7.8264925546,7.8264925546,7.82649255461,7.82649255461,7.8264925546,7.8264925546,7.8264925547,7.8264925547,6.8589420431,7.8264925542,7.1501168937,7.8264925543,7.8264925543,7.8264925543,7.8264925543,7.82649255424,7.82649255424,7.82649255424,7.82649255424,7.82649255444,7.82649255444,7.82649255394,7.82649255394,7.826492554,5.86971761772,7.82649255422,7.82649255421,7.82649255421,7.82649255425,7.82649255425,7.69929544928,7.82649255412,7.826492554,7.82649255448,7.82649255448,7.82649255443,7.82649255443,7.82649255443,7.82649255438,7.82649255438,7.82649255451,7.82649255451,6.97116734006,7.82649255416,8.6517382788,8.6517382788,8.6517382788,8.6517382788,8.6517382788,6.99865023096,8.0536760659,8.6517382787,8.6517382787,7.311949654,8.651738278682,8.651738278682,8.651738278782,7.947468797192,8.534300019482,8.651738278682,7.847353720622,8.651738278682,8.651738278682,8.65173827863,8.651738279,7.1563370221
"t121",0.13810263084,0,1.99308747702,5.18555592232,5.18555592232,5.18555592232,5.18555592244,5.18555592244,4.02253220602,5.18555592281,4.15345403071,5.185555922693,5.185555922693,4.331732626793,5.18555592238,5.18555592271,5.18555592271,4.2675840053,5.18555592272,5.18555592225,5.18555592225,5.18555592262,4.6594477917,5.0727256265,5.2928852291,5.2928852291,5.2928852291,5.2928852291,5.2928852291,5.2928852291,5.2928852291,5.292885228722,5.292885228722,5.7740720611,4.9339322094,5.77407206087,5.77407206087,5.72860944487,5.77407206077,5.77407206077,5.52134398487,5.24169048177,5.65728279298,5.77407206078,5.29090842943,5.71404316344,5.77407206086,5.77407206076,5.77407206108,5.77407206028,4.74344483978,4.4742639254,5.77407206105,5.77407206105,5.77407206105,4.59984855416,5.07337447458,4.55443809408,5.77407206078,5.77407206078,5.77407206078,5.77407206078,5.77407206068,5.77407206068,5.77407206078,4.64827732678,4.59356203698,4.94468960032,7.8264925546,7.8264925546,7.82649255461,7.82649255461,7.8264925546,7.8264925546,7.8264925547,7.8264925547,6.8589420431,7.8264925542,7.1501168937,7.8264925543,7.8264925543,7.8264925543,7.8264925543,7.82649255424,7.82649255424,7.82649255424,7.82649255424,7.82649255444,7.82649255444,7.82649255394,7.82649255394,7.826492554,5.86971761772,7.82649255422,7.82649255421,7.82649255421,7.82649255425,7.82649255425,7.69929544928,7.82649255412,7.826492554,7.82649255448,7.82649255448,7.82649255443,7.82649255443,7.82649255443,7.82649255438,7.82649255438,7.82649255451,7.82649255451,6.97116734006,7.82649255416,8.6517382788,8.6517382788,8.6517382788,8.6517382788,8.6517382788,6.99865023096,8.0536760659,8.6517382787,8.6517382787,7.311949654,8.651738278682,8.651738278682,8.651738278782,7.947468797192,8.534300019482,8.651738278682,7.847353720622,8.651738278682,8.651738278682,8.65173827863,8.651738279,7.1563370221
"t35",1.99308747702,1.99308747702,0,4.8277101705,4.8277101705,4.8277101705,4.82771017062,4.82771017062,3.6646864542,4.82771017099,3.79560827889,4.827710170873,4.827710170873,3.973886874973,4.82771017056,4.82771017089,4.82771017089,3.90973825348,4.8277101709,4.82771017043,4.82771017043,4.8277101708,4.30160203988,4.71487987468,4.93503947728,4.93503947728,4.93503947728,4.93503947728,4.93503947728,4.93503947728,4.93503947728,4.935039476902,4.935039476902,5.41622630928,4.57608645758,5.41622630905,5.41622630905,5.37076369305,5.41622630895,5.41622630895,5.16349823305,4.88384472995,5.29943704116,5.41622630896,4.93306267761,5.35619741162,5.41622630904,5.41622630894,5.41622630926,5.41622630846,4.38559908796,4.11641817358,5.41622630923,5.41622630923,5.41622630923,4.24200280234,4.71552872276,4.19659234226,5.41622630896,5.41622630896,5.41622630896,5.41622630896,5.41622630886,5.41622630886,5.41622630896,4.29043157496,4.23571628516,4.5868438485,7.46864680278,7.46864680278,7.46864680279,7.46864680279,7.46864680278,7.46864680278,7.46864680288,7.46864680288,6.50109629128,7.46864680238,6.79227114188,7.46864680248,7.46864680248,7.46864680248,7.46864680248,7.46864680242,7.46864680242,7.46864680242,7.46864680242,7.46864680262,7.46864680262,7.46864680212,7.46864680212,7.46864680218,5.5118718659,7.4686468024,7.46864680239,7.46864680239,7.46864680243,7.46864680243,7.34144969746,7.4686468023,7.46864680218,7.46864680266,7.46864680266,7.46864680261,7.46864680261,7.46864680261,7.46864680256,7.46864680256,7.46864680269,7.46864680269,6.61332158824,7.46864680234,8.29389252698,8.29389252698,8.29389252698,8.29389252698,8.29389252698,6.64080447914,7.69583031408,8.29389252688,8.29389252688,6.95410390218,8.293892526862,8.293892526862,8.293892526962,7.589623045372,8.176454267662,8.293892526862,7.489507968802,8.293892526862,8.293892526862,8.29389252681,8.29389252718,6.79849127028
"t51",5.18555592232,5.18555592232,4.8277101705,0,1.500429233,1.500429233,3.63617745712,3.63617745712,2.4731537407,3.63617745749,2.60407556539,3.636177457373,3.636177457373,2.782354161473,3.63617745706,3.63617745739,3.63617745739,2.71820553998,3.6361774574,4.07947191733,4.07947191733,4.0794719177,4.65944779118,5.07272562598,5.29288522858,5.29288522858,5.29288522858,5.29288522858,5.29288522858,5.29288522858,5.29288522858,5.292885228202,5.292885228202,5.77407206058,4.93393220888,5.77407206035,5.77407206035,5.72860944435,5.77407206025,5.77407206025,5.52134398435,5.24169048125,5.65728279246,5.77407206026,5.29090842891,5.71404316292,5.77407206034,5.77407206024,5.77407206056,5.77407205976,4.74344483926,4.47426392488,5.77407206053,5.77407206053,5.77407206053,4.59984855364,5.07337447406,4.55443809356,5.77407206026,5.77407206026,5.77407206026,5.77407206026,5.77407206016,5.77407206016,5.77407206026,4.64827732626,4.59356203646,4.9446895998,7.82649255408,7.82649255408,7.82649255409,7.82649255409,7.82649255408,7.82649255408,7.82649255418,7.82649255418,6.85894204258,7.82649255368,7.15011689318,7.82649255378,7.82649255378,7.82649255378,7.82649255378,7.82649255372,7.82649255372,7.82649255372,7.82649255372,7.82649255392,7.82649255392,7.82649255342,7.82649255342,7.82649255348,5.8697176172,7.8264925537,7.82649255369,7.82649255369,7.82649255373,7.82649255373,7.69929544876,7.8264925536,7.82649255348,7.82649255396,7.82649255396,7.82649255391,7.82649255391,7.82649255391,7.82649255386,7.82649255386,7.82649255399,7.82649255399,6.97116733954,7.82649255364,8.65173827828,8.65173827828,8.65173827828,8.65173827828,8.65173827828,6.99865023044,8.05367606538,8.65173827818,8.65173827818,7.31194965348,8.651738278162,8.651738278162,8.651738278262,7.947468796672,8.534300018962,8.651738278162,7.847353720102,8.651738278162,8.651738278162,8.65173827811,8.65173827848,7.15633702158
"t81",5.18555592232,5.18555592232,4.8277101705,1.500429233,0,0.8967300578,3.63617745712,3.63617745712,2.4731537407,3.63617745749,2.60407556539,3.636177457373,3.636177457373,2.782354161473,3.63617745706,3.63617745739,3.63617745739,2.71820553998,3.6361774574,4.07947191733,4.07947191733,4.0794719177,4.65944779118,5.07272562598,5.29288522858,5.29288522858,5.29288522858,5.29288522858,5.29288522858,5.29288522858,5.29288522858,5.292885228202,5.292885228202,5.77407206058,4.93393220888,5.77407206035,5.77407206035,5.72860944435,5.77407206025,5.77407206025,5.52134398435,5.24169048125,5.65728279246,5.77407206026,5.29090842891,5.71404316292,5.77407206034,5.77407206024,5.77407206056,5.77407205976,4.74344483926,4.47426392488,5.77407206053,5.77407206053,5.77407206053,4.59984855364,5.07337447406,4.55443809356,5.77407206026,5.77407206026,5.77407206026,5.77407206026,5.77407206016,5.77407206016,5.77407206026,4.64827732626,4.59356203646,4.9446895998,7.82649255408,7.82649255408,7.82649255409,7.82649255409,7.82649255408,7.82649255408,7.82649255418,7.82649255418,6.85894204258,7.82649255368,7.15011689318,7.82649255378,7.82649255378,7.82649255378,7.82649255378,7.82649255372,7.82649255372,7.82649255372,7.82649255372,7.82649255392,7.82649255392,7.82649255342,7.82649255342,7.82649255348,5.8697176172,7.8264925537,7.82649255369,7.82649255369,7.82649255373,7.82649255373,7.69929544876,7.8264925536,7.82649255348,7.82649255396,7.82649255396,7.82649255391,7.82649255391,7.82649255391,7.82649255386,7.82649255386,7.82649255399,7.82649255399,6.97116733954,7.82649255364,8.65173827828,8.65173827828,8.65173827828,8.65173827828,8.65173827828,6.99865023044,8.05367606538,8.65173827818,8.65173827818,7.31194965348,8.651738278162,8.651738278162,8.651738278262,7.947468796672,8.534300018962,8.651738278162,7.847353720102,8.651738278162,8.651738278162,8.65173827811,8.65173827848,7.15633702158
"t82",5.18555592232,5.18555592232,4.8277101705,1.500429233,0.8967300578,0,3.63617745712,3.63617745712,2.4731537407,3.63617745749,2.60407556539,3.636177457373,3.636177457373,2.782354161473,3.63617745706,3.63617745739,3.63617745739,2.71820553998,3.6361774574,4.07947191733,4.07947191733,4.0794719177,4.65944779118,5.07272562598,5.29288522858,5.29288522858,5.29288522858,5.29288522858,5.29288522858,5.29288522858,5.29288522858,5.292885228202,5.292885228202,5.77407206058,4.93393220888,5.77407206035,5.77407206035,5.72860944435,5.77407206025,5.77407206025,5.52134398435,5.24169048125,5.65728279246,5.77407206026,5.29090842891,5.71404316292,5.77407206034,5.77407206024,5.77407206056,5.77407205976,4.74344483926,4.47426392488,5.77407206053,5.77407206053,5.77407206053,4.59984855364,5.07337447406,4.55443809356,5.77407206026,5.77407206026,5.77407206026,5.77407206026,5.77407206016,5.77407206016,5.77407206026,4.64827732626,4.59356203646,4.9446895998,7.82649255408,7.82649255408,7.82649255409,7.82649255409,7.82649255408,7.82649255408,7.82649255418,7.82649255418,6.85894204258,7.82649255368,7.15011689318,7.82649255378,7.82649255378,7.82649255378,7.82649255378,7.82649255372,7.82649255372,7.82649255372,7.82649255372,7.82649255392,7.82649255392,7.82649255342,7.82649255342,7.82649255348,5.8697176172,7.8264925537,7.82649255369,7.82649255369,7.82649255373,7.82649255373,7.69929544876,7.8264925536,7.82649255348,7.82649255396,7.82649255396,7.82649255391,7.82649255391,7.82649255391,7.82649255386,7.82649255386,7.82649255399,7.82649255399,6.97116733954,7.82649255364,8.65173827828,8.65173827828,8.65173827828,8.65173827828,8.65173827828,6.99865023044,8.05367606538,8.65173827818,8.65173827818,7.31194965348,8.651738278162,8.651738278162,8.651738278262,7.947468796672,8.534300018962,8.651738278162,7.847353720102,8.651738278162,8.651738278162,8.65173827811,8.65173827848,7.15633702158
"t27",5.18555592244,5.18555592244,4.82771017062,3.63617745712,3.63617745712,3.63617745712,0,2.477719498,1.38172385522,3.09765684241,2.06555495031,3.097656842293,3.097656842293,2.243833546393,3.09765684198,3.09765684231,3.09765684231,2.4024438213,3.32041573872,4.07947191745,4.07947191745,4.07947191782,4.6594477913,5.0727256261,5.2928852287,5.2928852287,5.2928852287,5.2928852287,5.2928852287,5.2928852287,5.2928852287,5.292885228322,5.292885228322,5.7740720607,4.933932209,5.77407206047,5.77407206047,5.72860944447,5.77407206037,5.77407206037,5.52134398447,5.24169048137,5.65728279258,5.77407206038,5.29090842903,5.71404316304,5.77407206046,5.77407206036,5.77407206068,5.77407205988,4.74344483938,4.474263925,5.77407206065,5.77407206065,5.77407206065,4.59984855376,5.07337447418,4.55443809368,5.77407206038,5.77407206038,5.77407206038,5.77407206038,5.77407206028,5.77407206028,5.77407206038,4.64827732638,4.59356203658,4.94468959992,7.8264925542,7.8264925542,7.82649255421,7.82649255421,7.8264925542,7.8264925542,7.8264925543,7.8264925543,6.8589420427,7.8264925538,7.1501168933,7.8264925539,7.8264925539,7.8264925539,7.8264925539,7.82649255384,7.82649255384,7.82649255384,7.82649255384,7.82649255404,7.82649255404,7.82649255354,7.82649255354,7.8264925536,5.86971761732,7.82649255382,7.82649255381,7.82649255381,7.82649255385,7.82649255385,7.69929544888,7.82649255372,7.8264925536,7.82649255408,7.82649255408,7.82649255403,7.82649255403,7.82649255403,7.82649255398,7.82649255398,7.82649255411,7.82649255411,6.97116733966,7.82649255376,8.6517382784,8.6517382784,8.6517382784,8.6517382784,8.6517382784,6.99865023056,8.0536760655,8.6517382783,8.6517382783,7.3119496536,8.651738278282,8.651738278282,8.651738278382,7.947468796792,8.534300019082,8.651738278282,7.847353720222,8.651738278282,8.651738278282,8.65173827823,8.6517382786,7.1563370217
"t28",5.18555592244,5.18555592244,4.82771017062,3.63617745712,3.63617745712,3.63617745712,2.477719498,0,1.38172385522,3.09765684241,2.06555495031,3.097656842293,3.097656842293,2.243833546393,3.09765684198,3.09765684231,3.09765684231,2.4024438213,3.32041573872,4.07947191745,4.07947191745,4.07947191782,4.6594477913,5.0727256261,5.2928852287,5.2928852287,5.2928852287,5.2928852287,5.2928852287,5.2928852287,5.2928852287,5.292885228322,5.292885228322,5.7740720607,4.933932209,5.77407206047,5.77407206047,5.72860944447,5.77407206037,5.77407206037,5.52134398447,5.24169048137,5.65728279258,5.77407206038,5.29090842903,5.71404316304,5.77407206046,5.77407206036,5.77407206068,5.77407205988,4.74344483938,4.474263925,5.77407206065,5.77407206065,5.77407206065,4.59984855376,5.07337447418,4.55443809368,5.77407206038,5.77407206038,5.77407206038,5.77407206038,5.77407206028,5.77407206028,5.77407206038,4.64827732638,4.59356203658,4.94468959992,7.8264925542,7.8264925542,7.82649255421,7.82649255421,7.8264925542,7.8264925542,7.8264925543,7.8264925543,6.8589420427,7.8264925538,7.1501168933,7.8264925539,7.8264925539,7.8264925539,7.8264925539,7.82649255384,7.82649255384,7.82649255384,7.82649255384,7.82649255404,7.82649255404,7.82649255354,7.82649255354,7.8264925536,5.86971761732,7.82649255382,7.82649255381,7.82649255381,7.82649255385,7.82649255385,7.69929544888,7.82649255372,7.8264925536,7.82649255408,7.82649255408,7.82649255403,7.82649255403,7.82649255403,7.82649255398,7.82649255398,7.82649255411,7.82649255411,6.97116733966,7.82649255376,8.6517382784,8.6517382784,8.6517382784,8.6517382784,8.6517382784,6.99865023056,8.0536760655,8.6517382783,8.6517382783,7.3119496536,8.651738278282,8.651738278282,8.651738278382,7.947468796792,8.534300019082,8.651738278282,7.847353720222,8.651738278282,8.651738278282,8.65173827823,8.6517382786,7.1563370217
"t25",4.02253220602,4.02253220602,3.6646864542,2.4731537407,2.4731537407,2.4731537407,1.38172385522,1.38172385522,0,1.93463312599,0.90253123389,1.934633125873,1.934633125873,1.080809829973,1.93463312556,1.93463312589,1.93463312589,1.23942010488,2.1573920223,2.91644820103,2.91644820103,2.9164482014,3.49642407488,3.90970190968,4.12986151228,4.12986151228,4.12986151228,4.12986151228,4.12986151228,4.12986151228,4.12986151228,4.129861511902,4.129861511902,4.61104834428,3.77090849258,4.61104834405,4.61104834405,4.56558572805,4.61104834395,4.61104834395,4.35832026805,4.07866676495,4.49425907616,4.61104834396,4.12788471261,4.55101944662,4.61104834404,4.61104834394,4.61104834426,4.61104834346,3.58042112296,3.31124020858,4.61104834423,4.61104834423,4.61104834423,3.43682483734,3.91035075776,3.39141437726,4.61104834396,4.61104834396,4.61104834396,4.61104834396,4.61104834386,4.61104834386,4.61104834396,3.48525360996,3.43053832016,3.7816658835,6.66346883778,6.66346883778,6.66346883779,6.66346883779,6.66346883778,6.66346883778,6.66346883788,6.66346883788,5.69591832628,6.66346883738,5.98709317688,6.66346883748,6.66346883748,6.66346883748,6.66346883748,6.66346883742,6.66346883742,6.66346883742,6.66346883742,6.66346883762,6.66346883762,6.66346883712,6.66346883712,6.66346883718,4.7066939009,6.6634688374,6.66346883739,6.66346883739,6.66346883743,6.66346883743,6.53627173246,6.6634688373,6.66346883718,6.66346883766,6.66346883766,6.66346883761,6.66346883761,6.66346883761,6.66346883756,6.66346883756,6.66346883769,6.66346883769,5.80814362324,6.66346883734,7.48871456198,7.48871456198,7.48871456198,7.48871456198,7.48871456198,5.83562651414,6.89065234908,7.48871456188,7.48871456188,6.14892593718,7.488714561862,7.488714561862,7.488714561962,6.784445080372,7.371276302662,7.488714561862,6.684330003802,7.488714561862,7.488714561862,7.48871456181,7.48871456218,5.99331330528
"t23",5.18555592281,5.18555592281,4.82771017099,3.63617745749,3.63617745749,3.63617745749,3.09765684241,3.09765684241,1.93463312599,0,1.5913933519,2.931538660283,2.931538660283,2.077715364383,2.93153865997,2.9315386603,2.9315386603,2.40244382167,3.32041573909,4.07947191782,4.07947191782,4.07947191819,4.65944779167,5.07272562647,5.29288522907,5.29288522907,5.29288522907,5.29288522907,5.29288522907,5.29288522907,5.29288522907,5.292885228692,5.292885228692,5.77407206107,4.93393220937,5.77407206084,5.77407206084,5.72860944484,5.77407206074,5.77407206074,5.52134398484,5.24169048174,5.65728279295,5.77407206075,5.2909084294,5.71404316341,5.77407206083,5.77407206073,5.77407206105,5.77407206025,4.74344483975,4.47426392537,5.77407206102,5.77407206102,5.77407206102,4.59984855413,5.07337447455,4.55443809405,5.77407206075,5.77407206075,5.77407206075,5.77407206075,5.77407206065,5.77407206065,5.77407206075,4.64827732675,4.59356203695,4.94468960029,7.82649255457,7.82649255457,7.82649255458,7.82649255458,7.82649255457,7.82649255457,7.82649255467,7.82649255467,6.85894204307,7.82649255417,7.15011689367,7.82649255427,7.82649255427,7.82649255427,7.82649255427,7.82649255421,7.82649255421,7.82649255421,7.82649255421,7.82649255441,7.82649255441,7.82649255391,7.82649255391,7.82649255397,5.86971761769,7.82649255419,7.82649255418,7.82649255418,7.82649255422,7.82649255422,7.69929544925,7.82649255409,7.82649255397,7.82649255445,7.82649255445,7.8264925544,7.8264925544,7.8264925544,7.82649255435,7.82649255435,7.82649255448,7.82649255448,6.97116734003,7.82649255413,8.65173827877,8.65173827877,8.65173827877,8.65173827877,8.65173827877,6.99865023093,8.05367606587,8.65173827867,8.65173827867,7.31194965397,8.651738278652,8.651738278652,8.651738278752,7.947468797162,8.534300019452,8.651738278652,7.847353720592,8.651738278652,8.651738278652,8.6517382786,8.65173827897,7.15633702207
