"","t1","t12","t33","t136","t137","t114","t101","t41","t42","t32","t89","t150","t151","t46","t29","t107","t108","t173","t174","t131","t132","t164","t165","t177","t178","t172","t24","t83","t84","t63","t45","t7","t15","t28","t38","t85","t86","t97","t98","t49","t73","t74","t52","t53","t20","t19","t30","t40","t87","t90","t91","t109","t110","t94","t103","t104","t130","t158","t159","t166","t167","t16","t31","t80","t126","t127","t129","t154","t155","t36","t37","t54","t66","t72","t100","t160","t161","t120","t121","t115","t144","t145","t95","t96","t39","t23","t27","t43","t139","t140","t8","t9","t11","t22","t67","t68","t69","t50","t51","t75","t168","t169","t112","t48","t59","t106","t113","t152","t153","t122","t123","t102","t124","t125","t60","t55","t56","t76","t77","t62","t92","t93","t105","t134","t135","t116","t117","t88","t133","t156","t157","t143","t64","t128","t141","t142","t35","t58","t170","t171","t111","t44","t34","t21","t14","t47","t70","t118","t119","t71","t162","t163","t13","t3","t2","t25","t26","t99","t138","t148","t149","t61","t65","t146","t147","t175","t176","t81","t82","t5","t6","t57","t78","t79","t10","t4","t17","t18"
"t59",4.811513408351,5.803571025171,7.713511295284,9.104397984484,9.104397984484,8.813414968884,8.864336938484,9.104397984684,7.927367841184,9.104397985284,9.104397984884,9.104397984984,8.998413476384,7.963715777384,9.104397984884,9.104397984684,9.104397984684,9.104397984934,9.104397984934,9.104397984794,9.104397984794,9.104397984804,9.104397984804,9.1043979848534,9.1043979848534,9.104397984854,6.930118419784,9.104397984684,9.104397984684,8.675638651584,7.984263466384,6.599462683351,7.168350422741,6.967000009451,8.941344594951,9.104397984951,9.104397984951,9.104397985151,9.104397985151,8.246725299061,8.461126259461,8.724782370961,8.016832856821,9.104397985121,7.157890758941,7.774312424141,8.659411943941,7.633091820441,9.104397984641,8.505675726921,8.376162381061,8.910498080431,8.652895563331,8.377373710181,9.073689647031,9.104397984531,9.104397984831,9.104397984931,9.104397984931,9.104397984631,9.104397984631,6.917247530241,7.483265466841,9.104397984641,9.104397984641,8.784598854021,8.738917521461,9.104397984741,9.104397984741,7.529945291641,7.526328233241,9.104397984491,8.118439332391,8.862143102301,9.104397984601,9.104397984701,9.104397984701,9.104397984691,9.104397984691,9.104397984691,9.104397984591,9.104397984591,8.594617355391,9.104397984691,8.215683855741,9.104397984241,7.475830614341,8.956984089441,9.104397984841,9.104397984841,5.959506716041,5.500332435931,3.39502332515,2.24054543525,3.36348129295,2.549419873638,3.363481292138,2.03983504815,2.83490062135,1.94853316765,2.28508730473,2.28508730473,2.28508730475,2.0962355559,0,1.950914983,1.95091498301,1.95091498301,1.92239803871,3.13642819933,3.13642819933,3.13642819933,3.13642819935,3.13642819935,2.35181283415,3.13642819933,2.34730546293,3.79531576355,4.15448511105,4.15448511045,6.85943832459,6.56660668859,6.85943832456,6.85943832456,6.85943832456,6.85943832446,6.85943832446,6.85943832457,6.85943832457,6.85943832454,6.85943832454,6.85943832454,5.97829279947,6.85943832487,6.85943832487,6.85943832487,5.433571305714,6.859438324414,6.859438324584,6.859438324584,6.859438324614,6.485080093014,5.02491122851,5.32869471357,5.05996126097,6.85943832495,6.85943832515,6.8594383247,6.8594383247,6.0869992935,6.85943832445,6.85943832445,4.32436163425,4.15927476005,4.21315665672,8.15653681218,8.0795451754,10.26696901119,10.55168705579,10.55168705579,10.55168705579,10.55168705539,10.55168705535,10.55168705585,10.55168705585,10.551687055503,10.551687055503,10.32538035359,10.55168705609,6.93260267669,6.675579815407,10.38209646569,10.17742348499,10.55168705619,7.10467475857,6.583976582378,8.28346140869,9.07455357769
"t106",5.483611162751,6.475668779571,8.385609049684,9.776495738884,9.776495738884,9.485512723284,9.536434692884,9.776495739084,8.599465595584,9.776495739684,9.776495739284,9.776495739384,9.670511230784,8.635813531784,9.776495739284,9.776495739084,9.776495739084,9.776495739334,9.776495739334,9.776495739194,9.776495739194,9.776495739204,9.776495739204,9.7764957392534,9.7764957392534,9.776495739254,7.602216174184,9.776495739084,9.776495739084,9.347736405984,8.656361220784,7.271560437751,7.840448177141,7.639097763851,9.613442349351,9.776495739351,9.776495739351,9.776495739551,9.776495739551,8.918823053461,9.133224013861,9.396880125361,8.688930611221,9.776495739521,7.829988513341,8.446410178541,9.331509698341,8.305189574841,9.776495739041,9.177773481321,9.048260135461,9.582595834831,9.324993317731,9.049471464581,9.745787401431,9.776495738931,9.776495739231,9.776495739331,9.776495739331,9.776495739031,9.776495739031,7.589345284641,8.155363221241,9.776495739041,9.776495739041,9.456696608421,9.411015275861,9.776495739141,9.776495739141,8.202043046041,8.198425987641,9.776495738891,8.790537086791,9.534240856701,9.776495739001,9.776495739101,9.776495739101,9.776495739091,9.776495739091,9.776495739091,9.776495738991,9.776495738991,9.266715109791,9.776495739091,8.887781610141,9.776495738641,8.147928368741,9.629081843841,9.776495739241,9.776495739241,6.631604470441,6.172430190331,4.06712107955,2.91264318965,4.03557904735,3.221517628038,4.035579046538,2.71193280255,3.50699837575,2.62063092205,2.95718505913,2.95718505913,2.95718505915,2.7683333103,1.950914983,0,1.26932318281,1.26932318281,1.24080623851,3.80852595373,3.80852595373,3.80852595373,3.80852595375,3.80852595375,3.02391058855,3.80852595373,3.01940321733,4.46741351795,4.82658286545,4.82658286485,7.53153607899,7.23870444299,7.53153607896,7.53153607896,7.53153607896,7.53153607886,7.53153607886,7.53153607897,7.53153607897,7.53153607894,7.53153607894,7.53153607894,6.65039055387,7.53153607927,7.53153607927,7.53153607927,6.105669060114,7.531536078814,7.531536078984,7.531536078984,7.531536079014,7.157177847414,5.69700898291,6.00079246797,5.73205901537,7.53153607935,7.53153607955,7.5315360791,7.5315360791,6.7590970479,7.53153607885,7.53153607885,4.99645938865,4.83137251445,4.88525441112,8.82863456658,8.7516429298,10.93906676559,11.22378481019,11.22378481019,11.22378481019,11.22378480979,11.22378480975,11.22378481025,11.22378481025,11.223784809903,11.223784809903,10.99747810799,11.22378481049,7.60470043109,7.347677569807,11.05419422009,10.84952123939,11.22378481059,7.77677251297,7.256074336778,8.95555916309,9.74665133209
"t113",5.483611162761,6.475668779581,8.385609049694,9.776495738894,9.776495738894,9.485512723294,9.536434692894,9.776495739094,8.599465595594,9.776495739694,9.776495739294,9.776495739394,9.670511230794,8.635813531794,9.776495739294,9.776495739094,9.776495739094,9.776495739344,9.776495739344,9.776495739204,9.776495739204,9.776495739214,9.776495739214,9.7764957392634,9.7764957392634,9.776495739264,7.602216174194,9.776495739094,9.776495739094,9.347736405994,8.656361220794,7.271560437761,7.840448177151,7.639097763861,9.613442349361,9.776495739361,9.776495739361,9.776495739561,9.776495739561,8.918823053471,9.133224013871,9.396880125371,8.688930611231,9.776495739531,7.829988513351,8.446410178551,9.331509698351,8.305189574851,9.776495739051,9.177773481331,9.048260135471,9.582595834841,9.324993317741,9.049471464591,9.745787401441,9.776495738941,9.776495739241,9.776495739341,9.776495739341,9.776495739041,9.776495739041,7.589345284651,8.155363221251,9.776495739051,9.776495739051,9.456696608431,9.411015275871,9.776495739151,9.776495739151,8.202043046051,8.198425987651,9.776495738901,8.790537086801,9.534240856711,9.776495739011,9.776495739111,9.776495739111,9.776495739101,9.776495739101,9.776495739101,9.776495739001,9.776495739001,9.266715109801,9.776495739101,8.887781610151,9.776495738651,8.147928368751,9.629081843851,9.776495739251,9.776495739251,6.631604470451,6.172430190341,4.06712107956,2.91264318966,4.03557904736,3.221517628048,4.035579046548,2.71193280256,3.50699837576,2.62063092206,2.95718505914,2.95718505914,2.95718505916,2.76833331031,1.95091498301,1.26932318281,0,1.1331933936,1.1046764493,3.80852595374,3.80852595374,3.80852595374,3.80852595376,3.80852595376,3.02391058856,3.80852595374,3.01940321734,4.46741351796,4.82658286546,4.82658286486,7.531536079,7.238704443,7.53153607897,7.53153607897,7.53153607897,7.53153607887,7.53153607887,7.53153607898,7.53153607898,7.53153607895,7.53153607895,7.53153607895,6.65039055388,7.53153607928,7.53153607928,7.53153607928,6.105669060124,7.531536078824,7.531536078994,7.531536078994,7.531536079024,7.157177847424,5.69700898292,6.00079246798,5.73205901538,7.53153607936,7.53153607956,7.53153607911,7.53153607911,6.75909704791,7.53153607886,7.53153607886,4.99645938866,4.83137251446,4.88525441113,8.82863456659,8.75164292981,10.9390667656,11.2237848102,11.2237848102,11.2237848102,11.2237848098,11.22378480976,11.22378481026,11.22378481026,11.223784809913,11.223784809913,10.997478108,11.2237848105,7.6047004311,7.347677569817,11.0541942201,10.8495212394,11.2237848106,7.77677251298,7.256074336788,8.9555591631,9.7466513321
"t152",5.483611162761,6.475668779581,8.385609049694,9.776495738894,9.776495738894,9.485512723294,9.536434692894,9.776495739094,8.599465595594,9.776495739694,9.776495739294,9.776495739394,9.670511230794,8.635813531794,9.776495739294,9.776495739094,9.776495739094,9.776495739344,9.776495739344,9.776495739204,9.776495739204,9.776495739214,9.776495739214,9.7764957392634,9.7764957392634,9.776495739264,7.602216174194,9.776495739094,9.776495739094,9.347736405994,8.656361220794,7.271560437761,7.840448177151,7.639097763861,9.613442349361,9.776495739361,9.776495739361,9.776495739561,9.776495739561,8.918823053471,9.133224013871,9.396880125371,8.688930611231,9.776495739531,7.829988513351,8.446410178551,9.331509698351,8.305189574851,9.776495739051,9.177773481331,9.048260135471,9.582595834841,9.324993317741,9.049471464591,9.745787401441,9.776495738941,9.776495739241,9.776495739341,9.776495739341,9.776495739041,9.776495739041,7.589345284651,8.155363221251,9.776495739051,9.776495739051,9.456696608431,9.411015275871,9.776495739151,9.776495739151,8.202043046051,8.198425987651,9.776495738901,8.790537086801,9.534240856711,9.776495739011,9.776495739111,9.776495739111,9.776495739101,9.776495739101,9.776495739101,9.776495739001,9.776495739001,9.266715109801,9.776495739101,8.887781610151,9.776495738651,8.147928368751,9.629081843851,9.776495739251,9.776495739251,6.631604470451,6.172430190341,4.06712107956,2.91264318966,4.03557904736,3.221517628048,4.035579046548,2.71193280256,3.50699837576,2.62063092206,2.95718505914,2.95718505914,2.95718505916,2.76833331031,1.95091498301,1.26932318281,1.1331933936,0,0.2921435301,3.80852595374,3.80852595374,3.80852595374,3.80852595376,3.80852595376,3.02391058856,3.80852595374,3.01940321734,4.46741351796,4.82658286546,4.82658286486,7.531536079,7.238704443,7.53153607897,7.53153607897,7.53153607897,7.53153607887,7.53153607887,7.53153607898,7.53153607898,7.53153607895,7.53153607895,7.53153607895,6.65039055388,7.53153607928,7.53153607928,7.53153607928,6.105669060124,7.531536078824,7.531536078994,7.531536078994,7.531536079024,7.157177847424,5.69700898292,6.00079246798,5.73205901538,7.53153607936,7.53153607956,7.53153607911,7.53153607911,6.75909704791,7.53153607886,7.53153607886,4.99645938866,4.83137251446,4.88525441113,8.82863456659,8.75164292981,10.9390667656,11.2237848102,11.2237848102,11.2237848102,11.2237848098,11.22378480976,11.22378481026,11.22378481026,11.223784809913,11.223784809913,10.997478108,11.2237848105,7.6047004311,7.347677569817,11.0541942201,10.8495212394,11.2237848106,7.77677251298,7.256074336788,8.9555591631,9.7466513321
"t153",5.455094218461,6.447151835281,8.357092105394,9.747978794594,9.747978794594,9.456995778994,9.507917748594,9.747978794794,8.570948651294,9.747978795394,9.747978794994,9.747978795094,9.641994286494,8.607296587494,9.747978794994,9.747978794794,9.747978794794,9.747978795044,9.747978795044,9.747978794904,9.747978794904,9.747978794914,9.747978794914,9.7479787949634,9.7479787949634,9.747978794964,7.573699229894,9.747978794794,9.747978794794,9.319219461694,8.627844276494,7.243043493461,7.811931232851,7.610580819561,9.584925405061,9.747978795061,9.747978795061,9.747978795261,9.747978795261,8.890306109171,9.104707069571,9.368363181071,8.660413666931,9.747978795231,7.801471569051,8.417893234251,9.302992754051,8.276672630551,9.747978794751,9.149256537031,9.019743191171,9.554078890541,9.296476373441,9.020954520291,9.717270457141,9.747978794641,9.747978794941,9.747978795041,9.747978795041,9.747978794741,9.747978794741,7.560828340351,8.126846276951,9.747978794751,9.747978794751,9.428179664131,9.382498331571,9.747978794851,9.747978794851,8.173526101751,8.169909043351,9.747978794601,8.762020142501,9.505723912411,9.747978794711,9.747978794811,9.747978794811,9.747978794801,9.747978794801,9.747978794801,9.747978794701,9.747978794701,9.238198165501,9.747978794801,8.859264665851,9.747978794351,8.119411424451,9.600564899551,9.747978794951,9.747978794951,6.603087526151,6.143913246041,4.03860413526,2.88412624536,4.00706210306,3.193000683748,4.007062102248,2.68341585826,3.47848143146,2.59211397776,2.92866811484,2.92866811484,2.92866811486,2.73981636601,1.92239803871,1.24080623851,1.1046764493,0.2921435301,0,3.78000900944,3.78000900944,3.78000900944,3.78000900946,3.78000900946,2.99539364426,3.78000900944,2.99088627304,4.43889657366,4.79806592116,4.79806592056,7.5030191347,7.2101874987,7.50301913467,7.50301913467,7.50301913467,7.50301913457,7.50301913457,7.50301913468,7.50301913468,7.50301913465,7.50301913465,7.50301913465,6.62187360958,7.50301913498,7.50301913498,7.50301913498,6.077152115824,7.503019134524,7.503019134694,7.503019134694,7.503019134724,7.128660903124,5.66849203862,5.97227552368,5.70354207108,7.50301913506,7.50301913526,7.50301913481,7.50301913481,6.73058010361,7.50301913456,7.50301913456,4.96794244436,4.80285557016,4.85673746683,8.80011762229,8.72312598551,10.9105498213,11.1952678659,11.1952678659,11.1952678659,11.1952678655,11.19526786546,11.19526786596,11.19526786596,11.195267865613,11.195267865613,10.9689611637,11.1952678662,7.5761834868,7.319160625517,11.0256772758,10.8210042951,11.1952678663,7.74825556868,7.227557392488,8.9270422188,9.7181343878
"t122",5.483611162781,6.475668779601,8.385609049714,9.776495738914,9.776495738914,9.485512723314,9.536434692914,9.776495739114,8.599465595614,9.776495739714,9.776495739314,9.776495739414,9.670511230814,8.635813531814,9.776495739314,9.776495739114,9.776495739114,9.776495739364,9.776495739364,9.776495739224,9.776495739224,9.776495739234,9.776495739234,9.7764957392834,9.7764957392834,9.776495739284,7.602216174214,9.776495739114,9.776495739114,9.347736406014,8.656361220814,7.271560437781,7.840448177171,7.639097763881,9.613442349381,9.776495739381,9.776495739381,9.776495739581,9.776495739581,8.918823053491,9.133224013891,9.396880125391,8.688930611251,9.776495739551,7.829988513371,8.446410178571,9.331509698371,8.305189574871,9.776495739071,9.177773481351,9.048260135491,9.582595834861,9.324993317761,9.049471464611,9.745787401461,9.776495738961,9.776495739261,9.776495739361,9.776495739361,9.776495739061,9.776495739061,7.589345284671,8.155363221271,9.776495739071,9.776495739071,9.456696608451,9.411015275891,9.776495739171,9.776495739171,8.202043046071,8.198425987671,9.776495738921,8.790537086821,9.534240856731,9.776495739031,9.776495739131,9.776495739131,9.776495739121,9.776495739121,9.776495739121,9.776495739021,9.776495739021,9.266715109821,9.776495739121,8.887781610171,9.776495738671,8.147928368771,9.629081843871,9.776495739271,9.776495739271,6.631604470471,6.172430190361,4.06712107958,2.91264318968,4.03557904738,3.221517628068,4.035579046568,2.71193280258,3.50699837578,3.47197181668,3.80852595376,3.80852595376,3.80852595378,3.68387821943,3.13642819933,3.80852595373,3.80852595374,3.80852595374,3.78000900944,0,0.887783039,1.3337744892,2.61969533782,2.61969533782,1.83507997262,3.6911645546,2.9020418182,4.46741351798,4.82658286548,4.82658286488,7.53153607902,7.23870444302,7.53153607899,7.53153607899,7.53153607899,7.53153607889,7.53153607889,7.531536079,7.531536079,7.53153607897,7.53153607897,7.53153607897,6.6503905539,7.5315360793,7.5315360793,7.5315360793,6.105669060144,7.531536078844,7.531536079014,7.531536079014,7.531536079044,7.157177847444,5.69700898294,6.000792468,5.7320590154,7.53153607938,7.53153607958,7.53153607913,7.53153607913,6.75909704793,7.53153607888,7.53153607888,4.99645938868,4.83137251448,4.88525441115,8.82863456661,8.75164292983,10.93906676562,11.22378481022,11.22378481022,11.22378481022,11.22378480982,11.22378480978,11.22378481028,11.22378481028,11.223784809933,11.223784809933,10.99747810802,11.22378481052,7.60470043112,7.347677569837,11.05419422012,10.84952123942,11.22378481062,7.776772513,7.256074336808,8.95555916312,9.74665133212
"t123",5.483611162781,6.475668779601,8.385609049714,9.776495738914,9.776495738914,9.485512723314,9.536434692914,9.776495739114,8.599465595614,9.776495739714,9.776495739314,9.776495739414,9.670511230814,8.635813531814,9.776495739314,9.776495739114,9.776495739114,9.776495739364,9.776495739364,9.776495739224,9.776495739224,9.776495739234,9.776495739234,9.7764957392834,9.7764957392834,9.776495739284,7.602216174214,9.776495739114,9.776495739114,9.347736406014,8.656361220814,7.271560437781,7.840448177171,7.639097763881,9.613442349381,9.776495739381,9.776495739381,9.776495739581,9.776495739581,8.918823053491,9.133224013891,9.396880125391,8.688930611251,9.776495739551,7.829988513371,8.446410178571,9.331509698371,8.305189574871,9.776495739071,9.177773481351,9.048260135491,9.582595834861,9.324993317761,9.049471464611,9.745787401461,9.776495738961,9.776495739261,9.776495739361,9.776495739361,9.776495739061,9.776495739061,7.589345284671,8.155363221271,9.776495739071,9.776495739071,9.456696608451,9.411015275891,9.776495739171,9.776495739171,8.202043046071,8.198425987671,9.776495738921,8.790537086821,9.534240856731,9.776495739031,9.776495739131,9.776495739131,9.776495739121,9.776495739121,9.776495739121,9.776495739021,9.776495739021,9.266715109821,9.776495739121,8.887781610171,9.776495738671,8.147928368771,9.629081843871,9.776495739271,9.776495739271,6.631604470471,6.172430190361,4.06712107958,2.91264318968,4.03557904738,3.221517628068,4.035579046568,2.71193280258,3.50699837578,3.47197181668,3.80852595376,3.80852595376,3.80852595378,3.68387821943,3.13642819933,3.80852595373,3.80852595374,3.80852595374,3.78000900944,0.887783039,0,1.3337744892,2.61969533782,2.61969533782,1.83507997262,3.6911645546,2.9020418182,4.46741351798,4.82658286548,4.82658286488,7.53153607902,7.23870444302,7.53153607899,7.53153607899,7.53153607899,7.53153607889,7.53153607889,7.531536079,7.531536079,7.53153607897,7.53153607897,7.53153607897,6.6503905539,7.5315360793,7.5315360793,7.5315360793,6.105669060144,7.531536078844,7.531536079014,7.531536079014,7.531536079044,7.157177847444,5.69700898294,6.000792468,5.7320590154,7.53153607938,7.53153607958,7.53153607913,7.53153607913,6.75909704793,7.53153607888,7.53153607888,4.99645938868,4.83137251448,4.88525441115,8.82863456661,8.75164292983,10.93906676562,11.22378481022,11.22378481022,11.22378481022,11.22378480982,11.22378480978,11.22378481028,11.22378481028,11.223784809933,11.223784809933,10.99747810802,11.22378481052,7.60470043112,7.347677569837,11.05419422012,10.84952123942,11.22378481062,7.776772513,7.256074336808,8.95555916312,9.74665133212
"t102",5.483611162781,6.475668779601,8.385609049714,9.776495738914,9.776495738914,9.485512723314,9.536434692914,9.776495739114,8.599465595614,9.776495739714,9.776495739314,9.776495739414,9.670511230814,8.635813531814,9.776495739314,9.776495739114,9.776495739114,9.776495739364,9.776495739364,9.776495739224,9.776495739224,9.776495739234,9.776495739234,9.7764957392834,9.7764957392834,9.776495739284,7.602216174214,9.776495739114,9.776495739114,9.347736406014,8.656361220814,7.271560437781,7.840448177171,7.639097763881,9.613442349381,9.776495739381,9.776495739381,9.776495739581,9.776495739581,8.918823053491,9.133224013891,9.396880125391,8.688930611251,9.776495739551,7.829988513371,8.446410178571,9.331509698371,8.305189574871,9.776495739071,9.177773481351,9.048260135491,9.582595834861,9.324993317761,9.049471464611,9.745787401461,9.776495738961,9.776495739261,9.776495739361,9.776495739361,9.776495739061,9.776495739061,7.589345284671,8.155363221271,9.776495739071,9.776495739071,9.456696608451,9.411015275891,9.776495739171,9.776495739171,8.202043046071,8.198425987671,9.776495738921,8.790537086821,9.534240856731,9.776495739031,9.776495739131,9.776495739131,9.776495739121,9.776495739121,9.776495739121,9.776495739021,9.776495739021,9.266715109821,9.776495739121,8.887781610171,9.776495738671,8.147928368771,9.629081843871,9.776495739271,9.776495739271,6.631604470471,6.172430190361,4.06712107958,2.91264318968,4.03557904738,3.221517628068,4.035579046568,2.71193280258,3.50699837578,3.47197181668,3.80852595376,3.80852595376,3.80852595378,3.68387821943,3.13642819933,3.80852595373,3.80852595374,3.80852595374,3.78000900944,1.3337744892,1.3337744892,0,2.61969533782,2.61969533782,1.83507997262,3.6911645546,2.9020418182,4.46741351798,4.82658286548,4.82658286488,7.53153607902,7.23870444302,7.53153607899,7.53153607899,7.53153607899,7.53153607889,7.53153607889,7.531536079,7.531536079,7.53153607897,7.53153607897,7.53153607897,6.6503905539,7.5315360793,7.5315360793,7.5315360793,6.105669060144,7.531536078844,7.531536079014,7.531536079014,7.531536079044,7.157177847444,5.69700898294,6.000792468,5.7320590154,7.53153607938,7.53153607958,7.53153607913,7.53153607913,6.75909704793,7.53153607888,7.53153607888,4.99645938868,4.83137251448,4.88525441115,8.82863456661,8.75164292983,10.93906676562,11.22378481022,11.22378481022,11.22378481022,11.22378480982,11.22378480978,11.22378481028,11.22378481028,11.223784809933,11.223784809933,10.99747810802,11.22378481052,7.60470043112,7.347677569837,11.05419422012,10.84952123942,11.22378481062,7.776772513,7.256074336808,8.95555916312,9.74665133212
"t124",5.483611162801,6.475668779621,8.385609049734,9.776495738934,9.776495738934,9.485512723334,9.536434692934,9.776495739134,8.599465595634,9.776495739734,9.776495739334,9.776495739434,9.670511230834,8.635813531834,9.776495739334,9.776495739134,9.776495739134,9.776495739384,9.776495739384,9.776495739244,9.776495739244,9.776495739254,9.776495739254,9.7764957393034,9.7764957393034,9.776495739304,7.602216174234,9.776495739134,9.776495739134,9.347736406034,8.656361220834,7.271560437801,7.840448177191,7.639097763901,9.613442349401,9.776495739401,9.776495739401,9.776495739601,9.776495739601,8.918823053511,9.133224013911,9.396880125411,8.688930611271,9.776495739571,7.829988513391,8.446410178591,9.331509698391,8.305189574891,9.776495739091,9.177773481371,9.048260135511,9.582595834881,9.324993317781,9.049471464631,9.745787401481,9.776495738981,9.776495739281,9.776495739381,9.776495739381,9.776495739081,9.776495739081,7.589345284691,8.155363221291,9.776495739091,9.776495739091,9.456696608471,9.411015275911,9.776495739191,9.776495739191,8.202043046091,8.198425987691,9.776495738941,8.790537086841,9.534240856751,9.776495739051,9.776495739151,9.776495739151,9.776495739141,9.776495739141,9.776495739141,9.776495739041,9.776495739041,9.266715109841,9.776495739141,8.887781610191,9.776495738691,8.147928368791,9.629081843891,9.776495739291,9.776495739291,6.631604470491,6.172430190381,4.0671210796,2.9126431897,4.0355790474,3.221517628088,4.035579046588,2.7119328026,3.5069983758,3.4719718167,3.80852595378,3.80852595378,3.8085259538,3.68387821945,3.13642819935,3.80852595375,3.80852595376,3.80852595376,3.78000900946,2.61969533782,2.61969533782,2.61969533782,0,0.8829355882,1.7977204532,3.69116455462,2.90204181822,4.467413518,4.8265828655,4.8265828649,7.53153607904,7.23870444304,7.53153607901,7.53153607901,7.53153607901,7.53153607891,7.53153607891,7.53153607902,7.53153607902,7.53153607899,7.53153607899,7.53153607899,6.65039055392,7.53153607932,7.53153607932,7.53153607932,6.105669060164,7.531536078864,7.531536079034,7.531536079034,7.531536079064,7.157177847464,5.69700898296,6.00079246802,5.73205901542,7.5315360794,7.5315360796,7.53153607915,7.53153607915,6.75909704795,7.5315360789,7.5315360789,4.9964593887,4.8313725145,4.88525441117,8.82863456663,8.75164292985,10.93906676564,11.22378481024,11.22378481024,11.22378481024,11.22378480984,11.2237848098,11.2237848103,11.2237848103,11.223784809953,11.223784809953,10.99747810804,11.22378481054,7.60470043114,7.347677569857,11.05419422014,10.84952123944,11.22378481064,7.77677251302,7.256074336828,8.95555916314,9.74665133214
"t125",5.483611162801,6.475668779621,8.385609049734,9.776495738934,9.776495738934,9.485512723334,9.536434692934,9.776495739134,8.599465595634,9.776495739734,9.776495739334,9.776495739434,9.670511230834,8.635813531834,9.776495739334,9.776495739134,9.776495739134,9.776495739384,9.776495739384,9.776495739244,9.776495739244,9.776495739254,9.776495739254,9.7764957393034,9.7764957393034,9.776495739304,7.602216174234,9.776495739134,9.776495739134,9.347736406034,8.656361220834,7.271560437801,7.840448177191,7.639097763901,9.613442349401,9.776495739401,9.776495739401,9.776495739601,9.776495739601,8.918823053511,9.133224013911,9.396880125411,8.688930611271,9.776495739571,7.829988513391,8.446410178591,9.331509698391,8.305189574891,9.776495739091,9.177773481371,9.048260135511,9.582595834881,9.324993317781,9.049471464631,9.745787401481,9.776495738981,9.776495739281,9.776495739381,9.776495739381,9.776495739081,9.776495739081,7.589345284691,8.155363221291,9.776495739091,9.776495739091,9.456696608471,9.411015275911,9.776495739191,9.776495739191,8.202043046091,8.198425987691,9.776495738941,8.790537086841,9.534240856751,9.776495739051,9.776495739151,9.776495739151,9.776495739141,9.776495739141,9.776495739141,9.776495739041,9.776495739041,9.266715109841,9.776495739141,8.887781610191,9.776495738691,8.147928368791,9.629081843891,9.776495739291,9.776495739291,6.631604470491,6.172430190381,4.0671210796,2.9126431897,4.0355790474,3.221517628088,4.035579046588,2.7119328026,3.5069983758,3.4719718167,3.80852595378,3.80852595378,3.8085259538,3.68387821945,3.13642819935,3.80852595375,3.80852595376,3.80852595376,3.78000900946,2.61969533782,2.61969533782,2.61969533782,0.8829355882,0,1.7977204532,3.69116455462,2.90204181822,4.467413518,4.8265828655,4.8265828649,7.53153607904,7.23870444304,7.53153607901,7.53153607901,7.53153607901,7.53153607891,7.53153607891,7.53153607902,7.53153607902,7.53153607899,7.53153607899,7.53153607899,6.65039055392,7.53153607932,7.53153607932,7.53153607932,6.105669060164,7.531536078864,7.531536079034,7.531536079034,7.531536079064,7.157177847464,5.69700898296,6.00079246802,5.73205901542,7.5315360794,7.5315360796,7.53153607915,7.53153607915,6.75909704795,7.5315360789,7.5315360789,4.9964593887,4.8313725145,4.88525441117,8.82863456663,8.75164292985,10.93906676564,11.22378481024,11.22378481024,11.22378481024,11.22378480984,11.2237848098,11.2237848103,11.2237848103,11.223784809953,11.223784809953,10.99747810804,11.22378481054,7.60470043114,7.347677569857,11.05419422014,10.84952123944,11.22378481064,7.77677251302,7.256074336828,8.95555916314,9.74665133214
